,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
796,CARTERSVILLE MEDICAL CENTER (110030),2019,Acute Care,Voluntary non-profit - Private,116.0,,,GA,113.0,24709.0,309.0,15767.0,242.0,20599.0,351.0,17875.0
797,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2019,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,169.0,23312.0,234.0,15943.0,96.0,22627.0,337.0,17617.0
798,STEPHENS COUNTY HOSPITAL (110032),2019,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,,,91.0,14934.0,36.0,21669.0,241.0,14879.0
799,AU MEDICAL CENTER (110034),2019,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,154.0,25252.0,206.0,17491.0,55.0,19128.0,312.0,19975.0
800,WELLSTAR KENNESTONE HOSPITAL (110035),2019,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,398.0,25703.0,1284.0,17630.0,1211.0,17968.0,1380.0,17133.0
801,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER (110036),2019,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,269.0,23623.0,478.0,17205.0,435.0,18649.0,518.0,20105.0
802,JOHN D ARCHBOLD MEMORIAL HOSPITAL (110038),2019,Acute Care,Voluntary non-profit - Private,328.0,,,GA,233.0,24037.0,353.0,16622.0,287.0,23782.0,478.0,17997.0
803,NORTHRIDGE MEDICAL CENTER (110040),2019,Acute Care,Government - Hospital District or Authority,217.0,34.218475,-83.469116,GA,,,53.0,14081.0,,,79.0,15385.0
804,HABERSHAM COUNTY MEDICAL CTR (110041),2019,Acute Care,Government - Hospital District or Authority,137.0,34.405879,-83.485989,GA,,,63.0,15084.0,43.0,21847.0,248.0,16291.0
805,WELLSTAR PAULDING HOSPITAL (110042),2019,Acute Care,Voluntary non-profit - Other,259.0,33.902429,-84.782727,GA,40.0,24746.0,350.0,15401.0,106.0,18483.0,348.0,16560.0
806,ST JOSEPH'S HOSPITAL - SAVANNAH (110043),2019,Acute Care,Voluntary non-profit - Private,246.0,31.985079,-81.152792,GA,190.0,26023.0,368.0,17435.0,1295.0,17662.0,345.0,17376.0
807,PHOEBE SUMTER MEDICAL CENTER (110044),2019,Acute Care,Government - Hospital District or Authority,54.0,32.06425,-84.255376,GA,,,75.0,15964.0,44.0,23970.0,134.0,18318.0
808,NORTHEAST GEORGIA MEDICAL CENTER BARROW (110045),2019,Acute Care,Proprietary,55.0,34.007701,-83.706706,GA,,,63.0,15825.0,,,74.0,17250.0
809,"PIEDMONT WALTON HOSPITAL, INC (110046)",2019,Acute Care,Proprietary,81.0,33.798635,-83.746316,GA,34.0,22644.0,97.0,16214.0,49.0,22434.0,138.0,18388.0
810,ADVENTHEALTH MURRAY (110050),2019,Acute Care,Voluntary non-profit - Private,28.0,34.779951,-84.782125,GA,,,44.0,16144.0,,,111.0,16911.0
811,UNION GENERAL HOSPITAL (110051),2019,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,,,122.0,13588.0,119.0,22803.0,241.0,14935.0
812,FLOYD MEDICAL CENTER (110054),2019,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,194.0,22861.0,393.0,17824.0,409.0,22124.0,564.0,18340.0
813,PIEDMONT COLUMBUS REGIONAL MIDTOWN (110064),2019,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,68.0,23835.0,191.0,18023.0,,,281.0,19058.0
814,HOUSTON MEDICAL CENTER (110069),2019,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,218.0,24005.0,555.0,16390.0,252.0,24241.0,636.0,18180.0
815,APPLING HOSPITAL (110071),2019,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,,,,,,,67.0,16684.0
816,DORMINY MEDICAL CENTER (110073),2019,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,,,28.0,17608.0,,,69.0,16791.0
817,PIEDMONT ATHENS REGIONAL MEDICAL CENTER (110074),2019,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,482.0,22166.0,873.0,15442.0,252.0,19620.0,743.0,17040.0
818,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2019,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,119.0,24956.0,246.0,15862.0,138.0,25707.0,263.0,18562.0
819,EMORY DECATUR HOSPITAL (110076),2019,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,150.0,22925.0,304.0,16614.0,376.0,22207.0,311.0,16496.0
820,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2019,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,150.0,23853.0,437.0,16816.0,223.0,22333.0,218.0,17352.0
821,GRADY MEMORIAL HOSPITAL (110079),2019,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,86.0,24345.0,301.0,15053.0,25.0,19175.0,198.0,19814.0
822,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2019,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,233.0,25222.0,658.0,18515.0,991.0,17747.0,706.0,17103.0
823,PIEDMONT HOSPITAL (110083),2019,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,425.0,23822.0,771.0,17613.0,857.0,18475.0,442.0,17498.0
824,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2019,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,42.0,15570.0,,,79.0,18398.0
825,GWINNETT MEDICAL CENTER (110087),2019,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,283.0,25014.0,706.0,16538.0,549.0,19028.0,1012.0,17391.0
826,"COFFEE REGIONAL MEDICAL CENTER, INC (110089)",2019,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,,,129.0,19139.0,40.0,21031.0,235.0,16998.0
827,PIEDMONT ROCKDALE HOSPITAL (110091),2019,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,127.0,25214.0,290.0,16035.0,104.0,23310.0,213.0,16726.0
828,DODGE COUNTY HOSPITAL (110092),2019,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,,,44.0,18050.0,,,77.0,14476.0
829,TIFT REGIONAL MEDICAL CENTER (110095),2019,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,162.0,23580.0,248.0,15283.0,322.0,19624.0,334.0,15557.0
830,JEFFERSON HOSPITAL (110100),2019,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,,,,,48.0,13644.0
831,CRISP REGIONAL HOSPITAL (110104),2019,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,39.0,25463.0,103.0,15352.0,,,178.0,17079.0
832,COLQUITT REGIONAL MEDICAL CENTER (110105),2019,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,28.0,25079.0,196.0,16094.0,77.0,22202.0,310.0,18172.0
833,"MEDICAL CENTER, NAVICENT HEALTH (THE) (110107)",2019,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,605.0,23366.0,677.0,18323.0,621.0,23412.0,525.0,17808.0
834,EMANUEL MEDICAL CENTER (110109),2019,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,67.0,14789.0,,,92.0,18729.0
835,UNIVERSITY HOSPITAL MCDUFFIE (110111),2019,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,,,,33.0,23224.0,44.0,16760.0
836,BURKE MEDICAL CENTER (110113),2019,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,,,,,63.0,15361.0
837,WELLSTAR ATLANTA MEDICAL CENTER (110115),2019,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,125.0,24275.0,170.0,17840.0,102.0,23647.0,194.0,22138.0
838,GRADY GENERAL HOSPITAL (110121),2019,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,,46.0,14687.0,,,50.0,14581.0
839,SOUTH GEORGIA MEDICAL CENTER (110122),2019,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,227.0,26355.0,449.0,16452.0,488.0,20657.0,447.0,16431.0
840,WAYNE MEMORIAL HOSPITAL (110124),2019,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,,,87.0,15244.0,130.0,18909.0,266.0,15500.0
841,FAIRVIEW PARK HOSPITAL (110125),2019,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,111.0,24294.0,253.0,16562.0,236.0,20286.0,298.0,17456.0
842,MEADOWS REGIONAL MEDICAL CENTER (110128),2019,Acute Care,Proprietary,64.0,,,GA,119.0,24873.0,180.0,14878.0,39.0,24785.0,222.0,17490.0
843,ST FRANCIS HOSPITAL (110129),2019,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,331.0,24377.0,740.0,16803.0,314.0,23650.0,575.0,18638.0
844,MEMORIAL HOSPITAL AND MANOR (110132),2019,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,,47.0,15179.0,,,98.0,14448.0
845,TAYLOR REGIONAL HOSPITAL (110135),2019,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,,58.0,18205.0,43.0,25879.0,82.0,17403.0
846,EVANS MEMORIAL HOSPITAL (110142),2019,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,51.0,15881.0,,,47.0,16518.0
847,WELLSTAR COBB HOSPITAL (110143),2019,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,94.0,23416.0,489.0,17490.0,300.0,20950.0,521.0,17088.0
848,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS (110146),2019,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,,55.0,17742.0,77.0,20119.0,56.0,16650.0
849,NAVICENT HEALTH BALDWIN (110150),2019,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,,,83.0,16631.0,53.0,21501.0,150.0,17369.0
850,PERRY HOSPITAL (110153),2019,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,25.0,23732.0,52.0,15791.0,100.0,22082.0,164.0,15475.0
851,NORTHSIDE HOSPITAL (110161),2019,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,105.0,23180.0,236.0,15768.0,432.0,18022.0,429.0,18348.0
852,COLISEUM MEDICAL CENTERS (110164),2019,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,213.0,25736.0,394.0,17816.0,,,379.0,16764.0
853,SOUTHERN REGIONAL MEDICAL CENTER (110165),2019,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,65.0,25080.0,184.0,17045.0,64.0,23708.0,181.0,21262.0
854,REDMOND REGIONAL MEDICAL CENTER (110168),2019,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,506.0,22270.0,769.0,15258.0,362.0,21236.0,430.0,17767.0
855,DOCTORS HOSPITAL (110177),2019,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,92.0,23266.0,228.0,15695.0,555.0,20820.0,363.0,18636.0
856,WELLSTAR DOUGLAS HOSPITAL (110184),2019,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,69.0,23619.0,322.0,16414.0,87.0,21274.0,364.0,18290.0
857,CHESTATEE REGIONAL HOSPITAL (110187),2019,Acute Care,Proprietary,48.0,,,GA,,,,,77.0,19469.0,72.0,15558.0
858,FANNIN REGIONAL HOSPITAL (110189),2019,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,,83.0,15679.0,35.0,21089.0,98.0,17755.0
859,PIEDMONT HENRY HOSPITAL (110191),2019,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,160.0,24553.0,419.0,16571.0,512.0,20409.0,432.0,18830.0
860,EASTSIDE MEDICAL CENTER (110192),2019,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,131.0,23871.0,346.0,17038.0,299.0,21525.0,392.0,18628.0
861,DONALSONVILLE HOSPITAL INC (110194),2019,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,,,,,,68.0,11620.0
862,WELLSTAR NORTH FULTON HOSPITAL (110198),2019,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,133.0,26177.0,227.0,16949.0,150.0,20515.0,325.0,18786.0
863,PIEDMONT COLUMBUS REGIONAL NORTHSIDE (110200),2019,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,,,,,487.0,21029.0,,
864,COLISEUM NORTHSIDE HOSPITAL (110201),2019,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,,,90.0,16589.0,294.0,21818.0,150.0,18115.0
865,PIEDMONT FAYETTE HOSPITAL (110215),2019,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,256.0,24918.0,538.0,17106.0,540.0,18640.0,860.0,18869.0
866,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2019,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,48.0,20830.0,186.0,15385.0,195.0,17830.0,313.0,15833.0
867,EMORY HILLANDALE HOSPITAL (110226),2019,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,28.0,24703.0,109.0,15501.0,,,89.0,17047.0
868,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2019,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,90.0,23656.0,349.0,16182.0,497.0,20070.0,481.0,19786.0
869,EMORY JOHNS CREEK HOSPITAL (110230),2019,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,78.0,22431.0,236.0,16022.0,200.0,19783.0,236.0,16654.0
870,SGMC BERRIEN CAMPUS (110234),2019,Acute Care,Government - Hospital District or Authority,54.0,31.203629,-83.238337,GA,,,,,,,27.0,14957.0
871,BLECKLEY MEMORIAL HOSPITAL (111302),2019,Critical Access,Government - Hospital District or Authority,15.0,32.384545,-83.345927,GA,,,,,,,25.0,16957.0
872,MILLER COUNTY HOSPITAL (111305),2019,Critical Access,Government - Hospital District or Authority,142.0,31.17548,-84.734548,GA,,,,,,,36.0,19997.0
873,EFFINGHAM HEALTH SYSTEM (111306),2019,Critical Access,Government - Hospital District or Authority,130.0,32.364734,-81.321664,GA,,,,,,,55.0,16210.0
874,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH (111310)",2019,Critical Access,Government - Hospital District or Authority,25.0,32.606568,-83.758449,GA,,,56.0,16624.0,,,51.0,16542.0
875,PUTNAM GENERAL HOSPITAL (111313),2019,Critical Access,Government - Hospital District or Authority,25.0,33.335519,-83.370844,GA,,,,,,,76.0,16802.0
876,MONROE COUNTY HOSPITAL (111318),2019,Critical Access,Government - Hospital District or Authority,25.0,33.031981,-83.946494,GA,,,,,,,52.0,18800.0
877,HIGGINS GENERAL HOSPITAL (111320),2019,Critical Access,Government - Hospital District or Authority,16.0,33.716343,-85.144623,GA,,,,,,,68.0,20512.0
878,OPTIM MEDICAL CENTER - TATTNALL (111323),2019,Critical Access,Voluntary non-profit - Other,25.0,32.080649,-82.111042,GA,,,,,482.0,40716.0,,
879,WILLS MEMORIAL HOSPITAL (111325),2019,Critical Access,Government - Hospital District or Authority,25.0,33.729302,-82.742388,GA,,,52.0,17839.0,,,66.0,17984.0
880,BACON COUNTY HOSPITAL (111327),2019,Critical Access,Voluntary non-profit - Other,113.0,31.53911,-82.459687,GA,,,39.0,17264.0,,,143.0,15209.0
881,ST MARY'S GOOD SAMARITAN HOSPITAL (111329),2019,Critical Access,Proprietary,25.0,33.479921,-83.241645,GA,,,39.0,16847.0,123.0,19893.0,89.0,15959.0
882,JEFF DAVIS HOSPITAL (111333),2019,Critical Access,Government - Hospital District or Authority,28.0,31.857893,-82.607397,GA,,,,,,,51.0,17141.0
883,CANDLER COUNTY HOSPITAL (111334),2019,Critical Access,Government - Hospital District or Authority,25.0,32.407081,-82.066608,GA,,,,,,,29.0,17417.0
884,LIBERTY REGIONAL MEDICAL CENTER (111335),2019,Critical Access,Government - Hospital District or Authority,132.0,,,GA,,,35.0,15372.0,,,34.0,18513.0
885,MOUNTAIN LAKES MEDICAL CENTER (111336),2019,Critical Access,Proprietary,25.0,34.554075,-83.54423,GA,,,,,,,86.0,16671.0
886,THE QUEENS MEDICAL CENTER (120001),2019,Acute Care,Voluntary non-profit - Private,585.0,21.308307,-157.854965,HI,414.0,20614.0,495.0,16346.0,455.0,19892.0,705.0,17914.0
887,MAUI MEMORIAL MEDICAL CENTER (120002),2019,Acute Care,Government - State,217.0,20.884455,-156.488087,HI,126.0,21688.0,126.0,15022.0,32.0,19016.0,177.0,15960.0
888,WAHIAWA GENERAL HOSPITAL (120004),2019,Acute Care,Voluntary non-profit - Private,157.0,21.498511,-158.027299,HI,44.0,21876.0,46.0,16390.0,,,157.0,15485.0
889,HILO MEDICAL CENTER (120005),2019,Acute Care,Government - State,264.0,19.717467,-155.113513,HI,92.0,21948.0,202.0,15519.0,97.0,18338.0,269.0,16816.0
890,ADVENTIST HEALTH CASTLE (120006),2019,Acute Care,Voluntary non-profit - Church,160.0,21.381502,-157.757229,HI,147.0,21773.0,114.0,17150.0,221.0,17923.0,246.0,17022.0
891,KUAKINI MEDICAL CENTER (120007),2019,Acute Care,Voluntary non-profit - Private,342.0,21.322211,-157.856211,HI,118.0,23641.0,142.0,17002.0,173.0,26462.0,423.0,19227.0
892,KAISER FOUNDATION HOSPITAL (120011),2019,Acute Care,Voluntary non-profit - Private,283.0,21.362292,-157.900139,HI,,,29.0,14830.0,35.0,16660.0,46.0,16135.0
893,WILCOX MEMORIAL HOSPITAL (120014),2019,Acute Care,Government - Federal,72.0,21.987043,-159.366198,HI,26.0,23625.0,99.0,14111.0,160.0,16973.0,168.0,14971.0
894,KONA COMMUNITY HOSPITAL (120019),2019,Acute Care,Government - State,93.0,19.519237,-155.917719,HI,,,68.0,15713.0,,,132.0,15833.0
895,STRAUB CLINIC AND HOSPITAL (120022),2019,Acute Care,Proprietary,159.0,21.302268,-157.850921,HI,185.0,22614.0,224.0,15393.0,421.0,19871.0,338.0,18624.0
896,PALI MOMI MEDICAL CENTER (120026),2019,Acute Care,Proprietary,121.0,21.383988,-157.937675,HI,304.0,24536.0,206.0,16480.0,,,459.0,17395.0
897,NORTH HAWAII COMMUNITY HOSPITAL (120028),2019,Acute Care,Voluntary non-profit - Private,34.0,,,HI,,,54.0,15546.0,36.0,21051.0,58.0,17779.0
898,ST LUKE'S MAGIC VALLEY RMC (130002),2019,Acute Care,Voluntary non-profit - Private,205.0,42.591595,-114.496998,ID,199.0,26839.0,270.0,16580.0,407.0,20507.0,566.0,17703.0
899,ST JOSEPH REGIONAL MEDICAL CENTER (130003),2019,Acute Care,Voluntary non-profit - Private,122.0,46.417121,-117.024997,ID,120.0,23373.0,206.0,16332.0,360.0,19549.0,323.0,16303.0
900,ST LUKE'S REGIONAL MEDICAL CENTER (130006),2019,Acute Care,Voluntary non-profit - Private,569.0,43.612157,-116.192202,ID,439.0,21050.0,598.0,15344.0,996.0,17760.0,770.0,17452.0
901,SAINT ALPHONSUS REGIONAL MEDICAL CENTER (130007),2019,Acute Care,Voluntary non-profit - Church,380.0,43.614072,-116.253622,ID,217.0,23527.0,240.0,16920.0,1008.0,18713.0,274.0,16149.0
902,SAINT ALPHONSUS MEDICAL CENTER - NAMPA (130013),2019,Acute Care,Voluntary non-profit - Church,128.0,43.596332,-116.519174,ID,116.0,23892.0,163.0,15586.0,181.0,17807.0,216.0,17690.0
903,WEST VALLEY MEDICAL CENTER (130014),2019,Acute Care,Proprietary,108.0,43.65422,-116.69564,ID,44.0,24540.0,76.0,16643.0,244.0,19865.0,106.0,17958.0
904,EASTERN IDAHO REGIONAL MEDICAL CENTER (130018),2019,Acute Care,Proprietary,313.0,43.470276,-111.990159,ID,278.0,24018.0,217.0,15152.0,168.0,23711.0,388.0,17613.0
905,MADISON MEMORIAL HOSPITAL (130025),2019,Acute Care,Government - Local,68.0,43.826051,-111.773148,ID,,,48.0,15649.0,156.0,22011.0,84.0,15874.0
906,PORTNEUF MEDICAL CENTER (130028),2019,Acute Care,Proprietary,168.0,42.872621,-112.4189,ID,145.0,24851.0,189.0,15799.0,535.0,20925.0,283.0,18870.0
907,KOOTENAI HEALTH (130049),2019,Acute Care,Government - Hospital District or Authority,286.0,47.694597,-116.792669,ID,325.0,25132.0,433.0,17624.0,607.0,19975.0,544.0,18064.0
908,TREASURE VALLEY HOSPITAL (130063),2019,Acute Care,Proprietary,11.0,43.611289,-116.290332,ID,,,,,36.0,17418.0,,
909,MOUNTAIN VIEW HOSPITAL (130065),2019,Acute Care,Proprietary,41.0,43.472524,-111.988717,ID,,,,,656.0,22272.0,,
910,NORTHWEST SPECIALTY HOSPITAL (130066),2019,Acute Care,Proprietary,34.0,47.71441,-116.924455,ID,,,,,393.0,19692.0,,
911,ST LUKE'S NAMPA MEDICAL CENTER (130071),2019,Acute Care,Voluntary non-profit - Private,82.0,43.616618,-116.590734,ID,,,,,,,33.0,16001.0
912,NORTH CANYON MEDICAL CENTER (131302),2019,Critical Access,Voluntary non-profit - Private,16.0,42.921869,-114.711128,ID,,,35.0,20832.0,,,64.0,18994.0
913,WEISER MEMORIAL HOSPITAL (131307),2019,Critical Access,Government - Hospital District or Authority,19.0,44.248761,-116.961735,ID,,,,,52.0,21532.0,30.0,17450.0
914,ST LUKE'S ELMORE MEDICAL CENTER (131311),2019,Critical Access,Voluntary non-profit - Private,60.0,43.139199,-115.692487,ID,,,25.0,17746.0,,,85.0,19713.0
915,ST LUKE'S MCCALL (131312),2019,Critical Access,Voluntary non-profit - Private,15.0,44.909354,-116.109703,ID,,,,,113.0,19065.0,34.0,14989.0
916,SYRINGA GENERAL HOSPITAL (131315),2019,Critical Access,Government - Hospital District or Authority,15.0,45.926789,-116.126994,ID,,,31.0,15564.0,,,69.0,17757.0
917,BENEWAH COMMUNITY HOSPITAL (131317),2019,Critical Access,Government - Local,19.0,47.314613,-116.566678,ID,,,,,39.0,27101.0,42.0,14571.0
918,MINIDOKA MEMORIAL HOSPITAL (131319),2019,Critical Access,Government - Local,63.0,42.619625,-113.685362,ID,,,,,87.0,18677.0,54.0,17039.0
919,CLEARWATER VALLEY HOSPITAL & CLINICS (131320),2019,Critical Access,Voluntary non-profit - Private,23.0,46.487315,-116.259916,ID,,,45.0,17402.0,,,86.0,15183.0
920,ST MARY'S HOSPITAL (131321),2019,Critical Access,Voluntary non-profit - Private,25.0,46.050371,-116.351645,ID,,,46.0,16454.0,,,79.0,15491.0
921,FRANKLIN COUNTY MEDICAL CENTER (131322),2019,Critical Access,Government - Local,57.0,42.098379,-111.875467,ID,,,36.0,16015.0,45.0,23837.0,68.0,14223.0
922,ST LUKE'S WOOD RIVER MEDICAL CENTER (131323),2019,Critical Access,Voluntary non-profit - Private,25.0,43.648473,-114.349018,ID,,,,,187.0,19311.0,48.0,14770.0
923,BINGHAM MEMORIAL HOSPITAL (131325),2019,Critical Access,Voluntary non-profit - Private,90.0,43.192952,-112.347442,ID,,,42.0,17012.0,168.0,20794.0,107.0,15418.0
924,CASSIA REGIONAL HOSPITAL (131326),2019,Critical Access,Voluntary non-profit - Private,26.0,42.534204,-113.783419,ID,,,47.0,15218.0,34.0,19753.0,120.0,16812.0
925,GRITMAN MEDICAL CENTER (131327),2019,Critical Access,Voluntary non-profit - Private,25.0,46.728704,-117.001406,ID,,,44.0,17438.0,108.0,22809.0,110.0,16815.0
926,BONNER GENERAL HOSPITAL (131328),2019,Critical Access,Voluntary non-profit - Private,25.0,48.277485,-116.550314,ID,,,46.0,17572.0,119.0,21639.0,57.0,16832.0
927,GRAHAM HOSPITAL ASSOCIATION (140001),2019,Acute Care,Voluntary non-profit - Other,86.0,40.553293,-90.038115,IL,,,114.0,16379.0,98.0,21264.0,226.0,15828.0
928,ALTON MEMORIAL HOSPITAL (140002),2019,Acute Care,Voluntary non-profit - Private,157.0,,,IL,61.0,24935.0,405.0,16652.0,319.0,18829.0,415.0,17383.0
929,PRESENCE SAINT JOSEPH MEDICAL CENTER (140007),2019,Acute Care,Voluntary non-profit - Church,457.0,41.528248,-88.134645,IL,442.0,25733.0,1044.0,18858.0,485.0,21737.0,926.0,19711.0
930,LOYOLA GOTTLIEB MEMORIAL HOSPITAL (140008),2019,Acute Care,Voluntary non-profit - Private,227.0,41.908342,-87.841101,IL,161.0,25251.0,362.0,18847.0,349.0,22458.0,285.0,17304.0
931,NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP (140010),2019,Acute Care,Voluntary non-profit - Other,737.0,42.0653,-87.683293,IL,645.0,24489.0,2339.0,17701.0,3166.0,23564.0,2698.0,16850.0
932,HERRIN HOSPITAL (140011),2019,Acute Care,Voluntary non-profit - Private,113.0,37.801613,-89.026508,IL,38.0,27200.0,299.0,16920.0,330.0,19750.0,534.0,17311.0
933,KATHERINE SHAW BETHEA HOSPITAL (140012),2019,Acute Care,Voluntary non-profit - Private,80.0,41.84423,-89.480131,IL,75.0,23936.0,159.0,16747.0,105.0,21927.0,206.0,17300.0
934,PROCTOR HOSPITAL (140013),2019,Acute Care,Voluntary non-profit - Private,162.0,40.752496,-89.593254,IL,105.0,21277.0,252.0,16472.0,282.0,19772.0,317.0,17085.0
935,BLESSING HOSPITAL (140015),2019,Acute Care,Voluntary non-profit - Private,310.0,40.393084,-91.344081,IL,321.0,26238.0,750.0,16142.0,180.0,21603.0,1147.0,16136.0
936,MT SINAI HOSPITAL MEDICAL CENTER (140018),2019,Acute Care,Voluntary non-profit - Private,280.0,,,IL,95.0,24588.0,114.0,15647.0,,,59.0,17851.0
937,HSHS GOOD SHEPHERD HOSPITAL INC (140019),2019,Acute Care,Voluntary non-profit - Private,30.0,39.405801,-88.807113,IL,,,62.0,16031.0,,,107.0,16277.0
938,COPLEY MEMORIAL HOSPITAL (140029),2019,Acute Care,Voluntary non-profit - Private,210.0,41.727722,-88.268415,IL,164.0,24751.0,334.0,17560.0,531.0,19950.0,480.0,17169.0
939,SHERMAN HOSPITAL (140030),2019,Acute Care,Voluntary non-profit - Private,255.0,42.070221,-88.331468,IL,235.0,26895.0,613.0,18909.0,367.0,21638.0,701.0,18645.0
940,ST ANTHONYS MEMORIAL HOSPITAL (140032),2019,Acute Care,Voluntary non-profit - Church,137.0,39.124496,-88.549274,IL,68.0,23958.0,322.0,16113.0,575.0,20300.0,475.0,16872.0
941,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA (140034),2019,Acute Care,Voluntary non-profit - Church,112.0,38.530809,-89.115999,IL,41.0,26838.0,251.0,16369.0,25.0,19074.0,470.0,15948.0
942,GALESBURG COTTAGE HOSPITAL (140040),2019,Acute Care,Proprietary,128.0,40.955483,-90.366199,IL,,,105.0,17803.0,121.0,19296.0,127.0,19021.0
943,CGH MEDICAL CENTER (140043),2019,Acute Care,Government - Local,94.0,41.801564,-89.696733,IL,105.0,27079.0,284.0,16682.0,180.0,22397.0,365.0,16578.0
