,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
1133,MONROE HOSPITAL (150183),2021,Acute Care,Proprietary,32.0,39.121202,-86.573323,IN,,,67.0,16806.0,93.0,24815.0,106.0,19219.0
1134,COMMUNITY HOSPITAL OF BREMEN INC (151300),2021,Critical Access,Voluntary non-profit - Private,24.0,41.45694,-86.157922,IN,,,,,,,31.0,18694.0
1135,ASCENSION ST VINCENT RANDOLPH (151301),2021,Critical Access,Voluntary non-profit - Private,25.0,40.167877,-84.970394,IN,,,,,,,44.0,16182.0
1136,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL (151302),2021,Critical Access,Voluntary non-profit - Private,15.0,40.468905,-85.372027,IN,,,,,,,68.0,25871.0
1137,RUSH MEMORIAL HOSPITAL (151304),2021,Critical Access,Government - Local,24.0,39.621442,-85.444792,IN,,,,,,,56.0,16500.0
1138,PULASKI MEMORIAL HOSPITAL (151305),2021,Critical Access,Government - Local,25.0,41.057384,-86.595641,IN,,,38.0,19845.0,,,68.0,19215.0
1139,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL (151306),2021,Critical Access,Voluntary non-profit - Private,25.0,38.567698,-86.475188,IN,,,,,,,31.0,14878.0
1140,ASCENSION ST VINCENT WILLIAMSPORT (151307),2021,Critical Access,Voluntary non-profit - Church,16.0,40.29047,-87.295819,IN,,,48.0,19871.0,,,49.0,16561.0
1141,"PARKVIEW WABASH HOSPITAL, INC (151310)",2021,Critical Access,Voluntary non-profit - Private,30.0,40.81877,-85.829126,IN,,,66.0,17974.0,,,74.0,18960.0
1142,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC (151311),2021,Critical Access,Voluntary non-profit - Other,25.0,40.272216,-86.041102,IN,,,29.0,18899.0,105.0,21136.0,56.0,20068.0
1143,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL (151312),2021,Critical Access,Voluntary non-profit - Private,25.0,40.734862,-86.775623,IN,,,51.0,19377.0,,,114.0,17134.0
1144,WOODLAWN HOSPITAL (151313),2021,Critical Access,Government - Local,25.0,41.061728,-86.196973,IN,,,27.0,18768.0,65.0,22092.0,66.0,17573.0
1145,CAMERON MEMORIAL COMMUNITY HOSPITAL INC (151315),2021,Critical Access,Voluntary non-profit - Private,25.0,41.634883,-84.99552,IN,,,48.0,16293.0,27.0,22999.0,95.0,17643.0
1146,INDIANA UNIVERSITY HEALTH FRANKFORT INC (151316),2021,Critical Access,Voluntary non-profit - Church,23.0,40.269905,-86.510536,IN,,,29.0,16959.0,,,62.0,20021.0
1147,GREENE COUNTY GENERAL HOSPITAL (151317),2021,Critical Access,Government - Local,25.0,39.040496,-87.129176,IN,,,46.0,17281.0,,,92.0,20238.0
1148,DUKES MEMORIAL HOSPITAL (151318),2021,Critical Access,Voluntary non-profit - Private,25.0,40.757358,-86.083146,IN,,,36.0,19399.0,,,79.0,19188.0
1149,GIBSON GENERAL HOSPITAL (151319),2021,Critical Access,Voluntary non-profit - Private,40.0,38.360231,-87.589559,IN,,,,,,,44.0,19211.0
1150,"INDIANA UNIVERSITY HEALTH JAY, INC. (151320)",2021,Critical Access,Government - Local,32.0,40.439366,-84.984105,IN,,,26.0,20164.0,,,59.0,14394.0
1151,PERRY COUNTY MEMORIAL HOSPITAL (151322),2021,Critical Access,Voluntary non-profit - Other,25.0,37.96865,-86.729561,IN,,,34.0,19241.0,,,95.0,18896.0
1152,PARKVIEW LAGRANGE HOSPITAL (151323),2021,Critical Access,Voluntary non-profit - Private,25.0,41.645803,-85.424936,IN,,,36.0,17343.0,,,47.0,18841.0
1153,"FRANCISCAN HEALTH RENSSELAER, INC (151324)",2021,Critical Access,Voluntary non-profit - Private,25.0,40.9336,-87.138357,IN,,,30.0,19330.0,,,65.0,19086.0
1154,UNION HOSPITAL CLINTON (151326),2021,Critical Access,Voluntary non-profit - Private,25.0,39.652926,-87.398213,IN,,,39.0,17644.0,,,63.0,18250.0
1155,SULLIVAN COUNTY COMMUNITY HOSPITAL (151327),2021,Critical Access,Government - Local,25.0,39.126254,-87.409083,IN,,,32.0,18481.0,,,70.0,17873.0
1156,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL (151328),2021,Critical Access,Voluntary non-profit - Private,27.0,38.860988,-86.512167,IN,,,70.0,17338.0,,,184.0,18478.0
1157,MARGARET MARY COMMUNITY HOSPITAL INC (151329),2021,Critical Access,Voluntary non-profit - Private,25.0,39.306141,-85.222703,IN,,,69.0,18669.0,51.0,23193.0,135.0,17808.0
1158,ADAMS MEMORIAL HOSPITAL (151330),2021,Critical Access,Government - Local,33.0,40.817966,-84.912535,IN,,,45.0,18060.0,30.0,24541.0,94.0,17863.0
1159,HARRISON COUNTY HOSPITAL (151331),2021,Critical Access,Government - Local,25.0,38.23898,-86.14774,IN,,,67.0,18205.0,30.0,23569.0,145.0,16823.0
1160,DECATUR COUNTY MEMORIAL HOSPITAL (151332),2021,Critical Access,Government - Local,25.0,39.344116,-85.479404,IN,,,78.0,17328.0,48.0,23124.0,136.0,18542.0
1161,PUTNAM COUNTY HOSPITAL (151333),2021,Critical Access,Government - Local,25.0,39.622205,-86.845996,IN,,,34.0,20257.0,,,100.0,18317.0
1162,SCOTT MEMORIAL HEALTH (151334),2021,Critical Access,Proprietary,25.0,38.705525,-85.7852,IN,,,53.0,20266.0,,,81.0,16933.0
1163,ASCENSION ST VINCENT DUNN (151335),2021,Critical Access,Voluntary non-profit - Private,25.0,38.853488,-86.493194,IN,,,,,,,41.0,18610.0
1164,UNITYPOINT HEALTH - MARSHALLTOWN (160001),2021,Acute Care,Voluntary non-profit - Private,60.0,42.04805,-92.905914,IA,,,95.0,18148.0,,,154.0,18130.0
1165,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME (160005),2021,Acute Care,Voluntary non-profit - Church,147.0,42.056982,-94.867981,IA,,,58.0,16172.0,164.0,16790.0,161.0,15433.0
1166,KEOKUK AREA HOSPITAL (160008),2021,Acute Care,Voluntary non-profit - Private,50.0,40.406952,-91.388116,IA,,,30.0,18199.0,,,57.0,18218.0
1167,TRINITY MUSCATINE (160013),2021,Acute Care,Voluntary non-profit - Private,39.0,41.434173,-91.052727,IA,,,62.0,18218.0,,,116.0,18234.0
1168,TRINITY REGIONAL MEDICAL CENTER (160016),2021,Acute Care,Voluntary non-profit - Private,70.0,42.490278,-94.191337,IA,155.0,27824.0,191.0,17743.0,,,320.0,18499.0
1169,CHI HEALTH MERCY COUNCIL BLUFFS (160028),2021,Acute Care,Voluntary non-profit - Private,168.0,41.269636,-95.838201,IA,68.0,25068.0,137.0,16983.0,194.0,17458.0,151.0,17797.0
1170,MERCY HOSPITAL (160029),2021,Acute Care,Voluntary non-profit - Church,220.0,41.663541,-91.528653,IA,138.0,23962.0,270.0,18056.0,874.0,17091.0,323.0,18205.0
1171,MARY GREELEY MEDICAL CENTER (160030),2021,Acute Care,Government - Local,207.0,42.032391,-93.610624,IA,176.0,24947.0,327.0,16193.0,306.0,19502.0,372.0,17784.0
1172,MERCYONE NEWTON MEDICAL CENTER (160032),2021,Acute Care,Government - Local,48.0,41.702413,-93.051177,IA,,,65.0,17874.0,30.0,16962.0,96.0,19298.0
1173,GENESIS MEDICAL CENTER-DAVENPORT (160033),2021,Acute Care,Voluntary non-profit - Other,324.0,41.542837,-90.556958,IA,240.0,28137.0,520.0,18723.0,819.0,17816.0,772.0,19485.0
1174,"SARTORI MEMORIAL HOSPITAL, INC (160040)",2021,Acute Care,Voluntary non-profit - Church,50.0,42.533922,-92.455969,IA,,,,,185.0,19675.0,60.0,16164.0
1175,ST LUKES HOSPITAL (160045),2021,Acute Care,Voluntary non-profit - Private,342.0,41.985632,-91.659013,IA,216.0,27709.0,549.0,18058.0,425.0,18590.0,560.0,18606.0
1176,METHODIST JENNIE EDMUNDSON (160047),2021,Acute Care,Voluntary non-profit - Private,112.0,41.268309,-95.836128,IA,105.0,25440.0,123.0,17849.0,204.0,18723.0,267.0,16477.0
1177,GREAT RIVER MEDICAL CENTER (160057),2021,Acute Care,Voluntary non-profit - Private,320.0,40.807369,-91.170278,IA,171.0,27318.0,299.0,17937.0,220.0,21209.0,364.0,19389.0
1178,UNIVERSITY OF IOWA HOSPITAL & CLINICS (160058),2021,Acute Care,Government - State,741.0,41.661203,-91.550759,IA,207.0,26037.0,437.0,18590.0,502.0,17888.0,316.0,18257.0
1179,MERCYONE NORTH IOWA MEDICAL CENTER (160064),2021,Acute Care,Voluntary non-profit - Church,218.0,43.148377,-93.216102,IA,322.0,27815.0,469.0,19500.0,668.0,20302.0,478.0,19138.0
1180,MERCYONE WATERLOO MEDICAL CENTER (160067),2021,Acute Care,Voluntary non-profit - Private,214.0,42.463867,-92.345787,IA,57.0,27263.0,177.0,18030.0,176.0,22275.0,163.0,18665.0
1181,MERCYONE DUBUQUE MEDICAL CENTER (160069),2021,Acute Care,Voluntary non-profit - Church,197.0,42.493145,-90.67435,IA,74.0,25509.0,127.0,16212.0,78.0,19279.0,237.0,18132.0
1182,MERCY MEDICAL CENTER - CEDAR RAPIDS (160079),2021,Acute Care,Voluntary non-profit - Church,302.0,41.978904,-91.654798,IA,234.0,25143.0,376.0,16082.0,715.0,18408.0,485.0,15003.0
1183,MERCYONE CLINTON MEDICAL CENTER (160080),2021,Acute Care,Voluntary non-profit - Private,192.0,41.860543,-90.188155,IA,94.0,25965.0,167.0,19419.0,42.0,22475.0,279.0,18783.0
1184,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI (160082),2021,Acute Care,Voluntary non-profit - Private,505.0,41.590777,-93.633131,IA,500.0,24626.0,656.0,18508.0,1852.0,17139.0,680.0,18588.0
1185,MERCYONE DES MOINES MEDICAL CENTER (160083),2021,Acute Care,Voluntary non-profit - Private,592.0,41.599577,-93.625702,IA,562.0,26681.0,918.0,18454.0,789.0,18841.0,667.0,18845.0
1186,OTTUMWA REGIONAL HEALTH CENTER (160089),2021,Acute Care,Proprietary,115.0,,,IA,46.0,26203.0,108.0,19487.0,122.0,22374.0,169.0,20645.0
1187,BROADLAWNS MEDICAL CENTER (160101),2021,Acute Care,Government - Local,111.0,41.615097,-93.641155,IA,,,,,25.0,19743.0,,
1188,TRINITY - BETTENDORF (160104),2021,Acute Care,Voluntary non-profit - Private,79.0,41.566105,-90.51736,IA,46.0,25535.0,84.0,17783.0,655.0,18262.0,142.0,18400.0
1189,ALLEN HOSPITAL (160110),2021,Acute Care,Voluntary non-profit - Private,200.0,42.525753,-92.337758,IA,173.0,24744.0,303.0,18312.0,248.0,19273.0,286.0,19408.0
1190,SPENCER MUNICIPAL HOSPITAL (160112),2021,Acute Care,Government - Local,70.0,43.150009,-95.143842,IA,,,129.0,16995.0,458.0,18943.0,162.0,16537.0
1191,FINLEY HOSPITAL (160117),2021,Acute Care,Voluntary non-profit - Private,108.0,42.495413,-90.687573,IA,47.0,28366.0,102.0,18350.0,191.0,22699.0,139.0,19219.0
1192,FORT MADISON COMMUNITY HOSPITAL (160122),2021,Acute Care,Voluntary non-profit - Private,50.0,40.624167,-91.382067,IA,,,47.0,17930.0,114.0,19448.0,81.0,16518.0
1193,LAKES REGIONAL HEALTHCARE (160124),2021,Acute Care,Voluntary non-profit - Other,44.0,43.418396,-95.126312,IA,,,26.0,17602.0,196.0,19130.0,68.0,16636.0
1194,ST LUKES REGIONAL MEDICAL CENTER (160146),2021,Acute Care,Voluntary non-profit - Private,183.0,42.5186,-96.406029,IA,122.0,22851.0,247.0,16758.0,229.0,19226.0,345.0,18265.0
1195,GRINNELL REGIONAL MEDICAL CENTER (160147),2021,Acute Care,Voluntary non-profit - Private,45.0,41.743278,-92.734728,IA,,,74.0,18096.0,,,102.0,18640.0
1196,MERCYONE SIOUXLAND MEDICAL CENTER (160153),2021,Acute Care,Voluntary non-profit - Private,205.0,42.495329,-96.400061,IA,178.0,28623.0,211.0,18581.0,108.0,21115.0,359.0,19020.0
1197,IOWA SPECIALTY HOSPITAL - BELMOND (161301),2021,Critical Access,Government - Local,22.0,42.844988,-93.612855,IA,,,,,,,30.0,25058.0
1198,IOWA SPECIALTY HOSPITAL - CLARION (161302),2021,Critical Access,Government - Local,25.0,42.721625,-93.732628,IA,,,,,444.0,18580.0,50.0,17357.0
1199,CHI HEALTH  - MERCY CORNING (161304),2021,Critical Access,Voluntary non-profit - Private,22.0,40.988375,-94.747914,IA,,,,,,,29.0,20382.0
1200,JONES REGIONAL MEDICAL CENTER (161306),2021,Critical Access,Voluntary non-profit - Private,20.0,42.102231,-91.261919,IA,,,32.0,18845.0,,,57.0,20023.0
1201,HANCOCK COUNTY HEALTH SYSTEM (161307),2021,Critical Access,Voluntary non-profit - Other,25.0,43.097818,-93.806993,IA,,,,,,,58.0,19685.0
1202,FRANKLIN GENERAL HOSPITAL (161308),2021,Critical Access,Government - Local,77.0,42.741407,-93.186763,IA,,,,,,,36.0,19203.0
1203,CHI HEALTH MISSOURI VALLEY (161309),2021,Critical Access,Voluntary non-profit - Private,25.0,41.562977,-95.885096,IA,,,28.0,19999.0,,,37.0,17619.0
1204,HAWARDEN REGIONAL HEALTHCARE (161311),2021,Critical Access,Government - Local,25.0,42.998008,-96.479427,IA,,,,,,,29.0,18716.0
1205,GUTTENBERG MUNICIPAL HOSPITAL (161312),2021,Critical Access,Government - Local,25.0,42.785548,-91.099954,IA,,,,,,,25.0,18359.0
1206,GENESIS MEDICAL CENTER-DEWITT (161313),2021,Critical Access,Voluntary non-profit - Private,77.0,41.82594,-90.546257,IA,,,,,,,39.0,19311.0
1207,GUTHRIE COUNTY HOSPITAL (161314),2021,Critical Access,Government - Local,25.0,41.683666,-94.494399,IA,,,,,,,47.0,18059.0
1208,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS (161316),2021,Critical Access,Voluntary non-profit - Private,25.0,42.96768,-91.809477,IA,,,,,,,33.0,24923.0
1209,COMPASS MEMORIAL HEALTHCARE (161317),2021,Critical Access,Voluntary non-profit - Other,25.0,41.801752,-92.072799,IA,,,,,,,42.0,22168.0
1210,VETERANS MEMORIAL HOSPITAL (161318),2021,Critical Access,Government - Local,25.0,43.268092,-91.474446,IA,,,,,,,66.0,18573.0
1211,MERCYONE ELKADER MEDICAL CENTER (161319),2021,Critical Access,Voluntary non-profit - Private,16.0,42.859771,-91.414536,IA,,,,,,,30.0,20048.0
1212,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER (161320),2021,Critical Access,Voluntary non-profit - Private,18.0,42.847422,-92.109691,IA,,,,,,,26.0,21351.0
1213,AVERA MERRILL PIONEER HOSPITAL (161321),2021,Critical Access,Voluntary non-profit - Private,13.0,,,IA,,,,,,,41.0,21781.0
1214,MITCHELL COUNTY REGIONAL HEALTH (161323),2021,Critical Access,Voluntary non-profit - Other,25.0,43.289076,-92.809482,IA,,,,,,,46.0,17254.0
1215,GEORGE C GRAPE COMMUNITY HOSPITAL (161324),2021,Critical Access,Voluntary non-profit - Private,25.0,40.620554,-95.649475,IA,,,,,,,25.0,26130.0
1216,GREENE COUNTY MEDICAL CENTER (161325),2021,Critical Access,Government - Local,25.0,42.015217,-94.38906,IA,,,,,26.0,22124.0,41.0,21271.0
1217,MADISON COUNTY MEMORIAL HOSPITAL (161326),2021,Critical Access,Government - Local,25.0,41.328816,-94.016963,IA,,,,,,,65.0,15640.0
1218,DAVIS COUNTY HOSPITAL (161327),2021,Critical Access,Government - Local,36.0,40.759223,-92.414987,IA,,,,,28.0,23669.0,29.0,20946.0
1219,REGIONAL HEALTH SERVICES OF HOWARD COUNTY (161328),2021,Critical Access,Voluntary non-profit - Other,22.0,43.381891,-92.117764,IA,,,,,,,41.0,18646.0
1220,JACKSON COUNTY REGIONAL HEALTH CENTER (161329),2021,Critical Access,Government - Local,25.0,42.073715,-90.673132,IA,,,,,,,36.0,18823.0
1221,AUDUBON COUNTY MEMORIAL HOSPITAL (161330),2021,Critical Access,Government - Local,23.0,41.715423,-94.937044,IA,,,,,,,32.0,18631.0
1222,MERCY MEDICAL CENTER-NEW HAMPTON (161331),2021,Critical Access,Voluntary non-profit - Church,14.0,43.062677,-92.320425,IA,,,,,,,31.0,22702.0
1223,MANNING REGIONAL HEALTHCARE CENTER (161332),2021,Critical Access,Voluntary non-profit - Private,57.0,41.90665,-95.075013,IA,,,,,,,25.0,19988.0
1224,HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),2021,Critical Access,Voluntary non-profit - Other,45.0,42.731835,-94.230216,IA,,,,,,,82.0,19387.0
1225,BUCHANAN COUNTY HEALTH CENTER (161335),2021,Critical Access,Voluntary non-profit - Other,69.0,42.468787,-91.875015,IA,,,,,,,35.0,13609.0
1226,HEGG MEMORIAL HEALTH CENTER (161336),2021,Critical Access,Voluntary non-profit - Private,85.0,43.201693,-96.285086,IA,,,,,,,55.0,19871.0
1227,VAN BUREN COUNTY HOSPITAL (161337),2021,Critical Access,Government - Local,25.0,40.735862,-91.959043,IA,,,,,,,29.0,19304.0
1228,MERCYONE OELWEIN MEDICAL CENTER (161338),2021,Critical Access,Voluntary non-profit - Church,63.0,42.675419,-91.902613,IA,,,,,,,32.0,16224.0
1229,WAVERLY HEALTH CENTER (161339),2021,Critical Access,Government - Local,21.0,42.723668,-92.481802,IA,,,25.0,16887.0,25.0,18899.0,135.0,15794.0
1230,LUCAS COUNTY HEALTH CENTER (161341),2021,Critical Access,Voluntary non-profit - Other,25.0,41.027693,-93.303421,IA,,,,,,,49.0,19223.0
1231,REGIONAL MEDICAL CENTER (161343),2021,Critical Access,Proprietary,26.0,42.483903,-91.466644,IA,,,30.0,17967.0,30.0,18585.0,79.0,18975.0
1232,WASHINGTON COUNTY HOSPITAL AND CLINICS (161344),2021,Critical Access,Voluntary non-profit - Other,64.0,41.288507,-91.687341,IA,,,39.0,18106.0,57.0,19049.0,108.0,20792.0
1233,OSCEOLA COMMUNITY HOSPITAL (161345),2021,Critical Access,Voluntary non-profit - Private,25.0,43.41008,-95.741727,IA,,,28.0,16510.0,,,,
1234,SIOUX CENTER HEALTH (161346),2021,Critical Access,Voluntary non-profit - Private,90.0,43.069685,-96.159287,IA,,,,,,,42.0,16568.0
1235,FLOYD COUNTY MEDICAL CENTER (161347),2021,Critical Access,Voluntary non-profit - Other,25.0,43.052667,-92.682505,IA,,,47.0,19166.0,,,59.0,21032.0
1236,CLARKE COUNTY HOSPITAL (161348),2021,Critical Access,Voluntary non-profit - Other,25.0,41.02571,-93.767533,IA,,,,,,,52.0,19027.0
1237,VIRGINIA GAY HOSPITAL (161349),2021,Critical Access,Voluntary non-profit - Private,66.0,42.173674,-92.013385,IA,,,34.0,17007.0,,,62.0,17547.0
1238,STEWART MEMORIAL COMMUNITY HOSPITAL (161350),2021,Critical Access,Voluntary non-profit - Private,25.0,42.266888,-94.748857,IA,,,,,,,80.0,18768.0
1239,AVERA HOLY FAMILY HOSPITAL (161351),2021,Critical Access,Voluntary non-profit - Church,22.0,43.410596,-94.833956,IA,,,37.0,19720.0,29.0,21853.0,82.0,23737.0
1240,CLARINDA REGIONAL HEALTH CENTER (161352),2021,Critical Access,Government - Local,25.0,40.723116,-95.041406,IA,,,42.0,15644.0,39.0,19617.0,89.0,17945.0
1241,KOSSUTH REGIONAL HEALTH CENTER (161353),2021,Critical Access,Government - Local,25.0,43.056822,-94.227124,IA,,,54.0,18458.0,,,105.0,19970.0
1242,HORN MEMORIAL HOSPITAL (161354),2021,Critical Access,Voluntary non-profit - Private,25.0,42.339303,-95.45891,IA,,,34.0,20344.0,,,96.0,24854.0
1243,KNOXVILLE HOSPITAL & CLINICS (161355),2021,Critical Access,Voluntary non-profit - Private,25.0,41.310986,-93.109511,IA,,,53.0,19114.0,,,79.0,21622.0
1244,HENRY COUNTY HEALTH CENTER (161356),2021,Critical Access,Government - Local,74.0,40.963116,-91.558018,IA,,,,,38.0,17591.0,78.0,16177.0
1245,WAYNE COUNTY HOSPITAL (161358),2021,Critical Access,Government - Local,25.0,40.754492,-93.31232,IA,,,30.0,18573.0,65.0,18020.0,53.0,16801.0
1246,BURGESS HEALTH CENTER (161359),2021,Critical Access,Voluntary non-profit - Private,25.0,42.025739,-96.105586,IA,,,58.0,18121.0,,,87.0,17660.0
1247,ORANGE CITY AREA HEALTH SYSTEM (161360),2021,Critical Access,Voluntary non-profit - Other,36.0,42.994878,-96.045734,IA,,,50.0,16680.0,62.0,18786.0,75.0,15426.0
1248,VAN DIEST MEDICAL CENTER (161361),2021,Critical Access,Government - Local,25.0,42.452963,-93.813485,IA,,,52.0,18187.0,,,64.0,18504.0
1249,CHEROKEE REGIONAL MEDICAL CENTER (161362),2021,Critical Access,Voluntary non-profit - Private,25.0,42.759282,-95.546962,IA,,,50.0,18392.0,,,129.0,20114.0
1250,MONTGOMERY COUNTY MEMORIAL HOSPITAL (161363),2021,Critical Access,Government - Local,25.0,41.02654,-95.213919,IA,,,46.0,17753.0,45.0,23701.0,135.0,18870.0
1251,JEFFERSON COUNTY HEALTH CENTER (161364),2021,Critical Access,Government - Local,25.0,40.985635,-91.963118,IA,,,31.0,19058.0,29.0,21411.0,125.0,20828.0
1252,GREATER REGIONAL MEDICAL CENTER (161365),2021,Critical Access,Government - Local,25.0,41.071214,-94.383744,IA,,,,,99.0,21026.0,36.0,18052.0
1253,SHENANDOAH MEDICAL CENTER (161366),2021,Critical Access,Voluntary non-profit - Private,25.0,40.753639,-95.369106,IA,,,,,27.0,24756.0,27.0,19782.0
1254,PELLA REGIONAL HEALTH CENTER (161367),2021,Critical Access,Voluntary non-profit - Other,50.0,41.412337,-92.911667,IA,,,64.0,19337.0,86.0,20136.0,85.0,21663.0
1255,FLOYD VALLEY HEALTHCARE (161368),2021,Critical Access,Proprietary,25.0,42.79728,-96.15599,IA,,,,,43.0,18102.0,58.0,15210.0
1256,CRAWFORD COUNTY MEMORIAL HOSPITAL (161369),2021,Critical Access,Voluntary non-profit - Other,25.0,42.023257,-95.377086,IA,,,43.0,16771.0,31.0,20114.0,65.0,16111.0
1257,LORING HOSPITAL (161370),2021,Critical Access,Voluntary non-profit - Private,25.0,42.418706,-94.977991,IA,,,,,,,79.0,18444.0
1258,WINNESHIEK MEDICAL CENTER (161371),2021,Critical Access,Government - Local,25.0,43.294634,-91.771187,IA,,,51.0,18076.0,56.0,23357.0,87.0,17989.0
1259,BOONE COUNTY HOSPITAL (161372),2021,Critical Access,Government - Local,29.0,42.055583,-93.877037,IA,,,45.0,17252.0,,,87.0,17194.0
1260,RINGGOLD COUNTY HOSPITAL (161373),2021,Critical Access,Government - Local,16.0,40.71833,-94.223613,IA,,,,,,,29.0,17760.0
1261,MYRTUE MEDICAL CENTER (161374),2021,Critical Access,Voluntary non-profit - Other,25.0,41.647473,-95.326202,IA,,,56.0,17128.0,38.0,18025.0,105.0,22336.0
1262,BUENA VISTA REGIONAL MEDICAL CENTER (161375),2021,Critical Access,Government - Local,35.0,42.644356,-95.222008,IA,,,25.0,16738.0,117.0,18495.0,69.0,15730.0
1263,CASS COUNTY MEMORIAL HOSPITAL (161376),2021,Critical Access,Government - Local,29.0,41.401712,-94.992608,IA,,,25.0,17133.0,73.0,22743.0,110.0,20999.0
1264,MERCYONE CENTERVILLE MEDICAL CENTER (161377),2021,Critical Access,Voluntary non-profit - Private,44.0,,,IA,,,40.0,19892.0,,,33.0,17895.0
1265,MAHASKA  HEALTH PARTNERSHIP (161379),2021,Critical Access,Voluntary non-profit - Other,30.0,41.298562,-92.630131,IA,,,50.0,16313.0,76.0,18358.0,102.0,15760.0
1266,HANSEN FAMILY HOSPITAL (161380),2021,Critical Access,Government - Local,21.0,42.500939,-93.262394,IA,,,40.0,19740.0,,,75.0,20012.0
1267,SANFORD SHELDON MEDICAL CENTER (161381),2021,Critical Access,Voluntary non-profit - Private,89.0,43.186387,-95.847268,IA,,,36.0,17910.0,,,59.0,21675.0
1268,VIA CHRISTI HOSPITAL PITTSBURG INC (170006),2021,Acute Care,Voluntary non-profit - Private,92.0,37.38153,-94.68385,KS,56.0,27692.0,82.0,18838.0,60.0,22142.0,223.0,18624.0
1269,SAINT JOHN HOSPITAL (170009),2021,Acute Care,Voluntary non-profit - Other,63.0,39.283683,-94.903472,KS,,,70.0,17149.0,,,134.0,19768.0
1270,SALINA REGIONAL HEALTH CENTER (170012),2021,Acute Care,Voluntary non-profit - Private,205.0,38.833271,-97.610525,KS,154.0,29343.0,173.0,18995.0,41.0,20468.0,337.0,19797.0
1271,HAYS MEDICAL CENTER (170013),2021,Acute Care,Voluntary non-profit - Other,143.0,38.879604,-99.299273,KS,177.0,28206.0,233.0,19206.0,155.0,23775.0,369.0,20830.0
1272,ADVENTHEALTH OTTAWA (170014),2021,Acute Care,Government - Local,46.0,38.597285,-95.268759,KS,,,66.0,16940.0,95.0,22724.0,159.0,19232.0
1273,UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS (170016),2021,Acute Care,Voluntary non-profit - Church,269.0,39.056107,-95.696692,KS,123.0,26057.0,269.0,18270.0,386.0,18165.0,285.0,17510.0
1274,SUSAN B ALLEN MEMORIAL HOSPITAL (170017),2021,Acute Care,Voluntary non-profit - Private,46.0,37.817438,-96.858795,KS,,,61.0,16016.0,38.0,18614.0,120.0,17127.0
1275,HUTCHINSON REGIONAL MEDICAL CENTER INC (170020),2021,Acute Care,Proprietary,173.0,38.079485,-97.892275,KS,164.0,25235.0,233.0,19578.0,259.0,20469.0,412.0,18899.0
1276,ST CATHERINE HOSPITAL (170023),2021,Acute Care,Voluntary non-profit - Private,98.0,37.968871,-100.868615,KS,,,93.0,16955.0,149.0,22462.0,141.0,19778.0
1277,PRATT REGIONAL MEDICAL CENTER (170027),2021,Acute Care,Voluntary non-profit - Private,83.0,37.645365,-98.729367,KS,,,58.0,18658.0,338.0,22020.0,110.0,18761.0
1278,UNIVERSITY OF KANSAS HOSPITAL (170040),2021,Acute Care,Government - Hospital District or Authority,770.0,39.055395,-94.608229,KS,141.0,26637.0,683.0,20134.0,219.0,22157.0,511.0,19840.0
1279,OLATHE MEDICAL CENTER (170049),2021,Acute Care,Voluntary non-profit - Private,246.0,38.854524,-94.823673,KS,200.0,26363.0,326.0,18912.0,320.0,21605.0,330.0,16950.0
1280,SOUTHWEST MEDICAL CENTER (170068),2021,Acute Care,Government - Local,84.0,37.054216,-100.926569,KS,,,71.0,18391.0,55.0,23408.0,108.0,20681.0
1281,GEARY COMMUNITY HOSPITAL (170074),2021,Acute Care,Government - Local,55.0,39.013979,-96.849798,KS,,,36.0,16471.0,47.0,18808.0,72.0,16181.0
1282,"MERCY HOSPITAL, INC (170075)",2021,Acute Care,Voluntary non-profit - Church,20.0,38.205072,-97.516996,KS,,,33.0,18032.0,,,68.0,17753.0
1283,STORMONT VAIL HOSPITAL (170086),2021,Acute Care,Voluntary non-profit - Private,422.0,39.051129,-95.695627,KS,368.0,25684.0,709.0,18635.0,904.0,18109.0,937.0,21588.0
1284,NMC HEALTH (170103),2021,Acute Care,Voluntary non-profit - Private,100.0,38.023034,-97.33654,KS,27.0,27499.0,95.0,19353.0,233.0,18249.0,178.0,19335.0
1285,ADVENTHEALTH SHAWNEE MISSION (170104),2021,Acute Care,Voluntary non-profit - Church,370.0,38.995137,-94.69204,KS,149.0,26821.0,478.0,18073.0,490.0,19403.0,592.0,19263.0
