,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
731,BRANDON REGIONAL HOSPITAL (100243),2017,Acute Care,Proprietary,417.0,27.934002,-82.288303,FL,338.0,23258.0,495.0,17847.0,202.0,23656.0,494.0,18230.0
732,CAPE CORAL HOSPITAL (100244),2017,Acute Care,Government - Hospital District or Authority,289.0,26.639321,-81.940946,FL,169.0,26233.0,677.0,15984.0,420.0,23937.0,923.0,17185.0
733,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE (100246),2017,Acute Care,Proprietary,381.0,27.431942,-80.347352,FL,388.0,23105.0,421.0,16937.0,32.0,26312.0,353.0,19648.0
734,LARGO MEDICAL CENTER (100248),2017,Acute Care,Proprietary,364.0,27.914914,-82.802671,FL,303.0,24231.0,467.0,18447.0,288.0,23132.0,514.0,19717.0
735,SEVEN RIVERS REGIONAL MEDICAL CENTER (100249),2017,Acute Care,Proprietary,126.0,28.950896,-82.625866,FL,191.0,23653.0,212.0,17731.0,554.0,24842.0,215.0,16768.0
736,RAULERSON HOSPITAL (100252),2017,Acute Care,Proprietary,100.0,27.260537,-80.829875,FL,124.0,25188.0,254.0,16659.0,47.0,26398.0,249.0,17868.0
737,JUPITER MEDICAL CENTER (100253),2017,Acute Care,Voluntary non-profit - Private,200.0,26.922824,-80.094539,FL,97.0,24461.0,332.0,18989.0,794.0,24144.0,627.0,16904.0
738,CAPITAL REGIONAL MEDICAL CENTER (100254),2017,Acute Care,Proprietary,249.0,30.475376,-84.230728,FL,146.0,23974.0,277.0,16650.0,145.0,23303.0,380.0,17274.0
739,TAMPA COMMUNITY HOSPITAL (100255),2017,Acute Care,Proprietary,208.0,,,FL,27.0,22319.0,63.0,17662.0,31.0,24644.0,128.0,20211.0
740,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2017,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,292.0,20942.0,440.0,17270.0,248.0,24602.0,284.0,18545.0
741,DELRAY MEDICAL CENTER (100258),2017,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,463.0,24660.0,958.0,18640.0,487.0,24209.0,,18047.0
742,SOUTH BAY HOSPITAL (100259),2017,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,155.0,25539.0,369.0,16689.0,229.0,25199.0,423.0,18045.0
743,ST LUCIE MEDICAL CENTER (100260),2017,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,203.0,24272.0,503.0,16948.0,,24778.0,553.0,18449.0
744,OAK HILL HOSPITAL (100264),2017,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,374.0,22747.0,536.0,17354.0,513.0,22742.0,743.0,18686.0
745,MEASE COUNTRYSIDE HOSPITAL (100265),2017,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,403.0,22788.0,621.0,17683.0,220.0,23965.0,761.0,17682.0
746,GULF BREEZE HOSPITAL (100266),2017,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,35.0,24557.0,208.0,14848.0,412.0,22485.0,252.0,14757.0
747,ENGLEWOOD COMMUNITY HOSPITAL (100267),2017,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,99.0,23739.0,238.0,16413.0,74.0,23178.0,252.0,17256.0
748,WEST BOCA MEDICAL CENTER (100268),2017,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,54.0,24985.0,270.0,19446.0,52.0,24260.0,298.0,16416.0
749,PALMS WEST HOSPITAL (100269),2017,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,122.0,27279.0,163.0,18846.0,27.0,26929.0,219.0,17549.0
750,WELLINGTON REGIONAL MEDICAL CENTER LLC (100275),2017,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,91.0,22446.0,155.0,17758.0,140.0,26842.0,269.0,17826.0
751,BROWARD HEALTH CORAL SPRINGS (100276),2017,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,28.0,23193.0,126.0,16395.0,65.0,27054.0,155.0,17776.0
752,DOUGLAS GARDENS HOSPITAL (100277),2017,Acute Care,Voluntary non-profit - Private,457.0,25.822972,-80.191767,FL,,,,,,,43.0,16125.0
753,MEMORIAL HOSPITAL WEST (100281),2017,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,185.0,23720.0,312.0,18840.0,118.0,26156.0,474.0,16833.0
754,WESTCHESTER GENERAL HOSPITAL (100284),2017,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,33.0,22768.0,73.0,17060.0,,,202.0,16570.0
755,MEMORIAL HOSPITAL MIRAMAR (100285),2017,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,34.0,24470.0,63.0,18487.0,65.0,26474.0,147.0,17052.0
756,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2017,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,220.0,24072.0,351.0,16148.0,,20132.0,449.0,15191.0
757,GOOD SAMARITAN MEDICAL CENTER (100287),2017,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,102.0,24285.0,286.0,17733.0,126.0,25002.0,430.0,17962.0
758,ST MARY'S MEDICAL CENTER (100288),2017,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,,,48.0,16420.0,145.0,27437.0,49.0,18242.0
759,CLEVELAND CLINIC HOSPITAL (100289),2017,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,81.0,22751.0,238.0,17240.0,588.0,20153.0,249.0,17464.0
760,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2017,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,837.0,23603.0,910.0,16751.0,265.0,24260.0,,17816.0
761,WUESTHOFF MEDICAL CENTER-MELBOURNE (100291),2017,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,52.0,24246.0,89.0,18157.0,149.0,25424.0,200.0,16825.0
762,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2017,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,107.0,24062.0,151.0,16092.0,348.0,22019.0,213.0,15368.0
763,DOCTORS HOSPITAL (100296),2017,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,39.0,23095.0,169.0,17566.0,279.0,24952.0,266.0,18453.0
764,LAKEWOOD RANCH MEDICAL CENTER (100299),2017,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,167.0,23062.0,185.0,18143.0,434.0,21699.0,198.0,17073.0
765,ST CLOUD REGIONAL MEDICAL CENTER (100302),2017,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,64.0,24436.0,123.0,16407.0,,,243.0,19904.0
766,ST VINCENT'S MEDICAL CENTER SOUTHSIDE (100307),2017,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,74.0,22218.0,199.0,16572.0,842.0,19349.0,398.0,18380.0
767,SACRED HEART HOSPITAL ON THE GULF (100313),2017,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,,,56.0,13785.0,,,66.0,13497.0
768,WEST KENDALL BAPTIST HOSPITAL (100314),2017,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,30.0,21739.0,173.0,16219.0,,,238.0,16196.0
769,VIERA HOSPITAL (100315),2017,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,50.0,24358.0,142.0,17121.0,485.0,21184.0,215.0,17622.0
770,PALM BAY HOSPITAL (100316),2017,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,57.0,25011.0,227.0,18655.0,226.0,24157.0,277.0,17004.0
771,FLORIDA HOSPITAL WESLEY CHAPEL (100319),2017,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,55.0,24004.0,147.0,18666.0,333.0,20682.0,203.0,19289.0
772,POINCIANA MEDICAL CENTER (100320),2017,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,,,63.0,16671.0,,,72.0,16869.0
773,ST VINCENTS MEDICAL CENTER - CLAY COUNTY (100321),2017,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,39.0,25365.0,164.0,16601.0,193.0,24708.0,213.0,17820.0
774,FLORIDA HOSPITAL WAUCHULA (101300),2017,Critical Access,Voluntary non-profit - Private,25.0,,,FL,,,43.0,17833.0,,,62.0,18962.0
775,SHANDS LIVE OAK REGIONAL MEDICAL CENTER (101301),2017,Critical Access,Proprietary,22.0,,,FL,25.0,23860.0,138.0,16909.0,,,228.0,17681.0
776,NORTHWEST FLORIDA COMMUNITY HOSPITAL (101308),2017,Critical Access,Voluntary non-profit - Private,59.0,30.76457,-85.542643,FL,,,55.0,16546.0,,,114.0,16113.0
777,HENDRY REGIONAL MEDICAL CENTER (101309),2017,Critical Access,Voluntary non-profit - Other,25.0,26.753239,-80.942276,FL,,,44.0,16300.0,,,40.0,17592.0
778,SHANDS STARKE REGIONAL MEDICAL CENTER (101310),2017,Critical Access,Proprietary,25.0,29.941907,-82.10165,FL,,,88.0,15055.0,,,120.0,16221.0
779,MADISON COUNTY MEMORIAL HOSPITAL (101311),2017,Critical Access,Government - Hospital District or Authority,23.0,30.471413,-83.419898,FL,,,67.0,17585.0,,,74.0,17863.0
780,FISHERMEN'S HOSPITAL (101312),2017,Critical Access,Voluntary non-profit - Private,16.0,24.71113,-81.09472,FL,,,33.0,20566.0,33.0,23852.0,58.0,18955.0
781,MARINERS HOSPITAL (101313),2017,Critical Access,Voluntary non-profit - Private,24.0,25.005408,-80.521301,FL,,,53.0,13745.0,,,58.0,13997.0
782,HAMILTON MEDICAL CENTER (110001),2017,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,202.0,20489.0,497.0,15451.0,258.0,23773.0,668.0,15485.0
783,UPSON REGIONAL MEDICAL CENTER (110002),2017,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,29.0,23213.0,93.0,14061.0,25.0,22398.0,205.0,17023.0
784,"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC (110003)",2017,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,114.0,25028.0,247.0,17770.0,72.0,23386.0,317.0,17386.0
785,NORTHSIDE HOSPITAL FORSYTH (110005),2017,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,244.0,22129.0,462.0,15707.0,640.0,17662.0,583.0,16187.0
786,ST MARY'S HOSPITAL (110006),2017,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,152.0,20576.0,173.0,15154.0,,22074.0,290.0,16499.0
787,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2017,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,296.0,24456.0,426.0,13917.0,347.0,24519.0,529.0,16868.0
788,NORTHSIDE HOSPITAL CHEROKEE (110008),2017,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,148.0,23737.0,177.0,16448.0,201.0,22147.0,409.0,16323.0
789,EMORY UNIVERSITY HOSPITAL (110010),2017,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,207.0,22508.0,553.0,15680.0,904.0,19702.0,413.0,17796.0
790,TANNER MEDICAL CENTER - CARROLLTON (110011),2017,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,191.0,24323.0,294.0,17955.0,305.0,26231.0,391.0,17898.0
791,TANNER MEDICAL CENTER VILLA RICA (110015),2017,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,29.0,22014.0,77.0,16352.0,,,115.0,17938.0
792,WELLSTAR WEST GEORGIA MEDICAL CENTER (110016),2017,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,120.0,24424.0,280.0,16608.0,75.0,23264.0,289.0,16509.0
793,PIEDMONT NEWTON HOSPITAL (110018),2017,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,99.0,25564.0,227.0,16425.0,121.0,28095.0,276.0,16171.0
794,GORDON HOSPITAL (110023),2017,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,98.0,24303.0,170.0,15585.0,125.0,22543.0,353.0,17248.0
795,CANDLER HOSPITAL (110024),2017,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,,,260.0,15027.0,40.0,22358.0,365.0,16872.0
796,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2017,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,197.0,22343.0,477.0,14757.0,452.0,21324.0,404.0,14854.0
797,ELBERT MEMORIAL HOSPITAL (110026),2017,Acute Care,Government - Hospital District or Authority,52.0,34.113068,-82.875601,GA,,,56.0,14421.0,,,179.0,15261.0
798,"ST MARY'S SACRED HEART HOSPITAL, INC (110027)",2017,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,,,80.0,16108.0,,,167.0,17888.0
799,UNIVERSITY HOSPITAL (110028),2017,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,486.0,23116.0,940.0,15873.0,,18771.0,985.0,17341.0
800,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2017,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,654.0,22500.0,,14360.0,,18610.0,,16721.0
801,CARTERSVILLE MEDICAL CENTER (110030),2017,Acute Care,Voluntary non-profit - Private,116.0,,,GA,126.0,23680.0,230.0,15254.0,204.0,21363.0,340.0,17598.0
802,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2017,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,185.0,22119.0,253.0,14310.0,102.0,23866.0,402.0,16730.0
803,STEPHENS COUNTY HOSPITAL (110032),2017,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,,,104.0,13990.0,47.0,26790.0,351.0,14729.0
804,AU MEDICAL CENTER (110034),2017,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,124.0,23413.0,142.0,16747.0,47.0,20561.0,297.0,17857.0
805,WELLSTAR KENNESTONE HOSPITAL (110035),2017,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,451.0,24503.0,,16511.0,,19313.0,,16957.0
806,"MEMORIAL HEALTH UNIV MED CEN, INC (110036)",2017,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,236.0,21407.0,421.0,14789.0,486.0,19087.0,443.0,17441.0
807,JOHN D ARCHBOLD MEMORIAL HOSPITAL (110038),2017,Acute Care,Voluntary non-profit - Private,328.0,,,GA,230.0,22950.0,292.0,15732.0,295.0,23207.0,513.0,16482.0
808,TRINITY HOSPITAL OF AUGUSTA (110039),2017,Acute Care,Proprietary,150.0,,,GA,,,48.0,15502.0,182.0,18517.0,129.0,16409.0
809,NORTHRIDGE MEDICAL CENTER (110040),2017,Acute Care,Government - Hospital District or Authority,217.0,34.218475,-83.469116,GA,,,93.0,14736.0,,,111.0,16319.0
810,HABERSHAM COUNTY MEDICAL CTR (110041),2017,Acute Care,Government - Hospital District or Authority,137.0,34.405879,-83.485989,GA,,,70.0,14617.0,46.0,21854.0,334.0,16948.0
811,WELLSTAR PAULDING HOSPITAL (110042),2017,Acute Care,Voluntary non-profit - Other,259.0,33.902429,-84.782727,GA,25.0,23065.0,201.0,14252.0,97.0,20309.0,296.0,15009.0
812,ST JOSEPH'S HOSPITAL - SAVANNAH (110043),2017,Acute Care,Voluntary non-profit - Private,246.0,31.985079,-81.152792,GA,221.0,21321.0,310.0,16741.0,,18244.0,334.0,15708.0
813,PHOEBE SUMTER MEDICAL CENTER (110044),2017,Acute Care,Government - Hospital District or Authority,54.0,32.06425,-84.255376,GA,,,70.0,14199.0,37.0,26674.0,144.0,16871.0
814,NORTHEAST GEORGIA MEDICAL CENTER BARROW (110045),2017,Acute Care,Proprietary,55.0,34.007701,-83.706706,GA,,,79.0,15372.0,,,103.0,16518.0
815,CLEARVIEW  REGIONAL MEDICAL CENTER (110046),2017,Acute Care,Proprietary,81.0,33.798635,-83.746316,GA,43.0,23649.0,107.0,15341.0,75.0,22245.0,169.0,17337.0
816,MURRAY MEDICAL CENTER (110050),2017,Acute Care,Voluntary non-profit - Private,28.0,34.779951,-84.782125,GA,,,25.0,15771.0,,,83.0,15977.0
817,UNION GENERAL HOSPITAL (110051),2017,Acute Care,Government - Hospital District or Authority,190.0,34.884842,-83.963026,GA,33.0,21275.0,100.0,13999.0,98.0,24483.0,272.0,15342.0
818,FLOYD MEDICAL CENTER (110054),2017,Acute Care,Government - Hospital District or Authority,293.0,34.260454,-85.179957,GA,247.0,22835.0,321.0,16630.0,376.0,21304.0,588.0,17892.0
819,MIDTOWN MEDICAL CENTER (110064),2017,Acute Care,Voluntary non-profit - Other,367.0,32.481728,-84.982008,GA,57.0,23310.0,181.0,15908.0,,,232.0,18667.0
820,HOUSTON MEDICAL CENTER (110069),2017,Acute Care,Voluntary non-profit - Private,236.0,32.618198,-83.62941,GA,221.0,22366.0,524.0,15062.0,296.0,23701.0,695.0,17268.0
821,APPLING HOSPITAL (110071),2017,Acute Care,Government - Hospital District or Authority,158.0,31.768768,-82.349351,GA,,,28.0,15425.0,,,84.0,14960.0
822,DORMINY MEDICAL CENTER (110073),2017,Acute Care,Government - Hospital District or Authority,60.0,31.697918,-83.260975,GA,,,33.0,15318.0,,,85.0,16698.0
823,PIEDMONT ATHENS REGIONAL MEDICAL CENTER (110074),2017,Acute Care,Voluntary non-profit - Other,350.0,33.962377,-83.397733,GA,463.0,20485.0,790.0,15072.0,176.0,22467.0,807.0,16220.0
824,EAST GEORGIA REGIONAL MEDICAL CENTER (110075),2017,Acute Care,Proprietary,146.0,32.415171,-81.76865,GA,123.0,23108.0,242.0,14824.0,109.0,27165.0,258.0,17270.0
825,DEKALB MEDICAL CENTER (110076),2017,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,189.0,21384.0,334.0,16455.0,460.0,22803.0,364.0,16143.0
826,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2017,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,214.0,23284.0,472.0,15200.0,254.0,23297.0,244.0,16377.0
827,GRADY MEMORIAL HOSPITAL (110079),2017,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,93.0,21319.0,276.0,13476.0,,,145.0,18992.0
828,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2017,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,260.0,22092.0,658.0,16478.0,,18253.0,720.0,16620.0
829,PIEDMONT HOSPITAL (110083),2017,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,421.0,22008.0,660.0,16888.0,969.0,21336.0,442.0,17515.0
830,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2017,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,56.0,14021.0,,,113.0,15687.0
831,GWINNETT MEDICAL CENTER (110087),2017,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,321.0,22153.0,866.0,15770.0,648.0,20882.0,,16129.0
832,COFFEE REGIONAL MEDICAL CENTER (110089),2017,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,25.0,24634.0,147.0,16739.0,91.0,20899.0,248.0,15042.0
833,ROCKDALE MEDICAL CENTER (110091),2017,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,95.0,22485.0,266.0,14349.0,81.0,24232.0,255.0,15996.0
834,DODGE COUNTY HOSPITAL (110092),2017,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,,,46.0,15339.0,,,114.0,15044.0
835,TIFT REGIONAL MEDICAL CENTER (110095),2017,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,140.0,21150.0,264.0,14217.0,299.0,18861.0,341.0,14902.0
836,JEFFERSON HOSPITAL (110100),2017,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,37.0,13708.0,,,61.0,16799.0
837,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR (110101),2017,Acute Care,Proprietary,134.0,31.109181,-83.426372,GA,,,,,,,52.0,13985.0
838,CRISP REGIONAL HOSPITAL (110104),2017,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,51.0,23280.0,90.0,14906.0,,,181.0,15656.0
839,COLQUITT REGIONAL MEDICAL CENTER (110105),2017,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,,,195.0,14536.0,58.0,22684.0,284.0,16723.0
840,"MEDICAL CENTER, NAVICENT HEALTH (THE) (110107)",2017,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,567.0,21475.0,701.0,16758.0,656.0,23785.0,596.0,16634.0
841,EMANUEL MEDICAL CENTER (110109),2017,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,69.0,15688.0,,,122.0,17318.0
842,UNIVERSITY HOSPITAL MCDUFFIE (110111),2017,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,,,,26.0,25122.0,65.0,17153.0
843,BURKE MEDICAL CENTER (110113),2017,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,,,,,82.0,14593.0
844,WELLSTAR ATLANTA MEDICAL CENTER (110115),2017,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,98.0,24230.0,228.0,16566.0,122.0,24255.0,202.0,19058.0
845,GRADY GENERAL HOSPITAL (110121),2017,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,,61.0,13182.0,,,65.0,12650.0
846,SOUTH GEORGIA MEDICAL CENTER (110122),2017,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,239.0,24954.0,415.0,14969.0,424.0,21860.0,490.0,15715.0
847,WAYNE MEMORIAL HOSPITAL (110124),2017,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,25.0,23652.0,96.0,15571.0,89.0,19397.0,280.0,15370.0
848,FAIRVIEW PARK HOSPITAL (110125),2017,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,113.0,24457.0,188.0,15346.0,163.0,19989.0,357.0,16464.0
849,MEADOWS REGIONAL MEDICAL CENTER (110128),2017,Acute Care,Proprietary,64.0,,,GA,123.0,21324.0,183.0,14181.0,57.0,23456.0,299.0,17238.0
850,ST FRANCIS HOSPITAL (110129),2017,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,372.0,22513.0,725.0,15831.0,354.0,23360.0,684.0,17291.0
851,IRWIN COUNTY HOSPITAL (110130),2017,Acute Care,Government - Hospital District or Authority,64.0,31.602797,-83.250331,GA,,,,,,,25.0,16087.0
852,MEMORIAL HOSPITAL AND MANOR (110132),2017,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,,66.0,14800.0,33.0,21770.0,134.0,12891.0
853,TAYLOR REGIONAL HOSPITAL (110135),2017,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,,57.0,15882.0,43.0,23400.0,106.0,14529.0
854,EVANS MEMORIAL HOSPITAL (110142),2017,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,46.0,14452.0,,,70.0,16831.0
855,WELLSTAR COBB HOSPITAL (110143),2017,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,122.0,22627.0,492.0,16409.0,347.0,21843.0,547.0,17202.0
856,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS (110146),2017,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,,44.0,16766.0,57.0,20648.0,78.0,16005.0
857,OCONEE REGIONAL MEDICAL CENTER (110150),2017,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,,,79.0,15021.0,37.0,21823.0,182.0,16262.0
858,PERRY HOSPITAL (110153),2017,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,,,79.0,15240.0,68.0,22107.0,198.0,17021.0
859,NORTHSIDE HOSPITAL (110161),2017,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,95.0,21755.0,153.0,17043.0,325.0,20155.0,408.0,17226.0
860,COLISEUM MEDICAL CENTERS (110164),2017,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,160.0,23892.0,357.0,15942.0,,,370.0,15833.0
861,SOUTHERN REGIONAL MEDICAL CENTER (110165),2017,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,98.0,21348.0,208.0,15958.0,69.0,21965.0,145.0,17373.0
862,REDMOND REGIONAL MEDICAL CENTER (110168),2017,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,460.0,19541.0,650.0,15000.0,399.0,21209.0,547.0,16356.0
863,DOCTORS HOSPITAL (110177),2017,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,90.0,22340.0,216.0,15133.0,577.0,21359.0,417.0,17248.0
864,WELLSTAR DOUGLAS HOSPITAL (110184),2017,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,100.0,22068.0,248.0,15996.0,114.0,20857.0,401.0,16863.0
865,CHESTATEE REGIONAL HOSPITAL (110187),2017,Acute Care,Proprietary,48.0,,,GA,,,46.0,13970.0,111.0,20024.0,93.0,14093.0
866,FANNIN REGIONAL HOSPITAL (110189),2017,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,,65.0,16521.0,,,105.0,15139.0
867,PIEDMONT HENRY HOSPITAL (110191),2017,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,120.0,23045.0,428.0,16876.0,496.0,22287.0,427.0,18658.0
868,EASTSIDE MEDICAL CENTER (110192),2017,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,140.0,22602.0,306.0,16329.0,286.0,22694.0,452.0,18145.0
869,DONALSONVILLE HOSPITAL INC (110194),2017,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,,32.0,14090.0,,,88.0,12160.0
870,WELLSTAR NORTH FULTON HOSPITAL (110198),2017,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,126.0,23208.0,223.0,16737.0,175.0,22358.0,300.0,18208.0
871,NORTHSIDE MEDICAL CENTER (110200),2017,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,,,,,334.0,22440.0,,
872,COLISEUM NORTHSIDE HOSPITAL (110201),2017,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,,,75.0,14542.0,210.0,21772.0,135.0,15175.0
873,PIEDMONT FAYETTE HOSPITAL (110215),2017,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,258.0,23397.0,490.0,16227.0,621.0,20674.0,855.0,17909.0
874,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2017,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,71.0,21738.0,142.0,14786.0,188.0,19191.0,317.0,16176.0
875,DEKALB MEDICAL CENTER AT HILLANDALE (110226),2017,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,35.0,23909.0,138.0,14601.0,,,110.0,15387.0
