,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2490,MERCY MEDICAL CENTER-DES MOINES (160083),2018,Acute Care,Voluntary non-profit - Private,592.0,41.599577,-93.625702,IA,661.0,22789.0,,16261.0,,19506.0,,16914.0
2491,OTTUMWA REGIONAL HEALTH CENTER (160089),2018,Acute Care,Proprietary,115.0,,,IA,104.0,25110.0,139.0,17755.0,153.0,21448.0,241.0,19853.0
2492,OTTUMWA REGIONAL HEALTH CENTER (160089),2018,Acute Care,Proprietary,115.0,,,IA,104.0,25110.0,139.0,17755.0,153.0,21448.0,241.0,19853.0
2493,BROADLAWNS MEDICAL CENTER (160101),2018,Acute Care,Government - Local,111.0,41.615097,-93.641155,IA,,,,,47.0,17911.0,32.0,14595.0
2494,BROADLAWNS MEDICAL CENTER (160101),2018,Acute Care,Government - Local,111.0,41.615097,-93.641155,IA,,,,,47.0,17911.0,32.0,14595.0
2495,UNITY POINT HEALTH TRINITY (160104),2018,Acute Care,Voluntary non-profit - Private,79.0,41.566105,-90.51736,IA,51.0,24109.0,102.0,16409.0,582.0,17901.0,232.0,18850.0
2496,UNITY POINT HEALTH TRINITY (160104),2018,Acute Care,Voluntary non-profit - Private,79.0,41.566105,-90.51736,IA,51.0,24109.0,102.0,16409.0,582.0,17901.0,232.0,18850.0
2497,ALLEN HOSPITAL (160110),2018,Acute Care,Voluntary non-profit - Private,200.0,42.525753,-92.337758,IA,272.0,22350.0,441.0,17052.0,518.0,20629.0,467.0,17613.0
2498,ALLEN HOSPITAL (160110),2018,Acute Care,Voluntary non-profit - Private,200.0,42.525753,-92.337758,IA,272.0,22350.0,441.0,17052.0,518.0,20629.0,467.0,17613.0
2499,SPENCER MUNICIPAL HOSPITAL (160112),2018,Acute Care,Government - Local,70.0,43.150009,-95.143842,IA,,,106.0,15611.0,460.0,18948.0,260.0,15272.0
2500,SPENCER MUNICIPAL HOSPITAL (160112),2018,Acute Care,Government - Local,70.0,43.150009,-95.143842,IA,,,106.0,15611.0,460.0,18948.0,260.0,15272.0
2501,FINLEY HOSPITAL (160117),2018,Acute Care,Voluntary non-profit - Private,108.0,42.495413,-90.687573,IA,75.0,23863.0,141.0,17304.0,287.0,23485.0,282.0,17606.0
2502,FINLEY HOSPITAL (160117),2018,Acute Care,Voluntary non-profit - Private,108.0,42.495413,-90.687573,IA,75.0,23863.0,141.0,17304.0,287.0,23485.0,282.0,17606.0
2503,FORT MADISON COMMUNITY HOSPITAL (160122),2018,Acute Care,Voluntary non-profit - Private,50.0,40.624167,-91.382067,IA,,,109.0,15064.0,114.0,18588.0,173.0,14348.0
2504,FORT MADISON COMMUNITY HOSPITAL (160122),2018,Acute Care,Voluntary non-profit - Private,50.0,40.624167,-91.382067,IA,,,109.0,15064.0,114.0,18588.0,173.0,14348.0
2505,LAKES REGIONAL HEALTHCARE (160124),2018,Acute Care,Voluntary non-profit - Other,44.0,43.418396,-95.126312,IA,,,52.0,14540.0,95.0,19177.0,97.0,14960.0
2506,LAKES REGIONAL HEALTHCARE (160124),2018,Acute Care,Voluntary non-profit - Other,44.0,43.418396,-95.126312,IA,,,52.0,14540.0,95.0,19177.0,97.0,14960.0
2507,ST LUKES REGIONAL MEDICAL CENTER (160146),2018,Acute Care,Voluntary non-profit - Private,183.0,42.5186,-96.406029,IA,131.0,22256.0,263.0,16470.0,336.0,19561.0,380.0,17016.0
2508,ST LUKES REGIONAL MEDICAL CENTER (160146),2018,Acute Care,Voluntary non-profit - Private,183.0,42.5186,-96.406029,IA,131.0,22256.0,263.0,16470.0,336.0,19561.0,380.0,17016.0
2509,GRINNELL REGIONAL MEDICAL CENTER (160147),2018,Acute Care,Voluntary non-profit - Private,45.0,41.743278,-92.734728,IA,,,73.0,14114.0,,,172.0,16312.0
2510,GRINNELL REGIONAL MEDICAL CENTER (160147),2018,Acute Care,Voluntary non-profit - Private,45.0,41.743278,-92.734728,IA,,,73.0,14114.0,,,172.0,16312.0
2511,MERCY MEDICAL CENTER-SIOUX CITY (160153),2018,Acute Care,Voluntary non-profit - Private,205.0,42.495329,-96.400061,IA,225.0,22122.0,257.0,16856.0,131.0,21480.0,452.0,17194.0
2512,MERCY MEDICAL CENTER-SIOUX CITY (160153),2018,Acute Care,Voluntary non-profit - Private,205.0,42.495329,-96.400061,IA,225.0,22122.0,257.0,16856.0,131.0,21480.0,452.0,17194.0
2513,IOWA SPECIALTY HOSPITAL - BELMOND (161301),2018,Critical Access,Government - Local,22.0,42.844988,-93.612855,IA,,,27.0,17749.0,,,59.0,20368.0
2514,IOWA SPECIALTY HOSPITAL - BELMOND (161301),2018,Critical Access,Government - Local,22.0,42.844988,-93.612855,IA,,,27.0,17749.0,,,59.0,20368.0
2515,IOWA SPECIALTY HOSPITAL-CLARION (161302),2018,Critical Access,Government - Local,25.0,42.721625,-93.732628,IA,,,,,440.0,20097.0,64.0,15924.0
2516,IOWA SPECIALTY HOSPITAL-CLARION (161302),2018,Critical Access,Government - Local,25.0,42.721625,-93.732628,IA,,,,,440.0,20097.0,64.0,15924.0
2517,GRUNDY COUNTY MEMORIAL HOSPITAL (161303),2018,Critical Access,Voluntary non-profit - Other,62.0,42.358753,-92.762205,IA,,,,,55.0,20007.0,,
2518,GRUNDY COUNTY MEMORIAL HOSPITAL (161303),2018,Critical Access,Voluntary non-profit - Other,62.0,42.358753,-92.762205,IA,,,,,55.0,20007.0,,
2519,CHI HEALTH  - MERCY CORNING (161304),2018,Critical Access,Voluntary non-profit - Private,22.0,40.988375,-94.747914,IA,,,25.0,16724.0,,,47.0,16018.0
2520,CHI HEALTH  - MERCY CORNING (161304),2018,Critical Access,Voluntary non-profit - Private,22.0,40.988375,-94.747914,IA,,,25.0,16724.0,,,47.0,16018.0
2521,JONES REGIONAL MEDICAL CENTER (161306),2018,Critical Access,Voluntary non-profit - Private,20.0,42.102231,-91.261919,IA,,,53.0,15667.0,,,99.0,19416.0
2522,JONES REGIONAL MEDICAL CENTER (161306),2018,Critical Access,Voluntary non-profit - Private,20.0,42.102231,-91.261919,IA,,,53.0,15667.0,,,99.0,19416.0
2523,HANCOCK COUNTY HEALTH SYSTEM (161307),2018,Critical Access,Voluntary non-profit - Other,25.0,43.097818,-93.806993,IA,,,34.0,16454.0,,,95.0,17213.0
2524,HANCOCK COUNTY HEALTH SYSTEM (161307),2018,Critical Access,Voluntary non-profit - Other,25.0,43.097818,-93.806993,IA,,,34.0,16454.0,,,95.0,17213.0
2525,FRANKLIN GENERAL HOSPITAL (161308),2018,Critical Access,Government - Local,77.0,42.741407,-93.186763,IA,,,,,,,68.0,16806.0
2526,FRANKLIN GENERAL HOSPITAL (161308),2018,Critical Access,Government - Local,77.0,42.741407,-93.186763,IA,,,,,,,68.0,16806.0
2527,CHI HEALTH MISSOURI VALLEY (161309),2018,Critical Access,Voluntary non-profit - Private,25.0,41.562977,-95.885096,IA,,,46.0,17892.0,,,121.0,19397.0
2528,CHI HEALTH MISSOURI VALLEY (161309),2018,Critical Access,Voluntary non-profit - Private,25.0,41.562977,-95.885096,IA,,,46.0,17892.0,,,121.0,19397.0
2529,ADAIR COUNTY MEMORIAL HOSPITAL (161310),2018,Critical Access,Government - Local,25.0,41.303103,-94.451927,IA,,,,,,,25.0,15366.0
2530,ADAIR COUNTY MEMORIAL HOSPITAL (161310),2018,Critical Access,Government - Local,25.0,41.303103,-94.451927,IA,,,,,,,25.0,15366.0
2531,HAWARDEN REGIONAL HEALTHCARE (161311),2018,Critical Access,Government - Local,25.0,42.998008,-96.479427,IA,,,,,,,28.0,20495.0
2532,HAWARDEN REGIONAL HEALTHCARE (161311),2018,Critical Access,Government - Local,25.0,42.998008,-96.479427,IA,,,,,,,28.0,20495.0
2533,GUTTENBERG MUNICIPAL HOSPITAL (161312),2018,Critical Access,Government - Local,25.0,42.785548,-91.099954,IA,,,,,,,58.0,19521.0
2534,GUTTENBERG MUNICIPAL HOSPITAL (161312),2018,Critical Access,Government - Local,25.0,42.785548,-91.099954,IA,,,,,,,58.0,19521.0
2535,GENESIS MEDICAL CENTER-DEWITT (161313),2018,Critical Access,Voluntary non-profit - Private,77.0,41.82594,-90.546257,IA,,,,,,,63.0,14908.0
2536,GENESIS MEDICAL CENTER-DEWITT (161313),2018,Critical Access,Voluntary non-profit - Private,77.0,41.82594,-90.546257,IA,,,,,,,63.0,14908.0
2537,GUTHRIE COUNTY HOSPITAL (161314),2018,Critical Access,Government - Local,25.0,41.683666,-94.494399,IA,,,,,38.0,18429.0,62.0,17312.0
2538,GUTHRIE COUNTY HOSPITAL (161314),2018,Critical Access,Government - Local,25.0,41.683666,-94.494399,IA,,,,,38.0,18429.0,62.0,17312.0
2539,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS (161316),2018,Critical Access,Voluntary non-profit - Private,25.0,42.96768,-91.809477,IA,,,26.0,18004.0,,,78.0,19239.0
2540,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS (161316),2018,Critical Access,Voluntary non-profit - Private,25.0,42.96768,-91.809477,IA,,,26.0,18004.0,,,78.0,19239.0
2541,COMPASS MEMORIAL HEALTHCARE (161317),2018,Critical Access,Voluntary non-profit - Other,25.0,41.801752,-92.072799,IA,,,25.0,21722.0,,,68.0,23273.0
2542,MARENGO MEMORIAL HOSPITAL (161317),2018,Critical Access,Voluntary non-profit - Other,25.0,41.801752,-92.072799,IA,,,25.0,21722.0,,,68.0,23273.0
2543,VETERANS MEMORIAL HOSPITAL (161318),2018,Critical Access,Government - Local,25.0,43.268092,-91.474446,IA,,,30.0,16498.0,,,96.0,18537.0
2544,VETERANS MEMORIAL HOSPITAL (161318),2018,Critical Access,Government - Local,25.0,43.268092,-91.474446,IA,,,30.0,16498.0,,,96.0,18537.0
2545,CENTRAL COMMUNITY HOSPITAL (161319),2018,Critical Access,Voluntary non-profit - Private,16.0,42.859771,-91.414536,IA,,,,,,,27.0,19455.0
2546,CENTRAL COMMUNITY HOSPITAL (161319),2018,Critical Access,Voluntary non-profit - Private,16.0,42.859771,-91.414536,IA,,,,,,,27.0,19455.0
2547,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER (161320),2018,Critical Access,Voluntary non-profit - Private,18.0,42.847422,-92.109691,IA,,,,,,,44.0,20753.0
2548,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER (161320),2018,Critical Access,Voluntary non-profit - Private,18.0,42.847422,-92.109691,IA,,,,,,,44.0,20753.0
2549,SANFORD ROCK RAPIDS MEDICAL CENTER (161321),2018,Critical Access,Voluntary non-profit - Private,13.0,,,IA,,,36.0,19111.0,,,45.0,19733.0
2550,SANFORD ROCK RAPIDS MEDICAL CENTER (161321),2018,Critical Access,Voluntary non-profit - Private,13.0,,,IA,,,36.0,19111.0,,,45.0,19733.0
2551,DALLAS COUNTY HOSPITAL (161322),2018,Critical Access,Voluntary non-profit - Other,25.0,41.833959,-94.094469,IA,,,,,,,53.0,18199.0
2552,DALLAS COUNTY HOSPITAL (161322),2018,Critical Access,Voluntary non-profit - Other,25.0,41.833959,-94.094469,IA,,,,,,,53.0,18199.0
2553,MITCHELL COUNTY REGIONAL HEALTH (161323),2018,Critical Access,Voluntary non-profit - Other,25.0,43.289076,-92.809482,IA,,,28.0,16646.0,,,65.0,15930.0
2554,MITCHELL COUNTY REGIONAL HEALTH (161323),2018,Critical Access,Voluntary non-profit - Other,25.0,43.289076,-92.809482,IA,,,28.0,16646.0,,,65.0,15930.0
2555,GREENE COUNTY MEDICAL CENTER (161325),2018,Critical Access,Government - Local,25.0,42.015217,-94.38906,IA,,,,,39.0,20387.0,53.0,16273.0
2556,GREENE COUNTY MEDICAL CENTER (161325),2018,Critical Access,Government - Local,25.0,42.015217,-94.38906,IA,,,,,39.0,20387.0,53.0,16273.0
2557,MADISON COUNTY MEMORIAL HOSPITAL (161326),2018,Critical Access,Government - Local,25.0,41.328816,-94.016963,IA,,,36.0,14478.0,,,111.0,14869.0
2558,MADISON COUNTY MEMORIAL HOSPITAL (161326),2018,Critical Access,Government - Local,25.0,41.328816,-94.016963,IA,,,36.0,14478.0,,,111.0,14869.0
2559,DAVIS COUNTY HOSPITAL (161327),2018,Critical Access,Government - Local,36.0,40.759223,-92.414987,IA,,,29.0,16272.0,44.0,22123.0,51.0,17287.0
2560,DAVIS COUNTY HOSPITAL (161327),2018,Critical Access,Government - Local,36.0,40.759223,-92.414987,IA,,,29.0,16272.0,44.0,22123.0,51.0,17287.0
2561,REGIONAL HEALTH SERVICES OF HOWARD COUNTY (161328),2018,Critical Access,Voluntary non-profit - Other,22.0,43.381891,-92.117764,IA,,,,,,,53.0,23224.0
2562,REGIONAL HEALTH SERVICES OF HOWARD COUNTY (161328),2018,Critical Access,Voluntary non-profit - Other,22.0,43.381891,-92.117764,IA,,,,,,,53.0,23224.0
2563,JACKSON COUNTY REGIONAL HEALTH CENTER (161329),2018,Critical Access,Government - Local,25.0,42.073715,-90.673132,IA,,,,,,,29.0,17642.0
2564,JACKSON COUNTY REGIONAL HEALTH CENTER (161329),2018,Critical Access,Government - Local,25.0,42.073715,-90.673132,IA,,,,,,,29.0,17642.0
2565,AUDUBON COUNTY MEMORIAL HOSPITAL (161330),2018,Critical Access,Government - Local,23.0,41.715423,-94.937044,IA,,,,,,,38.0,21807.0
2566,AUDUBON COUNTY MEMORIAL HOSPITAL (161330),2018,Critical Access,Government - Local,23.0,41.715423,-94.937044,IA,,,,,,,38.0,21807.0
2567,MERCY MEDICAL CENTER-NEW HAMPTON (161331),2018,Critical Access,Voluntary non-profit - Church,14.0,43.062677,-92.320425,IA,,,,,,,62.0,19393.0
2568,MERCY MEDICAL CENTER-NEW HAMPTON (161331),2018,Critical Access,Voluntary non-profit - Church,14.0,43.062677,-92.320425,IA,,,,,,,62.0,19393.0
2569,MANNING REGIONAL HEALTHCARE CENTER (161332),2018,Critical Access,Voluntary non-profit - Private,57.0,41.90665,-95.075013,IA,,,,,,,29.0,19869.0
2570,MANNING REGIONAL HEALTHCARE CENTER (161332),2018,Critical Access,Voluntary non-profit - Private,57.0,41.90665,-95.075013,IA,,,,,,,29.0,19869.0
2571,STORY COUNTY HOSPITAL (161333),2018,Critical Access,Government - Local,97.0,42.005334,-93.434902,IA,,,,,,,53.0,14801.0
2572,STORY COUNTY HOSPITAL (161333),2018,Critical Access,Government - Local,97.0,42.005334,-93.434902,IA,,,,,,,53.0,14801.0
2573,HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),2018,Critical Access,Voluntary non-profit - Other,45.0,42.731835,-94.230216,IA,,,29.0,18042.0,,,66.0,18399.0
2574,HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),2018,Critical Access,Voluntary non-profit - Other,45.0,42.731835,-94.230216,IA,,,29.0,18042.0,,,66.0,18399.0
2575,BUCHANAN COUNTY HEALTH CENTER (161335),2018,Critical Access,Voluntary non-profit - Other,69.0,42.468787,-91.875015,IA,,,,,,,60.0,14918.0
2576,BUCHANAN COUNTY HEALTH CENTER (161335),2018,Critical Access,Voluntary non-profit - Other,69.0,42.468787,-91.875015,IA,,,,,,,60.0,14918.0
2577,HEGG MEMORIAL HEALTH CENTER (161336),2018,Critical Access,Voluntary non-profit - Private,85.0,43.201693,-96.285086,IA,,,,,,,51.0,15302.0
2578,HEGG MEMORIAL HEALTH CENTER (161336),2018,Critical Access,Voluntary non-profit - Private,85.0,43.201693,-96.285086,IA,,,,,,,51.0,15302.0
2579,VAN BUREN COUNTY HOSPITAL (161337),2018,Critical Access,Government - Local,25.0,40.735862,-91.959043,IA,,,,,,,74.0,17546.0
2580,VAN BUREN COUNTY HOSPITAL (161337),2018,Critical Access,Government - Local,25.0,40.735862,-91.959043,IA,,,,,,,74.0,17546.0
2581,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN (161338),2018,Critical Access,Voluntary non-profit - Church,63.0,42.675419,-91.902613,IA,,,27.0,16769.0,,,55.0,16959.0
2582,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN (161338),2018,Critical Access,Voluntary non-profit - Church,63.0,42.675419,-91.902613,IA,,,27.0,16769.0,,,55.0,16959.0
2583,WAVERLY HEALTH CENTER (161339),2018,Critical Access,Government - Local,21.0,42.723668,-92.481802,IA,,,39.0,18772.0,46.0,23756.0,146.0,16113.0
2584,WAVERLY HEALTH CENTER (161339),2018,Critical Access,Government - Local,21.0,42.723668,-92.481802,IA,,,39.0,18772.0,46.0,23756.0,146.0,16113.0
2585,DECATUR COUNTY HOSPITAL (161340),2018,Critical Access,Government - Hospital District or Authority,18.0,40.750308,-93.747789,IA,,,,,,,32.0,17465.0
2586,DECATUR COUNTY HOSPITAL (161340),2018,Critical Access,Government - Hospital District or Authority,18.0,40.750308,-93.747789,IA,,,,,,,32.0,17465.0
2587,LUCAS COUNTY HEALTH CENTER (161341),2018,Critical Access,Voluntary non-profit - Other,25.0,41.027693,-93.303421,IA,,,34.0,15297.0,,,78.0,16998.0
2588,LUCAS COUNTY HEALTH CENTER (161341),2018,Critical Access,Voluntary non-profit - Other,25.0,41.027693,-93.303421,IA,,,34.0,15297.0,,,78.0,16998.0
2589,MONROE COUNTY HOSPITAL (161342),2018,Critical Access,Voluntary non-profit - Other,25.0,41.044838,-92.796475,IA,,,,,,,41.0,17639.0
2590,MONROE COUNTY HOSPITAL (161342),2018,Critical Access,Voluntary non-profit - Other,25.0,41.044838,-92.796475,IA,,,,,,,41.0,17639.0
2591,REGIONAL MEDICAL CENTER (161343),2018,Critical Access,Proprietary,26.0,42.483903,-91.466644,IA,,,57.0,17522.0,93.0,18441.0,135.0,19630.0
2592,REGIONAL MEDICAL CENTER (161343),2018,Critical Access,Proprietary,26.0,42.483903,-91.466644,IA,,,57.0,17522.0,93.0,18441.0,135.0,19630.0
2593,WASHINGTON COUNTY HOSPITAL AND CLINICS (161344),2018,Critical Access,Voluntary non-profit - Other,64.0,41.288507,-91.687341,IA,,,40.0,17187.0,,,103.0,20859.0
2594,WASHINGTON COUNTY HOSPITAL AND CLINICS (161344),2018,Critical Access,Voluntary non-profit - Other,64.0,41.288507,-91.687341,IA,,,40.0,17187.0,,,103.0,20859.0
2595,OSCEOLA COMMUNITY HOSPITAL (161345),2018,Critical Access,Voluntary non-profit - Private,25.0,43.41008,-95.741727,IA,,,32.0,15712.0,,,35.0,14969.0
2596,OSCEOLA COMMUNITY HOSPITAL (161345),2018,Critical Access,Voluntary non-profit - Private,25.0,43.41008,-95.741727,IA,,,32.0,15712.0,,,35.0,14969.0
2597,SIOUX CENTER HEALTH (161346),2018,Critical Access,Voluntary non-profit - Private,90.0,43.069685,-96.159287,IA,,,,,,,74.0,16049.0
2598,SIOUX CENTER HEALTH (161346),2018,Critical Access,Voluntary non-profit - Private,90.0,43.069685,-96.159287,IA,,,,,,,74.0,16049.0
2599,FLOYD COUNTY MEDICAL CENTER (161347),2018,Critical Access,Voluntary non-profit - Other,25.0,43.052667,-92.682505,IA,,,59.0,18361.0,,,82.0,18318.0
2600,FLOYD COUNTY MEDICAL CENTER (161347),2018,Critical Access,Voluntary non-profit - Other,25.0,43.052667,-92.682505,IA,,,59.0,18361.0,,,82.0,18318.0
2601,CLARKE COUNTY HOSPITAL (161348),2018,Critical Access,Voluntary non-profit - Other,25.0,41.02571,-93.767533,IA,,,,,,,81.0,15060.0
2602,CLARKE COUNTY HOSPITAL (161348),2018,Critical Access,Voluntary non-profit - Other,25.0,41.02571,-93.767533,IA,,,,,,,81.0,15060.0
2603,VIRGINIA GAY HOSPITAL (161349),2018,Critical Access,Voluntary non-profit - Private,66.0,42.173674,-92.013385,IA,,,26.0,15647.0,,,60.0,17911.0
2604,VIRGINIA GAY HOSPITAL (161349),2018,Critical Access,Voluntary non-profit - Private,66.0,42.173674,-92.013385,IA,,,26.0,15647.0,,,60.0,17911.0
2605,STEWART MEMORIAL COMMUNITY HOSPITAL (161350),2018,Critical Access,Voluntary non-profit - Private,25.0,42.266888,-94.748857,IA,,,,,38.0,24883.0,116.0,18772.0
2606,STEWART MEMORIAL COMMUNITY HOSPITAL (161350),2018,Critical Access,Voluntary non-profit - Private,25.0,42.266888,-94.748857,IA,,,,,38.0,24883.0,116.0,18772.0
2607,AVERA HOLY FAMILY HOSPITAL (161351),2018,Critical Access,Voluntary non-profit - Church,22.0,43.410596,-94.833956,IA,,,71.0,17530.0,58.0,20299.0,97.0,21018.0
2608,AVERA HOLY FAMILY HOSPITAL (161351),2018,Critical Access,Voluntary non-profit - Church,22.0,43.410596,-94.833956,IA,,,71.0,17530.0,58.0,20299.0,97.0,21018.0
2609,CLARINDA REGIONAL HEALTH CENTER (161352),2018,Critical Access,Government - Local,25.0,40.723116,-95.041406,IA,,,59.0,16260.0,,,110.0,16121.0
2610,CLARINDA REGIONAL HEALTH CENTER (161352),2018,Critical Access,Government - Local,25.0,40.723116,-95.041406,IA,,,59.0,16260.0,,,110.0,16121.0
2611,KOSSUTH REGIONAL HEALTH CENTER (161353),2018,Critical Access,Government - Local,25.0,43.056822,-94.227124,IA,,,53.0,17806.0,,,151.0,17697.0
2612,KOSSUTH REGIONAL HEALTH CENTER (161353),2018,Critical Access,Government - Local,25.0,43.056822,-94.227124,IA,,,53.0,17806.0,,,151.0,17697.0
2613,HORN MEMORIAL HOSPITAL (161354),2018,Critical Access,Voluntary non-profit - Private,25.0,42.339303,-95.45891,IA,,,38.0,19957.0,,,145.0,21660.0
2614,HORN MEMORIAL HOSPITAL (161354),2018,Critical Access,Voluntary non-profit - Private,25.0,42.339303,-95.45891,IA,,,38.0,19957.0,,,145.0,21660.0
2615,KNOXVILLE HOSPITAL & CLINICS (161355),2018,Critical Access,Voluntary non-profit - Private,25.0,41.310986,-93.109511,IA,,,43.0,18204.0,,,124.0,20169.0
2616,KNOXVILLE HOSPITAL & CLINICS (161355),2018,Critical Access,Voluntary non-profit - Private,25.0,41.310986,-93.109511,IA,,,43.0,18204.0,,,124.0,20169.0
2617,HENRY COUNTY HEALTH CENTER (161356),2018,Critical Access,Government - Local,74.0,40.963116,-91.558018,IA,,,42.0,15664.0,31.0,21510.0,90.0,16423.0
2618,HENRY COUNTY HEALTH CENTER (161356),2018,Critical Access,Government - Local,74.0,40.963116,-91.558018,IA,,,42.0,15664.0,31.0,21510.0,90.0,16423.0
2619,PALO ALTO COUNTY HOSPITAL (161357),2018,Critical Access,Government - Local,47.0,43.119191,-94.691343,IA,,,29.0,19320.0,,,61.0,17186.0
2620,PALO ALTO COUNTY HOSPITAL (161357),2018,Critical Access,Government - Local,47.0,43.119191,-94.691343,IA,,,29.0,19320.0,,,61.0,17186.0
2621,WAYNE COUNTY HOSPITAL (161358),2018,Critical Access,Government - Local,25.0,40.754492,-93.31232,IA,,,29.0,16465.0,33.0,21128.0,71.0,16558.0
2622,WAYNE COUNTY HOSPITAL (161358),2018,Critical Access,Government - Local,25.0,40.754492,-93.31232,IA,,,29.0,16465.0,33.0,21128.0,71.0,16558.0
2623,BURGESS HEALTH CENTER (161359),2018,Critical Access,Voluntary non-profit - Private,25.0,42.025739,-96.105586,IA,,,62.0,15812.0,,,135.0,17254.0
2624,BURGESS HEALTH CENTER (161359),2018,Critical Access,Voluntary non-profit - Private,25.0,42.025739,-96.105586,IA,,,62.0,15812.0,,,135.0,17254.0
2625,ORANGE CITY AREA HEALTH SYSTEM (161360),2018,Critical Access,Voluntary non-profit - Other,36.0,42.994878,-96.045734,IA,,,49.0,14639.0,56.0,18101.0,129.0,15805.0
2626,ORANGE CITY AREA HEALTH SYSTEM (161360),2018,Critical Access,Voluntary non-profit - Other,36.0,42.994878,-96.045734,IA,,,49.0,14639.0,56.0,18101.0,129.0,15805.0
2627,VAN DIEST MEDICAL CENTER (161361),2018,Critical Access,Government - Local,25.0,42.452963,-93.813485,IA,25.0,22480.0,100.0,16662.0,,,104.0,16622.0
2628,VAN DIEST MEDICAL CENTER (161361),2018,Critical Access,Government - Local,25.0,42.452963,-93.813485,IA,25.0,22480.0,100.0,16662.0,,,104.0,16622.0
2629,CHEROKEE REGIONAL MEDICAL CENTER (161362),2018,Critical Access,Voluntary non-profit - Private,25.0,42.759282,-95.546962,IA,,,58.0,17153.0,,,173.0,18916.0
2630,CHEROKEE REGIONAL MEDICAL CENTER (161362),2018,Critical Access,Voluntary non-profit - Private,25.0,42.759282,-95.546962,IA,,,58.0,17153.0,,,173.0,18916.0
2631,MONTGOMERY COUNTY MEMORIAL HOSPITAL (161363),2018,Critical Access,Government - Local,25.0,41.02654,-95.213919,IA,,,66.0,14241.0,27.0,20515.0,167.0,16467.0
2632,MONTGOMERY COUNTY MEMORIAL HOSPITAL (161363),2018,Critical Access,Government - Local,25.0,41.02654,-95.213919,IA,,,66.0,14241.0,27.0,20515.0,167.0,16467.0
2633,JEFFERSON COUNTY HEALTH CENTER (161364),2018,Critical Access,Government - Local,25.0,40.985635,-91.963118,IA,,,47.0,16745.0,36.0,22205.0,182.0,19212.0
2634,JEFFERSON COUNTY HEALTH CENTER (161364),2018,Critical Access,Government - Local,25.0,40.985635,-91.963118,IA,,,47.0,16745.0,36.0,22205.0,182.0,19212.0
2635,GREATER REGIONAL MEDICAL CENTER (161365),2018,Critical Access,Government - Local,25.0,41.071214,-94.383744,IA,,,,,106.0,21779.0,70.0,15924.0
2636,GREATER REGIONAL MEDICAL CENTER (161365),2018,Critical Access,Government - Local,25.0,41.071214,-94.383744,IA,,,,,106.0,21779.0,70.0,15924.0
2637,SHENANDOAH MEDICAL CENTER (161366),2018,Critical Access,Voluntary non-profit - Private,25.0,40.753639,-95.369106,IA,,,,,,,55.0,15830.0
2638,SHENANDOAH MEDICAL CENTER (161366),2018,Critical Access,Voluntary non-profit - Private,25.0,40.753639,-95.369106,IA,,,,,,,55.0,15830.0
2639,PELLA REGIONAL HEALTH CENTER (161367),2018,Critical Access,Voluntary non-profit - Other,50.0,41.412337,-92.911667,IA,,,55.0,17883.0,70.0,23198.0,136.0,19433.0
2640,PELLA REGIONAL HEALTH CENTER (161367),2018,Critical Access,Voluntary non-profit - Other,50.0,41.412337,-92.911667,IA,,,55.0,17883.0,70.0,23198.0,136.0,19433.0
2641,FLOYD VALLEY HEALTHCARE (161368),2018,Critical Access,Proprietary,25.0,42.79728,-96.15599,IA,,,42.0,13808.0,70.0,18624.0,79.0,13767.0
2642,FLOYD VALLEY HOSPITAL (161368),2018,Critical Access,Proprietary,25.0,42.79728,-96.15599,IA,,,42.0,13808.0,70.0,18624.0,79.0,13767.0
2643,CRAWFORD COUNTY MEMORIAL HOSPITAL (161369),2018,Critical Access,Voluntary non-profit - Other,25.0,42.023257,-95.377086,IA,,,45.0,16433.0,,,106.0,15748.0
2644,CRAWFORD COUNTY MEMORIAL HOSPITAL (161369),2018,Critical Access,Voluntary non-profit - Other,25.0,42.023257,-95.377086,IA,,,45.0,16433.0,,,106.0,15748.0
2645,LORING HOSPITAL (161370),2018,Critical Access,Voluntary non-profit - Private,25.0,42.418706,-94.977991,IA,,,43.0,17554.0,,,157.0,15825.0
2646,LORING HOSPITAL (161370),2018,Critical Access,Voluntary non-profit - Private,25.0,42.418706,-94.977991,IA,,,43.0,17554.0,,,157.0,15825.0
2647,WINNESHIEK MEDICAL CENTER (161371),2018,Critical Access,Government - Local,25.0,43.294634,-91.771187,IA,,,56.0,16493.0,81.0,26523.0,106.0,18047.0
