,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
1117,GRAND RIVER MEDICAL CENTER (061317),2018,Critical Access,Government - Hospital District or Authority,66.0,39.522587,-107.77201,CO,,,7.6,,13.5,13.4
1118,GUNNISON VALLEY HOSPITAL (061320),2018,Critical Access,Government - Local,20.0,38.551089,-106.924321,CO,,,,,,14.9
1119,GUNNISON VALLEY HOSPITAL (061320),2018,Critical Access,Government - Local,20.0,38.551089,-106.924321,CO,,,,,,14.9
1120,MT SAN RAFAEL HOSPITAL (061321),2018,Critical Access,Voluntary non-profit - Private,25.0,37.17338,-104.488796,CO,,,7.5,,13.9,13.5
1121,MT SAN RAFAEL HOSPITAL (061321),2018,Critical Access,Voluntary non-profit - Private,25.0,37.17338,-104.488796,CO,,,7.5,,13.9,13.5
1122,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER (061322),2018,Critical Access,Government - Hospital District or Authority,25.0,38.543102,-106.007291,CO,,,,12.8,11.1,14.4
1123,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER (061322),2018,Critical Access,Government - Hospital District or Authority,25.0,38.543102,-106.007291,CO,,,,12.8,11.1,14.4
1124,PROWERS MEDICAL CENTER (061323),2018,Critical Access,Government - Hospital District or Authority,25.0,38.070915,-102.609068,CO,,,8.3,,12.9,15.8
1125,PROWERS MEDICAL CENTER (061323),2018,Critical Access,Government - Hospital District or Authority,25.0,38.070915,-102.609068,CO,,,8.3,,12.9,15.8
1126,ASPEN VALLEY HOSPITAL (061324),2018,Critical Access,Government - Hospital District or Authority,25.0,39.190057,-106.837784,CO,,,,,,15.4
1127,ASPEN VALLEY HOSPITAL (061324),2018,Critical Access,Government - Hospital District or Authority,25.0,39.190057,-106.837784,CO,,,,,,15.4
1128,PIONEERS MEDICAL CENTER (061325),2018,Critical Access,Government - Hospital District or Authority,44.0,,,CO,,,,,,19.0
1129,PIONEERS MEDICAL CENTER (061325),2018,Critical Access,Government - Hospital District or Authority,44.0,,,CO,,,,,,19.0
1130,UCHEALTH PIKES PEAK REGIONAL HOSPITAL (061326),2018,Critical Access,Voluntary non-profit - Private,15.0,38.973932,-105.074267,CO,,,7.6,,11.5,14.1
1131,UCHEALTH PIKES PEAK REGIONAL HOSPITAL (061326),2018,Critical Access,Voluntary non-profit - Private,15.0,38.973932,-105.074267,CO,,,7.6,,11.5,14.1
1132,SOUTHWEST MEMORIAL HOSPITAL (061327),2018,Critical Access,Voluntary non-profit - Private,25.0,37.36214,-108.572739,CO,,,8.3,15.4,11.1,16.4
1133,SOUTHWEST MEMORIAL HOSPITAL (061327),2018,Critical Access,Voluntary non-profit - Private,25.0,37.36214,-108.572739,CO,,,8.3,15.4,11.1,16.4
1134,ARKANSAS VALLEY REGIONAL MEDICAL CENTER (061336),2018,Critical Access,Voluntary non-profit - Private,124.0,37.976929,-103.548742,CO,,,8.1,,,14.2
1135,ARKANSAS VALLEY REGIONAL MEDICAL CENTER (061336),2018,Critical Access,Voluntary non-profit - Private,124.0,37.976929,-103.548742,CO,,,8.1,,,14.2
1136,ST FRANCIS HOSPITAL & MEDICAL CENTER (070002),2018,Acute Care,Voluntary non-profit - Church,561.0,41.77508,-72.699468,CT,11.2,4.1,8.8,13.7,10.5,14.8
1137,ST FRANCIS HOSPITAL & MEDICAL CENTER (070002),2018,Acute Care,Voluntary non-profit - Church,561.0,41.77508,-72.699468,CT,11.2,4.1,8.8,13.7,10.5,14.8
1138,DAY KIMBALL HOSPITAL (070003),2018,Acute Care,Voluntary non-profit - Private,104.0,41.907746,-71.914692,CT,13.6,,8.1,13.1,10.7,17.1
1139,DAY KIMBALL HOSPITAL (070003),2018,Acute Care,Voluntary non-profit - Private,104.0,41.907746,-71.914692,CT,13.6,,8.1,13.1,10.7,17.1
1140,SHARON HOSPITAL (070004),2018,Acute Care,Proprietary,79.0,41.879662,-73.481572,CT,13.9,,8.9,12.4,13.3,14.5
1141,SHARON HOSPITAL (070004),2018,Acute Care,Proprietary,79.0,41.879662,-73.481572,CT,13.9,,8.9,12.4,13.3,14.5
1142,WATERBURY HOSPITAL (070005),2018,Acute Care,Voluntary non-profit - Private,249.0,41.558269,-73.058608,CT,13.6,3.0,8.3,15.2,12.1,16.1
1143,WATERBURY HOSPITAL (070005),2018,Acute Care,Voluntary non-profit - Private,249.0,41.558269,-73.058608,CT,13.6,3.0,8.3,15.2,12.1,16.1
1144,STAMFORD HOSPITAL (070006),2018,Acute Care,Voluntary non-profit - Private,303.0,,,CT,13.8,2.7,6.7,12.2,12.5,13.0
1145,STAMFORD HOSPITAL (070006),2018,Acute Care,Voluntary non-profit - Private,303.0,,,CT,13.8,2.7,6.7,12.2,12.5,13.0
1146,LAWRENCE & MEMORIAL HOSPITAL (070007),2018,Acute Care,Voluntary non-profit - Private,245.0,41.336428,-72.103074,CT,12.5,,9.4,13.0,12.3,17.1
1147,LAWRENCE & MEMORIAL HOSPITAL (070007),2018,Acute Care,Voluntary non-profit - Private,245.0,41.336428,-72.103074,CT,12.5,,9.4,13.0,12.3,17.1
1148,JOHNSON MEMORIAL HOSPITAL (070008),2018,Acute Care,Voluntary non-profit - Private,88.0,,,CT,,,8.4,,10.2,14.7
1149,JOHNSON MEMORIAL HOSPITAL (070008),2018,Acute Care,Voluntary non-profit - Private,88.0,,,CT,,,8.4,,10.2,14.7
1150,BRIDGEPORT HOSPITAL (070010),2018,Acute Care,Voluntary non-profit - Private,378.0,41.188776,-73.16608,CT,11.1,2.9,7.7,14.2,9.8,13.1
1151,BRIDGEPORT HOSPITAL (070010),2018,Acute Care,Voluntary non-profit - Private,378.0,41.188776,-73.16608,CT,11.1,2.9,7.7,14.2,9.8,13.1
1152,CHARLOTTE HUNGERFORD HOSPITAL (070011),2018,Acute Care,Voluntary non-profit - Private,108.0,41.790846,-73.133143,CT,12.5,,10.7,15.8,13.5,17.2
1153,CHARLOTTE HUNGERFORD HOSPITAL (070011),2018,Acute Care,Voluntary non-profit - Private,108.0,41.790846,-73.133143,CT,12.5,,10.7,15.8,13.5,17.2
1154,ROCKVILLE GENERAL HOSPITAL (070012),2018,Acute Care,Voluntary non-profit - Other,222.0,41.866962,-72.450988,CT,,,7.5,14.7,8.9,15.6
1155,ROCKVILLE GENERAL HOSPITAL (070012),2018,Acute Care,Voluntary non-profit - Other,222.0,41.866962,-72.450988,CT,,,7.5,14.7,8.9,15.6
1156,SAINT MARY'S HOSPITAL (070016),2018,Acute Care,Voluntary non-profit - Other,167.0,,,CT,13.5,5.6,8.6,13.0,10.2,14.7
1157,SAINT MARY'S HOSPITAL (070016),2018,Acute Care,Voluntary non-profit - Other,167.0,,,CT,13.5,5.6,8.6,13.0,10.2,14.7
1158,MIDSTATE MEDICAL CENTER (070017),2018,Acute Care,Voluntary non-profit - Private,139.0,41.550036,-72.803878,CT,12.8,,8.0,15.2,11.0,16.5
1159,MIDSTATE MEDICAL CENTER (070017),2018,Acute Care,Voluntary non-profit - Private,139.0,41.550036,-72.803878,CT,12.8,,8.0,15.2,11.0,16.5
1160,GREENWICH HOSPITAL ASSOCIATION - (070018),2018,Acute Care,Voluntary non-profit - Private,184.0,41.034395,-73.629632,CT,11.8,,7.9,14.4,9.6,14.4
1161,GREENWICH HOSPITAL ASSOCIATION - (070018),2018,Acute Care,Voluntary non-profit - Private,184.0,41.034395,-73.629632,CT,11.8,,7.9,14.4,9.6,14.4
1162,"MILFORD HOSPITAL, INC (070019)",2018,Acute Care,Voluntary non-profit - Private,106.0,,,CT,14.6,,8.4,14.5,13.0,14.1
1163,"MILFORD HOSPITAL, INC (070019)",2018,Acute Care,Voluntary non-profit - Private,106.0,,,CT,14.6,,8.4,14.5,13.0,14.1
1164,MIDDLESEX HOSPITAL (070020),2018,Acute Care,Voluntary non-profit - Private,228.0,41.554865,-72.647633,CT,12.1,,7.5,14.0,13.3,15.1
1165,MIDDLESEX HOSPITAL (070020),2018,Acute Care,Voluntary non-profit - Private,228.0,41.554865,-72.647633,CT,12.1,,7.5,14.0,13.3,15.1
1166,WINDHAM COMM MEM HOSP & HATCH HOSP (070021),2018,Acute Care,Voluntary non-profit - Private,64.0,41.716569,-72.224068,CT,12.6,,8.5,13.7,12.4,13.7
1167,WINDHAM COMM MEM HOSP & HATCH HOSP (070021),2018,Acute Care,Voluntary non-profit - Private,64.0,41.716569,-72.224068,CT,12.6,,8.5,13.7,12.4,13.7
1168,YALE-NEW HAVEN HOSPITAL (070022),2018,Acute Care,Voluntary non-profit - Private,1347.0,41.304285,-72.934689,CT,11.5,2.0,6.1,13.5,10.4,12.5
1169,YALE-NEW HAVEN HOSPITAL (070022),2018,Acute Care,Voluntary non-profit - Private,1347.0,41.304285,-72.934689,CT,11.5,2.0,6.1,13.5,10.4,12.5
1170,WILLIAM W BACKUS HOSPITAL (070024),2018,Acute Care,Voluntary non-profit - Other,184.0,41.543402,-72.086747,CT,12.6,,7.3,11.9,9.6,14.8
1171,WILLIAM W BACKUS HOSPITAL (070024),2018,Acute Care,Voluntary non-profit - Other,184.0,41.543402,-72.086747,CT,12.6,,7.3,11.9,9.6,14.8
1172,HARTFORD HOSPITAL (070025),2018,Acute Care,Voluntary non-profit - Private,895.0,41.754123,-72.68082,CT,14.4,2.6,6.5,16.9,10.7,14.4
1173,HARTFORD HOSPITAL (070025),2018,Acute Care,Voluntary non-profit - Private,895.0,41.754123,-72.68082,CT,14.4,2.6,6.5,16.9,10.7,14.4
1174,MANCHESTER MEMORIAL HOSPITAL (070027),2018,Acute Care,Voluntary non-profit - Private,182.0,41.781087,-72.525221,CT,13.5,,8.2,12.7,12.6,14.2
1175,MANCHESTER MEMORIAL HOSPITAL (070027),2018,Acute Care,Voluntary non-profit - Private,182.0,41.781087,-72.525221,CT,13.5,,8.2,12.7,12.6,14.2
1176,ST VINCENT'S MEDICAL CENTER (070028),2018,Acute Care,Voluntary non-profit - Church,350.0,41.200083,-73.202486,CT,13.0,3.0,8.4,15.9,11.5,16.9
1177,ST VINCENT'S MEDICAL CENTER (070028),2018,Acute Care,Voluntary non-profit - Church,350.0,41.200083,-73.202486,CT,13.0,3.0,8.4,15.9,11.5,16.9
1178,BRISTOL HOSPITAL (070029),2018,Acute Care,Voluntary non-profit - Private,123.0,41.676078,-72.934878,CT,13.2,,9.4,13.9,13.1,14.0
1179,BRISTOL HOSPITAL (070029),2018,Acute Care,Voluntary non-profit - Private,123.0,41.676078,-72.934878,CT,13.2,,9.4,13.9,13.1,14.0
1180,GRIFFIN HOSPITAL (070031),2018,Acute Care,Voluntary non-profit - Other,119.0,41.335978,-73.088689,CT,12.4,,7.8,13.0,14.3,14.7
1181,GRIFFIN HOSPITAL (070031),2018,Acute Care,Voluntary non-profit - Other,119.0,41.335978,-73.088689,CT,12.4,,7.8,13.0,14.3,14.7
1182,DANBURY HOSPITAL (070033),2018,Acute Care,Voluntary non-profit - Private,370.0,41.406776,-73.444339,CT,12.4,2.9,8.7,12.9,11.7,17.3
1183,DANBURY HOSPITAL (070033),2018,Acute Care,Voluntary non-profit - Private,370.0,41.406776,-73.444339,CT,12.4,2.9,8.7,12.9,11.7,17.3
1184,NORWALK HOSPITAL ASSOCIATION (070034),2018,Acute Care,Voluntary non-profit - Private,278.0,41.110415,-73.421229,CT,13.5,,7.2,11.8,11.1,13.5
1185,NORWALK HOSPITAL ASSOCIATION (070034),2018,Acute Care,Voluntary non-profit - Private,278.0,41.110415,-73.421229,CT,13.5,,7.2,11.8,11.1,13.5
1186,"HOSPITAL OF CENTRAL CONNECTICUT, THE (070035)",2018,Acute Care,Voluntary non-profit - Other,297.0,41.662015,-72.787799,CT,13.3,,6.0,14.6,9.8,15.1
1187,"HOSPITAL OF CENTRAL CONNECTICUT, THE (070035)",2018,Acute Care,Voluntary non-profit - Other,297.0,41.662015,-72.787799,CT,13.3,,6.0,14.6,9.8,15.1
1188,JOHN DEMPSEY HOSPITAL (070036),2018,Acute Care,Government - Local,160.0,41.73509,-72.79582,CT,14.6,2.5,7.6,12.9,11.2,14.9
1189,JOHN DEMPSEY HOSPITAL (070036),2018,Acute Care,Government - Local,160.0,41.73509,-72.79582,CT,14.6,2.5,7.6,12.9,11.2,14.9
1190,MASONICARE HEALTH CENTER (070039),2018,Acute Care,Voluntary non-profit - Private,503.0,41.460698,-72.836586,CT,,,8.2,,11.5,18.3
1191,MASONICARE HEALTH CENTER (070039),2018,Acute Care,Voluntary non-profit - Private,503.0,41.460698,-72.836586,CT,,,8.2,,11.5,18.3
1192,WEST HAVEN VA MEDICAL CENTER (07003F),2018,Acute Care (VA),Government - Federal,,,,,12.3,,,,11.6,13.0
1193,HEBREW HOME AND HOSPITAL INC (070040),2018,Acute Care,Voluntary non-profit - Private,201.0,41.802774,-72.728931,CT,,,,,,16.8
1194,HEBREW HOME AND HOSPITAL INC (070040),2018,Acute Care,Voluntary non-profit - Private,201.0,41.802774,-72.728931,CT,,,,,,16.8
1195,"CHRISTIANA CARE HEALTH SERVICES, INC. (080001)",2018,Acute Care,Voluntary non-profit - Private,1132.0,39.689909,-75.673228,DE,14.3,3.5,7.5,11.9,10.3,14.6
1196,"CHRISTIANA CARE HEALTH SERVICES, INC. (080001)",2018,Acute Care,Voluntary non-profit - Private,1132.0,39.689909,-75.673228,DE,14.3,3.5,7.5,11.9,10.3,14.6
1197,ST FRANCIS HOSPITAL (080003),2018,Acute Care,Voluntary non-profit - Private,161.0,,,DE,12.5,,7.8,13.3,12.1,16.0
1198,ST FRANCIS HOSPITAL (080003),2018,Acute Care,Voluntary non-profit - Private,161.0,,,DE,12.5,,7.8,13.3,12.1,16.0
1199,"BAYHEALTH HOSPITAL, KENT CAMPUS (080004)",2018,Acute Care,Voluntary non-profit - Private,268.0,39.150687,-75.522327,DE,12.3,3.1,8.6,13.4,10.1,12.4
1200,"BAYHEALTH HOSPITAL, KENT CAMPUS (080004)",2018,Acute Care,Voluntary non-profit - Private,268.0,39.150687,-75.522327,DE,12.3,3.1,8.6,13.4,10.1,12.4
1201,NANTICOKE MEMORIAL HOSPITAL (080006),2018,Acute Care,Voluntary non-profit - Private,112.0,38.642332,-75.605325,DE,13.6,,7.6,12.0,11.3,15.5
1202,NANTICOKE MEMORIAL HOSPITAL (080006),2018,Acute Care,Voluntary non-profit - Private,112.0,38.642332,-75.605325,DE,13.6,,7.6,12.0,11.3,15.5
1203,BEEBE MEDICAL CENTER (080007),2018,Acute Care,Voluntary non-profit - Private,183.0,38.777413,-75.13586,DE,12.6,4.0,9.0,12.7,11.0,16.0
1204,BEEBE MEDICAL CENTER (080007),2018,Acute Care,Voluntary non-profit - Private,183.0,38.777413,-75.13586,DE,12.6,4.0,9.0,12.7,11.0,16.0
1205,BAYHEALTH - MILFORD MEMORIAL HOSPITAL (080009),2018,Acute Care,Voluntary non-profit - Private,158.0,,,DE,12.7,,8.3,12.6,10.9,18.1
1206,BAYHEALTH - MILFORD MEMORIAL HOSPITAL (080009),2018,Acute Care,Voluntary non-profit - Private,158.0,,,DE,12.7,,8.3,12.6,10.9,18.1
1207,WILMINGTON VA MEDICAL CENTER (08002F),2018,Acute Care (VA),Government - Federal,,,,,,,,,10.8,14.4
1208,GEORGE WASHINGTON UNIV HOSPITAL (090001),2018,Acute Care,Proprietary,363.0,38.901169,-77.050119,DC,13.1,5.7,8.3,16.7,11.1,16.5
1209,GEORGE WASHINGTON UNIV HOSPITAL (090001),2018,Acute Care,Proprietary,363.0,38.901169,-77.050119,DC,13.1,5.7,8.3,16.7,11.1,16.5
1210,HOWARD UNIVERSITY HOSPITAL (090003),2018,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,13.0,,7.2,15.2,8.9,13.6
1211,HOWARD UNIVERSITY HOSPITAL (090003),2018,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,13.0,,7.2,15.2,8.9,13.6
1212,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2018,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,12.0,,9.5,14.8,12.2,16.9
1213,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2018,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,12.0,,9.5,14.8,12.2,16.9
1214,SIBLEY MEMORIAL HOSPITAL (090005),2018,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,13.6,,9.8,12.2,10.9,14.3
1215,SIBLEY MEMORIAL HOSPITAL (090005),2018,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,13.6,,9.8,12.2,10.9,14.3
1216,PROVIDENCE HOSPITAL (090006),2018,Acute Care,Voluntary non-profit - Private,467.0,,,DC,13.1,,7.5,11.8,9.3,17.0
1217,PROVIDENCE HOSPITAL (090006),2018,Acute Care,Voluntary non-profit - Private,467.0,,,DC,13.1,,7.5,11.8,9.3,17.0
1218,UNITED MEDICAL CENTER (090008),2018,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,11.8,,6.9,13.7,10.6,17.2
1219,UNITED MEDICAL CENTER (090008),2018,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,11.8,,6.9,13.7,10.6,17.2
1220,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2018,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,13.0,1.6,7.3,12.7,9.6,14.2
1221,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2018,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,13.0,1.6,7.3,12.7,9.6,14.2
1222,WASHINGTON DC VA MEDICAL CENTER (09002F),2018,Acute Care (VA),Government - Federal,,,,,12.8,,,,7.5,11.7
1223,UF HEALTH JACKSONVILLE (100001),2018,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,14.8,3.8,6.7,13.5,8.5,13.1
1224,UF HEALTH JACKSONVILLE (100001),2018,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,14.8,3.8,6.7,13.5,8.5,13.1
1225,BETHESDA HOSPITAL EAST (100002),2018,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,12.4,4.3,9.4,14.8,12.0,14.0
1226,BETHESDA HOSPITAL EAST (100002),2018,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,12.4,4.3,9.4,14.8,12.0,14.0
1227,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER (100006),2018,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,12.5,3.1,8.6,14.9,11.4,17.4
1228,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER (100006),2018,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,12.5,3.1,8.6,14.9,11.4,17.4
1229,FLORIDA HOSPITAL (100007),2018,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,11.6,2.9,5.7,11.6,9.9,14.5
1230,FLORIDA HOSPITAL (100007),2018,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,11.6,2.9,5.7,11.6,9.9,14.5
1231,BAPTIST HOSPITAL OF MIAMI (100008),2018,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,15.1,2.3,7.3,12.8,11.4,13.5
1232,BAPTIST HOSPITAL OF MIAMI (100008),2018,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,15.1,2.3,7.3,12.8,11.4,13.5
1233,UMHC-UHEALTH TOWER (100009),2018,Acute Care,Voluntary non-profit - Private,495.0,,,FL,12.6,3.0,6.2,14.5,8.3,13.2
1234,LEE MEMORIAL HOSPITAL (100012),2018,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,12.0,3.1,7.7,11.9,12.1,17.4
1235,LEE MEMORIAL HOSPITAL (100012),2018,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,12.0,3.1,7.7,11.9,12.1,17.4
1236,FLORIDA HOSPITAL NEW SMYRNA (100014),2018,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,14.3,,10.4,15.5,12.5,16.8
1237,FLORIDA HOSPITAL NEW SMYRNA (100014),2018,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,14.3,,10.4,15.5,12.5,16.8
1238,HALIFAX HEALTH MEDICAL CENTER (100017),2018,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,15.7,2.6,12.1,17.1,13.3,17.9
1239,HALIFAX HEALTH MEDICAL CENTER (100017),2018,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,15.7,2.6,12.1,17.1,13.3,17.9
1240,NAPLES COMMUNITY HOSPITAL (100018),2018,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,11.9,2.2,7.6,15.7,12.1,16.2
1241,NAPLES COMMUNITY HOSPITAL (100018),2018,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,11.9,2.2,7.6,15.7,12.1,16.2
1242,HOLMES REGIONAL MEDICAL CENTER (100019),2018,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,13.6,3.2,7.3,16.3,10.9,15.3
1243,HOLMES REGIONAL MEDICAL CENTER (100019),2018,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,13.6,3.2,7.3,16.3,10.9,15.3
1244,JACKSON MEMORIAL HOSPITAL (100022),2018,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,14.0,4.2,10.0,14.5,11.6,17.4
1245,JACKSON MEMORIAL HOSPITAL (100022),2018,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,14.0,4.2,10.0,14.5,11.6,17.4
1246,CITRUS MEMORIAL HOSPITAL (100023),2018,Acute Care,Government - Hospital District or Authority,202.0,28.832242,-82.335335,FL,12.5,3.1,12.6,18.5,14.8,21.1
1247,CITRUS MEMORIAL HOSPITAL (100023),2018,Acute Care,Government - Hospital District or Authority,202.0,28.832242,-82.335335,FL,12.5,3.1,12.6,18.5,14.8,21.1
1248,SACRED HEART HOSPITAL (100025),2018,Acute Care,Voluntary non-profit - Private,524.0,30.475588,-87.210986,FL,15.7,3.9,8.9,16.4,12.6,16.2
1249,SACRED HEART HOSPITAL (100025),2018,Acute Care,Voluntary non-profit - Private,524.0,30.475588,-87.210986,FL,15.7,3.9,8.9,16.4,12.6,16.2
1250,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM (100026),2018,Acute Care,Government - Hospital District or Authority,257.0,30.159681,-85.647067,FL,13.1,2.5,8.7,14.8,9.9,15.9
1251,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM (100026),2018,Acute Care,Government - Hospital District or Authority,257.0,30.159681,-85.647067,FL,13.1,2.5,8.7,14.8,9.9,15.9
1252,PARRISH MEDICAL CENTER (100028),2018,Acute Care,Government - Hospital District or Authority,210.0,28.629068,-80.824943,FL,13.9,,11.0,16.2,14.4,19.1
1253,PARRISH MEDICAL CENTER (100028),2018,Acute Care,Government - Hospital District or Authority,210.0,28.629068,-80.824943,FL,13.9,,11.0,16.2,14.4,19.1
1254,NORTH SHORE MEDICAL CENTER (100029),2018,Acute Care,Proprietary,759.0,25.861658,-80.214656,FL,13.7,,10.0,16.1,10.4,18.1
1255,NORTH SHORE MEDICAL CENTER (100029),2018,Acute Care,Proprietary,759.0,25.861658,-80.214656,FL,13.7,,10.0,16.1,10.4,18.1
1256,HEALTH CENTRAL (100030),2018,Acute Care,Government - State,197.0,28.551666,-81.525787,FL,13.7,,7.5,16.8,11.5,18.2
1257,HEALTH CENTRAL (100030),2018,Acute Care,Government - State,197.0,28.551666,-81.525787,FL,13.7,,7.5,16.8,11.5,18.2
1258,BAYFRONT HEALTH - ST PETERSBURG (100032),2018,Acute Care,Voluntary non-profit - Private,350.0,27.763222,-82.641663,FL,15.4,,9.6,16.0,12.7,16.9
1259,BAYFRONT HEALTH - ST PETERSBURG (100032),2018,Acute Care,Voluntary non-profit - Private,350.0,27.763222,-82.641663,FL,15.4,,9.6,16.0,12.7,16.9
1260,MOUNT SINAI MEDICAL CENTER (100034),2018,Acute Care,Proprietary,598.0,25.815045,-80.137939,FL,12.1,2.7,7.1,13.3,9.9,11.4
1261,MOUNT SINAI MEDICAL CENTER (100034),2018,Acute Care,Proprietary,598.0,25.815045,-80.137939,FL,12.1,2.7,7.1,13.3,9.9,11.4
1262,MANATEE MEMORIAL HOSPITAL (100035),2018,Acute Care,Proprietary,303.0,27.497209,-82.561241,FL,14.6,5.2,11.6,14.7,15.9,20.0
1263,MANATEE MEMORIAL HOSPITAL (100035),2018,Acute Care,Proprietary,303.0,27.497209,-82.561241,FL,14.6,5.2,11.6,14.7,15.9,20.0
1264,MEMORIAL REGIONAL HOSPITAL (100038),2018,Acute Care,Government - Hospital District or Authority,1002.0,26.018262,-80.178865,FL,11.8,1.8,7.4,12.3,8.7,14.6
1265,MEMORIAL REGIONAL HOSPITAL (100038),2018,Acute Care,Government - Hospital District or Authority,1002.0,26.018262,-80.178865,FL,11.8,1.8,7.4,12.3,8.7,14.6
1266,BROWARD HEALTH MEDICAL CENTER (100039),2018,Acute Care,Government - Hospital District or Authority,638.0,26.101975,-80.14231,FL,13.4,2.6,7.9,15.3,10.2,13.6
1267,BROWARD HEALTH MEDICAL CENTER (100039),2018,Acute Care,Government - Hospital District or Authority,638.0,26.101975,-80.14231,FL,13.4,2.6,7.9,15.3,10.2,13.6
1268,ST VINCENT'S MEDICAL CENTER RIVERSIDE (100040),2018,Acute Care,Voluntary non-profit - Private,490.0,30.307891,-81.689154,FL,13.2,3.2,7.8,12.8,9.3,19.1
1269,ST VINCENT'S MEDICAL CENTER RIVERSIDE (100040),2018,Acute Care,Voluntary non-profit - Private,490.0,30.307891,-81.689154,FL,13.2,3.2,7.8,12.8,9.3,19.1
1270,MEASE DUNEDIN HOSPITAL (100043),2018,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,13.0,,8.0,13.3,12.1,15.4
1271,MEASE DUNEDIN HOSPITAL (100043),2018,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,13.0,,8.0,13.3,12.1,15.4
1272,MARTIN MEDICAL CENTER (100044),2018,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,13.6,3.0,8.8,12.0,12.5,15.4
1273,MARTIN MEDICAL CENTER (100044),2018,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,13.6,3.0,8.8,12.0,12.5,15.4
1274,FLORIDA HOSPITAL DELAND (100045),2018,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,13.2,,8.4,14.7,13.0,23.4
1275,FLORIDA HOSPITAL DELAND (100045),2018,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,13.2,,8.4,14.7,13.0,23.4
1276,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2018,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,12.8,3.2,9.3,14.6,11.7,16.5
1277,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2018,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,12.8,3.2,9.3,14.6,11.7,16.5
