,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
1436,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2018,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,0.2922,1.1812,0.7164,1.2611,-1.171,-1.7118,-1.7118,0.456,0.1308,No
1437,REGIONAL MEDICAL CENTER BAYONET POINT (100256),2018,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,0.2922,1.1812,0.7164,1.2611,-1.171,-1.7118,-1.7118,0.456,0.1308,No
1438,DELRAY MEDICAL CENTER (100258),2018,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,-0.7068,-0.5913,-0.5825,0.9508,-0.308,-0.1051,-0.1051,-0.2476,-0.2262,No
1439,DELRAY MEDICAL CENTER (100258),2018,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,-0.7068,-0.5913,-0.5825,0.9508,-0.308,-0.1051,-0.1051,-0.2476,-0.2262,No
1440,SOUTH BAY HOSPITAL (100259),2018,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,-0.8672,1.4902,2.127,0.2885,-0.7954,-0.9393,-0.9393,0.4486,0.2404,No
1441,SOUTH BAY HOSPITAL (100259),2018,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,-0.8672,1.4902,2.127,0.2885,-0.7954,-0.9393,-0.9393,0.4486,0.2404,No
1442,ST LUCIE MEDICAL CENTER (100260),2018,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,-0.0186,-0.1444,-0.8057,-0.7245,-0.8705,1.0382,1.0382,-0.5127,-0.2801,No
1443,ST LUCIE MEDICAL CENTER (100260),2018,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,-0.0186,-0.1444,-0.8057,-0.7245,-0.8705,1.0382,1.0382,-0.5127,-0.2801,No
1444,OAK HILL HOSPITAL (100264),2018,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,-0.7703,1.7839,-0.0869,1.9932,-0.1072,0.1977,0.1977,0.5625,0.5078,Yes
1445,OAK HILL HOSPITAL (100264),2018,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,-0.7703,1.7839,-0.0869,1.9932,-0.1072,0.1977,0.1977,0.5625,0.5078,Yes
1446,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE (100265),2018,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,-0.782,0.2209,-0.7651,0.349,-0.6731,1.3606,1.3606,-0.3301,-0.0765,No
1447,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE (100265),2018,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,-0.782,0.2209,-0.7651,0.349,-0.6731,1.3606,1.3606,-0.3301,-0.0765,No
1448,GULF BREEZE HOSPITAL (100266),2018,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,0.0349,-0.3666,2.1946,-0.2886,0.2038,-0.583,-0.583,0.3556,0.2148,No
1449,GULF BREEZE HOSPITAL (100266),2018,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,0.0349,-0.3666,2.1946,-0.2886,0.2038,-0.583,-0.583,0.3556,0.2148,No
1450,ENGLEWOOD COMMUNITY HOSPITAL (100267),2018,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,-1.5254,0.3256,,0.0418,-1.0539,-1.32,-1.32,-0.553,-0.668,No
1451,ENGLEWOOD COMMUNITY HOSPITAL (100267),2018,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,-1.5254,0.3256,,0.0418,-1.0539,-1.32,-1.32,-0.553,-0.668,No
1452,WEST BOCA MEDICAL CENTER (100268),2018,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,-1.5254,-0.7267,-0.7533,0.5506,-0.3622,-0.5384,-0.5384,-0.5634,-0.5596,No
1453,WEST BOCA MEDICAL CENTER (100268),2018,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,-1.5254,-0.7267,-0.7533,0.5506,-0.3622,-0.5384,-0.5384,-0.5634,-0.5596,No
1454,PALMS WEST HOSPITAL (100269),2018,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,-0.1606,-0.4151,0.3038,2.2236,-1.0889,-0.2022,-0.2022,0.1726,0.1163,No
1455,PALMS WEST HOSPITAL (100269),2018,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,-0.1606,-0.4151,0.3038,2.2236,-1.0889,-0.2022,-0.2022,0.1726,0.1163,No
1456,WELLINGTON REGIONAL MEDICAL CENTER (100275),2018,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,1.2627,-0.4866,1.7836,0.1085,-0.5089,0.6765,0.6765,0.4319,0.4686,Yes
1457,WELLINGTON REGIONAL MEDICAL CENTER (100275),2018,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,1.2627,-0.4866,1.7836,0.1085,-0.5089,0.6765,0.6765,0.4319,0.4686,Yes
1458,BROWARD HEALTH CORAL SPRINGS (100276),2018,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,0.9904,-0.8237,2.1946,-0.2669,1.6467,0.8947,0.8947,0.7482,0.7702,Yes
1459,BROWARD HEALTH CORAL SPRINGS (100276),2018,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,0.9904,-0.8237,2.1946,-0.2669,1.6467,0.8947,0.8947,0.7482,0.7702,Yes
1460,DOUGLAS GARDENS HOSPITAL (100277),2018,Acute Care,Voluntary non-profit - Private,457.0,25.822972,-80.191767,FL,,,,,,-0.0062,-0.0062,,-0.0062,No
1461,DOUGLAS GARDENS HOSPITAL (100277),2018,Acute Care,Voluntary non-profit - Private,457.0,25.822972,-80.191767,FL,,,,,,-0.0062,-0.0062,,-0.0062,No
1462,MEMORIAL HOSPITAL WEST (100281),2018,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,0.0583,-0.055,-1.2522,-0.4003,-0.4565,2.3268,2.3268,-0.4211,-0.009,No
1463,MEMORIAL HOSPITAL WEST (100281),2018,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,0.0583,-0.055,-1.2522,-0.4003,-0.4565,2.3268,2.3268,-0.4211,-0.009,No
1464,WESTCHESTER GENERAL HOSPITAL (100284),2018,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,-1.0626,1.4212,1.3236,1.4208,-1.4872,-0.2014,-0.2014,0.3232,0.2445,No
1465,WESTCHESTER GENERAL HOSPITAL (100284),2018,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,-1.0626,1.4212,1.3236,1.4208,-1.4872,-0.2014,-0.2014,0.3232,0.2445,No
1466,MEMORIAL HOSPITAL MIRAMAR (100285),2018,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,-1.5254,-0.5607,-1.511,-0.833,0.2964,-0.6229,-0.6229,-0.8267,-0.7962,No
1467,MEMORIAL HOSPITAL MIRAMAR (100285),2018,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,-1.5254,-0.5607,-1.511,-0.833,0.2964,-0.6229,-0.6229,-0.8267,-0.7962,No
1468,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2018,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,-1.4435,-0.3129,-1.511,-0.1288,0.3243,-1.1091,-1.1091,-0.6144,-0.6886,No
1469,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2018,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,-1.4435,-0.3129,-1.511,-0.1288,0.3243,-1.1091,-1.1091,-0.6144,-0.6886,No
1470,GOOD SAMARITAN MEDICAL CENTER (100287),2018,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,0.0199,0.1187,-0.552,1.6116,0.4344,0.3792,0.3792,0.3265,0.3344,No
1471,GOOD SAMARITAN MEDICAL CENTER (100287),2018,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,0.0199,0.1187,-0.552,1.6116,0.4344,0.3792,0.3792,0.3265,0.3344,No
1472,ST MARY'S MEDICAL CENTER (100288),2018,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,1.368,-1.0025,0.2074,-0.0171,-1.4872,-0.5936,-0.5936,-0.1863,-0.2474,No
1473,ST MARY'S MEDICAL CENTER (100288),2018,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,1.368,-1.0025,0.2074,-0.0171,-1.4872,-0.5936,-0.5936,-0.1863,-0.2474,No
1474,CLEVELAND CLINIC HOSPITAL (100289),2018,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,-0.3677,-0.3078,-0.0396,-1.4551,-0.5718,1.9853,1.9853,-0.5484,-0.1683,No
1475,CLEVELAND CLINIC HOSPITAL (100289),2018,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,-0.3677,-0.3078,-0.0396,-1.4551,-0.5718,1.9853,1.9853,-0.5484,-0.1683,No
1476,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2018,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,-0.077,0.844,-0.1597,1.1882,-0.7832,1.0327,1.0327,0.2025,0.327,No
1477,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2018,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,-0.077,0.844,-0.1597,1.1882,-0.7832,1.0327,1.0327,0.2025,0.327,No
1478,WUESTHOFF MELBOURNE (100291),2018,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,-0.9724,0.0523,2.0424,-1.4551,-1.4872,1.3058,1.3058,-0.364,-0.1135,No
1479,WUESTHOFF MELBOURNE (100291),2018,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,-0.9724,0.0523,2.0424,-1.4551,-1.4872,1.3058,1.3058,-0.364,-0.1135,No
1480,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2018,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,-0.66,-1.3013,0.9042,-1.4551,-0.867,-0.0004,-0.0004,-0.6759,-0.5745,No
1481,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2018,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,-0.66,-1.3013,0.9042,-1.4551,-0.867,-0.0004,-0.0004,-0.6759,-0.5745,No
1482,DOCTORS HOSPITAL (100296),2018,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,0.0249,-0.6398,0.5118,0.9632,-0.3011,0.8542,0.8542,0.1118,0.2232,No
1483,DOCTORS HOSPITAL (100296),2018,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,0.0249,-0.6398,0.5118,0.9632,-0.3011,0.8542,0.8542,0.1118,0.2232,No
1484,LAKEWOOD RANCH MEDICAL CENTER (100299),2018,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,0.4993,0.5146,1.0953,-0.242,-0.5107,0.2705,0.2705,0.2713,0.2712,No
1485,LAKEWOOD RANCH MEDICAL CENTER (100299),2018,Acute Care,Proprietary,123.0,27.392671,-82.434725,FL,0.4993,0.5146,1.0953,-0.242,-0.5107,0.2705,0.2705,0.2713,0.2712,No
1486,ST CLOUD REGIONAL MEDICAL CENTER (100302),2018,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,0.8,0.9743,-0.3964,0.4064,-1.4872,-0.4832,-0.4832,0.0594,-0.022,No
1487,ST CLOUD REGIONAL MEDICAL CENTER (100302),2018,Acute Care,Proprietary,84.0,28.242414,-81.302658,FL,0.8,0.9743,-0.3964,0.4064,-1.4872,-0.4832,-0.4832,0.0594,-0.022,No
1488,ST VINCENT'S MEDICAL CENTER SOUTHSIDE (100307),2018,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,0.0048,-0.0192,-0.2222,-0.6004,0.5741,-0.8894,-0.8894,-0.0526,-0.1781,No
1489,ST VINCENT'S MEDICAL CENTER SOUTHSIDE (100307),2018,Acute Care,Voluntary non-profit - Private,298.0,30.253096,-81.584126,FL,0.0048,-0.0192,-0.2222,-0.6004,0.5741,-0.8894,-0.8894,-0.0526,-0.1781,No
1490,SACRED HEART HOSPITAL ON THE GULF (100313),2018,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,,-0.7343,,,,-0.0738,-0.0738,-0.7343,-0.6353,No
1491,SACRED HEART HOSPITAL ON THE GULF (100313),2018,Acute Care,Voluntary non-profit - Private,19.0,29.776562,-85.287605,FL,,-0.7343,,,,-0.0738,-0.0738,-0.7343,-0.6353,No
1492,WEST KENDALL BAPTIST HOSPITAL (100314),2018,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,0.7549,-0.6296,1.5858,-0.5755,0.0867,0.6286,0.6286,0.2444,0.3021,No
1493,WEST KENDALL BAPTIST HOSPITAL (100314),2018,Acute Care,Voluntary non-profit - Private,132.0,25.679344,-80.456967,FL,0.7549,-0.6296,1.5858,-0.5755,0.0867,0.6286,0.6286,0.2444,0.3021,No
1494,VIERA HOSPITAL (100315),2018,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,-0.7051,0.1953,-0.2916,2.108,-1.1815,0.8263,0.8263,0.025,0.1452,No
1495,VIERA HOSPITAL (100315),2018,Acute Care,Voluntary non-profit - Private,84.0,28.229812,-80.729434,FL,-0.7051,0.1953,-0.2916,2.108,-1.1815,0.8263,0.8263,0.025,0.1452,No
1496,PALM BAY HOSPITAL (100316),2018,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,-0.7736,0.6908,-1.511,-0.847,-0.8618,-0.8684,-0.8684,-0.6605,-0.6917,No
1497,PALM BAY HOSPITAL (100316),2018,Acute Care,Proprietary,139.0,27.99833,-80.61208,FL,-0.7736,0.6908,-1.511,-0.847,-0.8618,-0.8684,-0.8684,-0.6605,-0.6917,No
1498,FLORIDA HOSPITAL WESLEY CHAPEL (100319),2018,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,-0.5498,-1.2323,-0.6129,-1.4551,0.1374,0.3251,0.3251,-0.7425,-0.5824,No
1499,FLORIDA HOSPITAL WESLEY CHAPEL (100319),2018,Acute Care,Voluntary non-profit - Private,126.0,28.193718,-82.353402,FL,-0.5498,-1.2323,-0.6129,-1.4551,0.1374,0.3251,0.3251,-0.7425,-0.5824,No
1500,POINCIANA MEDICAL CENTER (100320),2018,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,-1.5254,-1.4775,-1.511,,-1.4872,-0.1504,-0.1504,-1.5003,-1.2978,No
1501,POINCIANA MEDICAL CENTER (100320),2018,Acute Care,Proprietary,66.0,28.142723,-81.472985,FL,-1.5254,-1.4775,-1.511,,-1.4872,-0.1504,-0.1504,-1.5003,-1.2978,No
1502,ST VINCENTS MEDICAL CENTER - CLAY COUNTY (100321),2018,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,-1.5254,0.6372,-1.511,0.1721,-1.012,0.355,0.355,-0.6478,-0.4974,No
1503,ST VINCENTS MEDICAL CENTER - CLAY COUNTY (100321),2018,Acute Care,Voluntary non-profit - Private,98.0,30.111135,-81.831298,FL,-1.5254,0.6372,-1.511,0.1721,-1.012,0.355,0.355,-0.6478,-0.4974,No
1504,REGIONAL GENERAL HOSPITAL WILLISTON (100322),2018,Acute Care,Voluntary non-profit - Private,20.0,29.384354,-82.455793,FL,,,,,,-0.0003,-0.0003,,-0.0003,No
1505,REGIONAL GENERAL HOSPITAL WILLISTON (100322),2018,Acute Care,Voluntary non-profit - Private,20.0,29.384354,-82.455793,FL,,,,,,-0.0003,-0.0003,,-0.0003,No
1506,OVIEDO MEDICAL CENTER (100329),2018,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,,,,,,,,,,No
1507,OVIEDO MEDICAL CENTER (100329),2018,Acute Care,Proprietary,64.0,28.65604,-81.227973,FL,,,,,,,,,,No
1508,HAMILTON MEDICAL CENTER (110001),2018,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,0.5945,-0.0396,1.6331,1.6147,-0.2277,-0.6172,-0.6172,0.715,0.5152,Yes
1509,HAMILTON MEDICAL CENTER (110001),2018,Acute Care,Voluntary non-profit - Private,253.0,34.788884,-84.983657,GA,0.5945,-0.0396,1.6331,1.6147,-0.2277,-0.6172,-0.6172,0.715,0.5152,Yes
1510,UPSON REGIONAL MEDICAL CENTER (110002),2018,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,-1.5254,0.0268,0.2919,,2.1044,-0.419,-0.419,0.2244,0.1279,No
1511,UPSON REGIONAL MEDICAL CENTER (110002),2018,Acute Care,Voluntary non-profit - Other,106.0,32.887252,-84.336109,GA,-1.5254,0.0268,0.2919,,2.1044,-0.419,-0.419,0.2244,0.1279,No
1512,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS (110003),2018,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,-0.2023,-1.6052,-0.8328,1.2859,-0.0722,2.3268,2.3268,-0.2853,0.1065,No
1513,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS (110003),2018,Acute Care,Voluntary non-profit - Private,251.0,31.226007,-82.349239,GA,-0.2023,-1.6052,-0.8328,1.2859,-0.0722,2.3268,2.3268,-0.2853,0.1065,No
1514,NORTHSIDE HOSPITAL FORSYTH (110005),2018,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,-0.2407,-0.1265,-1.0763,-1.044,-0.4094,1.5421,1.5421,-0.5794,-0.2612,No
1515,NORTHSIDE HOSPITAL FORSYTH (110005),2018,Acute Care,Voluntary non-profit - Private,265.0,34.178588,-84.139246,GA,-0.2407,-0.1265,-1.0763,-1.044,-0.4094,1.5421,1.5421,-0.5794,-0.2612,No
1516,ST MARY'S HOSPITAL (110006),2018,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,-0.7152,-0.7394,0.8636,1.1168,-1.2409,1.1461,1.1461,-0.143,0.0504,No
1517,ST MARY'S HOSPITAL (110006),2018,Acute Care,Voluntary non-profit - Private,262.0,33.945929,-83.404467,GA,-0.7152,-0.7394,0.8636,1.1168,-1.2409,1.1461,1.1461,-0.143,0.0504,No
1518,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2018,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,0.5862,-0.0703,0.9938,0.7414,-0.1683,0.6873,0.6873,0.4166,0.4572,Yes
1519,PHOEBE PUTNEY MEMORIAL HOSPITAL (110007),2018,Acute Care,Government - Hospital District or Authority,478.0,31.590229,-84.156267,GA,0.5862,-0.0703,0.9938,0.7414,-0.1683,0.6873,0.6873,0.4166,0.4572,Yes
1520,NORTHSIDE HOSPITAL CHEROKEE (110008),2018,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,-0.4679,-0.175,-0.1089,1.4844,1.1908,1.3273,1.3273,0.3847,0.5261,Yes
1521,NORTHSIDE HOSPITAL CHEROKEE (110008),2018,Acute Care,Voluntary non-profit - Other,123.0,34.227523,-84.460562,GA,-0.4679,-0.175,-0.1089,1.4844,1.1908,1.3273,1.3273,0.3847,0.5261,Yes
1522,EMORY UNIVERSITY HOSPITAL (110010),2018,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,0.1635,1.6945,0.5693,0.5754,0.8676,-0.1929,-0.1929,0.7741,0.629,Yes
1523,EMORY UNIVERSITY HOSPITAL (110010),2018,Acute Care,Voluntary non-profit - Private,612.0,33.791881,-84.320977,GA,0.1635,1.6945,0.5693,0.5754,0.8676,-0.1929,-0.1929,0.7741,0.629,Yes
1524,TANNER MEDICAL CENTER - CARROLLTON (110011),2018,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,0.2788,-1.3345,0.6995,2.0242,-1.0854,1.3673,1.3673,0.1165,0.3041,No
1525,TANNER MEDICAL CENTER - CARROLLTON (110011),2018,Acute Care,Government - Hospital District or Authority,175.0,33.570555,-85.072464,GA,0.2788,-1.3345,0.6995,2.0242,-1.0854,1.3673,1.3673,0.1165,0.3041,No
1526,TANNER MEDICAL CENTER VILLA RICA (110015),2018,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,0.0883,-1.7968,-0.3643,0.5087,-0.0792,0.9825,0.9825,-0.3286,-0.132,No
1527,TANNER MEDICAL CENTER VILLA RICA (110015),2018,Acute Care,Government - Hospital District or Authority,118.0,33.742992,-84.919477,GA,0.0883,-1.7968,-0.3643,0.5087,-0.0792,0.9825,0.9825,-0.3286,-0.132,No
1528,"WEST GEORGIA MEDICAL CENTER, INC (110016)",2018,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,-0.7001,-0.341,1.8614,0.7259,1.9349,-0.668,-0.668,0.6962,0.4916,Yes
1529,"WEST GEORGIA MEDICAL CENTER, INC (110016)",2018,Acute Care,Government - Hospital District or Authority,456.0,33.031301,-85.056671,GA,-0.7001,-0.341,1.8614,0.7259,1.9349,-0.668,-0.668,0.6962,0.4916,Yes
1530,PIEDMONT NEWTON HOSPITAL (110018),2018,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,0.0132,-1.1889,-0.3271,-1.4551,1.2554,-0.1174,-0.1174,-0.3405,-0.307,No
1531,PIEDMONT NEWTON HOSPITAL (110018),2018,Acute Care,Voluntary non-profit - Private,92.0,33.602673,-83.848082,GA,0.0132,-1.1889,-0.3271,-1.4551,1.2554,-0.1174,-0.1174,-0.3405,-0.307,No
1532,GORDON HOSPITAL (110023),2018,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,1.6837,0.5018,-1.511,2.2236,0.5095,-0.7966,-0.7966,0.6815,0.4598,Yes
1533,GORDON HOSPITAL (110023),2018,Acute Care,Voluntary non-profit - Church,69.0,34.511878,-84.92537,GA,1.6837,0.5018,-1.511,2.2236,0.5095,-0.7966,-0.7966,0.6815,0.4598,Yes
1534,CANDLER HOSPITAL (110024),2018,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,0.4425,0.6142,1.2509,0.9834,1.6729,1.682,1.682,0.9928,1.0962,Yes
1535,CANDLER HOSPITAL (110024),2018,Acute Care,Voluntary non-profit - Other,260.0,32.027361,-81.101731,GA,0.4425,0.6142,1.2509,0.9834,1.6729,1.682,1.682,0.9928,1.0962,Yes
1536,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2018,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,0.6998,-0.2312,0.3376,1.1044,0.2544,0.3115,0.3115,0.433,0.4148,Yes
1537,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (110025),2018,Acute Care,Government - Hospital District or Authority,308.0,31.173785,-81.484516,GA,0.6998,-0.2312,0.3376,1.1044,0.2544,0.3115,0.3115,0.433,0.4148,Yes
1538,ELBERT MEMORIAL HOSPITAL (110026),2018,Acute Care,Government - Hospital District or Authority,52.0,34.113068,-82.875601,GA,,-1.3396,,,,0.0142,0.0142,-1.3396,-1.1365,No
1539,ELBERT MEMORIAL HOSPITAL (110026),2018,Acute Care,Government - Hospital District or Authority,52.0,34.113068,-82.875601,GA,,-1.3396,,,,0.0142,0.0142,-1.3396,-1.1365,No
1540,"TY COBB REGIONAL MEDICAL CENTER, LLC (110027)",2018,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,-1.5254,0.0395,,,,0.0883,0.0883,-0.7429,-0.6182,No
1541,"TY COBB REGIONAL MEDICAL CENTER, LLC (110027)",2018,Acute Care,Voluntary non-profit - Private,80.0,34.439485,-83.130855,GA,-1.5254,0.0395,,,,0.0883,0.0883,-0.7429,-0.6182,No
1542,UNIVERSITY HOSPITAL (110028),2018,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,0.2303,0.5427,0.4018,-0.3227,-0.1788,-0.6681,-0.6681,0.1347,0.0143,No
1543,UNIVERSITY HOSPITAL (110028),2018,Acute Care,Voluntary non-profit - Other,530.0,33.472989,-81.981332,GA,0.2303,0.5427,0.4018,-0.3227,-0.1788,-0.6681,-0.6681,0.1347,0.0143,No
1544,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2018,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,-0.072,0.0549,-1.0036,-0.0187,0.7261,0.9561,0.9561,-0.0627,0.0901,No
1545,"NORTHEAST GEORGIA MEDICAL CENTER, INC (110029)",2018,Acute Care,Government - Local,856.0,34.30335,-83.81737,GA,-0.072,0.0549,-1.0036,-0.0187,0.7261,0.9561,0.9561,-0.0627,0.0901,No
1546,CARTERSVILLE MEDICAL CENTER (110030),2018,Acute Care,Voluntary non-profit - Private,116.0,,,GA,0.4258,0.4967,1.2543,0.245,-0.3325,1.6553,1.6553,0.4179,0.6035,Yes
1547,CARTERSVILLE MEDICAL CENTER (110030),2018,Acute Care,Voluntary non-profit - Private,116.0,,,GA,0.4258,0.4967,1.2543,0.245,-0.3325,1.6553,1.6553,0.4179,0.6035,Yes
1548,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2018,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,1.6102,-0.7088,1.031,2.2011,1.727,-0.3829,-0.3829,1.1721,0.9388,Yes
1549,WELLSTAR SPALDING REGIONAL HOSPITAL (110031),2018,Acute Care,Proprietary,160.0,33.239215,-84.265671,GA,1.6102,-0.7088,1.031,2.2011,1.727,-0.3829,-0.3829,1.1721,0.9388,Yes
1550,STEPHENS COUNTY HOSPITAL (110032),2018,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,0.7248,1.9601,-1.511,,-1.4872,0.1819,0.1819,-0.0783,-0.0393,No
1551,STEPHENS COUNTY HOSPITAL (110032),2018,Acute Care,Government - Hospital District or Authority,75.0,34.59302,-83.347172,GA,0.7248,1.9601,-1.511,,-1.4872,0.1819,0.1819,-0.0783,-0.0393,No
1552,GEORGIA HEALTH SCIENCES MEDICAL CENTER (110034),2018,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,0.5979,0.2847,1.2475,0.1861,2.1044,2.194,2.194,0.8841,1.0806,Yes
1553,GEORGIA HEALTH SCIENCES MEDICAL CENTER (110034),2018,Acute Care,Voluntary non-profit - Other,481.0,33.471029,-81.991453,GA,0.5979,0.2847,1.2475,0.1861,2.1044,2.194,2.194,0.8841,1.0806,Yes
1554,WELLSTAR KENNESTONE HOSPITAL (110035),2018,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,-0.3309,0.2132,0.2327,-0.7338,0.4047,0.4805,0.4805,-0.0428,0.0357,No
1555,WELLSTAR KENNESTONE HOSPITAL (110035),2018,Acute Care,Voluntary non-profit - Other,617.0,33.968128,-84.551241,GA,-0.3309,0.2132,0.2327,-0.7338,0.4047,0.4805,0.4805,-0.0428,0.0357,No
1556,MEMORIAL UNIVERSITY MEDICAL CENTER (110036),2018,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,0.8067,1.1071,-0.0599,0.3691,0.8274,2.3268,2.3268,0.6101,0.8676,Yes
1557,MEMORIAL UNIVERSITY MEDICAL CENTER (110036),2018,Acute Care,Voluntary non-profit - Other,534.0,32.031785,-81.091827,GA,0.8067,1.1071,-0.0599,0.3691,0.8274,2.3268,2.3268,0.6101,0.8676,Yes
