,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
775,HOMESTEAD HOSPITAL (100125),2023,Acute Care,Voluntary non-profit - Private,156.0,25.477839,-80.430371,FL,,,0.0,0.995,1047.0,0.259,3.0,11.58,28567.0,0.0,1453.0,,0.0,1.23,0.986,2.0,2.028,30509.0,,2.0,0.0,0.013,96.0,2.0,1.953,1.024
776,HCA FLORIDA PASADENA HOSPITAL (100126),2023,Acute Care,Proprietary,217.0,27.753517,-82.738176,FL,0.656,,1.0,1.525,2192.0,0.0,0.0,12.322,17885.0,,1376.0,,1.0,0.968,0.0,0.0,1.154,17885.0,,,,,53.0,1.0,1.249,0.801
777,MORTON PLANT HOSPITAL (100127),2023,Acute Care,Voluntary non-profit - Private,638.0,27.951912,-82.803874,FL,1.014,,15.0,14.795,11759.0,0.185,14.0,75.743,147408.0,0.453,14779.0,,7.0,15.449,0.389,5.0,12.839,153447.0,0.715,349.0,2.0,2.797,321.0,8.0,8.04,0.995
778,TAMPA GENERAL HOSPITAL (100128),2023,Acute Care,Voluntary non-profit - Private,958.0,27.937272,-82.459128,FL,0.225,,12.0,53.387,26973.0,0.395,98.0,247.865,310006.0,1.214,47563.0,,67.0,55.17,1.334,32.0,23.989,343609.0,1.025,417.0,4.0,3.903,643.0,11.0,18.678,0.589
779,LAKESIDE MEDICAL CENTER (100130),2023,Acute Care,Government - Hospital District or Authority,58.0,26.725684,-80.670079,FL,,,1.0,0.653,859.0,0.0,0.0,2.307,7581.0,,525.0,,4.0,0.421,,0.0,0.215,7946.0,,,,,4.0,0.0,0.118,
780,HCA FLORIDA AVENTURA HOSPITAL (100131),2023,Acute Care,Voluntary non-profit - Private,417.0,25.969859,-80.144257,FL,0.0,,0.0,9.623,7377.0,0.058,3.0,51.348,86017.0,0.203,4836.0,,1.0,4.917,0.168,1.0,5.957,86017.0,,87.0,1.0,0.657,109.0,1.0,2.845,0.351
781,SOUTH FLORIDA BAPTIST HOSPITAL (100132),2023,Acute Care,Voluntary non-profit - Private,142.0,28.016163,-82.138002,FL,0.469,,2.0,4.265,6061.0,0.383,5.0,13.04,33888.0,1.553,5546.0,,6.0,3.864,1.36,3.0,2.206,34835.0,,86.0,0.0,0.72,58.0,0.0,1.625,0.0
782,ED FRASER MEMORIAL HOSPITAL (100134),2023,Acute Care,Government - Hospital District or Authority,90.0,30.28555,-82.11955,FL,,,0.0,0.059,122.0,,0.0,0.249,987.0,,5.0,,0.0,0.003,,0.0,0.025,987.0,,,,,,,,
783,TALLAHASSEE MEMORIAL HEALTHCARE (100135),2023,Acute Care,Voluntary non-profit - Private,544.0,30.455849,-84.261757,FL,0.143,,3.0,20.923,14215.0,0.707,71.0,100.359,121918.0,0.901,14331.0,,13.0,14.423,2.279,18.0,7.898,135752.0,1.343,333.0,4.0,2.979,365.0,7.0,10.238,0.684
784,ADVENTHEALTH HEART OF FLORIDA (100137),2023,Acute Care,Proprietary,193.0,28.180334,-81.639954,FL,0.756,,2.0,2.647,3754.0,1.035,23.0,22.227,40287.0,2.928,3311.0,,7.0,2.391,1.106,2.0,1.808,41526.0,1.892,116.0,2.0,1.057,78.0,2.0,2.089,0.957
785,NH Jacksonville (10013F),2023,Acute Care (DOD),Department of Defense,,,,,,,0.0,0.092,121.0,,,,,,77.0,,0.0,0.073,,,,,,,,,,,,
786,BAPTIST MEDICAL CENTER - NASSAU (100140),2023,Acute Care,Government - Local,54.0,30.653028,-81.449462,FL,,,0.0,0.778,1504.0,0.369,2.0,5.418,12170.0,,736.0,,0.0,0.454,,1.0,0.438,12497.0,,18.0,0.0,0.157,41.0,2.0,1.036,1.931
787,JACKSON HOSPITAL (100142),2023,Acute Care,Government - Hospital District or Authority,70.0,30.78748,-85.240932,FL,,,2.0,0.597,1088.0,1.633,12.0,7.349,11496.0,,641.0,,1.0,0.43,,0.0,0.483,12297.0,,21.0,0.0,0.189,33.0,2.0,0.915,
788,LOWER KEYS MEDICAL CENTER (100150),2023,Acute Care,Proprietary,128.0,24.581573,-81.743688,FL,0.0,,0.0,1.256,1825.0,0.0,0.0,4.645,9037.0,,785.0,,1.0,0.56,,0.0,0.377,9251.0,,32.0,0.0,0.237,41.0,3.0,1.104,2.717
789,MAYO CLINIC FLORIDA (100151),2023,Acute Care,Voluntary non-profit - Private,266.0,30.263702,-81.437533,FL,0.547,,12.0,21.938,15481.0,0.409,29.0,70.824,99849.0,0.709,26832.0,,20.0,28.226,0.606,5.0,8.255,99849.0,2.618,140.0,3.0,1.146,345.0,6.0,9.272,0.647
790,SOUTH MIAMI HOSPITAL (100154),2023,Acute Care,Voluntary non-profit - Private,428.0,25.703051,-80.293367,FL,0.247,,1.0,4.049,3337.0,0.165,5.0,30.279,60476.0,0.376,8392.0,,4.0,10.649,0.629,3.0,4.77,80293.0,0.384,344.0,1.0,2.604,200.0,3.0,4.959,0.605
791,HCA FLORIDA LAKE CITY HOSPITAL (100156),2023,Acute Care,Voluntary non-profit - Private,83.0,30.18398,-82.68627,FL,0.987,,2.0,2.026,2912.0,0.372,7.0,18.829,33178.0,0.964,2947.0,,2.0,2.075,1.616,3.0,1.857,33178.0,,,,,69.0,1.0,1.831,0.546
792,LAKELAND REGIONAL MEDICAL CENTER (100157),2023,Acute Care,Voluntary non-profit - Private,850.0,28.059671,-81.953248,FL,0.786,,23.0,29.277,23998.0,0.382,87.0,227.896,255894.0,0.979,12112.0,,10.0,10.218,1.214,24.0,19.775,263148.0,1.521,327.0,4.0,2.629,523.0,9.0,13.797,0.652
793,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY (10015F),2023,Acute Care (VA),VA,,,,,,,2.0,0.729,1327.0,,,,,,205.0,,0.0,0.142,,,,,,,,,,,,
794,CENTRAL FLORIDA LAKE MONROE HOSPITAL (100161),2023,Acute Care,Proprietary,222.0,28.816202,-81.283577,FL,0.762,,3.0,3.939,5507.0,0.117,3.0,25.667,44463.0,1.447,3749.0,,4.0,2.765,1.284,3.0,2.336,44463.0,,21.0,0.0,0.142,128.0,4.0,3.756,1.065
795,HCA FLORIDA LAKE MONROE HOSPITAL (100161),2023,Acute Care,Proprietary,222.0,28.816202,-81.283577,FL,,,,,,,,,,,,,,,,,,,,,,,,,,
796,HCA FLORIDA SARASOTA DOCTORS HOSPITAL (100166),2023,Acute Care,Proprietary,155.0,27.298975,-82.454848,FL,0.0,,0.0,2.135,3122.0,0.125,2.0,16.011,33878.0,0.0,1827.0,,0.0,1.267,0.0,0.0,1.476,33878.0,,81.0,0.0,0.551,157.0,2.0,3.632,0.551
797,HCA FLORIDA MERCY HOSPITAL (100167),2023,Acute Care,Proprietary,626.0,26.126461,-80.20417,FL,0.0,,0.0,4.375,5007.0,0.184,7.0,38.059,77180.0,1.741,4892.0,,7.0,4.021,0.659,3.0,4.554,86273.0,1.434,176.0,2.0,1.395,222.0,7.0,5.705,1.227
798,BOCA RATON REGIONAL HOSPITAL (100168),2023,Acute Care,Voluntary non-profit - Private,367.0,26.359599,-80.102211,FL,0.663,,14.0,21.127,14891.0,0.507,33.0,65.073,110522.0,0.684,11257.0,,8.0,11.701,0.874,9.0,10.3,113651.0,1.6,362.0,4.0,2.5,245.0,5.0,5.978,0.836
799,ADVENTHEALTH TAMPA (100173),2023,Acute Care,Voluntary non-profit - Private,518.0,28.069226,-82.424525,FL,0.436,,4.0,9.184,6931.0,0.237,16.0,67.527,125101.0,1.218,6751.0,,9.0,7.389,0.909,11.0,12.107,131692.0,0.745,165.0,1.0,1.342,162.0,3.0,4.442,0.675
800,DESOTO MEMORIAL HOSPITAL (100175),2023,Acute Care,Voluntary non-profit - Private,49.0,27.227388,-81.851675,FL,,,0.0,0.343,657.0,0.0,0.0,1.615,5540.0,,556.0,,1.0,0.345,,1.0,0.179,5540.0,,,,,12.0,0.0,0.296,
801,PALM BEACH GARDENS MEDICAL CENTER (100176),2023,Acute Care,Proprietary,199.0,26.830685,-80.085388,FL,0.752,,3.0,3.992,5545.0,0.477,18.0,37.741,55160.0,0.621,4352.0,,2.0,3.222,0.98,3.0,3.062,55160.0,,22.0,0.0,0.145,72.0,0.0,1.836,0.0
802,CAPE CANAVERAL HOSPITAL (100177),2023,Acute Care,Voluntary non-profit - Private,150.0,28.357879,-80.622733,FL,0.95,,2.0,2.106,3000.0,0.336,4.0,11.921,30757.0,0.0,1846.0,,0.0,1.315,1.466,2.0,1.364,30757.0,,74.0,0.0,0.567,94.0,1.0,2.371,0.422
803,HCA FLORIDA MEMORIAL HOSPITAL (100179),2023,Acute Care,Proprietary,421.0,30.287633,-81.602405,FL,0.32,,2.0,6.243,7092.0,0.033,2.0,61.127,92293.0,0.536,9311.0,,4.0,7.469,0.579,4.0,6.904,94823.0,,75.0,0.0,0.7,217.0,2.0,6.151,0.325
804,HCA FLORIDA ST PETERSBURG HOSPITAL (100180),2023,Acute Care,Proprietary,174.0,27.806299,-82.727297,FL,0.0,,0.0,1.946,1567.0,0.175,2.0,11.443,18836.0,,1054.0,,0.0,0.959,0.981,1.0,1.019,19201.0,1.538,159.0,2.0,1.3,80.0,1.0,2.009,0.498
805,LARKIN COMMUNITY HOSPITAL (100181),2023,Acute Care,Proprietary,125.0,25.705493,-80.293469,FL,1.39,,3.0,2.159,2182.0,0.23,1.0,4.35,13348.0,0.951,1160.0,,1.0,1.051,,1.0,0.71,13348.0,,2.0,0.0,0.016,5.0,0.0,0.148,
806,STEWARD CORAL GABLES HOSPITAL (100183),2023,Acute Care,Proprietary,245.0,,,FL,,,0.0,0.91,1308.0,0.138,2.0,14.484,26711.0,,306.0,,0.0,0.227,0.846,1.0,1.182,26711.0,,12.0,0.0,0.083,30.0,0.0,0.658,
807,STEWARD PALMETTO GENERAL HOSPITAL (100187),2023,Acute Care,Proprietary,338.0,25.884168,-80.324568,FL,0.957,,10.0,10.451,6846.0,0.459,17.0,37.057,62033.0,1.011,7105.0,,8.0,7.915,1.802,8.0,4.44,65058.0,,33.0,0.0,0.248,68.0,1.0,1.708,0.585
808,HCA FLORIDA NORTHWEST HOSPITAL (100189),2023,Acute Care,Proprietary,245.0,26.262903,-80.201905,FL,1.35,,5.0,3.703,2932.0,0.253,9.0,35.576,58825.0,1.667,3440.0,,7.0,4.199,2.49,9.0,3.614,65549.0,0.404,299.0,1.0,2.477,68.0,3.0,1.814,1.654
809,HCA FLORIDA TRINITY HOSPITAL (100191),2023,Acute Care,Proprietary,301.0,28.206014,-82.660964,FL,0.331,,1.0,3.023,2436.0,0.452,18.0,39.804,58108.0,0.871,2102.0,,2.0,2.295,0.551,2.0,3.633,62540.0,0.0,182.0,0.0,1.466,136.0,0.0,3.551,0.0
810,BROWARD HEALTH IMPERIAL POINT (100200),2023,Acute Care,Government - Hospital District or Authority,187.0,26.206881,-80.108057,FL,0.512,,1.0,1.954,1921.0,0.419,6.0,14.335,24741.0,0.813,2702.0,,2.0,2.459,0.0,0.0,1.424,24741.0,1.187,205.0,2.0,1.685,75.0,2.0,2.08,0.962
811,HCA FLORIDA NORTH FLORIDA HOSPITAL (100204),2023,Acute Care,Proprietary,411.0,29.659699,-82.411597,FL,0.359,,3.0,8.359,8504.0,0.168,15.0,89.398,129180.0,0.272,7697.0,,2.0,7.352,0.43,4.0,9.307,139067.0,0.0,132.0,0.0,1.119,334.0,6.0,8.883,0.675
812,HCA FLORIDA SOUTH TAMPA HOSPITAL (100206),2023,Acute Care,Proprietary,236.0,27.937443,-82.489816,FL,0.912,,1.0,1.097,1539.0,0.0,0.0,13.124,41584.0,,992.0,,0.0,0.702,0.668,1.0,1.497,41584.0,,20.0,0.0,0.156,85.0,0.0,2.01,0.0
813,HCA FLORIDA KENDALL HOSPITAL (100209),2023,Acute Care,Proprietary,423.0,,,FL,0.0,,0.0,8.221,6527.0,0.02,1.0,50.512,99149.0,0.163,5669.0,,1.0,6.127,0.697,4.0,5.737,108428.0,2.568,133.0,3.0,1.168,152.0,1.0,3.84,0.26
814,ADVENTHEALTH DADE CITY (100211),2023,Acute Care,Proprietary,120.0,28.348587,-82.201685,FL,1.166,,2.0,1.716,2473.0,0.0,0.0,8.19,16941.0,0.949,1474.0,,1.0,1.054,,2.0,0.926,16941.0,,26.0,0.0,0.22,42.0,1.0,1.201,0.833
815,MARION COMMUNTIY HOSPITAL (100212),2023,Acute Care,Proprietary,351.0,29.174744,-82.137839,FL,0.0,,0.0,16.225,12718.0,0.012,1.0,84.415,134030.0,0.091,10868.0,,1.0,10.979,0.132,1.0,7.549,134120.0,,114.0,0.0,0.923,326.0,1.0,8.43,0.119
816,HCA FLORIDA BLAKE HOSPITAL (100213),2023,Acute Care,Proprietary,382.0,27.482176,-82.620468,FL,0.498,,5.0,10.032,6768.0,0.1,4.0,39.801,67521.0,0.141,5133.0,,1.0,7.072,0.96,5.0,5.211,79152.0,,33.0,0.0,0.257,101.0,3.0,2.576,1.165
817,SEBASTIAN RIVER MEDICAL CENTER (100217),2023,Acute Care,Proprietary,156.0,27.844359,-80.488128,FL,0.0,,0.0,1.854,2692.0,0.897,9.0,10.034,18810.0,0.0,1790.0,,0.0,1.268,2.667,3.0,1.125,18810.0,,22.0,0.0,0.215,71.0,0.0,1.885,0.0
818,96th Medical Group (Eglin AFB) (10021F),2023,Acute Care (DOD),Department of Defense,,,,,,,0.0,0.276,480.0,0.759,1.0,1.318,5124.0,,224.0,,1.0,0.184,,,,,,,,,,,,
819,GULF COAST MEDICAL CENTER LEE HEALTH (100220),2023,Acute Care,Government - Hospital District or Authority,440.0,26.543016,-81.848589,FL,0.056,,1.0,17.941,11896.0,0.37,43.0,116.166,173108.0,0.398,8845.0,,3.0,7.544,0.853,9.0,10.547,173108.0,1.643,152.0,2.0,1.217,625.0,8.0,17.18,0.466
820,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL (100223),2023,Acute Care,Proprietary,260.0,30.454676,-86.632069,FL,0.36,,2.0,5.555,5597.0,0.099,3.0,30.197,54397.0,0.431,4928.0,,2.0,4.638,1.445,5.0,3.461,56730.0,,50.0,0.0,0.421,84.0,2.0,2.307,0.867
821,UNIVERSITY HOSPITAL AND MEDICAL CENTER (100224),2023,Acute Care,Proprietary,311.0,26.211385,-80.252543,FL,0.0,,0.0,1.629,1667.0,0.175,3.0,17.146,35895.0,0.694,1526.0,,1.0,1.44,0.0,0.0,2.278,35895.0,,7.0,0.0,0.064,46.0,3.0,1.219,2.461
822,HCA FLORIDA ORANGE PARK HOSPITAL (100226),2023,Acute Care,Voluntary non-profit - Other,306.0,30.164807,-81.738598,FL,0.754,,7.0,9.289,8302.0,0.315,18.0,57.055,89145.0,1.852,9105.0,,16.0,8.638,1.025,6.0,5.853,94546.0,,92.0,1.0,0.805,77.0,1.0,2.352,0.425
823,WESTSIDE REGIONAL MEDICAL CENTER (100228),2023,Acute Care,Proprietary,231.0,26.120882,-80.258429,FL,0.326,,2.0,6.144,4968.0,0.086,5.0,58.242,98612.0,0.238,4403.0,,1.0,4.201,0.449,3.0,6.678,98612.0,,65.0,2.0,0.572,213.0,0.0,5.498,0.0
824,MEMORIAL HOSPITAL PEMBROKE (100230),2023,Acute Care,Government - Hospital District or Authority,268.0,26.030929,-80.24612,FL,0.417,,1.0,2.399,2763.0,0.672,17.0,25.314,33984.0,1.303,3706.0,,4.0,3.07,2.147,4.0,1.863,33984.0,,18.0,0.0,0.128,59.0,1.0,1.359,0.736
825,HCA FLORIDA WEST HOSPITAL (100231),2023,Acute Care,Proprietary,476.0,30.515161,-87.21692,FL,1.069,,8.0,7.483,7410.0,0.05,2.0,40.058,65201.0,0.344,6310.0,,2.0,5.815,0.614,2.0,3.255,66225.0,0.0,154.0,0.0,1.551,209.0,5.0,5.657,0.884
826,HCA FLORIDA PUTNAM HOSPITAL (100232),2023,Acute Care,Proprietary,96.0,29.642378,-81.693518,FL,0.694,,1.0,1.44,1959.0,0.436,4.0,9.165,20065.0,0.912,1587.0,,1.0,1.097,,1.0,0.888,20065.0,,26.0,0.0,0.233,29.0,1.0,0.82,
827,HCA FLORIDA FAWCETT HOSPITAL (100236),2023,Acute Care,Proprietary,242.0,26.987872,-82.097729,FL,0.87,,4.0,4.598,5246.0,0.235,8.0,34.01,55473.0,0.318,3797.0,,1.0,3.143,1.698,6.0,3.534,55473.0,,2.0,0.0,0.018,121.0,3.0,3.007,0.998
828,HCA FLORIDA NORTHSIDE HOSPITAL (100238),2023,Acute Care,Proprietary,220.0,27.826053,-82.700001,FL,0.16,,1.0,6.258,3120.0,0.151,4.0,26.459,43430.0,1.082,4286.0,,5.0,4.62,1.23,4.0,3.252,43430.0,,,,,21.0,0.0,0.535,
829,HCA FLORIDA GULF COAST HOSPITAL (100242),2023,Acute Care,Proprietary,210.0,30.189682,-85.666124,FL,0.182,,1.0,5.488,6273.0,0.112,4.0,35.862,58847.0,0.519,4347.0,,2.0,3.851,1.581,6.0,3.796,69012.0,,45.0,0.0,0.279,126.0,0.0,2.436,0.0
830,HCA FLORIDA BRANDON HOSPITAL (100243),2023,Acute Care,Proprietary,417.0,27.934002,-82.288303,FL,0.59,,5.0,8.474,6647.0,0.106,6.0,56.777,85596.0,0.242,7365.0,,2.0,8.269,0.637,3.0,4.712,96211.0,0.4,284.0,1.0,2.501,162.0,1.0,4.301,0.233
831,CAPE CORAL HOSPITAL (100244),2023,Acute Care,Government - Hospital District or Authority,289.0,26.639321,-81.940946,FL,0.292,,2.0,6.84,7002.0,0.281,15.0,53.301,80870.0,0.0,5185.0,,0.0,4.432,0.543,2.0,3.685,83579.0,,34.0,0.0,0.273,212.0,5.0,5.976,0.837
832,HCA FLORIDA LAWNWOOD HOSPITAL (100246),2023,Acute Care,Proprietary,381.0,27.431942,-80.347352,FL,0.149,,1.0,6.726,5032.0,0.225,12.0,53.402,95726.0,0.944,6358.0,,7.0,7.418,1.252,8.0,6.39,103058.0,,15.0,0.0,0.14,72.0,2.0,2.034,0.983
833,HCA FLORIDA LARGO HOSPITAL (100248),2023,Acute Care,Proprietary,364.0,27.914914,-82.802671,FL,0.359,,5.0,13.945,9133.0,0.296,14.0,47.261,68906.0,0.639,8581.0,,6.0,9.388,0.771,5.0,6.482,68912.0,,4.0,0.0,0.042,153.0,3.0,4.27,0.703
834,BAYFRONT HEALTH SEVEN RIVERS (100249),2023,Acute Care,Proprietary,126.0,28.950896,-82.625866,FL,1.288,,2.0,1.553,3169.0,1.263,9.0,7.126,26620.0,2.996,1784.0,,4.0,1.335,,0.0,0.561,26712.0,,,,,83.0,3.0,2.153,1.393
835,HCA FLORIDA RAULERSON HOSPITAL (100252),2023,Acute Care,Proprietary,100.0,27.260537,-80.829875,FL,,,1.0,0.574,1237.0,0.476,2.0,4.199,15899.0,,875.0,,0.0,0.617,,0.0,0.553,15899.0,,48.0,0.0,0.423,49.0,1.0,1.318,0.759
836,JUPITER MEDICAL CENTER (100253),2023,Acute Care,Voluntary non-profit - Private,200.0,26.922824,-80.094539,FL,0.421,,2.0,4.752,5434.0,1.644,47.0,28.593,52154.0,0.0,3560.0,,0.0,3.002,0.0,0.0,1.791,57430.0,,97.0,0.0,0.7,181.0,1.0,3.968,0.252
837,HCA FLORIDA CAPITAL HOSPITAL (100254),2023,Acute Care,Proprietary,249.0,30.475376,-84.230728,FL,0.0,,0.0,2.794,3240.0,0.18,6.0,33.338,52652.0,1.027,3551.0,,3.0,2.922,2.455,6.0,2.444,55223.0,0.0,166.0,0.0,1.586,113.0,3.0,3.113,0.964
838,HCA FLORIDA BAYONET POINT HOSPITAL (100256),2023,Acute Care,Proprietary,283.0,28.360743,-82.690148,FL,0.73,,10.0,13.693,8705.0,0.402,15.0,37.342,70821.0,0.668,7855.0,,6.0,8.981,1.083,6.0,5.54,70821.0,,,,,156.0,9.0,4.097,2.197
839,DELRAY MEDICAL CENTER (100258),2023,Acute Care,Proprietary,480.0,26.439246,-80.127919,FL,0.331,,4.0,12.1,9662.0,0.234,14.0,59.851,90724.0,0.225,8768.0,,2.0,8.901,1.261,9.0,7.135,90724.0,,62.0,0.0,0.407,169.0,3.0,4.132,0.726
840,HCA FLORIDA SOUTH SHORE HOSPITAL (100259),2023,Acute Care,Proprietary,124.0,27.71239,-82.365168,FL,0.484,,1.0,2.065,2913.0,0.516,6.0,11.635,26762.0,0.693,2097.0,,1.0,1.443,0.0,0.0,1.166,26762.0,,,,,49.0,2.0,1.167,1.714
841,ST LUCIE MEDICAL CENTER (100260),2023,Acute Care,Proprietary,225.0,27.288027,-80.29591,FL,0.0,,0.0,2.321,2260.0,0.321,9.0,27.997,52785.0,0.792,2765.0,,2.0,2.526,0.289,1.0,3.461,54933.0,,108.0,2.0,0.825,116.0,1.0,3.016,0.332
842,HCA FLORIDA OAK HILL HOSPITAL (100264),2023,Acute Care,Voluntary non-profit - Other,279.0,28.533305,-82.534495,FL,0.325,,3.0,9.217,7326.0,0.369,17.0,46.114,91903.0,0.385,7386.0,,3.0,7.788,0.744,5.0,6.718,98500.0,,119.0,1.0,0.971,233.0,2.0,5.851,0.342
843,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE (100265),2023,Acute Care,Voluntary non-profit - Private,313.0,28.040326,-82.708971,FL,0.372,,3.0,8.073,6358.0,0.213,10.0,47.011,90753.0,0.684,5336.0,,4.0,5.848,0.251,2.0,7.964,96066.0,0.0,158.0,0.0,1.074,293.0,13.0,7.317,1.777
844,GULF BREEZE HOSPITAL (100266),2023,Acute Care,Voluntary non-profit - Other,66.0,30.358649,-87.156803,FL,,,1.0,0.562,1066.0,1.283,7.0,5.458,14829.0,,811.0,,0.0,0.486,,0.0,0.821,14829.0,,4.0,0.0,0.037,53.0,0.0,1.292,0.0
845,HCA FLORIDA ENGLEWOOD HOSPITAL (100267),2023,Acute Care,Proprietary,100.0,26.949009,-82.327951,FL,,,0.0,0.764,1468.0,0.275,2.0,7.263,14248.0,,459.0,,1.0,0.29,,0.0,0.599,14248.0,,44.0,0.0,0.363,50.0,1.0,1.268,0.789
846,WEST BOCA MEDICAL CENTER (100268),2023,Acute Care,Proprietary,195.0,26.354571,-80.203236,FL,1.442,,3.0,2.08,2945.0,0.36,7.0,19.464,31912.0,0.355,3237.0,,1.0,2.82,0.0,0.0,1.75,36087.0,,73.0,0.0,0.509,39.0,0.0,0.96,
847,HCA FLORIDA PALMS WEST HOSPITAL (100269),2023,Acute Care,Proprietary,199.0,26.681928,-80.251439,FL,0.33,,1.0,3.033,3811.0,0.127,4.0,31.405,55409.0,1.335,3603.0,,4.0,2.996,0.43,1.0,2.326,58260.0,1.246,316.0,3.0,2.407,63.0,1.0,1.653,0.605
848,WELLINGTON REGIONAL MEDICAL CENTER (100275),2023,Acute Care,Proprietary,222.0,26.650806,-80.204858,FL,0.156,,1.0,6.403,4940.0,0.655,19.0,29.005,64302.0,1.902,4342.0,,10.0,5.259,1.427,6.0,4.204,74231.0,0.713,155.0,1.0,1.403,88.0,3.0,2.268,1.323
849,BROWARD HEALTH CORAL SPRINGS (100276),2023,Acute Care,Government - Hospital District or Authority,204.0,26.268779,-80.254161,FL,0.159,,1.0,6.29,4958.0,0.1,4.0,40.13,60823.0,0.282,6771.0,,2.0,7.092,0.0,0.0,2.876,66659.0,2.658,192.0,4.0,1.505,162.0,3.0,4.275,0.702
850,DOUGLAS GARDENS HOSPITAL (100277),2023,Acute Care,Voluntary non-profit - Private,457.0,25.822972,-80.191767,FL,,,0.0,0.008,15.0,,0.0,0.011,68.0,,,,,,,0.0,0.001,68.0,,,,,,,,
851,MEMORIAL HOSPITAL WEST (100281),2023,Acute Care,Government - Hospital District or Authority,415.0,26.013281,-80.309457,FL,1.606,,15.0,9.339,7386.0,0.535,50.0,93.468,133764.0,0.639,10220.0,,7.0,10.959,0.658,5.0,7.602,144069.0,2.717,230.0,5.0,1.84,231.0,6.0,5.913,1.015
852,KERALTY HOSPITAL (100284),2023,Acute Care,Proprietary,158.0,25.74804,-80.317224,FL,0.0,,0.0,1.85,2400.0,0.62,3.0,4.839,15202.0,0.0,1394.0,,0.0,1.091,,0.0,0.641,15202.0,0.0,227.0,0.0,1.643,2.0,0.0,0.051,
853,MEMORIAL HOSPITAL MIRAMAR (100285),2023,Acute Care,Voluntary non-profit - Other,178.0,25.991087,-80.376005,FL,0.0,,0.0,1.623,1546.0,0.274,6.0,21.869,34068.0,0.853,2423.0,,2.0,2.345,0.0,0.0,1.678,42668.0,1.498,433.0,5.0,3.338,61.0,2.0,1.568,1.276
854,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE (100286),2023,Acute Care,Proprietary,207.0,26.211764,-81.730707,FL,1.131,,11.0,9.722,13016.0,0.206,9.0,43.617,86098.0,1.825,9163.0,,12.0,6.575,1.239,5.0,4.036,86098.0,,5.0,0.0,0.046,166.0,1.0,3.992,0.251
855,GOOD SAMARITAN MEDICAL CENTER (100287),2023,Acute Care,Proprietary,333.0,26.725062,-80.049968,FL,0.0,,0.0,1.884,2149.0,0.547,18.0,32.924,51842.0,1.1,2489.0,,2.0,1.818,1.472,4.0,2.717,53674.0,1.181,410.0,4.0,3.388,235.0,0.0,6.157,0.0
856,ST MARY'S MEDICAL CENTER (100288),2023,Acute Care,Proprietary,456.0,26.753208,-80.062803,FL,0.381,,2.0,5.248,4778.0,0.654,30.0,45.842,74947.0,0.842,7307.0,,7.0,8.318,0.509,3.0,5.899,87917.0,,16.0,0.0,0.148,68.0,4.0,2.46,1.626
857,CLEVELAND CLINIC HOSPITAL (100289),2023,Acute Care,Proprietary,187.0,26.080401,-80.365467,FL,1.251,,17.0,13.584,11124.0,0.533,18.0,33.754,77316.0,1.043,11246.0,,11.0,10.547,1.347,7.0,5.198,77316.0,0.0,235.0,0.0,1.849,570.0,7.0,15.324,0.457
858,"VILLAGES REGIONAL HOSPITAL, THE (100290)",2023,Acute Care,Voluntary non-profit - Private,271.0,28.94944,-81.958131,FL,0.949,,7.0,7.374,6238.0,0.629,23.0,36.553,63862.0,0.697,4404.0,,3.0,4.303,1.216,5.0,4.111,63862.0,,11.0,0.0,0.087,123.0,2.0,2.91,0.687
859,MELBOURNE REGIONAL MEDICAL CENTER (100291),2023,Acute Care,Voluntary non-profit - Private,109.0,28.109804,-80.67261,FL,0.963,,1.0,1.038,1972.0,0.418,4.0,9.57,19527.0,,1169.0,,0.0,0.771,,1.0,0.839,19527.0,,,,,79.0,2.0,1.974,1.013
860,SACRED HEART HOSPITAL ON THE EMERALD COAST (100292),2023,Acute Care,Voluntary non-profit - Other,62.0,30.376819,-86.306823,FL,0.637,,1.0,1.571,2274.0,0.424,4.0,9.423,18526.0,0.0,2024.0,,0.0,1.413,0.989,1.0,1.011,22299.0,,26.0,0.0,0.213,65.0,1.0,1.63,0.613
861,DOCTORS HOSPITAL (100296),2023,Acute Care,Voluntary non-profit - Other,256.0,25.724611,-80.273181,FL,0.847,,1.0,1.18,1243.0,0.0,0.0,11.29,23291.0,,1025.0,,0.0,0.867,0.0,0.0,1.019,23291.0,,1.0,0.0,0.006,3.0,0.0,0.071,
