,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
941,DEKALB MEDICAL CENTER (110076),2015,Acute Care,Voluntary non-profit - Private,431.0,33.79216,-84.282679,GA,2.126,,16.0,7.527,6273.0,0.79,54.0,68.34,97166.0,0.74,5402.0,,6.0,8.104,0.543,3.0,5.52,107160.0,2.208,296.0,6.0,2.717,162.0,11.0,5.368,2.049
942,EMORY UNIVERSITY HOSPITAL MIDTOWN (110078),2015,Acute Care,Voluntary non-profit - Private,481.0,33.769592,-84.385188,GA,1.257,,31.0,24.656,9894.0,1.052,105.0,99.832,114203.0,0.808,11948.0,,21.0,26.002,1.12,13.0,11.603,130913.0,1.19,268.0,3.0,2.52,181.0,9.0,6.223,1.446
943,GRADY MEMORIAL HOSPITAL (110079),2015,Acute Care,Voluntary non-profit - Other,938.0,33.752156,-84.382609,GA,1.236,,80.0,64.728,19729.0,0.734,79.0,107.622,159232.0,1.031,15321.0,,48.0,46.568,0.787,10.0,12.703,174919.0,1.939,219.0,4.0,2.063,153.0,6.0,5.362,1.119
944,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC (110082)",2015,Acute Care,Voluntary non-profit - Private,294.0,33.908634,-84.35182,GA,1.461,,17.0,11.638,7357.0,1.641,86.0,52.401,66803.0,0.398,6426.0,,4.0,10.054,1.372,5.0,3.644,66803.0,,38.0,0.0,0.34,261.0,9.0,8.072,1.115
945,PIEDMONT HOSPITAL (110083),2015,Acute Care,Voluntary non-profit - Private,512.0,33.808802,-84.393369,GA,2.628,,53.0,20.164,12710.0,1.14,127.0,111.422,133907.0,0.804,15724.0,,21.0,26.131,1.094,12.0,10.967,146948.0,1.995,447.0,7.0,3.509,481.0,16.0,14.742,1.085
946,WASHINGTON COUNTY REGIONAL MEDICAL CENTER (110086),2015,Acute Care,Government - Hospital District or Authority,115.0,32.996817,-82.805042,GA,,,0.0,0.45,225.0,0.0,0.0,1.572,3381.0,,23.0,,0.0,0.045,,0.0,0.183,3685.0,,24.0,0.0,0.286,1.0,0.0,0.027,
947,GWINNETT MEDICAL CENTER (110087),2015,Acute Care,Government - Hospital District or Authority,553.0,33.966455,-84.013012,GA,1.679,,14.0,8.34,6856.0,0.811,74.0,91.292,120960.0,0.473,9680.0,,8.0,16.919,1.205,12.0,9.955,139513.0,1.932,166.0,3.0,1.553,371.0,13.0,11.921,1.091
948,COFFEE REGIONAL MEDICAL CENTER (110089),2015,Acute Care,Government - Hospital District or Authority,86.0,31.509589,-82.86346,GA,0.0,,0.0,3.53,1765.0,0.759,7.0,9.228,18775.0,1.848,541.0,,2.0,1.082,0.562,1.0,1.78,19247.0,,58.0,0.0,0.637,25.0,1.0,0.825,
949,ROCKDALE MEDICAL CENTER (110091),2015,Acute Care,Proprietary,141.0,33.682239,-84.001941,GA,1.92,,4.0,2.083,1736.0,1.0,25.0,24.997,35058.0,1.609,2217.0,,7.0,4.351,1.659,4.0,2.411,40352.0,,72.0,3.0,0.677,55.0,1.0,1.766,0.566
950,DODGE COUNTY HOSPITAL (110092),2015,Acute Care,Government - Hospital District or Authority,49.0,32.186055,-83.178591,GA,,,0.0,0.544,419.0,1.607,6.0,3.733,6530.0,,131.0,,0.0,0.197,,0.0,0.338,6999.0,,34.0,0.0,0.354,12.0,0.0,0.38,
951,TIFT REGIONAL MEDICAL CENTER (110095),2015,Acute Care,Government - Hospital District or Authority,185.0,31.470402,-83.491076,GA,0.938,,7.0,7.46,3730.0,1.123,29.0,25.813,37225.0,0.659,2395.0,,3.0,4.551,1.9,5.0,2.632,43826.0,,67.0,0.0,0.573,98.0,4.0,3.152,1.269
952,JEFFERSON HOSPITAL (110100),2015,Acute Care,Government - Hospital District or Authority,38.0,33.00976,-82.404384,GA,,,,,,0.675,1.0,1.481,3243.0,,,,,,,0.0,0.283,3243.0,,,,,,,,
953,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR (110101),2015,Acute Care,Proprietary,134.0,31.109181,-83.426372,GA,,,,,,,0.0,0.426,976.0,,,,,,,0.0,0.035,976.0,,,,,,,,
954,CRISP REGIONAL HOSPITAL (110104),2015,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,0.68,,1.0,1.471,1226.0,0.717,4.0,5.582,11794.0,,420.0,,1.0,0.631,,0.0,0.819,11471.0,,25.0,2.0,0.324,19.0,2.0,0.664,
955,COLQUITT REGIONAL MEDICAL CENTER (110105),2015,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,0.389,,1.0,2.572,1978.0,0.906,10.0,11.038,19359.0,0.0,1486.0,,0.0,2.23,,0.0,0.999,20565.0,,26.0,1.0,0.329,42.0,0.0,1.44,0.0
956,MEDICAL CENTER OF CENTRAL GEORGIA (110107),2015,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,1.445,,67.0,46.368,17892.0,0.83,111.0,133.715,154846.0,0.691,19974.0,,31.0,44.892,1.712,31.0,18.106,174944.0,0.944,215.0,2.0,2.118,213.0,12.0,7.11,1.688
957,EMANUEL MEDICAL CENTER (110109),2015,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,0.0,0.316,243.0,0.717,1.0,1.394,4171.0,,49.0,,0.0,0.074,,0.0,0.322,4636.0,,8.0,1.0,0.072,3.0,0.0,0.088,
958,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER (110111),2015,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,,,,,0.662,1.0,1.511,2175.0,,,,,,,0.0,0.134,2368.0,,,,,,,,
959,BURKE MEDICAL CENTER (110113),2015,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,,,,,0.0,0.538,1248.0,,,,,,,0.0,0.045,1248.0,,,,,,,,
960,ATLANTA MEDICAL CENTER (110115),2015,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,2.694,,50.0,18.557,14879.0,0.933,61.0,65.394,103945.0,0.862,12747.0,,17.0,19.719,0.834,6.0,7.196,110523.0,,81.0,0.0,0.841,65.0,0.0,2.381,0.0
961,GRADY GENERAL HOSPITAL (110121),2015,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,,0.0,0.238,183.0,0.557,2.0,3.589,6282.0,,50.0,,0.0,0.076,,0.0,0.237,6602.0,,10.0,0.0,0.08,7.0,1.0,0.186,
962,SOUTH GEORGIA MEDICAL CENTER (110122),2015,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,1.006,,12.0,11.926,8763.0,0.715,33.0,46.162,62132.0,0.115,5937.0,,1.0,8.698,0.293,1.0,3.409,68938.0,0.918,197.0,2.0,2.178,144.0,1.0,4.841,0.207
963,WAYNE MEMORIAL HOSPITAL (110124),2015,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,,,0.0,0.938,722.0,0.205,1.0,4.869,10267.0,,245.0,,0.0,0.368,,0.0,0.737,11350.0,,6.0,0.0,0.083,8.0,0.0,0.241,
964,FAIRVIEW PARK HOSPITAL (110125),2015,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,1.348,,2.0,1.484,1237.0,1.507,23.0,15.261,28620.0,0.0,1201.0,,0.0,1.803,0.0,0.0,2.294,30403.0,0.0,98.0,0.0,1.163,25.0,0.0,0.837,
965,MEADOWS REGIONAL MEDICAL CENTER (110128),2015,Acute Care,Proprietary,64.0,,,GA,5.348,,9.0,1.683,1294.0,0.672,6.0,8.925,15397.0,1.693,786.0,,2.0,1.181,,0.0,0.985,16935.0,,52.0,1.0,0.493,41.0,1.0,1.395,0.717
966,"ST FRANCIS HOSPITAL, INC (110129)",2015,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,0.627,,4.0,6.383,5023.0,0.615,26.0,42.257,63184.0,1.219,3751.0,,7.0,5.742,0.975,4.0,4.103,64593.0,3.726,147.0,5.0,1.342,203.0,2.0,6.51,0.307
967,IRWIN COUNTY HOSPITAL (110130),2015,Acute Care,Government - Hospital District or Authority,64.0,31.602797,-83.250331,GA,,,,,,0.0,0.0,1.741,3992.0,,,,,,,0.0,0.143,3992.0,,,,,,,,
968,MEMORIAL HOSPITAL AND MANOR (110132),2015,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,,1.0,0.828,637.0,1.366,7.0,5.125,8016.0,,109.0,,0.0,0.165,,0.0,0.525,8720.0,,23.0,1.0,0.223,15.0,1.0,0.474,
969,TAYLOR REGIONAL HOSPITAL (110135),2015,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,,1.0,0.376,289.0,0.0,0.0,1.609,3464.0,,71.0,,0.0,0.107,,0.0,0.135,3774.0,,11.0,0.0,0.097,11.0,0.0,0.339,
970,EVANS MEMORIAL HOSPITAL (110142),2015,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,,,,0.0,0.0,1.371,2349.0,,,,,,,0.0,0.146,2349.0,,,,,,,,
971,WELLSTAR COBB HOSPITAL (110143),2015,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,2.004,,17.0,8.485,5381.0,0.926,61.0,65.907,88728.0,0.43,5147.0,,4.0,9.309,0.857,4.0,4.669,101498.0,1.378,465.0,6.0,4.355,173.0,1.0,5.661,0.177
972,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS (110146),2015,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,,0.0,0.399,307.0,0.0,0.0,3.802,6492.0,,148.0,,0.0,0.224,,0.0,0.347,8137.0,,4.0,0.0,0.048,13.0,0.0,0.41,
973,OCONEE REGIONAL MEDICAL CENTER (110150),2015,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,2.24,,4.0,1.786,1374.0,1.614,13.0,8.057,14517.0,0.629,1059.0,,1.0,1.59,,0.0,0.712,14517.0,,24.0,2.0,0.284,48.0,1.0,1.607,0.622
974,PERRY HOSPITAL (110153),2015,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,,,0.0,0.276,212.0,0.298,2.0,6.719,8779.0,,75.0,,0.0,0.114,,0.0,0.632,8783.0,,,,,,,,
975,NORTHSIDE HOSPITAL (110161),2015,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,0.542,,3.0,5.536,4614.0,0.734,63.0,85.798,123631.0,0.271,7546.0,,4.0,14.746,0.297,3.0,10.098,186014.0,0.619,1848.0,10.0,16.164,434.0,2.0,13.664,0.146
976,COLISEUM MEDICAL CENTERS (110164),2015,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,0.691,,6.0,8.682,4484.0,0.347,9.0,25.903,42503.0,0.934,4129.0,,7.0,7.492,3.877,13.0,3.353,46770.0,,110.0,0.0,0.958,151.0,2.0,4.337,0.461
977,SOUTHERN REGIONAL MEDICAL CENTER (110165),2015,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,1.313,,6.0,4.57,3809.0,0.386,17.0,44.02,62206.0,2.237,2085.0,,7.0,3.129,0.0,0.0,3.024,62206.0,1.422,198.0,3.0,2.109,128.0,3.0,4.177,0.718
978,REDMOND REGIONAL MEDICAL CENTER (110168),2015,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,1.595,,12.0,7.524,5336.0,0.716,25.0,34.91,52627.0,0.743,4193.0,,5.0,6.727,1.511,5.0,3.309,52627.0,,58.0,0.0,0.499,114.0,5.0,3.662,1.365
979,DOCTORS HOSPITAL (110177),2015,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,0.711,,18.0,25.318,8954.0,0.598,26.0,43.483,68883.0,0.493,7981.0,,16.0,32.465,2.952,10.0,3.387,72651.0,0.774,263.0,2.0,2.583,104.0,0.0,3.631,0.0
980,EMORY-ADVENTIST HOSPITAL (110183),2015,Acute Care,Voluntary non-profit - Church,73.0,,,GA,,,1.0,0.432,332.0,0.521,1.0,1.92,4362.0,,220.0,,0.0,0.33,,0.0,0.289,4362.0,,2.0,0.0,0.016,9.0,0.0,0.304,
981,WELLSTAR DOUGLAS HOSPITAL (110184),2015,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,1.755,,4.0,2.279,1815.0,1.062,20.0,18.836,27232.0,0.0,1573.0,,0.0,2.361,0.78,1.0,1.282,28105.0,,29.0,0.0,0.323,92.0,2.0,3.234,0.618
982,CHESTATEE REGIONAL HOSPITAL (110187),2015,Acute Care,Proprietary,48.0,,,GA,,,0.0,0.343,264.0,0.517,1.0,1.933,4259.0,,121.0,,0.0,0.183,,0.0,0.216,4259.0,,,,,16.0,0.0,0.477,
983,FANNIN REGIONAL HOSPITAL (110189),2015,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,,1.0,0.425,326.0,0.0,0.0,1.822,4178.0,,82.0,,0.0,0.124,,0.0,0.15,4181.0,,7.0,0.0,0.069,22.0,0.0,0.611,
984,FLINT RIVER COMMUNITY HOSPITAL (110190),2015,Acute Care,Proprietary,47.0,32.295415,-84.030228,GA,,,,,,0.0,0.0,3.054,7003.0,,,,,,,0.0,0.251,7003.0,,,,,,,,
985,PIEDMONT HENRY HOSPITAL (110191),2015,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,1.045,,4.0,3.826,3189.0,0.758,29.0,38.27,58812.0,0.379,2910.0,,2.0,5.277,1.772,6.0,3.385,66063.0,0.0,247.0,0.0,2.408,183.0,8.0,6.055,1.321
986,EASTSIDE MEDICAL CENTER (110192),2015,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,2.23,,8.0,3.587,2989.0,1.046,41.0,39.187,54649.0,0.188,3316.0,,1.0,5.322,1.843,5.0,2.713,59558.0,1.63,151.0,2.0,1.227,82.0,4.0,2.578,1.552
987,DONALSONVILLE HOSPITAL INC (110194),2015,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,,,,,0.0,0.0,2.616,5998.0,,,,,,,0.0,0.255,6490.0,,18.0,0.0,0.146,9.0,0.0,0.269,
988,NORTH FULTON HOSPITAL (110198),2015,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,0.0,,0.0,3.447,2873.0,0.759,12.0,15.807,30414.0,0.535,2494.0,,2.0,3.741,0.999,2.0,2.001,31989.0,,9.0,0.0,0.083,15.0,0.0,0.497,
989,NORTHSIDE MEDICAL CENTER (110200),2015,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,,,,,,0.268,2.0,7.471,13521.0,,,,,,,0.0,0.534,13521.0,,,,,,,,
990,COLISEUM NORTHSIDE HOSPITAL (110201),2015,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,,,0.0,0.983,756.0,0.0,0.0,4.953,8152.0,,354.0,,0.0,0.532,,0.0,0.628,8152.0,,,,,20.0,2.0,0.607,
991,NORTH GEORGIA MEDICAL CENTER (110205),2015,Acute Care,Proprietary,140.0,,,GA,,,0.0,0.325,250.0,0.0,0.0,1.053,2415.0,,31.0,,0.0,0.047,,0.0,0.148,2415.0,,,,,5.0,0.0,0.15,
992,TURNING POINT HOSPITAL (110209),2015,Acute Care,Proprietary,64.0,31.129247,-83.77355,GA,,,,,,0.0,0.0,8.192,17628.0,,,,,,,0.0,0.632,17628.0,,,,,,,,
993,PIEDMONT FAYETTE HOSPITAL (110215),2015,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,0.313,,1.0,3.2,2461.0,0.64,22.0,34.351,52087.0,0.327,3088.0,,2.0,6.119,0.65,2.0,3.078,60900.0,0.722,325.0,2.0,2.769,258.0,4.0,7.99,0.501
994,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2015,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,0.398,,1.0,2.514,1257.0,0.308,4.0,12.99,18282.0,0.0,529.0,,0.0,1.006,,0.0,0.972,18983.0,,5.0,0.0,0.042,31.0,0.0,0.981,
995,DEKALB MEDICAL CENTER AT HILLANDALE (110226),2015,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,1.146,,2.0,1.745,1342.0,1.736,18.0,10.368,17677.0,1.25,1066.0,,2.0,1.6,0.73,1.0,1.369,17677.0,,33.0,0.0,0.293,32.0,0.0,1.061,0.0
996,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2015,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,1.072,,3.0,2.799,2333.0,0.746,16.0,21.442,31178.0,0.0,1519.0,,0.0,2.28,0.894,2.0,2.236,32560.0,,74.0,1.0,0.738,67.0,3.0,2.229,1.346
997,EMORY JOHNS CREEK HOSPITAL (110230),2015,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,4.219,,7.0,1.659,1275.0,0.749,14.0,18.693,26988.0,0.0,1162.0,,0.0,1.96,0.0,0.0,1.257,28941.0,0.0,136.0,0.0,1.097,128.0,8.0,3.985,2.008
998,SOUTHEASTERN REGIONAL MEDICAL CENTER (110233),2015,Acute Care,Proprietary,46.0,33.386391,-84.757419,GA,,,0.0,0.116,89.0,0.751,2.0,2.662,5157.0,,174.0,,0.0,0.261,,1.0,0.185,5157.0,,39.0,2.0,0.625,48.0,2.0,1.918,1.043
999,SGMC BERRIEN CAMPUS (110234),2015,Acute Care,Government - Hospital District or Authority,54.0,31.203629,-83.238337,GA,,,,,,0.0,0.0,2.165,4635.0,,,,,,,0.0,0.166,4635.0,,,,,,,,
1000,DECATUR (ATLANTA) VA MEDICAL CENTER (11029F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,AUGUSTA VA MEDICAL CENTER (11030F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,DUBLIN VA MEDICAL CENTER (11031F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,BLECKLEY MEMORIAL HOSPITAL (111302),2015,Critical Access,Government - Hospital District or Authority,15.0,32.384545,-83.345927,GA,,,,,,0.0,0.0,1.295,3107.0,,,,,,,0.0,0.111,3107.0,,,,,,,,
1004,JASPER MEMORIAL HOSPITAL (111303),2015,Critical Access,Government - Local,67.0,33.313982,-83.686877,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,MORGAN MEMORIAL HOSPITAL (111304),2015,Critical Access,Government - Hospital District or Authority,29.0,33.567545,-83.472004,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,MILLER COUNTY HOSPITAL (111305),2015,Critical Access,Government - Hospital District or Authority,142.0,31.17548,-84.734548,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,EFFINGHAM HOSPITAL (111306),2015,Critical Access,Government - Hospital District or Authority,130.0,32.364734,-81.321664,GA,,,0.0,0.396,330.0,,1.0,0.258,1387.0,,68.0,,0.0,0.104,,,,,,,,,,,,
1008,"MEDICAL CENTER OF PEACH COUNTY, THE (111310)",2015,Critical Access,Government - Hospital District or Authority,25.0,32.606568,-83.758449,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,PUTNAM GENERAL HOSPITAL (111313),2015,Critical Access,Government - Hospital District or Authority,25.0,33.335519,-83.370844,GA,,,,,,,0.0,0.741,1782.0,,,,,,,0.0,0.072,2019.0,,,,,,,,
1010,MONROE COUNTY HOSPITAL (111318),2015,Critical Access,Government - Hospital District or Authority,25.0,33.031981,-83.946494,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,SYLVAN GROVE HOSPITAL (111319),2015,Critical Access,Government - Hospital District or Authority,17.0,33.303085,-83.977823,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,HIGGINS GENERAL HOSPITAL (111320),2015,Critical Access,Government - Hospital District or Authority,16.0,33.716343,-85.144623,GA,,,0.0,0.109,83.0,0.279,1.0,3.586,5545.0,,8.0,,0.0,0.012,,0.0,0.281,5545.0,,,,,3.0,0.0,0.109,
1013,WILLS MEMORIAL HOSPITAL (111325),2015,Critical Access,Government - Hospital District or Authority,25.0,33.729302,-82.742388,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,SGMC LANIER CAMPUS (111326),2015,Critical Access,Government - Hospital District or Authority,87.0,31.041591,-83.086454,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,BACON COUNTY HOSPITAL (111327),2015,Critical Access,Voluntary non-profit - Other,113.0,31.53911,-82.459687,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,ST MARY'S GOOD SAMARITAN HOSPITAL (111329),2015,Critical Access,Proprietary,25.0,33.479921,-83.241645,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,POLK MEDICAL CENTER (111330),2015,Critical Access,Government - Hospital District or Authority,24.0,34.014927,-85.19502,GA,,,,,,0.755,1.0,1.324,2574.0,,,,,,,0.0,0.092,2574.0,,,,,,,,
1018,MITCHELL COUNTY HOSPITAL (111331),2015,Critical Access,Government - Hospital District or Authority,181.0,31.229277,-84.205091,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,BROOKS COUNTY HOSPITAL (111332),2015,Critical Access,Government - Hospital District or Authority,25.0,30.795012,-83.5595,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,JEFF DAVIS HOSPITAL (111333),2015,Critical Access,Government - Hospital District or Authority,28.0,31.857893,-82.607397,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,CANDLER COUNTY HOSPITAL (111334),2015,Critical Access,Government - Hospital District or Authority,25.0,32.407081,-82.066608,GA,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,LIBERTY REGIONAL MEDICAL CENTER (111335),2015,Critical Access,Government - Hospital District or Authority,132.0,,,GA,,,,,,,,,,,,,,,,,,,,20.0,1.0,0.26,6.0,0.0,0.199,
1023,MOUNTAIN LAKES MEDICAL CENTER (111336),2015,Critical Access,Proprietary,25.0,34.554075,-83.54423,GA,,,,,,,0.0,0.192,441.0,,,,,,,0.0,0.016,441.0,,,,,,,,
1024,THE QUEENS MEDICAL CENTER (120001),2015,Acute Care,Voluntary non-profit - Private,585.0,21.308307,-157.854965,HI,0.77,,21.0,27.258,10744.0,0.77,102.0,132.535,151078.0,0.203,11833.0,,5.0,24.668,0.498,7.0,14.06,155820.0,0.914,261.0,2.0,2.188,251.0,6.0,7.791,0.77
1025,MAUI MEMORIAL MEDICAL CENTER (120002),2015,Acute Care,Government - State,217.0,20.884455,-156.488087,HI,1.682,,7.0,4.161,3467.0,0.579,16.0,27.632,55326.0,0.57,3506.0,,3.0,5.26,0.77,3.0,3.895,58369.0,,9.0,0.0,0.08,88.0,7.0,2.732,2.562
1026,WAHIAWA GENERAL HOSPITAL (120004),2015,Acute Care,Voluntary non-profit - Private,157.0,21.498511,-158.027299,HI,0.0,,0.0,1.358,679.0,0.347,2.0,5.762,11673.0,0.0,687.0,,0.0,1.305,0.0,0.0,1.005,11673.0,,,,,7.0,0.0,0.23,
1027,HILO MEDICAL CENTER (120005),2015,Acute Care,Government - State,264.0,19.717467,-155.113513,HI,0.511,,2.0,3.913,3010.0,0.158,3.0,18.942,36689.0,0.0,1269.0,,0.0,1.905,0.564,1.0,1.772,36689.0,,67.0,0.0,0.652,39.0,1.0,1.207,0.829
1028,CASTLE MEDICAL CENTER (120006),2015,Acute Care,Voluntary non-profit - Church,160.0,21.381502,-157.757229,HI,0.567,,1.0,1.764,1357.0,0.465,9.0,19.359,30949.0,0.0,1777.0,,0.0,2.666,0.771,1.0,1.298,33184.0,,16.0,0.0,0.14,31.0,2.0,1.033,1.936
1029,KUAKINI MEDICAL CENTER (120007),2015,Acute Care,Voluntary non-profit - Private,342.0,21.322211,-157.856211,HI,0.315,,1.0,3.172,1581.0,1.579,32.0,20.272,29937.0,0.0,1725.0,,0.0,3.338,0.0,0.0,2.544,29937.0,,,,,80.0,0.0,2.374,0.0
1030,KAISER FOUNDATION HOSPITAL (120011),2015,Acute Care,Voluntary non-profit - Private,283.0,21.362292,-157.900139,HI,0.131,,1.0,7.63,3409.0,0.711,37.0,52.021,60949.0,0.203,4534.0,,2.0,9.846,1.561,5.0,3.204,64622.0,3.931,175.0,5.0,1.272,139.0,9.0,3.851,2.337
1031,WILCOX MEMORIAL HOSPITAL (120014),2015,Acute Care,Government - Federal,72.0,21.987043,-159.366198,HI,,,1.0,0.934,718.0,0.979,9.0,9.19,15550.0,,465.0,,0.0,0.699,,1.0,0.82,16863.0,,20.0,0.0,0.165,43.0,5.0,1.227,4.075
1032,KONA COMMUNITY HOSPITAL (120019),2015,Acute Care,Government - State,93.0,19.519237,-155.917719,HI,0.798,,1.0,1.253,963.0,0.638,4.0,6.265,13169.0,,444.0,,0.0,0.667,,0.0,0.659,13169.0,,4.0,0.0,0.028,29.0,0.0,0.836,
1033,STRAUB CLINIC AND HOSPITAL (120022),2015,Acute Care,Proprietary,159.0,21.302268,-157.850921,HI,1.343,,6.0,4.466,3435.0,0.772,24.0,31.07,42683.0,0.0,2985.0,,0.0,4.479,1.438,3.0,2.087,42683.0,,18.0,0.0,0.212,92.0,2.0,2.919,0.685
1034,PALI MOMI MEDICAL CENTER (120026),2015,Acute Care,Proprietary,121.0,21.383988,-157.937675,HI,1.096,,3.0,2.737,2105.0,0.775,21.0,27.083,42569.0,0.288,2311.0,,1.0,3.467,1.947,4.0,2.054,42569.0,,8.0,0.0,0.068,102.0,8.0,3.003,2.664
1035,NORTH HAWAII COMMUNITY HOSPITAL (120028),2015,Acute Care,Voluntary non-profit - Private,34.0,,,HI,,,0.0,0.432,332.0,0.822,2.0,2.433,5477.0,,231.0,,0.0,0.347,,1.0,0.201,5609.0,,47.0,0.0,0.311,15.0,0.0,0.442,
1036,KAUAI VETERANS MEMORIAL HOSPITAL (121300),2015,Critical Access,Government - State,45.0,21.960079,-159.670055,HI,,,0.0,0.256,128.0,,,,,,56.0,,0.0,0.106,,,,,,3.0,0.0,0.022,1.0,0.0,0.03,
1037,ST LUKE'S MAGIC VALLEY RMC (130002),2015,Acute Care,Voluntary non-profit - Private,205.0,42.591595,-114.496998,ID,0.0,,0.0,1.936,1490.0,0.199,4.0,20.051,36798.0,0.752,896.0,,1.0,1.329,0.536,1.0,1.865,40602.0,,27.0,0.0,0.274,115.0,8.0,3.742,2.138
1038,ST JOSEPH REGIONAL MEDICAL CENTER (130003),2015,Acute Care,Voluntary non-profit - Private,122.0,46.417121,-117.024997,ID,0.999,,2.0,2.002,1540.0,1.455,18.0,12.372,19122.0,0.564,1182.0,,1.0,1.774,,0.0,0.762,20365.0,,8.0,0.0,0.084,79.0,4.0,2.715,1.473
1039,ST LUKE'S REGIONAL MEDICAL CENTER (130006),2015,Acute Care,Voluntary non-profit - Private,569.0,43.612157,-116.192202,ID,0.969,,16.0,16.516,7431.0,0.934,69.0,73.909,95364.0,0.384,8089.0,,7.0,18.212,0.15,1.0,6.662,116947.0,0.0,216.0,0.0,1.986,335.0,17.0,10.546,1.612
