,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
1174,MEMORIAL HOSPITAL OF CARBONDALE (140164),2021,Acute Care,Voluntary non-profit - Private,164.0,37.727973,-89.220121,IL,0.275,,2.0,7.26,7252.0,0.977,28.0,28.657,35082.0,0.736,5962.0,,4.0,5.438,1.153,3.0,2.602,37880.0,,33.0,1.0,0.304,106.0,0.0,2.947,0.0
1175,ST MARYS HOSPITAL (140166),2021,Acute Care,Voluntary non-profit - Private,220.0,39.82635,-88.93191,IL,1.246,,3.0,2.408,2818.0,0.576,10.0,17.355,27492.0,0.0,1772.0,,0.0,1.449,0.726,1.0,1.377,29066.0,,35.0,1.0,0.375,51.0,0.0,1.472,0.0
1176,IROQUOIS MEMORIAL HOSPITAL (140167),2021,Acute Care,Voluntary non-profit - Private,67.0,40.765541,-87.732666,IL,,,0.0,0.279,545.0,,0.0,0.321,1464.0,,270.0,,0.0,0.167,,0.0,0.026,1464.0,,,,,4.0,0.0,0.1,
1177,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS (140172),2021,Acute Care,Proprietary,274.0,,,IL,0.587,,4.0,6.81,5985.0,0.709,27.0,38.089,55994.0,0.652,6319.0,,4.0,6.133,0.818,3.0,3.668,58893.0,,53.0,1.0,0.491,81.0,3.0,2.271,1.321
1178,FRANCISCAN HEALTH OLYMPIA  FIELDS & CHICAGO HEIGHTS (140172),2021,Acute Care,Proprietary,274.0,,,IL,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,PRESENCE MERCY MEDICAL CENTER (140174),2021,Acute Care,Voluntary non-profit - Church,281.0,41.786906,-88.328909,IL,0.903,,2.0,2.214,3256.0,1.141,18.0,15.779,24128.0,0.541,2693.0,,1.0,1.85,,2.0,0.799,24804.0,,10.0,0.0,0.088,62.0,1.0,1.845,0.542
1180,JACKSON PARK HOSPITAL (140177),2021,Acute Care,Voluntary non-profit - Private,181.0,41.757332,-87.58571,IL,0.0,,0.0,1.643,2065.0,0.177,1.0,5.65,13582.0,,926.0,,0.0,0.768,,0.0,0.204,6401.0,,1.0,0.0,0.006,2.0,0.0,0.054,
1181,OSF LITTLE COMPANY OF MARY MEDICAL CENTER (140179),2021,Acute Care,Voluntary non-profit - Other,258.0,41.720902,-87.691966,IL,0.651,,4.0,6.147,6660.0,0.285,14.0,49.134,60532.0,0.795,7537.0,,5.0,6.287,0.263,1.0,3.805,63743.0,,55.0,2.0,0.462,72.0,1.0,1.942,0.515
1182,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER (140180),2021,Acute Care,Voluntary non-profit - Church,450.0,41.903104,-87.683213,IL,0.291,,1.0,3.431,2708.0,0.571,21.0,36.765,76497.0,1.177,2391.0,,3.0,2.548,1.172,5.0,4.267,80776.0,,81.0,2.0,0.674,89.0,3.0,2.544,1.179
1183,SOUTH SHORE HOSPITAL (140181),2021,Acute Care,Voluntary non-profit - Private,136.0,41.749496,-87.568623,IL,1.079,,2.0,1.853,2885.0,1.035,9.0,8.699,11992.0,7.84,1700.0,,9.0,1.148,,5.0,0.621,11992.0,,,,,2.0,0.0,0.05,
1184,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER (140182),2021,Acute Care,Voluntary non-profit - Church,305.0,41.936315,-87.651554,IL,0.0,,0.0,7.269,5174.0,0.467,11.0,23.567,53347.0,0.552,4944.0,,3.0,5.439,0.306,1.0,3.268,60021.0,0.579,397.0,2.0,3.454,159.0,7.0,4.454,1.572
1185,HEARTLAND REGIONAL MEDICAL CENTER (140184),2021,Acute Care,Proprietary,95.0,37.744891,-88.988848,IL,0.747,,1.0,1.339,2449.0,1.563,5.0,3.198,6751.0,,1062.0,,1.0,0.686,,0.0,0.2,6042.0,,2.0,0.0,0.019,24.0,0.0,0.651,
1186,MEMORIAL HOSPITAL (140185),2021,Acute Care,Voluntary non-profit - Private,353.0,38.550533,-90.021168,IL,0.437,,3.0,6.865,9540.0,0.602,15.0,24.902,46205.0,1.62,5826.0,,7.0,4.32,0.466,1.0,2.145,46783.0,,66.0,0.0,0.556,95.0,1.0,2.458,0.407
1187,RIVERSIDE MEDICAL CENTER (140186),2021,Acute Care,Voluntary non-profit - Private,317.0,41.124148,-87.882651,IL,0.0,,0.0,4.466,3755.0,0.452,15.0,33.21,49769.0,0.45,4269.0,,2.0,4.442,0.887,2.0,2.255,51835.0,,91.0,0.0,0.794,85.0,2.0,2.287,0.875
1188,HSHS ST ELIZABETH'S HOSPITAL (140187),2021,Acute Care,Voluntary non-profit - Church,205.0,,,IL,0.171,,1.0,5.835,5705.0,0.203,6.0,29.542,46284.0,0.969,4451.0,,4.0,4.129,1.374,3.0,2.184,48339.0,0.0,122.0,0.0,1.007,115.0,0.0,3.072,0.0
1189,SARAH BUSH LINCOLN HEALTH CENTER (140189),2021,Acute Care,Voluntary non-profit - Private,108.0,39.488543,-88.275793,IL,1.615,,3.0,1.858,2639.0,0.812,7.0,8.625,26967.0,1.574,2836.0,,3.0,1.906,0.0,0.0,1.153,28176.0,,72.0,0.0,0.621,59.0,0.0,1.616,0.0
1190,INGALLS MEMORIAL HOSPITAL (140191),2021,Acute Care,Voluntary non-profit - Private,324.0,41.606331,-87.659484,IL,1.858,,8.0,4.305,4927.0,0.314,13.0,41.386,63819.0,0.829,10818.0,,7.0,8.448,0.0,0.0,2.322,65100.0,,50.0,0.0,0.441,85.0,5.0,2.231,2.241
1191,METHODIST HOSPITAL OF CHICAGO (140197),2021,Acute Care,Voluntary non-profit - Private,153.0,41.973262,-87.671141,IL,,,0.0,0.08,139.0,,0.0,0.312,3309.0,,51.0,,0.0,0.037,,0.0,0.064,3309.0,,,,,1.0,0.0,0.021,
1192,ELMHURST MEMORIAL HOSPITAL (140200),2021,Acute Care,Proprietary,286.0,41.861684,-87.934295,IL,0.583,,7.0,11.997,13971.0,0.149,14.0,93.815,80560.0,0.0,11722.0,,0.0,9.348,0.0,0.0,3.058,82700.0,,91.0,0.0,0.722,59.0,0.0,1.534,0.0
1193,ADVOCATE CONDELL MEDICAL CENTER (140202),2021,Acute Care,Voluntary non-profit - Private,269.0,42.274563,-87.95165,IL,1.213,,13.0,10.72,12181.0,0.456,15.0,32.878,81907.0,0.529,9631.0,,4.0,7.563,0.737,3.0,4.072,83443.0,,86.0,1.0,0.67,141.0,5.0,3.595,1.391
1194,NORWEGIAN-AMERICAN HOSPITAL (140206),2021,Acute Care,Voluntary non-profit - Private,181.0,41.900481,-87.699288,IL,0.0,,0.0,1.403,1588.0,0.0,0.0,2.384,6242.0,0.0,1401.0,,0.0,1.233,,0.0,0.242,6605.0,,,,,,,,
1195,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER (140208),2021,Acute Care,Voluntary non-profit - Church,731.0,41.720316,-87.732364,IL,0.61,,21.0,34.417,22239.0,0.609,68.0,111.743,209368.0,0.791,43709.0,,40.0,50.559,0.468,8.0,17.076,225996.0,0.0,351.0,0.0,2.912,389.0,11.0,10.971,1.003
1196,METHODIST MEDICAL CENTER OF ILLINOIS (140209),2021,Acute Care,Voluntary non-profit - Private,280.0,40.700181,-89.5946,IL,0.248,,2.0,8.056,8295.0,0.634,14.0,22.067,51087.0,0.859,10102.0,,8.0,9.308,1.104,4.0,3.622,55544.0,,39.0,1.0,0.35,94.0,0.0,2.544,0.0
1197,HARRISBURG MEDICAL CENTER (140210),2021,Acute Care,Voluntary non-profit - Other,71.0,,,IL,,,0.0,0.411,786.0,,2.0,0.627,2411.0,,205.0,,0.0,0.128,,0.0,0.062,2411.0,,3.0,0.0,0.019,1.0,0.0,0.024,
1198,DELNOR COMMUNITY HOSPITAL (140211),2021,Acute Care,Voluntary non-profit - Other,149.0,41.886345,-88.340414,IL,0.538,,1.0,1.859,1958.0,0.797,20.0,25.083,39371.0,1.106,3204.0,,3.0,2.713,0.0,0.0,1.572,42643.0,0.0,143.0,0.0,1.151,126.0,2.0,3.153,0.634
1199,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS (140213),2021,Acute Care,Voluntary non-profit - Private,299.0,41.54543,-87.986049,IL,0.835,,7.0,8.387,9656.0,0.197,12.0,60.76,87022.0,1.525,7434.0,,9.0,5.902,0.82,3.0,3.658,94577.0,0.0,254.0,0.0,2.017,226.0,5.0,5.744,0.87
1200,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN (140217),2021,Acute Care,Voluntary non-profit - Church,184.0,42.036242,-88.327934,IL,1.679,,3.0,1.787,2524.0,1.061,16.0,15.076,27185.0,0.0,1771.0,,0.0,1.213,,1.0,0.918,27185.0,,1.0,0.0,0.011,17.0,0.0,0.516,
1201,ADVOCATE LUTHERAN GENERAL HOSPITAL (140223),2021,Acute Care,Voluntary non-profit - Church,630.0,42.039748,-87.848146,IL,0.774,,14.0,18.096,12472.0,0.522,38.0,72.749,147146.0,0.85,17542.0,,16.0,18.824,0.524,6.0,11.455,165391.0,1.823,208.0,3.0,1.646,297.0,11.0,7.653,1.437
1202,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO (140224),2021,Acute Care,Voluntary non-profit - Church,322.0,41.933928,-87.636418,IL,0.298,,1.0,3.352,3112.0,0.345,10.0,28.97,43696.0,0.12,8603.0,,1.0,8.301,0.337,1.0,2.967,46859.0,,65.0,0.0,0.531,59.0,0.0,1.599,0.0
1203,SWEDISH AMERICAN HOSPITAL (140228),2021,Acute Care,Voluntary non-profit - Other,313.0,42.266943,-89.07355,IL,0.956,,10.0,10.465,10561.0,0.719,35.0,48.656,59474.0,0.356,8469.0,,3.0,8.433,0.351,1.0,2.853,62933.0,1.328,182.0,2.0,1.506,88.0,0.0,2.236,0.0
1204,EDWARD HOSPITAL (140231),2021,Acute Care,Voluntary non-profit - Private,297.0,41.761426,-88.149239,IL,0.606,,5.0,8.254,9499.0,0.61,58.0,95.112,97232.0,0.911,11321.0,,9.0,9.883,1.267,7.0,5.524,110326.0,1.38,284.0,3.0,2.174,359.0,17.0,9.208,1.846
1205,OSF SAINT ANTHONY MEDICAL CENTER (140233),2021,Acute Care,Voluntary non-profit - Church,238.0,42.265778,-89.0073,IL,1.702,,21.0,12.335,12692.0,0.935,47.0,50.254,56804.0,0.81,9662.0,,7.0,8.639,0.684,3.0,4.386,57539.0,,21.0,0.0,0.15,170.0,8.0,4.689,1.706
1206,ILLINOIS VALLEY COMMUNITY HOSPITAL (140234),2021,Acute Care,Voluntary non-profit - Private,55.0,41.328769,-89.125188,IL,,,0.0,0.464,861.0,1.655,5.0,3.021,5527.0,,63.0,,0.0,0.038,,0.0,0.123,6194.0,,,,,9.0,0.0,0.207,
1207,JAVON BEA HOSPITAL (140239),2021,Acute Care,Voluntary non-profit - Private,299.0,42.298434,-89.096782,IL,2.124,,15.0,7.063,7870.0,0.381,9.0,23.625,47441.0,1.287,5653.0,,7.0,5.438,0.0,0.0,4.312,62509.0,0.0,193.0,0.0,1.727,93.0,1.0,2.341,0.427
1208,WESTLAKE HOSPITAL (140240),2021,Acute Care,Voluntary non-profit - Other,175.0,41.891794,-87.848963,IL,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,CENTRAL DUPAGE HOSPITAL (140242),2021,Acute Care,Voluntary non-profit - Private,375.0,41.873765,-88.158095,IL,0.557,,6.0,10.776,6572.0,0.539,43.0,79.762,109773.0,1.571,8111.0,,14.0,8.913,1.148,7.0,6.096,124111.0,0.83,296.0,2.0,2.411,264.0,8.0,6.771,1.182
1210,ADVOCATE SOUTH SUBURBAN HOSPITAL (140250),2021,Acute Care,Voluntary non-profit - Church,259.0,41.566922,-87.694399,IL,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,COMMUNITY FIRST MEDICAL CENTER (140251),2021,Acute Care,Voluntary non-profit - Private,274.0,41.94585,-87.768287,IL,0.142,,1.0,7.02,5634.0,0.385,8.0,20.79,29024.0,1.66,3310.0,,6.0,3.614,2.336,4.0,1.712,29024.0,,20.0,0.0,0.184,49.0,4.0,1.348,2.967
1212,NORTHWEST COMMUNITY HOSPITAL 1 (140252),2021,Acute Care,Voluntary non-profit - Private,435.0,42.066604,-87.992951,IL,1.223,,6.0,4.907,5664.0,0.697,28.0,40.195,78287.0,2.075,4409.0,,8.0,3.855,2.208,8.0,3.623,86944.0,0.0,142.0,0.0,1.093,137.0,2.0,3.469,0.577
1213,ALEXIAN BROTHERS MEDICAL CENTER (140258),2021,Acute Care,Voluntary non-profit - Church,372.0,42.003705,-88.014996,IL,0.804,,8.0,9.947,8286.0,0.356,18.0,50.629,77832.0,0.365,10620.0,,4.0,10.968,0.201,1.0,4.968,82154.0,2.195,171.0,3.0,1.367,181.0,9.0,4.631,1.943
1214,ALEXIAN BROTHERS MEDICAL CENTER 1 (140258),2021,Acute Care,Voluntary non-profit - Church,372.0,42.003705,-88.014996,IL,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI (140275),2021,Acute Care,Government - Local,236.0,41.493068,-90.419997,IL,0.0,,0.0,1.391,1912.0,0.0,0.0,5.297,9736.0,,793.0,,2.0,0.505,,1.0,0.254,10786.0,,15.0,0.0,0.135,55.0,0.0,1.427,0.0
1216,LOYOLA UNIVERSITY MEDICAL CENTER (140276),2021,Acute Care,Voluntary non-profit - Private,518.0,41.858732,-87.83321,IL,0.753,,32.0,42.485,25517.0,0.342,77.0,225.369,131501.0,0.897,28308.0,,31.0,34.546,0.967,10.0,10.337,140349.0,0.269,328.0,1.0,3.718,234.0,0.0,6.735,0.0
1217,TRINITY ROCK ISLAND (140280),2021,Acute Care,Voluntary non-profit - Other,328.0,41.483649,-90.572799,IL,0.84,,7.0,8.335,8779.0,0.559,14.0,25.038,54433.0,0.866,5726.0,,4.0,4.617,1.059,3.0,2.833,57344.0,0.725,159.0,1.0,1.379,153.0,4.0,3.928,1.018
1218,TRINITY - ROCK ISLAND (140280),2021,Acute Care,Voluntary non-profit - Other,328.0,41.483649,-90.572799,IL,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,NORTHWESTERN MEMORIAL HOSPITAL (140281),2021,Acute Care,Voluntary non-profit - Private,896.0,41.894995,-87.621364,IL,0.707,,26.0,36.758,22776.0,0.808,174.0,215.478,265793.0,0.746,37284.0,,30.0,40.197,0.942,14.0,14.866,301254.0,0.814,418.0,3.0,3.685,575.0,14.0,16.273,0.86
1220,KISHWAUKEE COMMUNITY HOSPITAL (140286),2021,Acute Care,Voluntary non-profit - Private,97.0,41.96188,-88.72226,IL,1.265,,2.0,1.581,2283.0,0.718,10.0,13.918,25013.0,0.615,2344.0,,1.0,1.626,1.996,2.0,1.002,26290.0,,58.0,0.0,0.504,74.0,2.0,1.889,1.059
1221,ADVOCATE GOOD SAMARITAN HOSPITAL (140288),2021,Acute Care,Voluntary non-profit - Church,306.0,41.819137,-88.01022,IL,0.598,,4.0,6.685,5346.0,0.35,11.0,31.423,67335.0,0.546,5050.0,,3.0,5.495,0.399,2.0,5.016,71551.0,0.0,149.0,0.0,1.151,131.0,4.0,3.395,1.178
1222,ANDERSON HOSPITAL (140289),2021,Acute Care,Voluntary non-profit - Private,147.0,38.738127,-89.946422,IL,1.516,,5.0,3.298,4658.0,0.064,1.0,15.617,28244.0,0.657,2110.0,,1.0,1.523,0.858,1.0,1.165,31161.0,0.0,186.0,0.0,1.885,67.0,0.0,1.92,0.0
1223,ST ALEXIUS MEDICAL CENTER (140290),2021,Acute Care,Voluntary non-profit - Church,306.0,42.052409,-88.144445,IL,0.762,,5.0,6.561,5683.0,0.472,19.0,40.264,62933.0,1.283,9385.0,,13.0,10.135,0.216,1.0,4.626,79524.0,0.322,375.0,1.0,3.108,144.0,2.0,3.868,0.517
1224,ADVOCATE GOOD SHEPHERD HOSPITAL (140291),2021,Acute Care,Voluntary non-profit - Church,168.0,42.193415,-88.177959,IL,0.585,,4.0,6.835,5970.0,0.266,5.0,18.783,44466.0,0.238,4338.0,,1.0,4.209,0.464,1.0,2.157,47074.0,0.0,154.0,0.0,1.174,193.0,3.0,4.965,0.604
1225,ADVENTIST GLENOAKS (140292),2021,Acute Care,Voluntary non-profit - Other,139.0,41.915166,-88.058597,IL,0.0,,0.0,1.746,2537.0,0.259,3.0,11.584,24755.0,0.587,2412.0,,1.0,1.705,0.895,1.0,1.117,25387.0,,11.0,0.0,0.09,18.0,0.0,0.5,
1226,CROSSROADS COMMUNITY HOSPITAL (140294),2021,Acute Care,Proprietary,48.0,38.312314,-88.936788,IL,,,0.0,0.349,698.0,0.0,0.0,1.045,3093.0,,312.0,,0.0,0.188,,0.0,0.099,3093.0,,27.0,0.0,0.233,8.0,0.0,0.212,
1227,PROVIDENT HOSPITAL OF CHICAGO (140300),2021,Acute Care,Government - Local,43.0,41.802158,-87.614193,IL,,,0.0,0.134,246.0,,0.0,0.597,1786.0,,300.0,,1.0,0.174,,0.0,0.048,1786.0,,,,,,,,
1228,ADVENTIST BOLINGBROOK HOSPITAL (140304),2021,Acute Care,Voluntary non-profit - Private,136.0,41.679388,-88.083883,IL,0.979,,2.0,2.043,3002.0,0.588,7.0,11.911,22339.0,3.063,3325.0,,7.0,2.285,,1.0,0.913,24319.0,,67.0,0.0,0.529,61.0,0.0,1.723,0.0
1229,MEMORIAL HOSPITAL EAST (140307),2021,Acute Care,Voluntary non-profit - Private,94.0,38.572559,-89.90689,IL,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,NORTH CHICAGO VA MEDICAL CENTER (14034F),2021,Acute Care (VA),Government - Federal,,,,,,,1.0,0.347,569.0,,,,,,309.0,,0.0,0.268,,,,,,,,,,,,
1231,THOMAS H BOYD MEMORIAL HOSPITAL (141300),2021,Critical Access,Voluntary non-profit - Private,25.0,39.29617,-90.412303,IL,,,,,,,1.0,0.244,1107.0,,,,,,,0.0,0.023,1107.0,,,,,,,,
1232,KIRBY MEDICAL CENTER (141301),2021,Critical Access,Voluntary non-profit - Private,16.0,40.060163,-88.56377,IL,,,0.0,0.046,71.0,,0.0,0.398,1804.0,,,,,,,0.0,0.038,1804.0,,,,,,,,
1233,MIDWEST MEDICAL CENTER (141302),2021,Critical Access,Voluntary non-profit - Private,82.0,42.446622,-90.456972,IL,,,0.0,0.039,59.0,,0.0,0.524,2373.0,,,,,,,0.0,0.049,2373.0,,,,,,,,
1234,WARNER HOSPITAL AND HEALTH SERVICES (141303),2021,Critical Access,Government - Local,18.0,40.148953,-88.964616,IL,,,0.0,0.005,8.0,,0.0,0.045,207.0,,,,,,,0.0,0.005,207.0,,,,,,,,
1235,"GENESIS MEDICAL CENTER, ALEDO (141304)",2021,Critical Access,Voluntary non-profit - Private,22.0,41.20508,-90.758485,IL,,,0.0,0.116,177.0,,0.0,0.27,1219.0,,140.0,,0.0,0.038,,0.0,0.025,1219.0,,,,,,,,
1236,MEMORIAL HOSPITAL (141305),2021,Critical Access,Voluntary non-profit - Private,22.0,40.409306,-91.111319,IL,,,0.0,0.259,396.0,,0.0,0.596,2698.0,,172.0,,0.0,0.047,,0.0,0.056,2698.0,,,,,,,,
1237,COMMUNITY HOSPITAL OF STAUNTON (141306),2021,Critical Access,Voluntary non-profit - Private,25.0,39.015339,-89.78989,IL,,,0.0,0.068,103.0,,0.0,0.442,1506.0,,,,,,,0.0,0.032,1506.0,,,,,,,,
1238,PINCKNEYVILLE COMMUNITY HOSPITAL (141307),2021,Critical Access,Government - Hospital District or Authority,21.0,38.08023,-89.368631,IL,,,,,,,1.0,0.177,798.0,,,,,,,0.0,0.017,798.0,,,,,,,,
1239,WASHINGTON COUNTY HOSPITAL (141308),2021,Critical Access,Government - Hospital District or Authority,50.0,38.339118,-89.390016,IL,,,0.0,0.129,198.0,,0.0,0.244,1101.0,,,,,,,0.0,0.026,1251.0,,,,,,,,
1240,CARLA EUREKA  HOSPITAL (141309),2021,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL,,,0.0,0.209,158.0,,0.0,0.377,1704.0,,267.0,,0.0,0.073,,0.0,0.035,1704.0,,,,,1.0,0.0,0.026,
1241,OSF SAINT PAUL MEDICAL CENTER (141310),2021,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL,,,0.0,0.254,104.0,4.496,5.0,1.112,2799.0,,313.0,,0.0,0.086,,0.0,0.058,2799.0,,,,,1.0,1.0,0.016,
1242,FAIRFIELD MEMORIAL HOSPITAL 1 (141311),2021,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL,,,0.0,0.054,82.0,,2.0,0.493,1168.0,,222.0,,0.0,0.061,,0.0,0.024,1168.0,,1.0,0.0,0.008,9.0,0.0,0.254,
1243,ROCHELLE COMMUNITY HOSPITAL (141312),2021,Critical Access,Voluntary non-profit - Private,18.0,41.928573,-89.062801,IL,,,0.0,0.052,79.0,,0.0,0.253,1145.0,,18.0,,0.0,0.005,,0.0,0.023,1145.0,,,,,,,,
1244,MASON DISTRICT HOSPITAL (141313),2021,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL,,,0.0,0.195,297.0,,0.0,0.329,1488.0,,182.0,,0.0,0.05,,0.0,0.031,1488.0,,,,,,,,
1245,ILLINI COMMUNITY HOSPITAL (141315),2021,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL,,,0.0,0.133,203.0,,0.0,0.636,1644.0,,91.0,,0.0,0.025,,0.0,0.034,1644.0,,,,,,,,
1246,CARLE HOOPESTON REGIONAL HEALTH CENTER (141316),2021,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL,,,0.0,0.452,185.0,,0.0,0.577,1830.0,,453.0,,0.0,0.123,,0.0,0.037,1830.0,,,,,2.0,0.0,0.048,
1247,GIBSON COMMUNITY HOSPITAL (141317),2021,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL,,,0.0,0.331,506.0,1.233,2.0,1.622,7342.0,,376.0,,0.0,0.103,,0.0,0.158,7642.0,,7.0,0.0,0.066,6.0,0.0,0.137,
1248,OSF HOLY FAMILY MEDICAL CENTER (141318),2021,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL,,,,,,,0.0,0.461,1397.0,,,,,,,0.0,0.03,1397.0,,,,,,,,
1249,HAMMOND HENRY HOSPITAL (141319),2021,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL,,,1.0,0.296,454.0,,1.0,0.924,2682.0,,240.0,,0.0,0.065,,0.0,0.056,2682.0,,,,,36.0,0.0,0.886,
1250,PARIS COMMUNITY HOSPITAL (141320),2021,Critical Access,Voluntary non-profit - Other,25.0,39.606712,-87.678311,IL,,,0.0,0.35,536.0,0.0,0.0,1.01,3683.0,,342.0,,0.0,0.093,,0.0,0.077,3683.0,,9.0,0.0,0.082,5.0,0.0,0.114,
1251,FRANKLIN HOSPITAL (141321),2021,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL,,,0.0,0.09,137.0,,0.0,0.192,869.0,,,,,,,0.0,0.017,869.0,,,,,,,,
1252,ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),2021,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL,0.473,,1.0,2.114,865.0,1.289,3.0,2.328,5129.0,,545.0,,0.0,0.148,,0.0,0.109,5260.0,,16.0,0.0,0.133,,,,
1253,MASSAC MEMORIAL HOSPITAL (141323),2021,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL,,,,,,,1.0,0.193,876.0,,,,,,,0.0,0.019,876.0,,,,,,,,
1254,FERRELL HOSPITAL COMMUNITY FOUNDATIONS (141324),2021,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL,0.449,,1.0,2.228,912.0,,0.0,0.958,4341.0,,554.0,,0.0,0.151,,0.0,0.091,4341.0,,,,,,,,
1255,OSF SAINT LUKES MEDICAL CENTER (141325),2021,Critical Access,Voluntary non-profit - Church,25.0,41.222163,-89.947769,IL,,,0.0,0.32,183.0,,2.0,0.78,2318.0,,131.0,,0.0,0.036,,0.0,0.048,2318.0,,,,,,,,
1256,HAMILTON MEMORIAL HOSPITAL (141326),2021,Critical Access,Government - Hospital District or Authority,25.0,38.087916,-88.541234,IL,,,0.0,0.163,333.0,,2.0,0.536,2186.0,,291.0,,0.0,0.168,,0.0,0.058,3034.0,,,,,,,,
1257,WABASH GENERAL HOSPITAL 1 (141327),2021,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL,,,,,,,1.0,0.823,1999.0,,,,,,,0.0,0.042,1999.0,,,,,,,,
1258,HARDIN COUNTY GENERAL HOSPITAL & CLINIC (141328),2021,Critical Access,Voluntary non-profit - Private,25.0,,,IL,,,,,,,0.0,0.17,772.0,,,,,,,0.0,0.015,772.0,,,,,,,,
1259,MORRISON COMMUNITY HOSPITAL (141329),2021,Critical Access,Government - Hospital District or Authority,38.0,41.809131,-89.956574,IL,,,0.0,0.078,120.0,,0.0,0.582,2635.0,,193.0,,0.0,0.053,,0.0,0.055,2635.0,,,,,,,,
1260,HOPEDALE HOSPITAL (141330),2021,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL,,,0.0,0.295,298.0,,0.0,0.386,1748.0,,132.0,,0.0,0.036,,0.0,0.036,1748.0,,3.0,0.0,0.022,14.0,0.0,0.351,
1261,MARSHALL BROWNING HOSPITAL (141331),2021,Critical Access,Voluntary non-profit - Private,25.0,38.024441,-89.2368,IL,,,,,,,0.0,0.41,1856.0,,335.0,,0.0,0.091,,0.0,0.034,1631.0,,,,,,,,
1262,HILLSBORO AREA HOSPITAL (141332),2021,Critical Access,Voluntary non-profit - Private,25.0,39.153672,-89.481508,IL,,,0.0,0.119,181.0,,0.0,0.197,891.0,,185.0,,0.0,0.05,,0.0,0.018,891.0,,,,,,,,
1263,SARAH D CULBERTSON MEMORIAL HOSPITAL (141333),2021,Critical Access,Government - Hospital District or Authority,25.0,40.117944,-90.563587,IL,,,,,,,0.0,0.224,1015.0,,,,,,,0.0,0.02,1015.0,,,,,,,,
1264,ST JOSEPH MEMORIAL HOSPITAL (141334),2021,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL,,,0.0,0.299,459.0,0.0,0.0,1.358,3504.0,,661.0,,1.0,0.18,,0.0,0.074,3504.0,,,,,,,,
1265,MERCY HARVARD HOSPITAL (141335),2021,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL,,,0.0,0.185,282.0,,0.0,0.269,1222.0,,78.0,,0.0,0.021,,0.0,0.025,1222.0,,,,,16.0,0.0,0.446,
1266,ST JOSEPH'S HOSPITAL (141336),2021,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL,,,0.0,0.441,676.0,1.126,3.0,2.664,6877.0,,926.0,,0.0,0.253,,0.0,0.144,6877.0,,,,,3.0,0.0,0.07,
1267,OSF SAINT CLARE MEDICAL CENTER (141337),2021,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL,0.0,,0.0,1.024,419.0,,0.0,0.428,1934.0,,135.0,,0.0,0.037,,0.0,0.04,1934.0,,,,,17.0,0.0,0.383,
