,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
1134,DECATUR COUNTY MEMORIAL HOSPITAL (151332),2016,Critical Access,Government - Local,25.0,39.344116,-85.479404,IN,43.2,,2.1,4.2,1.7,50.9
1135,PUTNAM COUNTY HOSPITAL (151333),2016,Critical Access,Government - Local,25.0,39.622205,-86.845996,IN,11.7,,5.4,,1.7,4.4
1136,ST VINCENT DUNN HOSPITAL INC (151335),2016,Critical Access,Voluntary non-profit - Private,25.0,38.853488,-86.493194,IN,1.4,,9.7,,,0.0
1137,CENTRAL IOWA HEALTHCARE (160001),2016,Acute Care,Voluntary non-profit - Private,60.0,42.04805,-92.905914,IA,1.4,,11.0,,,2.2
1138,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME (160005),2016,Acute Care,Voluntary non-profit - Church,147.0,42.056982,-94.867981,IA,4.5,,6.5,,1.1,0.5
1139,KEOKUK AREA HOSPITAL (160008),2016,Acute Care,Voluntary non-profit - Private,50.0,40.406952,-91.388116,IA,8.3,,3.2,,,0.0
1140,TRINITY MUSCATINE (160013),2016,Acute Care,Voluntary non-profit - Private,39.0,41.434173,-91.052727,IA,2.8,,9.4,,,0.0
1141,TRINITY REGIONAL MEDICAL CENTER (160016),2016,Acute Care,Voluntary non-profit - Private,70.0,42.490278,-94.191337,IA,0.6,33.9,,,,0.4
1142,IOWA LUTHERAN HOSPITAL (160024),2016,Acute Care,Voluntary non-profit - Private,191.0,41.600393,-93.610756,IA,3.8,40.0,6.4,,,0.5
1143,CHI HEALTH MERCY COUNCIL BLUFFS (160028),2016,Acute Care,Voluntary non-profit - Private,168.0,41.269636,-95.838201,IA,2.2,40.3,5.5,4.4,,0.4
1144,MERCY HOSPITAL (160029),2016,Acute Care,Voluntary non-profit - Church,220.0,41.663541,-91.528653,IA,3.0,34.9,6.5,9.0,,0.2
1145,MARY GREELEY MEDICAL CENTER (160030),2016,Acute Care,Government - Local,207.0,42.032391,-93.610624,IA,1.6,,13.9,7.5,2.3,1.3
1146,SKIFF MEDICAL CENTER (160032),2016,Acute Care,Government - Local,48.0,41.702413,-93.051177,IA,3.5,32.1,9.9,6.5,,4.7
1147,GENESIS MEDICAL CENTER-DAVENPORT (160033),2016,Acute Care,Voluntary non-profit - Other,324.0,41.542837,-90.556958,IA,0.9,30.6,9.8,3.9,2.0,0.8
1148,SARTORI MEMORIAL HOSPITAL (160040),2016,Acute Care,Voluntary non-profit - Church,50.0,42.533922,-92.455969,IA,2.2,,5.7,,,1.0
1149,ST LUKES HOSPITAL (160045),2016,Acute Care,Voluntary non-profit - Private,342.0,41.985632,-91.659013,IA,4.7,36.6,6.3,,1.3,2.7
1150,METHODIST JENNIE EDMUNDSON (160047),2016,Acute Care,Voluntary non-profit - Private,112.0,41.268309,-95.836128,IA,8.4,38.3,8.0,3.6,1.2,3.0
1151,GREAT RIVER MEDICAL CENTER (160057),2016,Acute Care,Voluntary non-profit - Private,320.0,40.807369,-91.170278,IA,17.3,31.5,8.6,4.7,2.9,1.5
1152,UNIVERSITY OF IOWA HOSPITAL & CLINICS (160058),2016,Acute Care,Government - State,741.0,41.661203,-91.550759,IA,1.8,27.3,6.7,3.7,0.8,0.0
1153,MERCY MEDICAL CENTER-NORTH IOWA (160064),2016,Acute Care,Voluntary non-profit - Church,218.0,43.148377,-93.216102,IA,6.3,,7.2,4.2,2.2,2.6
1154,COVENANT MEDICAL CENTER (160067),2016,Acute Care,Voluntary non-profit - Private,214.0,42.463867,-92.345787,IA,1.5,34.3,5.5,4.6,2.1,0.5
1155,MERCY MEDICAL CENTER-DUBUQUE (160069),2016,Acute Care,Voluntary non-profit - Church,197.0,42.493145,-90.67435,IA,1.4,,,,,0.0
1156,MERCY MEDICAL CENTER - CEDAR RAPIDS (160079),2016,Acute Care,Voluntary non-profit - Church,302.0,41.978904,-91.654798,IA,5.5,38.7,6.9,4.9,1.1,2.5
1157,MERCY MEDICAL CENTER-CLINTON (160080),2016,Acute Care,Voluntary non-profit - Private,192.0,41.860543,-90.188155,IA,0.7,,8.5,3.8,,1.9
1158,IOWA METHODIST MEDICAL CENTER (160082),2016,Acute Care,Voluntary non-profit - Private,505.0,41.590777,-93.633131,IA,6.1,41.5,,,2.9,2.4
1159,MERCY MEDICAL CENTER-DES MOINES (160083),2016,Acute Care,Voluntary non-profit - Private,592.0,41.599577,-93.625702,IA,2.1,31.2,6.1,3.9,2.6,2.8
1160,OTTUMWA REGIONAL HEALTH CENTER (160089),2016,Acute Care,Proprietary,115.0,,,IA,32.0,36.7,1.4,,1.5,0.6
1161,BROADLAWNS MEDICAL CENTER (160101),2016,Acute Care,Government - Local,111.0,41.615097,-93.641155,IA,11.1,,13.6,1.9,,0.0
1162,TRINITY BETTENDORF (160104),2016,Acute Care,Voluntary non-profit - Private,79.0,41.566105,-90.51736,IA,2.9,,9.6,,,0.0
1163,ALLEN HOSPITAL (160110),2016,Acute Care,Voluntary non-profit - Private,200.0,42.525753,-92.337758,IA,5.4,30.7,16.7,5.1,3.0,0.1
1164,SPENCER MUNICIPAL HOSPITAL (160112),2016,Acute Care,Government - Local,70.0,43.150009,-95.143842,IA,12.3,,8.0,,,6.7
1165,FINLEY HOSPITAL (160117),2016,Acute Care,Voluntary non-profit - Private,108.0,42.495413,-90.687573,IA,3.3,46.2,17.8,1.8,1.5,2.7
1166,FORT MADISON COMMUNITY HOSPITAL (160122),2016,Acute Care,Voluntary non-profit - Private,50.0,40.624167,-91.382067,IA,31.2,40.7,16.7,8.7,1.1,0.5
1167,LAKES REGIONAL HEALTHCARE (160124),2016,Acute Care,Voluntary non-profit - Other,44.0,43.418396,-95.126312,IA,28.3,,13.3,,0.0,26.1
1168,ST LUKES REGIONAL MEDICAL CENTER (160146),2016,Acute Care,Voluntary non-profit - Private,183.0,42.5186,-96.406029,IA,0.3,,4.3,3.0,,0.0
1169,GRINNELL REGIONAL MEDICAL CENTER (160147),2016,Acute Care,Voluntary non-profit - Private,45.0,41.743278,-92.734728,IA,11.6,,12.3,2.4,0.0,4.7
1170,MERCY MEDICAL CENTER-SIOUX CITY (160153),2016,Acute Care,Voluntary non-profit - Private,205.0,42.495329,-96.400061,IA,17.8,,4.1,2.6,,0.0
1171,BAUM HARMON MERCY HOSPITAL (161300),2016,Critical Access,Voluntary non-profit - Church,14.0,43.088597,-95.622796,IA,,,1.9,,,
1172,IOWA SPECIALTY HOSPITAL - BELMOND (161301),2016,Critical Access,Government - Local,22.0,42.844988,-93.612855,IA,20.3,,13.1,,,43.2
1173,IOWA SPECIALTY HOSPITAL-CLARION (161302),2016,Critical Access,Government - Local,25.0,42.721625,-93.732628,IA,26.3,37.2,12.5,,,50.0
1174,GRUNDY COUNTY MEMORIAL HOSPITAL (161303),2016,Critical Access,Voluntary non-profit - Other,62.0,42.358753,-92.762205,IA,12.5,,7.1,,,
1175,CHI HEALTH  - MERCY CORNING (161304),2016,Critical Access,Voluntary non-profit - Private,22.0,40.988375,-94.747914,IA,12.1,,10.3,,,17.2
1176,JONES REGIONAL MEDICAL CENTER (161306),2016,Critical Access,Voluntary non-profit - Private,20.0,42.102231,-91.261919,IA,5.9,,8.0,,,7.8
1177,HANCOCK COUNTY HEALTH SYSTEM (161307),2016,Critical Access,Voluntary non-profit - Other,25.0,43.097818,-93.806993,IA,2.1,,5.1,4.4,,0.0
1178,ADAIR COUNTY MEMORIAL HOSPITAL (161310),2016,Critical Access,Government - Local,25.0,41.303103,-94.451927,IA,45.2,,5.5,,,
1179,HAWARDEN REGIONAL HEALTHCARE (161311),2016,Critical Access,Government - Local,25.0,42.998008,-96.479427,IA,,,7.2,,0.0,
1180,GENESIS MEDICAL CENTER-DEWITT (161313),2016,Critical Access,Voluntary non-profit - Private,77.0,41.82594,-90.546257,IA,3.1,,10.3,,0.7,
1181,GUTHRIE COUNTY HOSPITAL (161314),2016,Critical Access,Government - Local,25.0,41.683666,-94.494399,IA,1.4,,10.3,,,
1182,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS (161316),2016,Critical Access,Voluntary non-profit - Private,25.0,42.96768,-91.809477,IA,3.1,,,,,1.0
1183,MARENGO MEMORIAL HOSPITAL (161317),2016,Critical Access,Voluntary non-profit - Other,25.0,41.801752,-92.072799,IA,,,,,6.9,
1184,CENTRAL COMMUNITY HOSPITAL (161319),2016,Critical Access,Voluntary non-profit - Private,16.0,42.859771,-91.414536,IA,,,11.5,,0.0,
1185,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER (161320),2016,Critical Access,Voluntary non-profit - Private,18.0,42.847422,-92.109691,IA,7.6,,5.0,,,
1186,SANFORD ROCK RAPIDS MEDICAL CENTER (161321),2016,Critical Access,Voluntary non-profit - Private,13.0,,,IA,,,8.9,,0.0,
1187,DALLAS COUNTY HOSPITAL (161322),2016,Critical Access,Voluntary non-profit - Other,25.0,41.833959,-94.094469,IA,1.2,,5.9,,,
1188,GEORGE C GRAPE COMMUNITY HOSPITAL (161324),2016,Critical Access,Voluntary non-profit - Private,25.0,40.620554,-95.649475,IA,6.7,,11.2,,0.0,
1189,GREENE COUNTY MEDICAL CENTER (161325),2016,Critical Access,Government - Local,25.0,42.015217,-94.38906,IA,2.8,,8.4,,,
1190,DAVIS COUNTY HOSPITAL (161327),2016,Critical Access,Government - Local,36.0,40.759223,-92.414987,IA,7.0,,6.8,,,
1191,JACKSON COUNTY REGIONAL HEALTH CENTER (161329),2016,Critical Access,Government - Local,25.0,42.073715,-90.673132,IA,7.0,,9.9,,,2.0
1192,AUDUBON COUNTY MEMORIAL HOSPITAL (161330),2016,Critical Access,Government - Local,23.0,41.715423,-94.937044,IA,5.1,,4.7,,,
1193,MERCY MEDICAL CENTER-NEW HAMPTON (161331),2016,Critical Access,Voluntary non-profit - Church,14.0,43.062677,-92.320425,IA,10.6,,6.3,,,0.0
1194,MANNING REGIONAL HEALTHCARE CENTER (161332),2016,Critical Access,Voluntary non-profit - Private,57.0,41.90665,-95.075013,IA,,,2.2,,0.0,
1195,HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),2016,Critical Access,Voluntary non-profit - Other,45.0,42.731835,-94.230216,IA,3.0,,10.4,,0.0,0.0
1196,BUCHANAN COUNTY HEALTH CENTER (161335),2016,Critical Access,Voluntary non-profit - Other,69.0,42.468787,-91.875015,IA,4.9,,5.0,,,1.0
1197,HEGG MEMORIAL HEALTH CENTER (161336),2016,Critical Access,Voluntary non-profit - Private,85.0,43.201693,-96.285086,IA,,,13.0,,0.0,
1198,VAN BUREN COUNTY HOSPITAL (161337),2016,Critical Access,Government - Local,25.0,40.735862,-91.959043,IA,,,0.0,,0.0,
1199,MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN (161338),2016,Critical Access,Voluntary non-profit - Church,63.0,42.675419,-91.902613,IA,4.2,,6.8,,,0.0
1200,WAVERLY HEALTH CENTER (161339),2016,Critical Access,Government - Local,21.0,42.723668,-92.481802,IA,2.2,,7.6,4.8,1.6,1.1
1201,LUCAS COUNTY HEALTH CENTER (161341),2016,Critical Access,Voluntary non-profit - Other,25.0,41.027693,-93.303421,IA,9.6,,3.8,,,
1202,MONROE COUNTY HOSPITAL (161342),2016,Critical Access,Voluntary non-profit - Other,25.0,41.044838,-92.796475,IA,78.7,,0.6,,0.0,
1203,REGIONAL MEDICAL CENTER (161343),2016,Critical Access,Proprietary,26.0,42.483903,-91.466644,IA,5.1,,8.3,,,3.8
1204,WASHINGTON COUNTY HOSPITAL AND CLINICS (161344),2016,Critical Access,Voluntary non-profit - Other,64.0,41.288507,-91.687341,IA,8.9,,6.8,,,1.0
1205,OSCEOLA COMMUNITY HOSPITAL (161345),2016,Critical Access,Voluntary non-profit - Private,25.0,43.41008,-95.741727,IA,7.7,,6.8,,0.0,
1206,SIOUX CENTER HEALTH (161346),2016,Critical Access,Voluntary non-profit - Private,90.0,43.069685,-96.159287,IA,9.4,,15.5,,,
1207,FLOYD COUNTY MEDICAL CENTER (161347),2016,Critical Access,Voluntary non-profit - Other,25.0,43.052667,-92.682505,IA,2.1,,7.6,,,0.0
1208,STEWART MEMORIAL COMMUNITY HOSPITAL (161350),2016,Critical Access,Voluntary non-profit - Private,25.0,42.266888,-94.748857,IA,10.3,,6.8,,0.0,0.0
1209,AVERA HOLY FAMILY HOSPITAL (161351),2016,Critical Access,Voluntary non-profit - Church,22.0,43.410596,-94.833956,IA,11.2,,8.1,,,0.0
1210,CLARINDA REGIONAL HEALTH CENTER (161352),2016,Critical Access,Government - Local,25.0,40.723116,-95.041406,IA,9.7,,8.9,,,11.4
1211,KOSSUTH REGIONAL HEALTH CENTER (161353),2016,Critical Access,Government - Local,25.0,43.056822,-94.227124,IA,7.5,,6.1,6.3,0.0,2.7
1212,HORN MEMORIAL HOSPITAL (161354),2016,Critical Access,Voluntary non-profit - Private,25.0,42.339303,-95.45891,IA,2.9,,3.1,,,0.0
1213,KNOXVILLE HOSPITAL & CLINICS (161355),2016,Critical Access,Voluntary non-profit - Private,25.0,41.310986,-93.109511,IA,4.9,,4.2,3.0,,6.2
1214,HENRY COUNTY HEALTH CENTER (161356),2016,Critical Access,Government - Local,74.0,40.963116,-91.558018,IA,28.8,,5.1,,0.8,2.1
1215,WAYNE COUNTY HOSPITAL (161358),2016,Critical Access,Government - Local,25.0,40.754492,-93.31232,IA,9.8,,9.5,,,
1216,BURGESS HEALTH CENTER (161359),2016,Critical Access,Voluntary non-profit - Private,25.0,42.025739,-96.105586,IA,10.5,,7.3,,0.5,1.8
1217,ORANGE CITY AREA HEALTH SYSTEM (161360),2016,Critical Access,Voluntary non-profit - Other,36.0,42.994878,-96.045734,IA,14.8,,8.6,,,
1218,VAN DIEST MEDICAL CENTER (161361),2016,Critical Access,Government - Local,25.0,42.452963,-93.813485,IA,7.1,,,,,1.6
1219,JEFFERSON COUNTY HEALTH CENTER (161364),2016,Critical Access,Government - Local,25.0,40.985635,-91.963118,IA,4.8,,9.1,,1.2,0.0
1220,GREATER REGIONAL MEDICAL CENTER (161365),2016,Critical Access,Government - Local,25.0,41.071214,-94.383744,IA,6.3,,6.9,0.0,,6.4
1221,SHENANDOAH MEDICAL CENTER (161366),2016,Critical Access,Voluntary non-profit - Private,25.0,40.753639,-95.369106,IA,7.9,,11.9,,,3.2
1222,PELLA REGIONAL HEALTH CENTER (161367),2016,Critical Access,Voluntary non-profit - Other,50.0,41.412337,-92.911667,IA,26.5,,5.2,3.9,,0.0
1223,CRAWFORD COUNTY MEMORIAL HOSPITAL (161369),2016,Critical Access,Voluntary non-profit - Other,25.0,42.023257,-95.377086,IA,6.0,,8.8,,,5.6
1224,LORING HOSPITAL (161370),2016,Critical Access,Voluntary non-profit - Private,25.0,42.418706,-94.977991,IA,1.1,,8.1,,0.0,0.0
1225,WINNESHIEK MEDICAL CENTER (161371),2016,Critical Access,Government - Local,25.0,43.294634,-91.771187,IA,12.7,,1.9,,,1.2
1226,BOONE COUNTY HOSPITAL (161372),2016,Critical Access,Government - Local,29.0,42.055583,-93.877037,IA,60.6,,6.7,8.7,,4.7
1227,RINGGOLD COUNTY HOSPITAL (161373),2016,Critical Access,Government - Local,16.0,40.71833,-94.223613,IA,2.9,,5.1,,,
1228,MYRTUE MEDICAL CENTER (161374),2016,Critical Access,Voluntary non-profit - Other,25.0,41.647473,-95.326202,IA,9.2,,8.6,,,7.9
1229,BUENA VISTA REGIONAL MEDICAL CENTER (161375),2016,Critical Access,Government - Local,35.0,42.644356,-95.222008,IA,25.3,,1.6,,,23.9
1230,CASS COUNTY MEMORIAL HOSPITAL (161376),2016,Critical Access,Government - Local,29.0,41.401712,-94.992608,IA,39.8,,10.0,,0.9,12.0
1231,MAHASKA  HEALTH PARTNERSHIP (161379),2016,Critical Access,Voluntary non-profit - Other,30.0,41.298562,-92.630131,IA,69.4,,0.6,,0.4,1.3
1232,SANFORD SHELDON MEDICAL CENTER (161381),2016,Critical Access,Voluntary non-profit - Private,89.0,43.186387,-95.847268,IA,11.0,,7.1,,0.6,1.4
1233,VIA CHRISTI HOSPITAL PITTSBURG INC (170006),2016,Acute Care,Voluntary non-profit - Private,92.0,37.38153,-94.68385,KS,40.9,40.7,7.5,6.3,7.7,21.9
1234,SAINT JOHN HOSPITAL (170009),2016,Acute Care,Voluntary non-profit - Other,63.0,39.283683,-94.903472,KS,6.9,,7.2,,,1.7
1235,SALINA REGIONAL HEALTH CENTER (170012),2016,Acute Care,Voluntary non-profit - Private,205.0,38.833271,-97.610525,KS,10.5,40.9,7.9,5.6,2.7,0.2
1236,HAYS MEDICAL CENTER (170013),2016,Acute Care,Voluntary non-profit - Other,143.0,38.879604,-99.299273,KS,19.2,35.8,10.6,3.5,,0.4
1237,RANSOM MEMORIAL HOSPITAL (170014),2016,Acute Care,Government - Local,46.0,38.597285,-95.268759,KS,2.2,,7.6,3.8,8.4,0.0
1238,ST FRANCIS HEALTH CENTER INC (170016),2016,Acute Care,Voluntary non-profit - Church,269.0,39.056107,-95.696692,KS,8.1,46.9,4.5,6.5,1.6,0.1
1239,SUSAN B ALLEN MEMORIAL HOSPITAL (170017),2016,Acute Care,Voluntary non-profit - Private,46.0,37.817438,-96.858795,KS,1.0,44.4,17.2,2.0,,0.6
1240,HUTCHINSON REGIONAL MEDICAL CENTER INC (170020),2016,Acute Care,Proprietary,173.0,38.079485,-97.892275,KS,1.2,,,6.2,3.8,0.0
1241,ST CATHERINE HOSPITAL (170023),2016,Acute Care,Voluntary non-profit - Private,98.0,37.968871,-100.868615,KS,11.1,,2.2,4.1,0.5,0.3
1242,PRATT REGIONAL MEDICAL CENTER (170027),2016,Acute Care,Voluntary non-profit - Private,83.0,37.645365,-98.729367,KS,62.8,42.9,8.7,3.0,,0.0
1243,SUMNER REGIONAL MEDICAL CENTER (170039),2016,Acute Care,Government - Local,61.0,37.277815,-97.394251,KS,75.4,,4.2,,,
1244,UNIVERSITY OF KANSAS HOSPITAL (170040),2016,Acute Care,Government - Hospital District or Authority,770.0,39.055395,-94.608229,KS,6.6,42.9,9.5,5.9,1.9,0.1
1245,OLATHE MEDICAL CENTER (170049),2016,Acute Care,Voluntary non-profit - Private,246.0,38.854524,-94.823673,KS,1.9,42.7,8.4,3.1,6.0,0.3
1246,MERCY HOSPITAL-FORT SCOTT (170058),2016,Acute Care,Voluntary non-profit - Church,51.0,,,KS,11.4,45.7,10.4,3.2,,12.2
1247,SOUTHWEST MEDICAL CENTER (170068),2016,Acute Care,Government - Local,84.0,37.054216,-100.926569,KS,15.9,48.6,3.9,3.6,,11.5
1248,GEARY COMMUNITY HOSPITAL (170074),2016,Acute Care,Government - Local,55.0,39.013979,-96.849798,KS,4.5,47.5,3.4,5.3,4.3,0.5
1249,STORMONT VAIL HOSPITAL (170086),2016,Acute Care,Voluntary non-profit - Private,422.0,39.051129,-95.695627,KS,5.2,38.3,,4.4,2.8,1.1
1250,COFFEY COUNTY HOSPITAL (170094),2016,Acute Care,Government - Local,102.0,,,KS,21.7,,3.4,,0.6,1.1
1251,NEWTON MEDICAL CENTER (170103),2016,Acute Care,Voluntary non-profit - Private,100.0,38.023034,-97.33654,KS,3.7,45.2,5.6,1.4,1.8,0.0
1252,SHAWNEE MISSION MEDICAL CENTER (170104),2016,Acute Care,Voluntary non-profit - Church,370.0,38.995137,-94.69204,KS,10.5,35.3,8.0,4.3,2.1,3.2
1253,MCPHERSON HOSPITAL INC (170105),2016,Acute Care,Voluntary non-profit - Private,37.0,38.379006,-97.672485,KS,54.8,,8.1,,,5.9
1254,MIAMI COUNTY MEDICAL CENTER (170109),2016,Acute Care,Government - Hospital District or Authority,18.0,38.568591,-94.850849,KS,1.6,,9.2,4.0,,0.0
1255,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL (170110),2016,Acute Care,Government - Local,24.0,37.583992,-101.358013,KS,2.4,,4.2,,,3.4
1256,LABETTE HEALTH (170120),2016,Acute Care,Government - Local,56.0,37.322012,-95.266593,KS,76.1,36.3,5.3,4.5,1.1,0.3
1257,"VIA CHRISTI HOSPITALS WICHITA, INC (170122)",2016,Acute Care,Voluntary non-profit - Church,690.0,37.700627,-97.331694,KS,36.2,,22.6,2.4,2.5,6.9
1258,WESLEY MEDICAL CENTER (170123),2016,Acute Care,Proprietary,572.0,37.695489,-97.299058,KS,4.6,40.8,4.0,6.5,2.5,1.2
1259,SAINT LUKE'S CUSHING HOSPITAL (170133),2016,Acute Care,Voluntary non-profit - Private,29.0,39.307773,-94.918355,KS,2.5,,8.1,4.0,,1.6
1260,LAWRENCE MEMORIAL HOSPITAL (170137),2016,Acute Care,Government - Local,143.0,38.97815,-95.247649,KS,1.4,40.5,5.5,6.6,3.4,0.0
1261,"VIA CHRISTI HOSPITAL MANHATTAN, INC (170142)",2016,Acute Care,Voluntary non-profit - Church,100.0,39.203114,-96.598186,KS,2.8,,9.1,6.7,0.7,0.0
1262,COFFEYVILLE REGIONAL MEDICAL CENTER (170145),2016,Acute Care,Government - Local,69.0,37.040399,-95.638346,KS,15.5,49.5,5.3,6.8,,3.3
1263,PROVIDENCE MEDICAL CENTER (170146),2016,Acute Care,Voluntary non-profit - Church,184.0,39.128582,-94.786329,KS,5.4,46.7,11.9,3.3,13.0,0.0
1264,SOUTH CENTRAL KS  MED CENTER (170150),2016,Acute Care,Government - Local,40.0,37.134534,-97.036568,KS,32.5,,5.0,,,3.9
1265,MORTON COUNTY HOSPITAL (170166),2016,Acute Care,Government - Local,31.0,,,KS,,,,,0.0,
1266,WESTERN PLAINS MEDICAL COMPLEX (170175),2016,Acute Care,Proprietary,67.0,37.785487,-100.014975,KS,1.2,,9.3,,,0.9
1267,OVERLAND PARK REG MED CTR (170176),2016,Acute Care,Proprietary,270.0,38.937613,-94.723726,KS,4.4,37.2,8.8,5.3,4.5,0.0
1268,MENORAH MEDICAL CENTER (170182),2016,Acute Care,Voluntary non-profit - Other,255.0,38.912835,-94.651473,KS,13.4,38.3,10.8,4.3,,1.0
1269,KANSAS SURGERY & RECOVERY CENTER (170183),2016,Acute Care,Proprietary,27.0,37.732911,-97.226256,KS,,42.5,,,,
1270,SAINT LUKE'S SOUTH HOSPITAL (170185),2016,Acute Care,Voluntary non-profit - Other,121.0,38.905583,-94.667847,KS,3.7,36.4,7.0,4.9,,0.3
1271,KANSAS HEART HOSPITAL (170186),2016,Acute Care,Proprietary,46.0,37.749305,-97.226366,KS,,,,6.9,,
1272,KANSAS CITY ORTHOPAEDIC INSTITUTE (170188),2016,Acute Care,Physician,11.0,38.927549,-94.628235,KS,,34.3,,,,
1273,GREAT BEND REGIONAL HOSPITAL (170191),2016,Acute Care,Proprietary,32.0,38.3562,-98.791619,KS,16.0,40.7,3.2,6.7,,12.2
1274,DOCTORS HOSPITAL LLC (170194),2016,Acute Care,Proprietary,9.0,38.927412,-94.6435,KS,,20.7,,,,
1275,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC (170196)",2016,Acute Care,Physician,36.0,37.743966,-97.226326,KS,,,,,0.0,
1276,KANSAS MEDICAL CENTER LLC (170197),2016,Acute Care,Proprietary,56.0,37.72324,-97.14648,KS,17.1,,,3.5,0.5,7.1
1277,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC (170200)",2016,Acute Care,Voluntary non-profit - Church,60.0,37.725045,-97.513786,KS,36.2,,,1.5,5.4,13.4
1278,MERCY HOSPITAL COLUMBUS (171308),2016,Critical Access,Voluntary non-profit - Church,17.0,37.172064,-94.843805,KS,,,6.0,,,
1279,ROOKS COUNTY HEALTH CENTER (171311),2016,Critical Access,Government - Hospital District or Authority,18.0,39.247967,-99.298203,KS,3.7,,8.3,,,3.1
1280,ANDERSON COUNTY HOSPITAL (171316),2016,Critical Access,Voluntary non-profit - Private,43.0,38.28012,-95.2493,KS,31.1,,2.1,2.1,,2.6
1281,EDWARDS COUNTY HOSPITAL (171317),2016,Critical Access,Government - Local,19.0,37.920715,-99.419431,KS,,,3.1,,,
1282,HOLTON COMMUNITY HOSPITAL (171319),2016,Critical Access,Voluntary non-profit - Private,12.0,39.479464,-95.750908,KS,11.0,,6.5,6.3,,
1283,MEADE DISTRICT HOSPITAL (171321),2016,Critical Access,Government - Hospital District or Authority,56.0,37.28549,-100.334267,KS,3.6,,,,,
1284,GRAHAM COUNTY HOSPITAL (171325),2016,Critical Access,Government - Local,19.0,39.371776,-99.845075,KS,20.3,,19.2,,,
1285,ELLSWORTH COUNTY MEDICAL CENTER (171327),2016,Critical Access,Government - Local,19.0,38.741969,-98.218892,KS,5.1,,10.2,,5.6,0.0
1286,CLARA BARTON HOSPITAL (171333),2016,Critical Access,Voluntary non-profit - Private,18.0,38.521549,-98.77941,KS,17.9,,5.1,2.0,,16.2
1287,WAMEGO HEALTH CENTER (171337),2016,Critical Access,Voluntary non-profit - Other,21.0,39.205511,-96.318193,KS,3.0,,8.4,,,1.1
1288,SABETHA COMMUNITY HOSPITAL (171338),2016,Critical Access,Voluntary non-profit - Private,17.0,,,KS,2.3,,10.1,,0.0,0.0
1289,NORTON COUNTY HOSPITAL (171348),2016,Critical Access,Government - Local,25.0,39.838529,-99.888742,KS,25.0,,2.9,,0.0,21.8
1290,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS (171354)",2016,Critical Access,Voluntary non-profit - Private,25.0,39.495155,-96.170861,KS,5.2,,12.1,,,0.0
1291,CLAY COUNTY MEDICAL CENTER (171371),2016,Critical Access,Government - Local,19.0,39.391681,-97.124196,KS,16.8,,7.3,0.0,0.9,0.0
1292,ALLEN COUNTY REGIONAL HOSPITAL (171373),2016,Critical Access,Proprietary,25.0,37.950342,-95.390674,KS,16.4,,2.0,,5.1,7.9
1293,FREDONIA REGIONAL HOSPITAL (171374),2016,Critical Access,Government - Local,31.0,37.533641,-95.814816,KS,78.8,,12.9,1.8,,8.8
1294,GIRARD MEDICAL CENTER (171376),2016,Critical Access,Government - Hospital District or Authority,32.0,37.513852,-94.858541,KS,2.2,,3.7,,,0.0
1295,SMITH COUNTY MEMORIAL HOSPITAL (171377),2016,Critical Access,Government - Local,34.0,39.785249,-98.772768,KS,16.0,,10.6,4.3,,12.2
1296,KINGMAN COMMUNITY HOSPITAL (171378),2016,Critical Access,Voluntary non-profit - Private,25.0,37.646734,-98.123552,KS,9.9,,6.8,,8.2,3.7
1297,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER (171380),2016,Critical Access,Government - Local,22.0,37.67518,-95.470896,KS,5.6,50.9,3.5,5.0,1.1,3.2
1298,WILLIAM NEWTON HOSPITAL (171383),2016,Critical Access,Government - Local,22.0,37.244649,-96.98247,KS,73.7,,10.1,0.0,,5.2
1299,NEWMAN REGIONAL HEALTH (171384),2016,Critical Access,Government - Local,30.0,38.412305,-96.195024,KS,5.9,43.8,6.5,7.1,,0.0
1300,ST ELIZABETH FT THOMAS (180001),2016,Acute Care,Voluntary non-profit - Private,160.0,39.078281,-84.464654,KY,2.7,,6.7,5.6,,0.0
1301,WHITESBURG ARH HOSPITAL (180002),2016,Acute Care,Voluntary non-profit - Other,87.0,37.11182,-82.813612,KY,13.1,37.7,12.5,4.1,,10.0
1302,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL (180004),2016,Acute Care,Voluntary non-profit - Private,97.0,37.196925,-87.189639,KY,11.9,42.4,2.3,,,6.0
