,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
996,ADVOCATE EUREKA  HOSPITAL (141309),2017,Critical Access,Voluntary non-profit - Private,24.0,40.721405,-89.271661,IL,16.1,,7.3,,0.0,
997,OSF SAINT PAUL MEDICAL CENTER (141310),2017,Critical Access,Voluntary non-profit - Private,25.0,41.555187,-89.105497,IL,4.3,,12.5,1.3,0.4,0.7
998,FAIRFIELD MEMORIAL HOSPITAL 1 (141311),2017,Critical Access,Voluntary non-profit - Private,64.0,38.381637,-88.374422,IL,4.1,,7.7,0.9,,0.3
999,MASON DISTRICT HOSPITAL (141313),2017,Critical Access,Government - Hospital District or Authority,25.0,40.305713,-90.056111,IL,10.5,,6.3,,,8.3
1000,ILLINI COMMUNITY HOSPITAL (141315),2017,Critical Access,Voluntary non-profit - Private,31.0,39.606793,-90.815055,IL,5.3,,3.6,,,0.0
1001,HOOPESTON COMMUNITY MEMORIAL HOSPITAL (141316),2017,Critical Access,Voluntary non-profit - Private,39.0,40.459188,-87.660086,IL,3.8,,6.1,,,0.0
1002,GIBSON COMMUNITY HOSPITAL (141317),2017,Critical Access,Voluntary non-profit - Private,67.0,40.478072,-88.370716,IL,9.7,48.5,8.0,4.1,1.1,5.3
1003,OSF HOLY FAMILY MEDICAL CENTER (141318),2017,Critical Access,Voluntary non-profit - Private,22.0,40.921291,-90.658986,IL,4.1,,8.0,,0.5,4.6
1004,HAMMOND HENRY HOSPITAL (141319),2017,Critical Access,Government - Hospital District or Authority,64.0,41.460674,-90.158405,IL,3.2,,8.5,5.9,0.7,1.5
1005,PARIS COMMUNITY HOSPITAL (141320),2017,Critical Access,Voluntary non-profit - Other,25.0,39.606712,-87.678311,IL,0.9,,8.4,,0.9,2.1
1006,FRANKLIN HOSPITAL (141321),2017,Critical Access,Government - Hospital District or Authority,24.0,38.009137,-88.917142,IL,15.4,,7.6,,,5.6
1007,ABRAHAM LINCOLN MEMORIAL HOSPITAL (141322),2017,Critical Access,Voluntary non-profit - Private,25.0,40.152373,-89.388698,IL,8.0,,5.5,,1.4,0.0
1008,MASSAC MEMORIAL HOSPITAL (141323),2017,Critical Access,Government - Hospital District or Authority,25.0,37.166836,-88.739578,IL,6.2,,8.9,3.2,,2.2
1009,FERRELL HOSPITAL COMMUNITY FOUNDATIONS (141324),2017,Critical Access,Voluntary non-profit - Private,25.0,37.815332,-88.441451,IL,12.1,,5.7,,,25.0
1010,WABASH GENERAL HOSPITAL 1 (141327),2017,Critical Access,Government - Hospital District or Authority,25.0,38.421625,-87.768772,IL,17.3,,6.2,,,18.4
1011,HARDIN COUNTY GENERAL HOSPITAL (141328),2017,Critical Access,Voluntary non-profit - Private,25.0,,,IL,13.9,,4.3,,,21.4
1012,HOPEDALE HOSPITAL (141330),2017,Critical Access,Voluntary non-profit - Private,164.0,40.418383,-89.417729,IL,2.2,,4.4,,,1.9
1013,HILLSBORO AREA HOSPITAL (141332),2017,Critical Access,Voluntary non-profit - Private,25.0,39.153672,-89.481508,IL,8.0,,3.8,,,1.7
1014,ST JOSEPH MEMORIAL HOSPITAL (141334),2017,Critical Access,Voluntary non-profit - Private,25.0,37.773205,-89.32635,IL,18.0,,,,,15.7
1015,MERCY HARVARD HOSPITAL (141335),2017,Critical Access,Voluntary non-profit - Private,57.0,42.425992,-88.607748,IL,5.0,,6.7,6.8,,1.9
1016,ST JOSEPH'S HOSPITAL (141336),2017,Critical Access,Voluntary non-profit - Church,25.0,38.757077,-89.667358,IL,9.5,,12.5,5.5,0.9,5.2
1017,PERRY MEMORIAL HOSPITAL (141337),2017,Critical Access,Government - Local,25.0,41.36801,-89.455958,IL,6.3,,13.3,,0.4,0.5
1018,MEMORIAL HOSPITAL (141338),2017,Critical Access,Government - Hospital District or Authority,25.0,37.918529,-89.812888,IL,0.0,,0.0,5.3,,0.9
1019,TAYLORVILLE MEMORIAL HOSPITAL (141339),2017,Critical Access,Voluntary non-profit - Private,32.0,39.553753,-89.293754,IL,10.4,37.5,3.8,3.2,1.2,2.2
1020,VALLEY WEST COMMUNITY HOSPITAL (141340),2017,Critical Access,Voluntary non-profit - Private,25.0,41.657133,-88.62192,IL,6.2,,6.7,,1.1,2.1
1021,PANA COMMUNITY HOSPITAL (141341),2017,Critical Access,Voluntary non-profit - Private,22.0,39.380296,-89.084213,IL,5.7,,8.0,,1.0,5.3
1022,UNION COUNTY HOSPITAL (141342),2017,Critical Access,Proprietary,45.0,37.465305,-89.245019,IL,8.6,,7.6,,1.1,0.0
1023,SALEM TOWNSHIP HOSPITAL (141345),2017,Critical Access,Government - Local,25.0,38.64083,-88.948337,IL,55.1,,5.6,,,6.7
1024,CARLINVILLE AREA HOSPITAL (141347),2017,Critical Access,Voluntary non-profit - Private,25.0,39.299642,-89.88163,IL,11.6,,6.9,,,2.1
1025,RED BUD REGIONAL HOSPITAL (141348),2017,Critical Access,Proprietary,25.0,38.209605,-89.996408,IL,13.9,,5.9,0.0,0.6,2.8
1026,ST FRANCIS HOSPITAL (141350),2017,Critical Access,Voluntary non-profit - Church,25.0,39.18081,-89.639636,IL,9.2,32.3,5.9,7.1,2.1,0.0
1027,CLAY COUNTY HOSPITAL (141351),2017,Critical Access,Government - Local,20.0,38.680917,-88.470337,IL,6.3,,5.7,,,0.3
1028,JOHNSON MEMORIAL HOSPITAL (150001),2017,Acute Care,Government - Local,83.0,39.480598,-86.076663,IN,11.2,,6.0,3.8,1.6,6.0
1029,METHODIST HOSPITALS INC (150002),2017,Acute Care,Voluntary non-profit - Private,490.0,41.599436,-87.357023,IN,12.7,37.3,6.9,9.2,2.9,5.8
1030,FRANCISCAN HEALTH HAMMOND (150004),2017,Acute Care,Voluntary non-profit - Church,214.0,41.61449,-87.52201,IN,1.7,48.5,10.9,2.0,1.7,0.4
1031,HENDRICKS REGIONAL HEALTH (150005),2017,Acute Care,Government - Local,128.0,39.76071,-86.500995,IN,15.6,36.1,7.8,2.5,0.8,6.5
1032,LA PORTE HOSPITAL (150006),2017,Acute Care,Voluntary non-profit - Private,143.0,41.609838,-86.723855,IN,4.8,32.4,7.3,3.6,,0.4
1033,COMMUNITY HOWARD REGIONAL HEALTH INC (150007),2017,Acute Care,Voluntary non-profit - Private,119.0,40.446835,-86.127103,IN,6.4,35.6,9.4,3.9,1.8,3.2
1034,ST CATHERINE HOSPITAL INC (150008),2017,Acute Care,Voluntary non-profit - Private,188.0,41.634064,-87.448542,IN,2.3,29.7,9.3,3.7,3.0,0.3
1035,CLARK MEMORIAL HOSPITAL (150009),2017,Acute Care,Voluntary non-profit - Other,176.0,38.282784,-85.749248,IN,3.0,44.6,11.1,6.0,1.2,0.0
1036,ST VINCENT KOKOMO (150010),2017,Acute Care,Voluntary non-profit - Church,144.0,40.487218,-86.155487,IN,5.3,45.1,11.3,2.8,0.7,0.1
1037,MARION GENERAL HOSPITAL (150011),2017,Acute Care,Voluntary non-profit - Private,119.0,40.563853,-85.665139,IN,6.1,40.9,10.9,,1.8,3.9
1038,SAINT JOSEPH REGIONAL MEDICAL CENTER (150012),2017,Acute Care,Voluntary non-profit - Private,286.0,41.704501,-86.174459,IN,8.1,,11.7,4.3,1.4,0.0
1039,FRANCISCAN HEALTH MICHIGAN CITY (150015),2017,Acute Care,Voluntary non-profit - Church,160.0,,,IN,2.4,41.4,4.8,4.1,1.8,0.4
1040,LUTHERAN HOSPITAL OF INDIANA (150017),2017,Acute Care,Proprietary,389.0,41.037374,-85.245885,IN,4.7,40.8,4.6,3.7,2.6,0.3
1041,ELKHART GENERAL HOSPITAL (150018),2017,Acute Care,Government - Local,261.0,41.678761,-85.991833,IN,4.2,25.4,6.0,4.0,1.3,0.0
1042,PARKVIEW REGIONAL MEDICAL CENTER (150021),2017,Acute Care,Voluntary non-profit - Private,713.0,41.187063,-85.09946,IN,6.7,43.5,,4.3,1.7,0.5
1043,FRANCISCAN HEALTH CRAWFORDSVILLE (150022),2017,Acute Care,Voluntary non-profit - Church,42.0,40.066073,-86.908085,IN,6.5,37.2,7.5,2.3,1.6,4.4
1044,UNION HOSPITAL INC (150023),2017,Acute Care,Voluntary non-profit - Other,278.0,39.484862,-87.407085,IN,20.1,34.7,7.4,1.7,2.6,13.7
1045,ESKENAZI HEALTH (150024),2017,Acute Care,Government - Local,325.0,39.78053,-86.17345,IN,3.7,41.9,7.4,3.2,1.3,0.5
1046,GOSHEN GENERAL HOSPITAL (150026),2017,Acute Care,Voluntary non-profit - Private,118.0,41.564326,-85.829995,IN,16.5,43.6,8.5,4.1,0.4,0.6
1047,HENRY COUNTY MEMORIAL HOSPITAL (150030),2017,Acute Care,Government - Local,61.0,39.942474,-85.36501,IN,8.3,50.0,4.1,5.4,0.7,7.6
1048,ST MARY MEDICAL CENTER INC (150034),2017,Acute Care,Voluntary non-profit - Private,198.0,41.512654,-87.258902,IN,8.6,41.2,6.1,5.0,1.5,0.3
1049,PORTER REGIONAL HOSPITAL (150035),2017,Acute Care,Proprietary,251.0,41.55007,-87.051316,IN,7.0,36.4,8.3,4.0,0.8,1.5
1050,HANCOCK REGIONAL HOSPITAL (150037),2017,Acute Care,Government - Local,88.0,39.794952,-85.769604,IN,10.1,42.4,7.5,5.8,1.8,5.6
1051,GOOD SAMARITAN HOSPITAL (150042),2017,Acute Care,Voluntary non-profit - Other,187.0,38.67292,-87.534213,IN,17.8,46.3,8.1,4.9,1.6,10.3
1052,BAPTIST HEALTH FLOYD (150044),2017,Acute Care,Government - Local,221.0,38.300506,-85.83508,IN,7.4,32.2,9.4,5.8,1.0,3.2
1053,DEKALB HEALTH (150045),2017,Acute Care,Voluntary non-profit - Private,49.0,41.367669,-85.035573,IN,0.7,,5.9,,,0.0
1054,TERRE HAUTE REGIONAL HOSPITAL (150046),2017,Acute Care,Proprietary,195.0,39.419624,-87.406837,IN,4.9,,14.3,5.0,1.4,0.5
1055,ST JOSEPH HOSPITAL (150047),2017,Acute Care,Proprietary,136.0,41.078891,-85.148873,IN,4.0,,2.9,,,1.4
1056,REID HEALTH (150048),2017,Acute Care,Voluntary non-profit - Private,220.0,39.86303,-84.887765,IN,4.9,40.1,4.5,6.4,1.3,0.0
1057,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL (150051),2017,Acute Care,Voluntary non-profit - Private,266.0,39.161402,-86.540528,IN,1.9,43.2,,4.9,0.9,0.4
1058,INDIANA UNIVERSITY HEALTH (150056),2017,Acute Care,Voluntary non-profit - Private,1296.0,39.790571,-86.165259,IN,5.0,36.4,5.8,4.6,1.2,0.3
1059,FRANCISCAN HEALTH MOORESVILLE (150057),2017,Acute Care,Voluntary non-profit - Church,87.0,39.609322,-86.356098,IN,7.8,35.2,7.1,3.2,0.2,1.8
1060,MEMORIAL HOSPITAL OF SOUTH BEND (150058),2017,Acute Care,Voluntary non-profit - Private,445.0,41.683711,-86.25057,IN,4.6,,5.8,4.1,0.8,0.0
1061,RIVERVIEW HEALTH (150059),2017,Acute Care,Government - Local,153.0,40.047026,-86.024081,IN,6.8,35.5,10.7,10.4,,0.6
1062,DAVIESS COMMUNITY HOSPITAL (150061),2017,Acute Care,Voluntary non-profit - Other,74.0,38.658695,-87.160319,IN,4.2,,6.2,4.6,,5.5
1063,FAYETTE REGIONAL HEALTH SYSTEM (150064),2017,Acute Care,Proprietary,67.0,39.65592,-85.131984,IN,4.1,,16.2,2.4,0.9,0.0
1064,SCHNECK MEDICAL CENTER (150065),2017,Acute Care,Government - Local,89.0,38.956734,-85.891356,IN,3.2,38.8,7.7,3.5,2.1,0.0
1065,KING'S DAUGHTERS' HEALTH (150069),2017,Acute Care,Voluntary non-profit - Private,78.0,,,IN,4.2,41.7,10.0,4.6,0.8,0.5
1066,MEMORIAL HOSPITAL (150072),2017,Acute Care,Government - Local,64.0,40.762465,-86.361246,IN,2.9,,4.9,2.6,0.5,2.2
1067,COMMUNITY HOSPITAL EAST (150074),2017,Acute Care,Voluntary non-profit - Private,312.0,39.787241,-86.073803,IN,8.8,37.3,8.6,6.1,1.1,6.8
1068,BLUFFTON REGIONAL MEDICAL CENTER (150075),2017,Acute Care,Proprietary,68.0,40.737645,-85.171494,IN,6.3,,5.6,,1.0,4.4
1069,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH (150076),2017,Acute Care,Voluntary non-profit - Church,45.0,41.335555,-86.331756,IN,5.7,,9.5,2.9,,0.3
1070,DEACONESS HOSPITAL INC (150082),2017,Acute Care,Voluntary non-profit - Private,525.0,37.983147,-87.570729,IN,6.8,44.4,4.3,4.6,5.6,0.0
1071,ST VINCENT HOSPITAL & HEALTH SERVICES (150084),2017,Acute Care,Voluntary non-profit - Church,807.0,39.911996,-86.196008,IN,5.8,43.0,8.1,4.6,1.8,0.1
1072,DEARBORN COUNTY HOSPITAL (150086),2017,Acute Care,Government - Local,74.0,39.112922,-84.883951,IN,15.6,,7.3,3.7,0.4,6.3
1073,ST VINCENT ANDERSON REGIONAL HOSPITAL INC (150088),2017,Acute Care,Voluntary non-profit - Private,207.0,40.096257,-85.680467,IN,3.8,41.0,9.9,5.4,0.8,0.5
1074,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL (150089),2017,Acute Care,Voluntary non-profit - Private,332.0,40.197622,-85.414363,IN,3.9,40.3,7.5,5.4,2.4,0.2
1075,FRANCISCAN HEALTH DYER (150090),2017,Acute Care,Voluntary non-profit - Private,158.0,41.494365,-87.524166,IN,4.1,42.9,12.7,5.0,1.1,0.3
1076,PARKVIEW HUNTINGTON HOSPITAL (150091),2017,Acute Care,Voluntary non-profit - Private,36.0,40.905739,-85.490603,IN,6.0,,9.3,,1.1,0.0
1077,MAJOR HOSPITAL (150097),2017,Acute Care,Government - Local,52.0,39.560017,-85.78397,IN,8.0,31.1,6.4,4.6,2.1,3.9
1078,ST VINCENT EVANSVILLE (150100),2017,Acute Care,Voluntary non-profit - Private,424.0,37.962408,-87.50554,IN,5.4,39.0,,5.4,1.6,1.3
1079,PARKVIEW WHITLEY HOSPITAL (150101),2017,Acute Care,Voluntary non-profit - Private,57.0,41.160261,-85.466571,IN,7.0,,10.0,,,0.5
1080,STARKE HOSPITAL (150102),2017,Acute Care,Proprietary,39.0,41.288064,-86.621937,IN,2.3,40.3,14.9,,0.7,2.2
1081,WITHAM HEALTH SERVICES (150104),2017,Acute Care,Government - Local,89.0,40.076909,-86.475209,IN,10.8,38.5,14.5,9.7,,5.4
1082,FRANCISCAN HEALTH LAFAYETTE (150109),2017,Acute Care,Voluntary non-profit - Church,190.0,40.393845,-86.838378,IN,3.2,,8.4,5.4,1.1,2.2
1083,COLUMBUS REGIONAL HOSPITAL (150112),2017,Acute Care,Government - Local,196.0,39.215872,-85.896854,IN,6.2,26.5,8.4,4.3,1.5,0.5
1084,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY (150113),2017,Acute Care,Voluntary non-profit - Private,135.0,40.130781,-85.691569,IN,4.0,44.0,10.9,3.4,0.6,1.8
1085,MEMORIAL HOSPITAL AND HEALTH CARE CENTER (150115),2017,Acute Care,Voluntary non-profit - Church,149.0,38.393743,-86.941281,IN,3.2,33.8,9.5,6.0,0.3,0.4
1086,COMMUNITY HOSPITAL (150125),2017,Acute Care,Voluntary non-profit - Private,447.0,41.549671,-87.505971,IN,5.8,38.8,8.5,5.2,1.6,0.1
1087,FRANCISCAN HEALTH CROWN POINT (150126),2017,Acute Care,Voluntary non-profit - Church,221.0,41.396497,-87.364436,IN,2.5,41.4,6.7,6.5,2.9,0.4
1088,COMMUNITY HOSPITAL SOUTH (150128),2017,Acute Care,Voluntary non-profit - Private,159.0,39.635538,-86.133908,IN,3.4,36.2,5.6,5.8,1.3,0.6
1089,KOSCIUSKO COMMUNITY HOSPITAL (150133),2017,Acute Care,Proprietary,72.0,41.24643,-85.82832,IN,3.2,36.0,4.2,6.7,0.6,4.5
1090,PARKVIEW NOBLE HOSPITAL (150146),2017,Acute Care,Voluntary non-profit - Private,31.0,41.448459,-85.29478,IN,5.6,,14.6,,,0.4
1091,WOMEN'S HOSPITAL THE (150149),2017,Acute Care,Proprietary,74.0,37.973548,-87.449109,IN,,,6.5,,,
1092,DUPONT HOSPITAL LLC (150150),2017,Acute Care,Proprietary,131.0,41.178689,-85.110603,IN,2.1,,4.4,,,0.6
1093,ST VINCENT HEART CENTER OF INDIANA LLC (150153),2017,Acute Care,Proprietary,107.0,39.938311,-86.158722,IN,,,,3.2,0.0,
1094,ST VINCENT CARMEL HOSPITAL INC (150157),2017,Acute Care,Voluntary non-profit - Church,144.0,39.983065,-86.14716,IN,4.4,38.9,9.3,,,0.0
1095,IU HEALTH WEST HOSPITAL (150158),2017,Acute Care,Proprietary,133.0,39.782568,-86.343731,IN,4.8,35.6,9.0,5.8,1.3,0.0
1096,ORTHOINDY HOSPITAL (150160),2017,Acute Care,Physician,38.0,39.906702,-86.266258,IN,,41.1,,,,
1097,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL (150161),2017,Acute Care,Proprietary,156.0,39.959275,-86.162356,IN,1.9,,9.1,5.4,,0.2
1098,FRANCISCAN HEALTH INDIANAPOLIS (150162),2017,Acute Care,Voluntary non-profit - Church,436.0,39.648365,-86.082674,IN,6.3,39.4,5.5,5.5,0.7,2.0
1099,FRANCISCAN HEALTH MUNSTER (150165),2017,Acute Care,Voluntary non-profit - Private,54.0,41.537258,-87.512328,IN,4.3,38.6,13.8,6.0,0.0,0.2
1100,PINNACLE HOSPITAL (150166),2017,Acute Care,Physician,18.0,41.449118,-87.330069,IN,26.4,,,,,
1101,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC (150167),2017,Acute Care,Voluntary non-profit - Private,37.0,41.188662,-85.103292,IN,,26.5,,,,
1102,COMMUNITY HOSPITAL NORTH (150169),2017,Acute Care,Voluntary non-profit - Private,330.0,39.900033,-86.043072,IN,12.2,30.4,8.5,,1.7,7.9
1103,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL (150173),2017,Acute Care,Voluntary non-profit - Private,180.0,40.403025,-86.807164,IN,5.0,46.0,,4.1,0.9,0.2
1104,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC (150175),2017,Acute Care,Proprietary,24.0,,,IN,,,,5.6,,
1105,KENTUCKIANA MEDICAL CENTER LLC (150176),2017,Acute Care,Proprietary,42.0,,,IN,2.8,,,2.3,,1.2
1106,UNITY MEDICAL AND SURGICAL HOSPITAL (150177),2017,Acute Care,Proprietary,29.0,41.700723,-86.176781,IN,,48.9,,,,
1107,ST VINCENT FISHERS HOSPITAL INC (150181),2017,Acute Care,Voluntary non-profit - Private,46.0,39.988852,-85.918844,IN,5.1,,8.1,3.8,,0.0
1108,MONROE HOSPITAL (150183),2017,Acute Care,Proprietary,32.0,39.121202,-86.573323,IN,0.8,,,,,0.0
1109,COMMUNITY HOSPITAL OF BREMEN INC (151300),2017,Critical Access,Voluntary non-profit - Private,24.0,41.45694,-86.157922,IN,7.5,,17.0,,0.0,0.0
1110,ST VINCENT RANDOLPH HOSPITAL INC (151301),2017,Critical Access,Voluntary non-profit - Private,25.0,40.167877,-84.970394,IN,10.7,,4.8,,,8.7
1111,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL (151302),2017,Critical Access,Voluntary non-profit - Private,15.0,40.468905,-85.372027,IN,4.9,,8.6,,,0.5
1112,ST VINCENT JENNINGS HOSPITAL INC (151303),2017,Critical Access,Voluntary non-profit - Church,25.0,39.011259,-85.640374,IN,5.1,,13.4,,0.4,0.0
1113,RUSH MEMORIAL HOSPITAL (151304),2017,Critical Access,Government - Local,24.0,39.621442,-85.444792,IN,8.5,,8.4,,,1.7
1114,PULASKI MEMORIAL HOSPITAL (151305),2017,Critical Access,Government - Local,25.0,41.057384,-86.595641,IN,7.0,,5.5,,0.7,2.8
1115,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL (151306),2017,Critical Access,Voluntary non-profit - Private,25.0,38.567698,-86.475188,IN,1.5,,7.2,,0.8,1.9
1116,ST VINCENT WILLIAMSPORT HOSPITAL INC (151307),2017,Critical Access,Voluntary non-profit - Church,16.0,40.29047,-87.295819,IN,3.8,,8.8,,1.3,0.0
1117,ST VINCENT CLAY HOSPITAL INC (151309),2017,Critical Access,Voluntary non-profit - Private,25.0,39.526935,-87.111318,IN,10.0,,16.0,,5.6,0.0
1118,"PARKVIEW WABASH HOSPITAL, INC (151310)",2017,Critical Access,Voluntary non-profit - Private,30.0,40.81877,-85.829126,IN,4.0,,10.5,,,1.3
1119,INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC (151311),2017,Critical Access,Voluntary non-profit - Other,25.0,40.272216,-86.041102,IN,8.5,,8.7,4.6,0.4,1.3
1120,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL (151312),2017,Critical Access,Voluntary non-profit - Private,25.0,40.734862,-86.775623,IN,2.7,,5.9,0.0,0.7,3.3
1121,WOODLAWN HOSPITAL (151313),2017,Critical Access,Government - Local,25.0,41.061728,-86.196973,IN,3.1,,3.8,,,1.6
1122,ST VINCENT SALEM HOSPITAL INC (151314),2017,Critical Access,Voluntary non-profit - Private,25.0,38.613165,-86.107802,IN,2.3,,12.8,1.6,1.2,0.0
1123,CAMERON MEMORIAL COMMUNITY HOSPITAL INC (151315),2017,Critical Access,Voluntary non-profit - Private,25.0,41.634883,-84.99552,IN,5.2,44.4,17.9,,0.3,0.0
1124,ST VINCENT FRANKFORT HOSPITAL INC (151316),2017,Critical Access,Voluntary non-profit - Church,23.0,40.269905,-86.510536,IN,1.5,,5.5,,,0.0
1125,GREENE COUNTY GENERAL HOSPITAL (151317),2017,Critical Access,Government - Local,25.0,39.040496,-87.129176,IN,4.8,,8.9,1.9,1.5,3.2
1126,DUKES MEMORIAL HOSPITAL (151318),2017,Critical Access,Voluntary non-profit - Private,25.0,40.757358,-86.083146,IN,1.5,45.7,2.8,6.0,,1.0
1127,GIBSON GENERAL HOSPITAL (151319),2017,Critical Access,Voluntary non-profit - Private,40.0,38.360231,-87.589559,IN,8.3,,17.1,,,15.7
1128,JAY COUNTY HOSPITAL (151320),2017,Critical Access,Government - Local,32.0,40.439366,-84.984105,IN,1.9,,12.3,,,0.5
1129,PERRY COUNTY MEMORIAL HOSPITAL (151322),2017,Critical Access,Voluntary non-profit - Other,25.0,37.96865,-86.729561,IN,30.1,,4.8,6.0,,30.2
1130,PARKVIEW LAGRANGE HOSPITAL (151323),2017,Critical Access,Voluntary non-profit - Private,25.0,41.645803,-85.424936,IN,5.1,,6.6,,0.6,0.0
1131,"FRANCISCAN HEALTH RENSSELAER, INC (151324)",2017,Critical Access,Voluntary non-profit - Private,25.0,40.9336,-87.138357,IN,2.8,,12.0,,,0.7
1132,ST VINCENT WARRICK (151325),2017,Critical Access,Voluntary non-profit - Private,35.0,38.041356,-87.263374,IN,4.9,,,,,2.4
1133,UNION HOSPITAL CLINTON (151326),2017,Critical Access,Voluntary non-profit - Private,25.0,39.652926,-87.398213,IN,8.6,,14.3,,,9.2
1134,SULLIVAN COUNTY COMMUNITY HOSPITAL (151327),2017,Critical Access,Government - Local,25.0,39.126254,-87.409083,IN,12.5,,10.4,,,6.4
1135,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL (151328),2017,Critical Access,Voluntary non-profit - Private,27.0,38.860988,-86.512167,IN,11.7,50.0,5.1,5.7,1.4,9.9
1136,MARGARET MARY HEALTH (151329),2017,Critical Access,Voluntary non-profit - Private,25.0,39.306141,-85.222703,IN,15.9,,13.7,3.0,0.9,16.3
1137,ADAMS MEMORIAL HOSPITAL (151330),2017,Critical Access,Government - Local,33.0,40.817966,-84.912535,IN,3.8,,7.6,5.1,1.2,1.1
1138,HARRISON COUNTY HOSPITAL (151331),2017,Critical Access,Government - Local,25.0,38.23898,-86.14774,IN,12.4,37.3,10.3,1.6,0.8,8.4
1139,DECATUR COUNTY MEMORIAL HOSPITAL (151332),2017,Critical Access,Government - Local,25.0,39.344116,-85.479404,IN,32.5,,2.9,4.4,1.0,34.2
1140,PUTNAM COUNTY HOSPITAL (151333),2017,Critical Access,Government - Local,25.0,39.622205,-86.845996,IN,9.2,,5.9,,1.6,5.8
1141,ST VINCENT DUNN HOSPITAL INC (151335),2017,Critical Access,Voluntary non-profit - Private,25.0,38.853488,-86.493194,IN,7.2,,12.6,,0.0,2.0
1142,CENTRAL IOWA HEALTHCARE (160001),2017,Acute Care,Voluntary non-profit - Private,60.0,42.04805,-92.905914,IA,4.5,,9.8,,1.9,0.7
1143,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME (160005),2017,Acute Care,Voluntary non-profit - Church,147.0,42.056982,-94.867981,IA,6.9,,5.0,,0.6,1.3
1144,KEOKUK AREA HOSPITAL (160008),2017,Acute Care,Voluntary non-profit - Private,50.0,40.406952,-91.388116,IA,4.6,,6.0,,,2.8
1145,TRINITY MUSCATINE (160013),2017,Acute Care,Voluntary non-profit - Private,39.0,41.434173,-91.052727,IA,2.4,,10.9,,,0.7
1146,TRINITY REGIONAL MEDICAL CENTER (160016),2017,Acute Care,Voluntary non-profit - Private,70.0,42.490278,-94.191337,IA,2.4,40.4,,,0.9,0.6
1147,IOWA LUTHERAN HOSPITAL (160024),2017,Acute Care,Voluntary non-profit - Private,191.0,41.600393,-93.610756,IA,4.0,43.1,6.0,,0.8,1.0
1148,CHI HEALTH MERCY COUNCIL BLUFFS (160028),2017,Acute Care,Voluntary non-profit - Private,168.0,41.269636,-95.838201,IA,1.6,32.5,7.2,9.7,,0.0
1149,MERCY HOSPITAL (160029),2017,Acute Care,Voluntary non-profit - Church,220.0,41.663541,-91.528653,IA,4.4,37.5,7.0,7.3,1.1,0.3
1150,MARY GREELEY MEDICAL CENTER (160030),2017,Acute Care,Government - Local,207.0,42.032391,-93.610624,IA,0.0,,13.4,4.5,0.7,1.9
1151,SKIFF MEDICAL CENTER (160032),2017,Acute Care,Government - Local,48.0,41.702413,-93.051177,IA,5.1,35.0,7.4,5.7,0.0,2.6
1152,GENESIS MEDICAL CENTER-DAVENPORT (160033),2017,Acute Care,Voluntary non-profit - Other,324.0,41.542837,-90.556958,IA,1.3,28.6,9.0,3.9,1.4,1.5
1153,SARTORI MEMORIAL HOSPITAL (160040),2017,Acute Care,Voluntary non-profit - Church,50.0,42.533922,-92.455969,IA,2.1,,4.6,,,2.0
1154,ST LUKES HOSPITAL (160045),2017,Acute Care,Voluntary non-profit - Private,342.0,41.985632,-91.659013,IA,5.0,33.3,6.9,,0.4,3.5
1155,METHODIST JENNIE EDMUNDSON (160047),2017,Acute Care,Voluntary non-profit - Private,112.0,41.268309,-95.836128,IA,9.2,40.6,9.4,6.5,1.2,4.4
1156,GREAT RIVER MEDICAL CENTER (160057),2017,Acute Care,Voluntary non-profit - Private,320.0,40.807369,-91.170278,IA,8.0,30.9,9.0,5.8,2.2,0.1
1157,UNIVERSITY OF IOWA HOSPITAL & CLINICS (160058),2017,Acute Care,Government - State,741.0,41.661203,-91.550759,IA,2.8,23.8,7.4,4.2,0.9,0.0
1158,MERCY MEDICAL CENTER-NORTH IOWA (160064),2017,Acute Care,Voluntary non-profit - Church,218.0,43.148377,-93.216102,IA,6.6,,6.7,5.0,1.3,1.6
1159,COVENANT MEDICAL CENTER (160067),2017,Acute Care,Voluntary non-profit - Private,214.0,42.463867,-92.345787,IA,1.9,31.3,4.7,6.6,1.5,0.5
