,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
765,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR (110101),2019,Acute Care,Proprietary,134.0,31.109181,-83.426372,GA,,,,,,,,,,,1.0363,15.5991,,,16.1653,,,,,,,,,,,0.9801,14.3075,,,14.0229
766,CRISP REGIONAL HOSPITAL (110104),2019,Acute Care,Government - Hospital District or Authority,210.0,31.977515,-83.782846,GA,1.0165,20.1304,,,20.4627,,,,,,0.9339,19.7713,147.0,22.0,18.4641,0.8996,22.3801,113.0,16.0,20.1341,,,,,,1.0662,17.3209,201.0,41.0,18.467
767,COLQUITT REGIONAL MEDICAL CENTER (110105),2019,Acute Care,Government - Hospital District or Authority,132.0,31.126747,-83.782918,GA,,,,,,,,,,,1.0783,18.1347,186.0,42.0,19.555,1.0656,20.8259,252.0,60.0,22.1921,0.9947,4.8653,,,4.8395,1.1924,16.2365,322.0,73.0,19.361
768,"MEDICAL CENTER, NAVICENT HEALTH (THE) (110107)",2019,Acute Care,Government - Hospital District or Authority,615.0,32.833202,-83.636553,GA,1.0498,15.9594,710.0,122.0,16.7547,1.0793,13.4823,275.0,42.0,14.5515,0.944,19.9513,469.0,84.0,18.8341,0.9514,22.6608,938.0,199.0,21.559,0.9912,4.35,700.0,30.0,4.3118,1.0195,17.3445,689.0,123.0,17.6824
769,EMANUEL MEDICAL CENTER (110109),2019,Acute Care,Government - Hospital District or Authority,97.0,32.59321,-82.346552,GA,,,,,,,,,,,0.9751,17.2373,112.0,17.0,16.8086,0.9866,19.416,67.0,12.0,19.1566,,,,,,0.9472,15.0889,113.0,13.0,14.2929
770,UNIVERSITY HOSPITAL MCDUFFIE (110111),2019,Acute Care,Government - Hospital District or Authority,25.0,33.523226,-82.504478,GA,,,,,,,,,,,0.9471,15.4951,,,14.676,,,,,,1.059,4.2808,,,4.5332,1.0158,13.6569,,,13.873
771,BURKE MEDICAL CENTER (110113),2019,Acute Care,Proprietary,40.0,33.083439,-82.011603,GA,,,,,,,,,,,,,,,,,,,,,,,,,,1.0443,13.9534,72.0,13.0,14.5715
772,WELLSTAR ATLANTA MEDICAL CENTER (110115),2019,Acute Care,Proprietary,517.0,33.76327,-84.373986,GA,1.0565,17.1182,102.0,22.0,18.0856,,,,,,1.0568,18.6447,182.0,40.0,19.7045,1.0922,20.9939,276.0,69.0,22.9286,1.0877,4.1048,,,4.4649,1.0367,16.6937,230.0,42.0,17.3071
773,GRADY GENERAL HOSPITAL (110121),2019,Acute Care,Voluntary non-profit - Private,45.0,30.863393,-84.200261,GA,,,,,,,,,,,0.9512,14.8219,,,14.0989,0.9477,18.5888,,,17.6167,,,,,,0.9594,13.8827,,,13.3192
774,SOUTH GEORGIA MEDICAL CENTER (110122),2019,Acute Care,Government - Hospital District or Authority,312.0,30.86175,-83.288863,GA,1.0249,14.7849,254.0,40.0,15.1536,1.0229,12.4792,160.0,21.0,12.7654,0.9696,19.5654,513.0,95.0,18.9709,1.0065,22.7832,552.0,127.0,22.9309,0.9983,4.0877,491.0,20.0,4.0806,1.0364,17.3226,517.0,95.0,17.9537
775,WAYNE MEMORIAL HOSPITAL (110124),2019,Acute Care,Government - Hospital District or Authority,102.0,31.602952,-81.899094,GA,,,,,,,,,,,1.0066,18.2681,117.0,22.0,18.3883,0.9779,21.2338,108.0,21.0,20.7641,1.2156,3.7895,,,4.6067,0.9091,16.0897,339.0,44.0,14.6279
776,FAIRVIEW PARK HOSPITAL (110125),2019,Acute Care,Proprietary,154.0,32.53429,-82.950571,GA,0.9802,15.9628,91.0,13.0,15.6461,,,,,,0.9929,18.9776,231.0,43.0,18.8438,0.9659,22.3101,261.0,54.0,21.5502,0.9058,3.9894,,,3.6135,0.9394,17.2141,351.0,53.0,16.1716
777,MEADOWS REGIONAL MEDICAL CENTER (110128),2019,Acute Care,Proprietary,64.0,,,GA,0.96,15.0657,114.0,14.0,14.4638,,,,,,0.9119,20.7868,227.0,36.0,18.9559,0.9763,21.9353,236.0,49.0,21.4164,1.1123,5.5541,,,6.1777,0.9546,17.1867,279.0,43.0,16.4072
778,ST FRANCIS HOSPITAL (110129),2019,Acute Care,Voluntary non-profit - Private,325.0,32.506927,-84.961378,GA,0.8489,15.6748,398.0,43.0,13.306,0.9605,12.3316,,,11.8441,0.8967,19.1866,454.0,70.0,17.2052,0.8475,21.082,931.0,156.0,17.8668,0.9405,4.6756,370.0,15.0,4.3975,0.9779,15.8472,699.0,107.0,15.4964
779,MEMORIAL HOSPITAL AND MANOR (110132),2019,Acute Care,Government - Hospital District or Authority,187.0,30.903781,-84.55367,GA,,,,,,,,,,,0.9666,15.9519,,,15.4191,0.9738,18.2031,,,17.7262,,,,,,1.0728,12.7392,139.0,23.0,13.6671
780,TAYLOR REGIONAL HOSPITAL (110135),2019,Acute Care,Voluntary non-profit - Private,128.0,32.295625,-83.48581,GA,,,,,,,,,,,0.9687,18.9109,73.0,11.0,18.3181,0.9247,21.9396,79.0,11.0,20.2864,0.9503,3.9888,,,3.7908,0.961,16.6755,127.0,18.0,16.0249
781,EVANS MEMORIAL HOSPITAL (110142),2019,Acute Care,Government - Hospital District or Authority,79.0,32.164133,-81.900403,GA,,,,,,,,,,,0.9398,16.0617,,,15.0953,1.0034,20.2866,53.0,11.0,20.3548,,,,,,1.0354,15.2493,63.0,12.0,15.7893
782,WELLSTAR COBB HOSPITAL (110143),2019,Acute Care,Voluntary non-profit - Other,377.0,33.856701,-84.601561,GA,1.0236,15.4892,117.0,20.0,15.8541,,,,,,0.9974,19.2446,298.0,57.0,19.1941,1.0316,21.5943,606.0,137.0,22.2757,1.0086,4.1789,328.0,14.0,4.2147,0.9763,16.3687,616.0,97.0,15.98
783,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS (110146),2019,Acute Care,Government - Hospital District or Authority,40.0,30.781226,-81.616234,GA,,,,,,,,,,,0.9261,17.9373,,,16.6114,1.0081,18.8514,,,19.0035,1.1396,3.7907,,,4.32,0.9334,14.4217,,,13.4609
784,NAVICENT HEALTH BALDWIN (110150),2019,Acute Care,Voluntary non-profit - Private,113.0,33.088431,-83.245145,GA,,,,,,,,,,,1.1032,20.1633,141.0,39.0,22.2437,0.9554,21.5743,82.0,14.0,20.611,0.9994,3.8733,,,3.8709,0.9076,16.6429,230.0,29.0,15.1053
785,PERRY HOSPITAL (110153),2019,Acute Care,Voluntary non-profit - Private,39.0,32.459475,-83.711227,GA,,,,,,,,,,,0.9762,20.2064,136.0,25.0,19.7255,0.999,22.9159,92.0,21.0,22.894,1.1529,4.3488,,,5.0139,0.9471,17.1518,217.0,32.0,16.2449
786,NORTHSIDE HOSPITAL (110161),2019,Acute Care,Voluntary non-profit - Private,558.0,33.907895,-84.354754,GA,0.9871,14.556,89.0,12.0,14.3687,,,,,,0.9946,19.8616,159.0,31.0,19.7551,0.9573,19.8613,230.0,41.0,19.0133,1.114,3.6858,433.0,20.0,4.1059,0.9648,15.6825,470.0,69.0,15.13
787,COLISEUM MEDICAL CENTERS (110164),2019,Acute Care,Voluntary non-profit - Private,257.0,32.847315,-83.62027,GA,1.0308,16.5774,217.0,39.0,17.0887,1.0867,14.0822,136.0,23.0,15.3027,1.0091,18.6537,363.0,69.0,18.8234,1.0328,21.2441,501.0,112.0,21.9405,,,,,,0.9895,16.7938,413.0,68.0,16.6179
788,SOUTHERN REGIONAL MEDICAL CENTER (110165),2019,Acute Care,Voluntary non-profit - Private,272.0,33.577524,-84.390432,GA,0.9997,16.4553,67.0,11.0,16.4498,,,,,,1.0891,17.6876,154.0,36.0,19.2643,1.0479,21.8623,266.0,64.0,22.9086,0.9978,4.299,,,4.2896,1.0236,15.5547,186.0,31.0,15.9218
789,REDMOND REGIONAL MEDICAL CENTER (110168),2019,Acute Care,Proprietary,225.0,34.278191,-85.194131,GA,1.077,15.6999,570.0,101.0,16.9092,1.1115,13.3101,218.0,35.0,14.7935,1.0613,19.8618,358.0,80.0,21.0783,1.0068,22.1377,837.0,187.0,22.2889,1.1716,4.3112,410.0,24.0,5.0509,1.0615,16.7052,538.0,99.0,17.7324
790,DOCTORS HOSPITAL (110177),2019,Acute Care,Proprietary,292.0,33.482477,-82.091092,GA,1.064,14.9392,89.0,18.0,15.8953,,,,,,0.9,18.1597,292.0,40.0,16.343,1.0265,21.1259,292.0,65.0,21.6853,1.146,3.8588,615.0,30.0,4.422,1.0579,16.545,512.0,93.0,17.5026
791,WELLSTAR DOUGLAS HOSPITAL (110184),2019,Acute Care,Voluntary non-profit - Private,102.0,33.738973,-84.73305,GA,1.0053,13.9828,76.0,11.0,14.0568,,,,,,1.0059,17.5574,275.0,49.0,17.661,1.0127,20.512,362.0,76.0,20.7727,0.9528,3.5581,,,3.3904,0.9694,16.7902,460.0,73.0,16.2766
792,CHESTATEE REGIONAL HOSPITAL (110187),2019,Acute Care,Proprietary,48.0,,,GA,,,,,,,,,,,0.9924,15.5081,,,15.3906,0.9827,20.5963,,,20.2397,1.3877,3.9624,95.0,12.0,5.4987,1.0693,14.3237,92.0,18.0,15.3157
793,FANNIN REGIONAL HOSPITAL (110189),2019,Acute Care,Proprietary,50.0,34.916923,-84.375509,GA,,,,,,,,,,,0.9821,19.2247,129.0,23.0,18.8799,1.0011,20.7719,67.0,14.0,20.794,,,,,,1.0459,15.9444,104.0,20.0,16.6763
794,PIEDMONT HENRY HOSPITAL (110191),2019,Acute Care,Government - Hospital District or Authority,310.0,33.508996,-84.225561,GA,0.9638,14.7937,128.0,16.0,14.2576,,,,,,1.0677,18.0815,358.0,74.0,19.3055,1.1158,20.91,531.0,131.0,23.3315,0.9794,3.9629,552.0,21.0,3.8814,1.178,16.3844,508.0,108.0,19.3007
795,EASTSIDE MEDICAL CENTER (110192),2019,Acute Care,Proprietary,276.0,33.877259,-84.019645,GA,1.1586,15.8898,123.0,32.0,18.4095,,,,,,1.0193,19.1917,284.0,57.0,19.5613,1.1722,21.7128,375.0,106.0,25.4517,1.0329,4.0914,339.0,15.0,4.226,1.0871,16.1057,491.0,91.0,17.5087
796,DONALSONVILLE HOSPITAL INC (110194),2019,Acute Care,Voluntary non-profit - Private,138.0,31.050707,-84.880123,GA,,,,,,,,,,,1.0559,16.1155,77.0,17.0,17.0155,0.9698,20.3324,,,19.7184,,,,,,1.0482,13.658,72.0,13.0,14.3168
797,WELLSTAR NORTH FULTON HOSPITAL (110198),2019,Acute Care,Proprietary,201.0,34.062989,-84.322477,GA,1.0057,14.0449,125.0,18.0,14.1253,,,,,,1.1148,17.3475,129.0,33.0,19.3385,1.1457,19.1834,261.0,66.0,21.9784,1.0807,3.9605,,,4.2801,1.1428,14.2097,352.0,65.0,16.2383
798,PIEDMONT COLUMBUS REGIONAL NORTHSIDE (110200),2019,Acute Care,Proprietary,93.0,32.53588,-84.954383,GA,,,,,,,,,,,,,,,,,,0.0,,,1.167,4.0066,445.0,24.0,4.6757,,,,,
799,COLISEUM NORTHSIDE HOSPITAL (110201),2019,Acute Care,Proprietary,86.0,32.869861,-83.694361,GA,,,,,,,,,,,1.0494,15.943,69.0,15.0,16.7303,0.9872,19.8387,96.0,18.0,19.5847,1.0428,4.184,278.0,13.0,4.3632,0.9884,14.5264,151.0,21.0,14.3573
800,PIEDMONT FAYETTE HOSPITAL (110215),2019,Acute Care,Voluntary non-profit - Private,218.0,33.450593,-84.510526,GA,0.9632,15.1442,242.0,33.0,14.5866,,,,,,0.9973,17.9897,330.0,59.0,17.9404,1.0664,20.7719,654.0,149.0,22.1517,0.9081,3.7855,610.0,19.0,3.4377,1.1247,15.8837,1052.0,195.0,17.8642
801,PIEDMONT MOUNTAINSIDE HOSPITAL INC (110225),2019,Acute Care,Voluntary non-profit - Other,50.0,34.447466,-84.446561,GA,0.9246,18.2021,,,16.83,,,,,,0.8977,19.5841,165.0,21.0,17.5809,0.9094,21.0866,172.0,27.0,19.1764,0.9076,4.2633,,,3.8694,0.9565,16.0859,316.0,46.0,15.3869
802,DEKALB MEDICAL CENTER AT HILLANDALE (110226),2019,Acute Care,Government - Hospital District or Authority,92.0,33.705488,-84.146927,GA,1.0219,17.9682,,,18.3621,,,,,,1.0552,19.3827,68.0,18.0,20.4523,1.0184,21.3476,151.0,34.0,21.7403,,,,,,1.1647,15.3547,111.0,29.0,17.8837
803,"PIEDMONT NEWNAN HOSPITAL, INC (110229)",2019,Acute Care,Voluntary non-profit - Private,145.0,33.359363,-84.754062,GA,1.0518,16.2695,69.0,15.0,17.1127,,,,,,1.0372,19.2997,286.0,60.0,20.0172,0.9509,21.1937,388.0,75.0,20.1534,0.8945,3.9164,465.0,14.0,3.5033,1.057,16.5488,564.0,102.0,17.4919
804,EMORY JOHNS CREEK HOSPITAL (110230),2019,Acute Care,Proprietary,122.0,34.067466,-84.175187,GA,0.999,14.0866,107.0,15.0,14.0732,,,,,,1.0056,19.1593,112.0,22.0,19.2668,1.1018,20.9127,320.0,80.0,23.042,1.0298,3.9253,,,4.0423,1.0086,16.5184,243.0,41.0,16.6611
805,SOUTHEASTERN REGIONAL MEDICAL CENTER (110233),2019,Acute Care,Proprietary,46.0,33.386391,-84.757419,GA,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,SGMC BERRIEN CAMPUS (110234),2019,Acute Care,Government - Hospital District or Authority,54.0,31.203629,-83.238337,GA,,,,,,,,,,,,,,,,,,,,,,,,,,1.0099,14.6104,,,14.7552
807,THE QUEENS MEDICAL CENTER (120001),2019,Acute Care,Voluntary non-profit - Private,585.0,21.308307,-157.854965,HI,0.9087,15.4425,448.0,57.0,14.0324,0.7994,13.7468,,,10.9893,0.9502,19.3788,211.0,35.0,18.4144,0.9116,20.8532,583.0,105.0,19.0094,0.7286,3.9321,,,2.8648,0.878,15.8727,758.0,98.0,13.9357
808,MAUI MEMORIAL MEDICAL CENTER (120002),2019,Acute Care,Government - State,217.0,20.884455,-156.488087,HI,0.988,12.9035,139.0,17.0,12.7491,,,,,,0.9745,16.3233,106.0,15.0,15.9076,1.0336,19.3109,165.0,35.0,19.9588,0.9521,4.2737,,,4.069,0.9613,14.0462,202.0,25.0,13.5022
809,WAHIAWA GENERAL HOSPITAL (120004),2019,Acute Care,Voluntary non-profit - Private,157.0,21.498511,-158.027299,HI,0.9535,17.1083,,,16.3124,,,,,,0.9586,18.8472,,,18.0677,0.9773,19.5938,,,19.1481,,,,,,1.0165,15.6269,189.0,31.0,15.8855
810,HILO MEDICAL CENTER (120005),2019,Acute Care,Government - State,264.0,19.717467,-155.113513,HI,0.9987,17.6137,63.0,11.0,17.5908,,,,,,0.9817,17.3471,190.0,31.0,17.029,1.0014,20.1071,228.0,46.0,20.1359,0.9871,3.6759,,,3.6283,0.9465,14.6293,283.0,36.0,13.8472
811,ADVENTIST HEALTH CASTLE (120006),2019,Acute Care,Voluntary non-profit - Church,160.0,21.381502,-157.757229,HI,0.9352,15.4483,139.0,16.0,14.4476,,,,,,0.9453,17.9637,89.0,11.0,16.9805,0.9261,20.9056,149.0,24.0,19.3605,0.948,4.3342,,,4.1088,0.921,14.7223,249.0,29.0,13.5589
812,KUAKINI MEDICAL CENTER (120007),2019,Acute Care,Voluntary non-profit - Private,342.0,21.322211,-157.856211,HI,0.9892,16.2282,135.0,21.0,16.053,,,,,,0.9732,16.1277,,,15.6948,1.0211,19.1519,157.0,32.0,19.5551,0.918,3.9817,,,3.6551,0.9811,14.0656,450.0,61.0,13.8002
813,KAISER FOUNDATION HOSPITAL (120011),2019,Acute Care,Voluntary non-profit - Private,283.0,21.362292,-157.900139,HI,,,,,,,,,,,,,,,,0.9848,24.1075,,,23.7416,0.9429,3.7224,,,3.51,1.0648,16.0337,42.0,11.0,17.0733
814,WILCOX MEMORIAL HOSPITAL (120014),2019,Acute Care,Government - Federal,72.0,21.987043,-159.366198,HI,,,,,,,,,,,0.9581,16.3742,,,15.6878,0.9845,18.2696,111.0,19.0,17.986,0.8898,3.291,,,2.9283,0.9714,13.2868,160.0,19.0,12.9069
815,KONA COMMUNITY HOSPITAL (120019),2019,Acute Care,Government - State,93.0,19.519237,-155.917719,HI,,,,,,,,,,,0.9821,17.3332,,,17.0227,1.0086,18.7345,66.0,13.0,18.8949,,,0.0,,,1.0379,14.1532,135.0,22.0,14.6902
816,STRAUB CLINIC AND HOSPITAL (120022),2019,Acute Care,Proprietary,159.0,21.302268,-157.850921,HI,0.9789,14.1816,211.0,28.0,13.8822,0.9984,13.3151,,,13.2945,0.9798,18.2779,81.0,13.0,17.9092,0.9436,20.2346,239.0,42.0,19.094,0.864,4.0582,456.0,13.0,3.5064,0.9016,14.0335,363.0,40.0,12.652
817,PALI MOMI MEDICAL CENTER (120026),2019,Acute Care,Proprietary,121.0,21.383988,-157.937675,HI,0.9628,16.8187,305.0,47.0,16.1924,,,,,,0.9991,18.179,138.0,25.0,18.1631,0.9955,21.6718,247.0,53.0,21.5749,,,,,,0.9497,15.3304,488.0,68.0,14.5586
818,NORTH HAWAII COMMUNITY HOSPITAL (120028),2019,Acute Care,Voluntary non-profit - Private,34.0,,,HI,,,,,,,,,,,0.947,15.5134,,,14.6905,0.9986,18.9533,,,18.9272,1.0417,3.512,,,3.6585,0.9537,13.1893,,,12.5788
819,ST LUKE'S MAGIC VALLEY RMC (130002),2019,Acute Care,Voluntary non-profit - Private,205.0,42.591595,-114.496998,ID,1.0064,12.7538,223.0,29.0,12.835,,,,,,0.9589,18.9382,265.0,45.0,18.1602,0.9529,20.1117,308.0,56.0,19.1635,0.9296,4.1556,453.0,16.0,3.8631,0.9206,15.9279,606.0,84.0,14.6639
820,ST JOSEPH REGIONAL MEDICAL CENTER (130003),2019,Acute Care,Voluntary non-profit - Private,122.0,46.417121,-117.024997,ID,0.9164,12.5987,,,11.546,,,,,,0.9154,19.9409,179.0,26.0,18.2547,0.9194,19.9843,219.0,35.0,18.374,0.8964,3.8381,385.0,11.0,3.4405,0.924,16.7832,327.0,46.0,15.5073
821,ST LUKE'S REGIONAL MEDICAL CENTER (130006),2019,Acute Care,Voluntary non-profit - Private,569.0,43.612157,-116.192202,ID,0.8245,13.2478,571.0,51.0,10.9231,0.8705,11.6107,,,10.1075,0.8602,19.827,347.0,48.0,17.0555,0.8152,20.1358,625.0,90.0,16.4139,0.747,4.1027,1043.0,26.0,3.0646,0.9194,15.582,858.0,118.0,14.3262
822,SAINT ALPHONSUS REGIONAL MEDICAL CENTER (130007),2019,Acute Care,Voluntary non-profit - Church,380.0,43.614072,-116.253622,ID,0.8803,14.4803,241.0,23.0,12.7474,0.9162,11.8293,,,10.8381,0.971,20.6384,176.0,33.0,20.0408,0.9464,20.115,244.0,43.0,19.0371,0.8968,4.208,1093.0,39.0,3.7737,0.8781,15.0081,315.0,34.0,13.1787
823,SAINT ALPHONSUS MEDICAL CENTER - NAMPA (130013),2019,Acute Care,Voluntary non-profit - Church,128.0,43.596332,-116.519174,ID,1.0026,13.7764,93.0,13.0,13.812,,,,,,0.9612,21.4567,112.0,20.0,20.6236,0.9509,21.0288,166.0,30.0,19.9966,1.0606,4.2468,,,4.504,0.9387,16.6855,254.0,36.0,15.6626
824,WEST VALLEY MEDICAL CENTER (130014),2019,Acute Care,Proprietary,108.0,43.65422,-116.69564,ID,0.9121,15.8479,,,14.4551,,,,,,0.978,19.1367,73.0,12.0,18.7152,1.0512,21.2744,93.0,24.0,22.3632,1.2071,3.6967,272.0,16.0,4.4623,0.9535,15.9052,124.0,16.0,15.1651
825,EASTERN IDAHO REGIONAL MEDICAL CENTER (130018),2019,Acute Care,Proprietary,313.0,43.470276,-111.990159,ID,0.8777,12.3557,328.0,28.0,10.8443,0.9805,11.8654,116.0,13.0,11.6342,0.8759,16.9605,205.0,21.0,14.8558,0.8315,19.0714,216.0,23.0,15.8575,1.0018,5.0262,,,5.0352,0.826,14.2049,425.0,39.0,11.733
826,MADISON MEMORIAL HOSPITAL (130025),2019,Acute Care,Government - Local,68.0,43.826051,-111.773148,ID,,,,,,,,,,,0.9496,17.1971,,,16.331,0.918,18.2854,,,16.7861,1.0284,3.6358,,,3.7389,0.8695,13.375,,,11.6293
827,PORTNEUF MEDICAL CENTER (130028),2019,Acute Care,Proprietary,168.0,42.872621,-112.4189,ID,0.9205,11.9731,144.0,11.0,11.0213,0.9635,13.3021,,,12.8159,0.9353,17.9434,95.0,11.0,16.7822,0.8578,20.1423,223.0,29.0,17.2789,0.8956,4.1313,602.0,20.0,3.7001,0.9778,15.7856,352.0,53.0,15.4348
828,KOOTENAI HEALTH (130049),2019,Acute Care,Government - Hospital District or Authority,286.0,47.694597,-116.792669,ID,0.8692,12.3951,373.0,32.0,10.7732,1.021,11.9494,176.0,22.0,12.2008,0.8925,17.3123,351.0,46.0,15.451,0.8201,20.7776,548.0,81.0,17.039,0.8524,4.1008,580.0,17.0,3.4957,0.8893,15.7263,664.0,86.0,13.9862
829,TREASURE VALLEY HOSPITAL (130063),2019,Acute Care,Proprietary,11.0,43.611289,-116.290332,ID,,,,,,,,,,,,,,,,,,,,,0.9678,2.5034,,,2.4229,,,,,
830,MOUNTAIN VIEW HOSPITAL (130065),2019,Acute Care,Proprietary,41.0,43.472524,-111.988717,ID,,,,,,,,,,,,,,,,,,,,,0.8496,3.4688,689.0,17.0,2.9472,,,,,
831,NORTHWEST SPECIALTY HOSPITAL (130066),2019,Acute Care,Proprietary,34.0,47.71441,-116.924455,ID,,,,,,,,,,,,,,,,,,,,,1.0922,3.3611,387.0,16.0,3.6711,,,,,
832,GRAHAM HOSPITAL ASSOCIATION (140001),2019,Acute Care,Voluntary non-profit - Other,86.0,40.553293,-90.038115,IL,,,,,,,,,,,1.0895,16.6192,192.0,41.0,18.1074,1.0167,19.2628,153.0,31.0,19.5849,1.1508,3.6278,,,4.1748,1.0252,14.6679,283.0,44.0,15.0373
833,ALTON MEMORIAL HOSPITAL (140002),2019,Acute Care,Voluntary non-profit - Private,157.0,,,IL,0.9642,15.5518,,,14.9952,,,,,,1.003,19.1859,347.0,67.0,19.2432,1.0322,21.972,520.0,120.0,22.6787,1.1478,4.4071,319.0,19.0,5.0584,1.1014,16.7886,509.0,100.0,18.4915
834,PRESENCE SAINT JOSEPH MEDICAL CENTER (140007),2019,Acute Care,Voluntary non-profit - Church,457.0,41.528248,-88.134645,IL,1.0088,17.4507,491.0,87.0,17.6046,1.13,14.0875,187.0,33.0,15.9187,1.0784,19.2324,1033.0,220.0,20.7409,1.0745,22.2202,1333.0,323.0,23.8765,1.0308,4.617,554.0,27.0,4.7594,1.2024,18.1624,1174.0,268.0,21.8393
835,LOYOLA GOTTLIEB MEMORIAL HOSPITAL (140008),2019,Acute Care,Voluntary non-profit - Private,227.0,41.908342,-87.841101,IL,0.9897,16.5597,187.0,30.0,16.3889,0.9353,13.2791,,,12.4206,1.0035,19.6602,247.0,49.0,19.7298,0.9936,20.7513,453.0,93.0,20.6194,1.0204,4.4057,391.0,18.0,4.4957,0.8971,16.4474,342.0,44.0,14.755
836,NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP (140010),2019,Acute Care,Voluntary non-profit - Other,737.0,42.0653,-87.683293,IL,0.9754,15.7006,761.0,115.0,15.3144,1.0476,12.133,148.0,20.0,12.7106,0.98,19.4596,1062.0,201.0,19.0699,1.029,20.9842,2687.0,582.0,21.5918,0.887,3.9742,3247.0,112.0,3.525,1.0363,15.64,3146.0,512.0,16.2074
837,HERRIN HOSPITAL (140011),2019,Acute Care,Voluntary non-profit - Private,113.0,37.801613,-89.026508,IL,0.9907,19.3316,,,19.1512,,,,,,1.1088,20.338,532.0,128.0,22.5503,1.1216,23.1645,336.0,95.0,25.9814,1.1389,4.5221,394.0,23.0,5.1504,1.1585,17.5623,717.0,155.0,20.3464
838,KATHERINE SHAW BETHEA HOSPITAL (140012),2019,Acute Care,Voluntary non-profit - Private,80.0,41.84423,-89.480131,IL,0.9524,17.0682,,,16.2558,,,,,,0.987,19.4018,167.0,31.0,19.1496,1.0092,21.7753,193.0,43.0,21.975,0.9681,5.6429,,,5.463,0.8597,15.7083,250.0,25.0,13.5037
839,PROCTOR HOSPITAL (140013),2019,Acute Care,Voluntary non-profit - Private,162.0,40.752496,-89.593254,IL,0.938,14.1392,112.0,11.0,13.2624,,,,,,0.9649,16.8336,176.0,26.0,16.2427,1.0651,18.9322,278.0,60.0,20.1652,1.1222,4.1764,440.0,23.0,4.6867,1.1388,14.3787,387.0,71.0,16.3748
840,BLESSING HOSPITAL (140015),2019,Acute Care,Voluntary non-profit - Private,310.0,40.393084,-91.344081,IL,0.968,16.1135,340.0,51.0,15.5985,1.0391,12.9932,126.0,18.0,13.5019,1.0575,20.0567,753.0,164.0,21.2094,1.012,22.4468,855.0,195.0,22.7161,1.03,4.7105,214.0,11.0,4.8517,1.0299,17.2425,1347.0,241.0,17.7587
841,MT SINAI HOSPITAL MEDICAL CENTER (140018),2019,Acute Care,Voluntary non-profit - Private,280.0,,,IL,1.0329,17.3145,106.0,21.0,17.8838,,,,,,0.9534,20.6104,110.0,18.0,19.6505,1.0279,23.1036,165.0,41.0,23.7483,,,,,,1.0543,19.8173,70.0,18.0,20.8938
842,HSHS GOOD SHEPHERD HOSPITAL INC (140019),2019,Acute Care,Voluntary non-profit - Private,30.0,39.405801,-88.807113,IL,,,,,,,,,,,1.0117,18.085,,,18.2972,1.0227,19.8375,67.0,15.0,20.287,,,,,,0.9725,15.0551,134.0,18.0,14.6413
843,COPLEY MEMORIAL HOSPITAL (140029),2019,Acute Care,Voluntary non-profit - Private,210.0,41.727722,-88.268415,IL,0.9586,15.4437,173.0,23.0,14.804,0.9745,12.8822,,,12.5536,1.035,21.0731,350.0,79.0,21.8111,0.8392,21.3022,397.0,60.0,17.8779,0.8523,4.0612,528.0,15.0,3.4613,1.0213,16.9898,592.0,104.0,17.352
844,SHERMAN HOSPITAL (140030),2019,Acute Care,Voluntary non-profit - Private,255.0,42.070221,-88.331468,IL,1.0505,14.7388,271.0,45.0,15.4829,0.9756,13.2503,90.0,11.0,12.927,1.0399,18.7438,621.0,124.0,19.4921,0.9689,20.7227,782.0,155.0,20.0773,0.9923,4.1882,437.0,18.0,4.1558,1.0072,16.0823,874.0,142.0,16.1981
845,ST ANTHONYS MEMORIAL HOSPITAL (140032),2019,Acute Care,Voluntary non-profit - Church,137.0,39.124496,-88.549274,IL,1.0252,18.1165,,,18.5737,,,,,,1.0071,18.3956,375.0,70.0,18.5263,0.9769,21.7989,378.0,79.0,21.2964,0.8598,4.3413,673.0,22.0,3.7328,0.9468,16.784,524.0,80.0,15.8915
