,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
229,HAVASU REGIONAL MEDICAL CENTER (030069),2018,Acute Care,Proprietary,169.0,34.47998,-114.338537,AZ,1.0421,13.8473,287.0,44.0,14.4303,0.9981,13.6711,81.0,11.0,13.6458,0.9875,18.1674,306.0,54.0,17.9409,0.9757,20.653,454.0,90.0,20.1511,1.066,4.4305,631.0,31.0,4.723,0.9758,16.3319,542.0,85.0,15.9374
230,FORT DEFIANCE INDIAN HOSPITAL (030071),2018,Acute Care,Government - Federal,54.0,,,AZ,,,0.0,,,,,,,,,,,,,1.0439,19.8392,,,20.7096,,,,,,1.1008,12.2682,147.0,25.0,13.5054
231,FORT DEFIANCE INDIAN HOSPITAL (030071),2018,Acute Care,Government - Federal,54.0,,,AZ,,,0.0,,,,,,,,,,,,,1.0439,19.8392,,,20.7096,,,,,,1.1008,12.2682,147.0,25.0,13.5054
232,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2018,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,,,,,,,,,,,,,,0.9901,19.7796,,,19.5843,1.0796,3.6645,,,3.9563,0.9,13.4674,146.0,12.0,12.1208
233,TUBA CITY REGIONAL HEALTH CARE CORPORATION (030073),2018,Acute Care,Voluntary non-profit - Other,73.0,,,AZ,,,,,,,,,,,,,,,,0.9901,19.7796,,,19.5843,1.0796,3.6645,,,3.9563,0.9,13.4674,146.0,12.0,12.1208
234,PHOENIX INDIAN MEDICAL CENTER (030078),2018,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0.9582,12.6672,,,12.1373
235,PHOENIX INDIAN MEDICAL CENTER (030078),2018,Acute Care,Government - Federal,119.0,33.49701,-112.047613,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0.9582,12.6672,,,12.1373
236,ABRAZO SCOTTSDALE CAMPUS (030083),2018,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.9971,13.8531,,,13.8127,,,,,,1.0272,18.6995,94.0,20.0,19.2076,1.0063,20.1289,87.0,18.0,20.2549,0.9499,3.1852,,,3.0256,1.0259,16.1693,166.0,29.0,16.5875
237,ABRAZO SCOTTSDALE CAMPUS (030083),2018,Acute Care,Proprietary,129.0,33.640603,-111.997692,AZ,0.9971,13.8531,,,13.8127,,,,,,1.0272,18.6995,94.0,20.0,19.2076,1.0063,20.1289,87.0,18.0,20.2549,0.9499,3.1852,,,3.0256,1.0259,16.1693,166.0,29.0,16.5875
238,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2018,Acute Care,Government - Federal,60.0,,,AZ,,,,,,,,,,,,,,,,0.999,20.1951,,,20.1745,,,,,,1.0214,11.9156,114.0,15.0,12.1706
239,CHINLE COMPREHENSIVE HEALTH CARE FACILITY (030084),2018,Acute Care,Government - Federal,60.0,,,AZ,,,,,,,,,,,,,,,,0.999,20.1951,,,20.1745,,,,,,1.0214,11.9156,114.0,15.0,12.1706
240,NORTHWEST MEDICAL CENTER (030085),2018,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,0.995,13.3867,190.0,25.0,13.3201,0.95,11.5413,,,10.9641,0.9994,18.0658,327.0,59.0,18.0554,0.9135,19.4197,357.0,58.0,17.7407,1.2526,3.9359,1152.0,61.0,4.93,1.0262,15.508,613.0,99.0,15.9135
241,NORTHWEST MEDICAL CENTER (030085),2018,Acute Care,Proprietary,283.0,32.319581,-111.012054,AZ,0.995,13.3867,190.0,25.0,13.3201,0.95,11.5413,,,10.9641,0.9994,18.0658,327.0,59.0,18.0554,0.9135,19.4197,357.0,58.0,17.7407,1.2526,3.9359,1152.0,61.0,4.93,1.0262,15.508,613.0,99.0,15.9135
242,SCOTTSDALE SHEA MEDICAL CENTER (030087),2018,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.89,14.1935,311.0,32.0,12.6325,1.0612,11.6191,92.0,13.0,12.3307,0.9786,18.4054,314.0,55.0,18.011,1.0224,20.1714,653.0,136.0,20.6225,1.1172,3.9507,1018.0,47.0,4.4137,0.9021,15.8856,1024.0,141.0,14.3308
243,SCOTTSDALE SHEA MEDICAL CENTER (030087),2018,Acute Care,Proprietary,426.0,33.582467,-111.886032,AZ,0.89,14.1935,311.0,32.0,12.6325,1.0612,11.6191,92.0,13.0,12.3307,0.9786,18.4054,314.0,55.0,18.011,1.0224,20.1714,653.0,136.0,20.6225,1.1172,3.9507,1018.0,47.0,4.4137,0.9021,15.8856,1024.0,141.0,14.3308
244,BANNER BAYWOOD MEDICAL CENTER (030088),2018,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.0189,18.7233,51.0,11.0,19.0768,,,,,,0.9505,19.1333,658.0,116.0,18.1858,0.9382,22.1748,437.0,87.0,20.805,1.2091,4.4467,640.0,38.0,5.3765,0.9497,16.9403,1392.0,221.0,16.0879
245,BANNER BAYWOOD MEDICAL CENTER (030088),2018,Acute Care,Voluntary non-profit - Private,340.0,33.410465,-111.688045,AZ,1.0189,18.7233,51.0,11.0,19.0768,,,,,,0.9505,19.1333,658.0,116.0,18.1858,0.9382,22.1748,437.0,87.0,20.805,1.2091,4.4467,640.0,38.0,5.3765,0.9497,16.9403,1392.0,221.0,16.0879
246,BANNER THUNDERBIRD MEDICAL CENTER (030089),2018,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,0.9077,16.1704,240.0,29.0,14.6782,1.0684,13.2987,71.0,12.0,14.2088,1.0251,19.9939,318.0,67.0,20.4953,0.8768,23.0497,317.0,56.0,20.2092,1.1082,4.1896,,,4.6431,0.9161,18.2806,705.0,113.0,16.747
247,BANNER THUNDERBIRD MEDICAL CENTER (030089),2018,Acute Care,Government - Hospital District or Authority,566.0,33.610731,-112.178698,AZ,0.9077,16.1704,240.0,29.0,14.6782,1.0684,13.2987,71.0,12.0,14.2088,1.0251,19.9939,318.0,67.0,20.4953,0.8768,23.0497,317.0,56.0,20.2092,1.1082,4.1896,,,4.6431,0.9161,18.2806,705.0,113.0,16.747
248,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2018,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.9485,13.7448,171.0,19.0,13.0365,0.9542,11.4052,,,10.8832,1.0383,17.3769,229.0,44.0,18.0427,1.0563,20.434,230.0,53.0,21.5853,0.9254,3.7431,359.0,11.0,3.4639,1.0829,16.4884,540.0,101.0,17.8547
249,HONORHEALTH DEER VALLEY MEDICAL CENTER (030092),2018,Acute Care,Voluntary non-profit - Private,201.0,33.666425,-112.117188,AZ,0.9485,13.7448,171.0,19.0,13.0365,0.9542,11.4052,,,10.8832,1.0383,17.3769,229.0,44.0,18.0427,1.0563,20.434,230.0,53.0,21.5853,0.9254,3.7431,359.0,11.0,3.4639,1.0829,16.4884,540.0,101.0,17.8547
250,BANNER DEL E. WEBB MEDICAL CENTER (030093),2018,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.9184,13.917,417.0,48.0,12.7807,,,,,,0.98,17.9335,469.0,81.0,17.5752,0.8774,20.6536,490.0,81.0,18.1204,0.9933,4.3416,745.0,32.0,4.3123,1.0013,16.0961,924.0,149.0,16.1174
251,BANNER DEL E. WEBB MEDICAL CENTER (030093),2018,Acute Care,Voluntary non-profit - Private,390.0,33.658307,-112.371939,AZ,0.9184,13.917,417.0,48.0,12.7807,,,,,,0.98,17.9335,469.0,81.0,17.5752,0.8774,20.6536,490.0,81.0,18.1204,0.9933,4.3416,745.0,32.0,4.3123,1.0013,16.0961,924.0,149.0,16.1174
252,ABRAZO ARROWHEAD CAMPUS (030094),2018,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,1.0041,14.6799,195.0,29.0,14.7396,1.0862,14.373,87.0,16.0,15.6122,0.964,18.4631,172.0,28.0,17.7987,0.9503,21.5833,220.0,42.0,20.5104,0.9176,4.1752,590.0,21.0,3.8313,0.904,17.0789,361.0,50.0,15.4387
253,ABRAZO ARROWHEAD CAMPUS (030094),2018,Acute Care,Proprietary,244.0,33.655042,-112.202889,AZ,1.0041,14.6799,195.0,29.0,14.7396,1.0862,14.373,87.0,16.0,15.6122,0.964,18.4631,172.0,28.0,17.7987,0.9503,21.5833,220.0,42.0,20.5104,0.9176,4.1752,590.0,21.0,3.8313,0.904,17.0789,361.0,50.0,15.4387
254,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2018,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,1.0093,15.7922,197.0,32.0,15.9398,,,,,,1.0176,19.3104,421.0,84.0,19.6497,1.1224,21.407,357.0,93.0,24.0268,1.0507,4.5817,313.0,16.0,4.8142,1.0344,18.4479,283.0,56.0,19.0817
255,WESTERN ARIZONA REGIONAL MEDICAL CENTER (030101),2018,Acute Care,Proprietary,133.0,35.109853,-114.555146,AZ,1.0093,15.7922,197.0,32.0,15.9398,,,,,,1.0176,19.3104,421.0,84.0,19.6497,1.1224,21.407,357.0,93.0,24.0268,1.0507,4.5817,313.0,16.0,4.8142,1.0344,18.4479,283.0,56.0,19.0817
256,MAYO CLINIC HOSPITAL (030103),2018,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.9082,15.6484,240.0,28.0,14.2116,1.0598,13.9996,,,14.8372,0.9723,20.4861,156.0,29.0,19.9184,0.8645,22.3381,636.0,114.0,19.3117,0.8843,4.2991,1165.0,42.0,3.8017,0.8591,17.8772,896.0,129.0,15.3588
257,MAYO CLINIC HOSPITAL (030103),2018,Acute Care,Voluntary non-profit - Private,277.0,33.663312,-111.955659,AZ,0.9082,15.6484,240.0,28.0,14.2116,1.0598,13.9996,,,14.8372,0.9723,20.4861,156.0,29.0,19.9184,0.8645,22.3381,636.0,114.0,19.3117,0.8843,4.2991,1165.0,42.0,3.8017,0.8591,17.8772,896.0,129.0,15.3588
258,BANNER HEART HOSPITAL (030105),2018,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,0.8829,13.9542,712.0,80.0,12.3203,0.9295,12.8151,244.0,27.0,11.9117,0.9534,19.5609,,,18.6499,0.8621,20.5996,641.0,105.0,17.7581,,,,,,1.0468,17.739,45.0,11.0,18.5692
259,BANNER HEART HOSPITAL (030105),2018,Acute Care,Voluntary non-profit - Private,110.0,33.410378,-111.685273,AZ,0.8829,13.9542,712.0,80.0,12.3203,0.9295,12.8151,244.0,27.0,11.9117,0.9534,19.5609,,,18.6499,0.8621,20.5996,641.0,105.0,17.7581,,,,,,1.0468,17.739,45.0,11.0,18.5692
260,ARIZONA SPINE AND JOINT HOSPITAL (030107),2018,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,,,,,,,,,,,,,,,0.9962,3.7378,727.0,27.0,3.7236,,,,,
261,ARIZONA SPINE AND JOINT HOSPITAL (030107),2018,Acute Care,Proprietary,23.0,33.379206,-111.734695,AZ,,,,,,,,,,,,,,,,,,,,,0.9962,3.7378,727.0,27.0,3.7236,,,,,
262,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2018,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,,,,,,,,,,,,,,,0.9007,3.738,,,3.3668,,,,,
263,"CORE INSTITUTE SPECIALTY HOSPITAL, THE (030108)",2018,Acute Care,Proprietary,32.0,33.531837,-112.099614,AZ,,,,,,,,,,,,,,,,,,,,,0.9007,3.738,,,3.3668,,,,,
264,ABRAZO WEST CAMPUS (030110),2018,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,1.0556,14.3271,149.0,26.0,15.1234,1.1292,12.9027,,,14.5703,1.0295,19.1621,192.0,40.0,19.7268,1.0161,20.5757,158.0,34.0,20.9062,,,,,,0.9904,16.8447,309.0,51.0,16.6834
265,ABRAZO WEST CAMPUS (030110),2018,Acute Care,Proprietary,190.0,33.464283,-112.354024,AZ,1.0556,14.3271,149.0,26.0,15.1234,1.1292,12.9027,,,14.5703,1.0295,19.1621,192.0,40.0,19.7268,1.0161,20.5757,158.0,34.0,20.9062,,,,,,0.9904,16.8447,309.0,51.0,16.6834
266,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2018,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,1.0217,13.7787,104.0,16.0,14.0773,,,,,,0.988,17.2103,,,17.0041,0.9746,22.2455,95.0,19.0,21.6811,,,,,,0.9138,17.3891,152.0,19.0,15.8894
267,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS (030111),2018,Acute Care,Voluntary non-profit - Private,207.0,32.177882,-110.930891,AZ,1.0217,13.7787,104.0,16.0,14.0773,,,,,,0.988,17.2103,,,17.0041,0.9746,22.2455,95.0,19.0,21.6811,,,,,,0.9138,17.3891,152.0,19.0,15.8894
268,ARIZONA SPECIALTY HOSPITAL (030112),2018,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,1.2093,3.9773,467.0,26.0,4.8097,,,,,
269,ARIZONA SPECIALTY HOSPITAL (030112),2018,Acute Care,Proprietary,24.0,33.33484,-111.891133,AZ,,,,,,,,,,,,,,,,,,,,,1.2093,3.9773,467.0,26.0,4.8097,,,,,
270,WHITERIVER PHS INDIAN HOSPITAL (030113),2018,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.9493,15.3877,,,14.6078
271,WHITERIVER PHS INDIAN HOSPITAL (030113),2018,Acute Care,Government - Federal,39.0,33.875976,-109.959528,AZ,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.9493,15.3877,,,14.6078
272,ORO VALLEY HOSPITAL (030114),2018,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,1.0285,13.4226,125.0,19.0,13.8048,,,,,,0.9531,17.245,209.0,31.0,16.4358,0.9412,19.2498,257.0,43.0,18.1189,0.8468,3.7855,938.0,27.0,3.2057,0.91,14.8948,363.0,44.0,13.5542
273,ORO VALLEY HOSPITAL (030114),2018,Acute Care,Proprietary,148.0,32.427183,-110.94954,AZ,1.0285,13.4226,125.0,19.0,13.8048,,,,,,0.9531,17.245,209.0,31.0,16.4358,0.9412,19.2498,257.0,43.0,18.1189,0.8468,3.7855,938.0,27.0,3.2057,0.91,14.8948,363.0,44.0,13.5542
274,BANNER ESTRELLA MEDICAL CENTER (030115),2018,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,0.9504,16.024,120.0,15.0,15.229,,,,,,0.9838,19.8048,155.0,29.0,19.4839,0.8758,23.9207,197.0,33.0,20.9504,1.195,4.6916,,,5.6066,0.96,17.7468,366.0,60.0,17.0372
275,BANNER ESTRELLA MEDICAL CENTER (030115),2018,Acute Care,Voluntary non-profit - Private,288.0,33.479558,-112.257936,AZ,0.9504,16.024,120.0,15.0,15.229,,,,,,0.9838,19.8048,155.0,29.0,19.4839,0.8758,23.9207,197.0,33.0,20.9504,1.195,4.6916,,,5.6066,0.96,17.7468,366.0,60.0,17.0372
276,VALLEY VIEW MEDICAL CENTER (030117),2018,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.9478,13.8673,,,13.1436,,,,,,0.9823,18.6243,182.0,32.0,18.2945,1.0251,22.268,186.0,44.0,22.8265,0.8903,4.1062,,,3.6557,1.0358,16.7525,144.0,27.0,17.3519
277,VALLEY VIEW MEDICAL CENTER (030117),2018,Acute Care,Proprietary,82.0,35.002363,-114.597954,AZ,0.9478,13.8673,,,13.1436,,,,,,0.9823,18.6243,182.0,32.0,18.2945,1.0251,22.268,186.0,44.0,22.8265,0.8903,4.1062,,,3.6557,1.0358,16.7525,144.0,27.0,17.3519
278,MERCY GILBERT MEDICAL CENTER (030119),2018,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.9962,15.9305,115.0,18.0,15.8692,,,,,,1.0046,19.0883,259.0,50.0,19.1762,1.0595,22.3344,289.0,72.0,23.6638,0.9923,4.373,349.0,15.0,4.3394,0.941,16.3202,667.0,99.0,15.3577
279,MERCY GILBERT MEDICAL CENTER (030119),2018,Acute Care,Voluntary non-profit - Church,202.0,33.286661,-111.755311,AZ,0.9962,15.9305,115.0,18.0,15.8692,,,,,,1.0046,19.0883,259.0,50.0,19.1762,1.0595,22.3344,289.0,72.0,23.6638,0.9923,4.373,349.0,15.0,4.3394,0.941,16.3202,667.0,99.0,15.3577
280,GILBERT HOSPITAL (030120),2018,Acute Care,Proprietary,19.0,,,AZ,,,,,,,,,,,0.9866,16.0049,,,15.7903,,,,,,,,,,,1.0213,13.3185,,,13.6023
281,GILBERT HOSPITAL (030120),2018,Acute Care,Proprietary,19.0,,,AZ,,,,,,,,,,,0.9866,16.0049,,,15.7903,,,,,,,,,,,1.0213,13.3185,,,13.6023
282,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2018,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.9899,14.0029,221.0,30.0,13.8619,1.0507,12.8994,,,13.5531,1.0067,17.4535,151.0,27.0,17.57,1.0857,21.5985,200.0,52.0,23.449,1.0804,4.1947,277.0,14.0,4.5321,1.0254,15.5244,368.0,60.0,15.9189
283,"MOUNTAIN VISTA MEDICAL CENTER, LP (030121)",2018,Acute Care,Proprietary,171.0,33.3911,-111.615329,AZ,0.9899,14.0029,221.0,30.0,13.8619,1.0507,12.8994,,,13.5531,1.0067,17.4535,151.0,27.0,17.57,1.0857,21.5985,200.0,52.0,23.449,1.0804,4.1947,277.0,14.0,4.5321,1.0254,15.5244,368.0,60.0,15.9189
284,BANNER GATEWAY MEDICAL CENTER (030122),2018,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,,,,,,,,,0.963,17.5212,164.0,25.0,16.8738,1.0334,20.9993,175.0,40.0,21.7017,1.1886,3.96,,,4.7068,0.9899,17.2932,424.0,72.0,17.1193
285,BANNER GATEWAY MEDICAL CENTER (030122),2018,Acute Care,Voluntary non-profit - Other,170.0,33.384225,-111.719634,AZ,,,,,,,,,,,0.963,17.5212,164.0,25.0,16.8738,1.0334,20.9993,175.0,40.0,21.7017,1.1886,3.96,,,4.7068,0.9899,17.2932,424.0,72.0,17.1193
286,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2018,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.9569,12.7682,,,12.2178,,,,,,1.0088,18.9632,143.0,28.0,19.1309,0.9594,20.2588,198.0,36.0,19.4359,0.8932,3.7512,1077.0,34.0,3.3505,0.8776,15.2743,382.0,44.0,13.4042
287,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER (030123),2018,Acute Care,Proprietary,98.0,33.669777,-111.921803,AZ,0.9569,12.7682,,,12.2178,,,,,,1.0088,18.9632,143.0,28.0,19.1309,0.9594,20.2588,198.0,36.0,19.4359,0.8932,3.7512,1077.0,34.0,3.3505,0.8776,15.2743,382.0,44.0,13.4042
288,BANNER IRONWOOD MEDICAL CENTER (030130),2018,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,0.0,,,,,,,,0.9619,16.945,,,16.2995,0.9504,20.6445,,,19.6203,1.1675,4.2034,,,4.9075,0.9434,15.5793,97.0,11.0,14.6977
289,BANNER IRONWOOD MEDICAL CENTER (030130),2018,Acute Care,Voluntary non-profit - Private,61.0,33.214839,-111.563447,AZ,,,0.0,,,,,,,,0.9619,16.945,,,16.2995,0.9504,20.6445,,,19.6203,1.1675,4.2034,,,4.9075,0.9434,15.5793,97.0,11.0,14.6977
290,O.A.S.I.S. HOSPITAL (030131),2018,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,,,,,,,,,,,,,,,,1.0573,3.7119,2165.0,86.0,3.9246,,,,,
291,O.A.S.I.S. HOSPITAL (030131),2018,Acute Care,Voluntary non-profit - Private,64.0,33.45672,-111.99521,AZ,,,,,,,,,,,,,,,,,,,,,1.0573,3.7119,2165.0,86.0,3.9246,,,,,
292,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2018,Acute Care,Proprietary,36.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,1.0092,17.6037,,,17.7662
293,"FLORENCE HOSPITAL AT ANTHEM, LLC (030132)",2018,Acute Care,Proprietary,36.0,,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,1.0092,17.6037,,,17.7662
294,BANNER GOLDFIELD MEDICAL CENTER (030134),2018,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,0.0,,,,,,,,0.9926,16.5869,70.0,11.0,16.4636,0.9707,17.87,,,17.347,,,,,,0.9854,14.5994,103.0,14.0,14.3857
295,BANNER GOLDFIELD MEDICAL CENTER (030134),2018,Acute Care,Voluntary non-profit - Other,23.0,33.393343,-111.566796,AZ,,,0.0,,,,,,,,0.9926,16.5869,70.0,11.0,16.4636,0.9707,17.87,,,17.347,,,,,,0.9854,14.5994,103.0,14.0,14.3857
296,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2018,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
297,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL (030136),2018,Acute Care,Proprietary,14.0,33.380677,-112.168233,AZ,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
298,GREEN VALLEY HOSPITAL (030137),2018,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,,,,,,,,,1.0574,17.0815,50.0,13.0,18.0617,0.9746,18.8001,,,18.3225,,,,,,0.9874,13.1945,,,13.0279
299,GREEN VALLEY HOSPITAL (030137),2018,Acute Care,Proprietary,49.0,31.807943,-111.010966,AZ,,,,,,,,,,,1.0574,17.0815,50.0,13.0,18.0617,0.9746,18.8001,,,18.3225,,,,,,0.9874,13.1945,,,13.0279
300,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2018,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,,,,,,,,,1.0407,15.538,82.0,16.0,16.17,1.0644,19.7851,58.0,16.0,21.0596,1.1433,4.1321,,,4.7241,1.0181,14.2846,117.0,18.0,14.5425
301,SILOAM SPRINGS REGIONAL HOSPITAL (040001),2018,Acute Care,Proprietary,46.0,36.190377,-94.509658,AR,,,,,,,,,,,1.0407,15.538,82.0,16.0,16.17,1.0644,19.7851,58.0,16.0,21.0596,1.1433,4.1321,,,4.7241,1.0181,14.2846,117.0,18.0,14.5425
302,JOHNSON REGIONAL MEDICAL CENTER (040002),2018,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,,,,,,,,,0.9719,15.1564,115.0,15.0,14.7303,1.1613,17.7021,98.0,29.0,20.5568,0.9655,3.7042,,,3.5764,0.9262,13.1223,223.0,23.0,12.1541
303,JOHNSON REGIONAL MEDICAL CENTER (040002),2018,Acute Care,Voluntary non-profit - Private,86.0,35.464384,-93.445797,AR,,,,,,,,,,,0.9719,15.1564,115.0,15.0,14.7303,1.1613,17.7021,98.0,29.0,20.5568,0.9655,3.7042,,,3.5764,0.9262,13.1223,223.0,23.0,12.1541
304,WASHINGTON REGIONAL MEDICAL CENTER (040004),2018,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,0.9617,13.742,359.0,45.0,13.2162,0.9098,11.694,128.0,11.0,10.6386,1.0503,18.3227,335.0,68.0,19.2436,0.9856,20.1588,709.0,140.0,19.8689,0.952,4.0002,733.0,27.0,3.8081,0.8557,15.0836,539.0,61.0,12.9077
305,WASHINGTON REGIONAL MEDICAL CENTER (040004),2018,Acute Care,Voluntary non-profit - Private,314.0,36.110984,-94.157862,AR,0.9617,13.742,359.0,45.0,13.2162,0.9098,11.694,128.0,11.0,10.6386,1.0503,18.3227,335.0,68.0,19.2436,0.9856,20.1588,709.0,140.0,19.8689,0.952,4.0002,733.0,27.0,3.8081,0.8557,15.0836,539.0,61.0,12.9077
306,CHI-ST VINCENT INFIRMARY (040007),2018,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.936,14.0875,289.0,34.0,13.1861,0.9534,12.9375,319.0,38.0,12.3351,0.9518,18.4312,265.0,43.0,17.5431,1.094,21.0737,735.0,175.0,23.054,0.9713,4.1964,872.0,35.0,4.076,1.0173,15.3503,647.0,102.0,15.6162
307,CHI-ST VINCENT INFIRMARY (040007),2018,Acute Care,Voluntary non-profit - Private,414.0,,,AR,0.936,14.0875,289.0,34.0,13.1861,0.9534,12.9375,319.0,38.0,12.3351,0.9518,18.4312,265.0,43.0,17.5431,1.094,21.0737,735.0,175.0,23.054,0.9713,4.1964,872.0,35.0,4.076,1.0173,15.3503,647.0,102.0,15.6162
308,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2018,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,1.0025,16.2583,226.0,37.0,16.2991,0.8974,12.1691,,,10.9211,0.9852,19.7401,273.0,52.0,19.4479,1.0207,21.0033,400.0,87.0,21.4383,1.1478,4.6298,384.0,23.0,5.314,0.9796,16.4419,684.0,109.0,16.1064
309,MERCY HOSPITAL NORTHWEST ARKANSAS (040010),2018,Acute Care,Voluntary non-profit - Church,201.0,36.309562,-94.184709,AR,1.0025,16.2583,226.0,37.0,16.2991,0.8974,12.1691,,,10.9211,0.9852,19.7401,273.0,52.0,19.4479,1.0207,21.0033,400.0,87.0,21.4383,1.1478,4.6298,384.0,23.0,5.314,0.9796,16.4419,684.0,109.0,16.1064
310,CHAMBERS MEMORIAL HOSPITAL (040011),2018,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,,,,,,,,,1.0088,19.6972,183.0,37.0,19.8706,1.1778,19.8838,158.0,47.0,23.419,,,,,,1.1336,16.8212,277.0,60.0,19.0678
311,CHAMBERS MEMORIAL HOSPITAL (040011),2018,Acute Care,Voluntary non-profit - Private,41.0,35.054823,-93.388543,AR,,,,,,,,,,,1.0088,19.6972,183.0,37.0,19.8706,1.1778,19.8838,158.0,47.0,23.419,,,,,,1.1336,16.8212,277.0,60.0,19.0678
