,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
475,SWEDISH MEDICAL CENTER (060034),2020,Acute Care,Proprietary,362.0,39.653136,-104.98171,CO,0.9793,13.1369,118.0,14.0,12.8649,1.1095,12.1566,,,13.4879,0.9335,18.8416,234.0,36.0,17.5895,1.0151,19.6723,336.0,68.0,19.9704,1.1069,3.9922,386.0,19.0,4.4189,0.9633,15.3406,436.0,62.0,14.7784
476,COLORADO PLAINS MEDICAL CENTER (060044),2020,Acute Care,Voluntary non-profit - Other,50.0,40.259344,-103.79621,CO,,,,,,,,,,,1.0111,16.5325,61.0,11.0,16.7153,1.0115,21.0597,,,21.3021,0.8985,4.3179,,,3.8797,0.9546,14.9502,,,14.2719
477,UCHEALTH YAMPA VALLEY MEDICAL CENTER (060049),2020,Acute Care,Voluntary non-profit - Private,59.0,40.462413,-106.81442,CO,,,,,,,,,,,,,,,,1.0168,16.0986,,,16.3688,0.9509,3.4516,,,3.2821,0.9175,13.9093,,,12.762
478,COMMUNITY HOSPITAL (060054),2020,Acute Care,Voluntary non-profit - Private,45.0,39.106297,-108.615312,CO,,,,,,,,,,,0.9617,15.179,,,14.5976,0.8881,17.8547,,,15.857,0.9348,3.3229,,,3.1064,0.964,13.4961,133.0,15.0,13.0104
479,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL (060064),2020,Acute Care,Voluntary non-profit - Church,237.0,39.67064,-104.973482,CO,0.9617,14.8031,,,14.2358,0.8639,13.5899,,,11.7409,1.0524,19.0597,100.0,24.0,20.0577,0.9536,20.4617,194.0,35.0,19.5117,0.8489,3.8964,1423.0,44.0,3.3075,0.9608,16.3892,201.0,29.0,15.746
480,NORTH SUBURBAN MEDICAL CENTER (060065),2020,Acute Care,Voluntary non-profit - Private,127.0,39.86438,-104.984783,CO,1.0027,14.6975,,,14.7372,,,,,,0.992,17.7407,100.0,17.0,17.5989,1.0324,20.6205,113.0,26.0,21.2891,0.9727,3.4607,,,3.3662,0.93,16.3465,143.0,17.0,15.2024
481,DELTA COUNTY MEMORIAL HOSPITAL (060071),2020,Acute Care,Government - Local,49.0,38.743166,-108.047515,CO,,,,,,,,,,,0.9382,16.5108,,,15.4905,0.9433,17.2831,,,16.3038,0.9124,3.0837,,,2.8134,0.9602,12.6137,153.0,16.0,12.1111
482,VALLEY VIEW HOSPITAL ASSOCIATION (060075),2020,Acute Care,Voluntary non-profit - Private,44.0,39.532859,-107.322794,CO,0.9263,12.1974,,,11.2984,,,,,,0.9525,17.6494,,,16.8109,0.9879,22.6523,57.0,12.0,22.3779,1.047,3.5821,,,3.7506,0.9235,14.7977,125.0,12.0,13.6651
483,STERLING REGIONAL MEDCENTER (060076),2020,Acute Care,Voluntary non-profit - Private,27.0,40.613684,-103.220524,CO,,,,,,,,,,,1.0165,18.7785,72.0,15.0,19.0888,0.9821,19.9888,87.0,16.0,19.6303,0.942,4.0849,,,3.8478,0.9683,14.0058,111.0,13.0,13.5623
484,VAIL HEALTH HOSPITAL (060096),2020,Acute Care,Voluntary non-profit - Other,56.0,39.642949,-106.382866,CO,,,,,,,,,,,,,,,,,,,,,0.9477,2.9804,,,2.8245,0.9785,13.9861,,,13.6849
485,"MEDICAL CENTER OF AURORA, THE (060100)",2020,Acute Care,Proprietary,327.0,39.689346,-104.83115,CO,1.0117,13.7005,190.0,27.0,13.8609,0.9018,12.4659,,,11.2414,0.9307,18.5088,217.0,32.0,17.2271,0.9242,20.6754,480.0,87.0,19.1077,1.304,3.9326,233.0,17.0,5.128,0.9181,16.0498,411.0,55.0,14.7356
486,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL (060103),2020,Acute Care,Voluntary non-profit - Church,111.0,39.950847,-105.149154,CO,0.9876,12.9407,,,12.7797,,,,,,,,,,,0.9683,20.5336,,,19.8822,0.9673,3.5289,,,3.4136,0.9297,14.4105,,,13.3978
487,ST ANTHONY NORTH HEALTH CAMPUS (060104),2020,Acute Care,Voluntary non-profit - Church,102.0,39.95581,-104.993671,CO,0.9692,12.0928,,,11.7201,,,,,,0.9278,18.759,113.0,14.0,17.4048,0.889,21.7131,130.0,18.0,19.3025,1.1276,3.8738,,,4.3682,0.9755,15.2751,192.0,27.0,14.9004
488,SKY RIDGE MEDICAL CENTER (060112),2020,Acute Care,Proprietary,242.0,39.529323,-104.870269,CO,0.9658,13.6045,,,13.1397,,,,,,0.968,18.3896,98.0,15.0,17.8006,0.9779,21.2315,257.0,52.0,20.7628,0.7697,3.6871,1335.0,33.0,2.8377,0.9825,17.4183,264.0,44.0,17.1143
489,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL (060113),2020,Acute Care,Voluntary non-profit - Church,188.0,39.576554,-104.988489,CO,0.8748,12.7226,,,11.13,,,,,,0.9527,18.0595,178.0,27.0,17.2058,0.9104,21.13,310.0,54.0,19.237,1.2199,3.8533,260.0,16.0,4.7005,1.0143,16.0677,479.0,79.0,16.2977
490,PARKER ADVENTIST HOSPITAL (060114),2020,Acute Care,Voluntary non-profit - Private,155.0,39.550058,-104.773433,CO,0.9992,12.7049,87.0,11.0,12.6948,,,,,,0.9423,18.6948,122.0,17.0,17.616,0.8784,20.1045,202.0,28.0,17.6598,1.2413,3.7868,360.0,21.0,4.7005,0.9612,15.3597,241.0,33.0,14.7635
491,GOOD SAMARITAN MEDICAL CENTER (060116),2020,Acute Care,Voluntary non-profit - Private,196.0,39.969753,-105.083065,CO,0.949,13.3282,,,12.6488,,,,,,0.9553,17.4947,,,16.7131,1.0117,19.566,143.0,29.0,19.7947,1.1164,4.176,,,4.662,0.9457,15.5105,161.0,20.0,14.6691
492,"ANIMAS SURGICAL HOSPITAL, LLC (060117)",2020,Acute Care,Physician,12.0,37.248889,-107.870774,CO,,,,,,,,,,,,,,,,,,,,,0.9146,3.1823,469.0,12.0,2.9107,,,,,
493,ST ANTHONY SUMMIT MEDICAL CENTER (060118),2020,Acute Care,Voluntary non-profit - Church,34.0,39.569988,-106.078259,CO,,,,,,,,,,,,,,,,,,,,,0.9592,2.7997,,,2.6856,,,,,
494,MEDICAL CENTER OF THE ROCKIES (060119),2020,Acute Care,Voluntary non-profit - Private,168.0,40.415194,-105.001451,CO,0.9002,13.4354,462.0,50.0,12.0951,0.7719,11.8757,232.0,15.0,9.1671,0.8975,18.6278,192.0,24.0,16.7186,0.8054,20.2303,354.0,45.0,16.293,0.9174,3.7401,455.0,14.0,3.4311,0.9667,15.7492,448.0,66.0,15.2248
495,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS (060124),2020,Acute Care,Proprietary,48.0,39.717952,-105.128441,CO,,,,,,,,,,,,,,,,,,,,,0.7814,3.6312,1184.0,29.0,2.8373,,,,,
496,CASTLE ROCK ADVENTIST HOSPITAL (060125),2020,Acute Care,Voluntary non-profit - Private,56.0,39.404112,-104.886146,CO,,,,,,,,,,,0.9742,17.2617,,,16.8172,0.9794,19.9572,78.0,14.0,19.5461,1.1645,4.0413,,,4.706,0.9922,15.9032,130.0,20.0,15.7785
497,BANNER FORT COLLINS MEDICAL CENTER (060126),2020,Acute Care,Voluntary non-profit - Other,25.0,40.521117,-105.010885,CO,,,,,,,,,,,,,,,,,,,,,0.9863,4.4096,,,4.3493,,,,,
498,LONGS PEAK HOSPITAL (060128),2020,Acute Care,Voluntary non-profit - Private,57.0,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,0.9629,13.5186,,,13.0166
499,ST FRANCIS HOSPITAL & MEDICAL CENTER (070002),2020,Acute Care,Voluntary non-profit - Church,561.0,41.77508,-72.699468,CT,0.899,15.1909,506.0,63.0,13.6565,1.0532,12.7737,258.0,36.0,13.4533,1.0807,19.6144,665.0,147.0,21.1967,0.8882,21.4068,1489.0,276.0,19.0141,0.8683,4.1323,2415.0,84.0,3.5882,1.0391,16.5675,903.0,158.0,17.2149
500,DAY KIMBALL HOSPITAL (070003),2020,Acute Care,Voluntary non-profit - Private,104.0,41.907746,-71.914692,CT,0.9398,17.0329,,,16.0073,,,,,,1.0213,17.2306,298.0,54.0,17.5975,0.9081,19.599,234.0,36.0,17.7986,0.9567,4.361,,,4.172,0.9386,14.9471,193.0,23.0,14.0287
501,SHARON HOSPITAL (070004),2020,Acute Care,Proprietary,79.0,41.879662,-73.481572,CT,1.0076,18.5603,,,18.7022,,,,,,0.9514,17.4028,113.0,15.0,16.5568,0.9027,20.6554,156.0,23.0,18.6462,0.9288,4.2608,,,3.9574,0.9251,15.3161,205.0,24.0,14.1693
502,WATERBURY HOSPITAL (070005),2020,Acute Care,Voluntary non-profit - Private,249.0,41.558269,-73.058608,CT,1.079,15.242,204.0,38.0,16.4456,1.0143,12.5711,,,12.7502,0.9738,18.161,294.0,50.0,17.6846,1.0992,21.0896,596.0,144.0,23.1826,1.3409,4.356,315.0,24.0,5.8411,1.1306,16.1363,569.0,112.0,18.2439
503,STAMFORD HOSPITAL (070006),2020,Acute Care,Voluntary non-profit - Private,303.0,,,CT,0.9194,15.1286,229.0,27.0,13.9089,0.9423,11.3977,,,10.7397,0.9438,19.6627,218.0,36.0,18.5577,0.9286,20.0977,629.0,113.0,18.6637,0.8318,4.1503,,,3.4522,0.9696,15.6891,618.0,92.0,15.2123
504,LAWRENCE & MEMORIAL HOSPITAL (070007),2020,Acute Care,Voluntary non-profit - Private,245.0,41.336428,-72.103074,CT,0.9886,15.6945,159.0,24.0,15.5158,,,,,,1.0694,18.8831,539.0,114.0,20.1944,0.9029,21.1171,756.0,138.0,19.0659,0.9192,4.5705,705.0,28.0,4.2011,0.9913,16.0442,777.0,123.0,15.9043
505,JOHNSON MEMORIAL HOSPITAL (070008),2020,Acute Care,Voluntary non-profit - Private,88.0,,,CT,,,,,,,,,,,0.9309,19.8324,176.0,27.0,18.4628,1.0659,22.9484,147.0,40.0,24.4602,1.0546,5.6619,,,5.9709,1.1067,16.3308,217.0,46.0,18.0732
506,BRIDGEPORT HOSPITAL (070010),2020,Acute Care,Voluntary non-profit - Private,378.0,41.188776,-73.16608,CT,0.9844,15.5248,307.0,46.0,15.2822,0.9828,13.2819,,,13.0532,1.0786,19.7188,339.0,78.0,21.2693,1.1603,21.7887,849.0,224.0,25.2822,1.3842,4.5583,392.0,31.0,6.3097,1.1446,16.3739,912.0,180.0,18.7421
507,CHARLOTTE HUNGERFORD HOSPITAL (070011),2020,Acute Care,Voluntary non-profit - Private,108.0,41.790846,-73.133143,CT,1.0081,16.2438,,,16.3747,,,,,,1.0049,21.8795,403.0,89.0,21.9872,1.1249,21.7764,215.0,60.0,24.4956,,,,,,1.081,16.0217,386.0,72.0,17.3191
508,ROCKVILLE GENERAL HOSPITAL (070012),2020,Acute Care,Voluntary non-profit - Other,222.0,41.866962,-72.450988,CT,,,,,,,,,,,1.0081,16.9049,108.0,19.0,17.042,1.0664,20.3151,185.0,44.0,21.6643,,,,,,1.0071,15.3308,269.0,42.0,15.4404
509,SAINT MARY'S HOSPITAL (070016),2020,Acute Care,Voluntary non-profit - Other,167.0,,,CT,1.0106,15.3838,144.0,23.0,15.5464,1.1082,12.5928,,,13.9559,0.9616,20.292,323.0,60.0,19.5128,0.9826,21.191,543.0,112.0,20.8221,0.976,4.5485,,,4.4394,0.9413,17.0371,611.0,94.0,16.0373
510,MIDSTATE MEDICAL CENTER (070017),2020,Acute Care,Voluntary non-profit - Private,139.0,41.550036,-72.803878,CT,1.0095,18.5538,61.0,12.0,18.7293,,,,,,1.0401,19.8315,344.0,74.0,20.626,0.9771,19.8092,343.0,65.0,19.3549,0.9861,4.0398,584.0,23.0,3.9835,1.0507,15.9452,643.0,111.0,16.7536
511,GREENWICH HOSPITAL ASSOCIATION - (070018),2020,Acute Care,Voluntary non-profit - Private,184.0,41.034395,-73.629632,CT,1.0525,14.46,86.0,16.0,15.2185,,,,,,0.962,19.1812,238.0,41.0,18.4528,1.1077,20.5547,583.0,139.0,22.7683,0.7289,3.957,898.0,20.0,2.8842,0.9911,15.7845,758.0,118.0,15.6444
512,"MILFORD HOSPITAL, INC (070019)",2020,Acute Care,Voluntary non-profit - Private,106.0,,,CT,0.9581,16.79,,,16.087,,,,,,1.0327,18.5547,196.0,40.0,19.1608,1.0247,20.5689,159.0,35.0,21.0779,0.748,3.925,559.0,11.0,2.9357,1.0455,15.3103,188.0,33.0,16.0072
513,MIDDLESEX HOSPITAL (070020),2020,Acute Care,Voluntary non-profit - Private,228.0,41.554865,-72.647633,CT,0.9111,18.3146,,,16.6866,,,,,,1.0345,18.2507,585.0,113.0,18.8797,0.9685,19.9638,646.0,123.0,19.3354,1.0222,4.0766,446.0,19.0,4.1673,0.9831,15.1129,1266.0,187.0,14.8578
514,WINDHAM COMM MEM HOSP & HATCH HOSP (070021),2020,Acute Care,Voluntary non-profit - Private,64.0,41.716569,-72.224068,CT,,,,,,,,,,,0.9788,19.4624,124.0,22.0,19.0504,0.9938,21.446,288.0,61.0,21.3127,0.8796,4.0272,,,3.5421,0.948,15.6603,259.0,35.0,14.8461
515,YALE-NEW HAVEN HOSPITAL (070022),2020,Acute Care,Voluntary non-profit - Private,1347.0,41.304285,-72.934689,CT,1.0821,15.358,983.0,168.0,16.6185,0.9732,12.8183,286.0,35.0,12.4749,1.0584,20.6318,932.0,208.0,21.8364,1.0147,21.7976,2591.0,574.0,22.1188,1.0957,4.4509,969.0,49.0,4.8767,1.083,17.2978,2256.0,428.0,18.7327
516,WILLIAM W BACKUS HOSPITAL (070024),2020,Acute Care,Voluntary non-profit - Other,184.0,41.543402,-72.086747,CT,0.9745,19.0573,100.0,17.0,18.5709,,,,,,0.9477,20.0131,491.0,89.0,18.966,0.8523,22.6547,475.0,82.0,19.3093,0.9205,5.2253,449.0,20.0,4.8097,0.9907,17.3924,822.0,141.0,17.2299
517,HARTFORD HOSPITAL (070025),2020,Acute Care,Voluntary non-profit - Private,895.0,41.754123,-72.68082,CT,1.0195,15.1176,914.0,142.0,15.4127,1.0714,13.279,311.0,46.0,14.2275,1.0428,18.948,500.0,102.0,19.7587,1.0162,21.0194,1634.0,350.0,21.3599,0.9791,3.8526,1283.0,48.0,3.7721,1.045,16.2411,1226.0,211.0,16.972
518,MANCHESTER MEMORIAL HOSPITAL (070027),2020,Acute Care,Voluntary non-profit - Private,182.0,41.781087,-72.525221,CT,,,,,,,,,,,1.0047,17.762,211.0,38.0,17.8447,1.1492,19.2168,306.0,76.0,22.0842,1.0612,4.4961,228.0,12.0,4.7711,1.16,15.5584,555.0,110.0,18.0473
519,ST VINCENT'S MEDICAL CENTER (070028),2020,Acute Care,Voluntary non-profit - Church,350.0,41.200083,-73.202486,CT,1.0695,14.3727,326.0,54.0,15.3716,1.1247,12.2925,80.0,14.0,13.8258,0.9454,19.0213,335.0,56.0,17.9828,0.9153,20.6343,568.0,102.0,18.8873,1.0498,3.8825,272.0,12.0,4.0758,1.0911,15.1234,717.0,124.0,16.5009
520,BRISTOL HOSPITAL (070029),2020,Acute Care,Voluntary non-profit - Private,123.0,41.676078,-72.934878,CT,1.014,15.5338,,,15.7517,,,,,,1.0487,19.7028,224.0,50.0,20.6617,0.9789,19.4525,306.0,57.0,19.0418,1.1386,4.5489,184.0,12.0,5.1795,1.2489,15.7275,331.0,80.0,19.6424
521,GRIFFIN HOSPITAL (070031),2020,Acute Care,Voluntary non-profit - Other,119.0,41.335978,-73.088689,CT,0.978,16.9613,,,16.5875,,,,,,1.0073,18.7302,225.0,43.0,18.8665,1.0605,19.8886,353.0,78.0,21.0924,1.057,3.9688,428.0,19.0,4.1952,0.9629,16.0509,346.0,51.0,15.4554
522,DANBURY HOSPITAL (070033),2020,Acute Care,Voluntary non-profit - Private,370.0,41.406776,-73.444339,CT,1.0396,14.4334,385.0,60.0,15.0049,0.9005,13.1928,123.0,12.0,11.8797,0.8722,18.0569,540.0,75.0,15.7499,0.8913,19.7549,1163.0,198.0,17.6071,1.1486,4.3502,948.0,50.0,4.9968,0.9141,15.1027,1121.0,149.0,13.8059
523,NORWALK HOSPITAL (070034),2020,Acute Care,Voluntary non-profit - Private,278.0,41.110415,-73.421229,CT,0.9931,14.7197,119.0,17.0,14.6183,,,,,,0.9677,19.4154,253.0,45.0,18.7874,0.9655,19.2466,700.0,128.0,18.5821,1.074,3.8244,503.0,22.0,4.1074,0.9867,14.4949,859.0,122.0,14.3025
524,"HOSPITAL OF CENTRAL CONNECTICUT, THE (070035)",2020,Acute Care,Voluntary non-profit - Other,297.0,41.662015,-72.787799,CT,1.0338,17.0049,148.0,28.0,17.5794,,,,,,1.0283,19.0676,341.0,69.0,19.6075,0.9217,20.3305,661.0,119.0,18.7395,1.1268,4.6733,222.0,14.0,5.266,1.0079,16.6883,639.0,108.0,16.8197
525,JOHN DEMPSEY HOSPITAL (070036),2020,Acute Care,Government - Local,160.0,41.73509,-72.79582,CT,1.0369,14.7115,196.0,32.0,15.2542,0.9532,13.621,,,12.9841,1.0502,19.4473,192.0,43.0,20.4232,1.0284,19.9727,503.0,105.0,20.5393,0.8891,4.1344,,,3.6757,1.0867,15.7023,466.0,85.0,17.0643
526,MASONICARE HEALTH CENTER (070039),2020,Acute Care,Voluntary non-profit - Private,503.0,41.460698,-72.836586,CT,,,,,,,,,,,0.9721,20.9173,,,20.3343,0.9766,21.7693,,,21.2596,,,,,,0.9986,15.4822,117.0,18.0,15.461
527,HEBREW HOME AND HOSPITAL INC (070040),2020,Acute Care,Voluntary non-profit - Private,201.0,41.802774,-72.728931,CT,,,,,,,,,,,,,,,,,,,,,,,,,,1.0155,14.5511,,,14.7769
528,"CHRISTIANA CARE HEALTH SERVICES, INC. (080001)",2020,Acute Care,Voluntary non-profit - Private,1132.0,39.689909,-75.673228,DE,1.0136,14.3511,854.0,125.0,14.5461,1.192,12.458,448.0,71.0,14.8502,0.9972,20.0576,1691.0,338.0,20.0011,0.929,20.9582,2786.0,538.0,19.4697,0.8961,4.032,2991.0,106.0,3.6129,0.8688,16.3579,2527.0,350.0,14.2123
529,ST FRANCIS HOSPITAL (080003),2020,Acute Care,Voluntary non-profit - Private,161.0,,,DE,0.9661,15.0382,,,14.5285,,,,,,0.95,19.6812,101.0,15.0,18.6974,1.0453,22.0485,218.0,53.0,23.048,1.0601,3.4558,,,3.6636,0.8894,15.3888,245.0,26.0,13.687
530,"BAYHEALTH HOSPITAL, KENT CAMPUS (080004)",2020,Acute Care,Voluntary non-profit - Private,268.0,39.150687,-75.522327,DE,1.0502,14.3605,452.0,71.0,15.0808,0.9848,13.2428,118.0,15.0,13.041,1.0252,19.842,782.0,161.0,20.3422,1.1239,22.0324,879.0,225.0,24.7633,0.9667,4.5605,491.0,21.0,4.4086,1.0722,16.9984,1143.0,213.0,18.2252
531,NANTICOKE MEMORIAL HOSPITAL (080006),2020,Acute Care,Voluntary non-profit - Private,112.0,38.642332,-75.605325,DE,1.0138,15.0748,178.0,28.0,15.2826,,,,,,0.9555,19.2369,269.0,46.0,18.3803,1.0043,21.07,495.0,105.0,21.1598,1.0098,4.0534,362.0,15.0,4.093,0.8947,16.4567,545.0,73.0,14.7235
532,BEEBE MEDICAL CENTER (080007),2020,Acute Care,Voluntary non-profit - Private,183.0,38.777413,-75.13586,DE,0.9422,13.7261,374.0,45.0,12.9325,1.2119,11.332,162.0,27.0,13.7335,1.0156,17.612,698.0,126.0,17.8863,0.9928,20.0825,920.0,183.0,19.9382,0.7612,3.9124,1212.0,31.0,2.9783,1.0953,15.0024,1041.0,177.0,16.4323
533,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS (080009)",2020,Acute Care,Voluntary non-profit - Private,158.0,,,DE,0.9827,17.9431,,,17.6324,,,,,,0.9545,18.7082,255.0,42.0,17.8561,1.0646,21.1166,401.0,94.0,22.4805,0.9462,3.9282,,,3.7169,0.9858,15.9304,439.0,68.0,15.7038
534,GEORGE WASHINGTON UNIV HOSPITAL (090001),2020,Acute Care,Proprietary,363.0,38.901169,-77.050119,DC,0.9911,15.1728,203.0,30.0,15.0373,1.1702,13.453,69.0,15.0,15.7429,1.0901,19.1414,126.0,33.0,20.8662,1.0932,21.4335,450.0,111.0,23.4315,0.9225,3.9348,,,3.6298,1.2151,16.8979,305.0,76.0,20.5318
535,HOWARD UNIVERSITY HOSPITAL (090003),2020,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,1.0464,16.5641,,,17.3334,,,,,,0.9888,22.1458,100.0,21.0,21.8971,1.2019,23.0727,177.0,61.0,27.7302,,,,,,0.9882,16.9565,136.0,22.0,16.7563
536,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2020,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,,,,,,,,,,,0.94,20.4064,98.0,14.0,19.1816,1.0446,21.0373,179.0,42.0,21.9754,0.7878,4.3259,,,3.4078,1.0825,17.7388,253.0,54.0,19.2019
537,SIBLEY MEMORIAL HOSPITAL (090005),2020,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,0.9955,16.5811,,,16.5072,,,,,,0.89,16.011,,,14.2499,0.9524,18.2651,298.0,49.0,17.3964,0.9992,3.5834,1369.0,49.0,3.5804,0.9964,13.4476,539.0,72.0,13.3998
538,UNITED MEDICAL CENTER (090008),2020,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,1.0297,20.4358,72.0,17.0,21.0437,,,,,,1.0626,20.7344,178.0,44.0,22.0321,1.0317,23.1663,272.0,67.0,23.9014,,,,,,1.0597,19.3722,219.0,49.0,20.5277
539,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2020,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,1.0669,16.6484,1138.0,206.0,17.762,0.7492,13.9711,814.0,78.0,10.4668,1.0029,20.9568,351.0,74.0,21.0176,1.0252,22.2427,1493.0,342.0,22.8036,1.1186,4.5072,275.0,16.0,5.042,1.0123,17.0443,569.0,99.0,17.2543
540,UF HEALTH JACKSONVILLE (100001),2020,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,1.0685,16.0854,198.0,38.0,17.1879,0.9213,16.227,,,14.9502,1.0591,21.8798,308.0,76.0,23.1722,1.0757,23.398,502.0,131.0,25.1689,1.1851,5.3164,,,6.3007,1.0149,18.1044,332.0,62.0,18.3734
541,BETHESDA HOSPITAL EAST (100002),2020,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,0.9468,16.1321,381.0,55.0,15.2738,0.8829,13.519,,,11.936,1.0612,19.317,607.0,129.0,20.4986,1.0224,21.4607,837.0,185.0,21.9406,0.7993,5.0399,1099.0,40.0,4.0282,1.004,16.2765,1161.0,190.0,16.3423
542,ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER (100006),2020,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,0.946,17.4621,577.0,92.0,16.5197,1.0253,13.2054,276.0,38.0,13.5388,1.0125,19.3218,721.0,142.0,19.5629,1.0152,22.1528,1352.0,305.0,22.49,1.2449,3.8702,2591.0,129.0,4.8178,0.8895,17.1907,1084.0,158.0,15.2914
543,ADVENTHEALTH ORLANDO (100007),2020,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,1.0062,15.6002,896.0,141.0,15.6964,1.344,14.1057,560.0,114.0,18.9584,0.9761,19.119,1971.0,366.0,18.6627,1.0807,21.8753,3812.0,906.0,23.6404,1.131,4.0219,2257.0,105.0,4.5487,1.1468,16.9426,3905.0,768.0,19.4292
544,BAPTIST HOSPITAL OF MIAMI (100008),2020,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,0.9415,14.519,296.0,37.0,13.6693,0.9824,11.4924,,,11.2896,1.0537,20.6773,385.0,88.0,21.7878,0.9574,21.8717,901.0,186.0,20.9398,0.8431,4.5225,452.0,14.0,3.8129,1.0211,16.1041,922.0,153.0,16.4441
545,LEE MEMORIAL HOSPITAL (100012),2020,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,0.92,13.5972,789.0,94.0,12.51,1.0193,12.468,492.0,63.0,12.7081,1.0472,20.2721,1137.0,245.0,21.2297,1.0274,20.9863,1509.0,327.0,21.5608,0.9188,4.2241,2154.0,82.0,3.8813,1.0372,16.2935,1317.0,225.0,16.9003
546,ADVENTHEALTH NEW SMYRNA BEACH (100014),2020,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,0.984,15.0904,141.0,20.0,14.8486,,,,,,1.0281,16.7479,325.0,58.0,17.2189,1.0763,20.8458,283.0,68.0,22.4361,0.9925,6.215,,,6.1684,1.0488,15.8582,384.0,67.0,16.6313
547,HALIFAX HEALTH MEDICAL CENTER (100017),2020,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,0.9048,15.1895,304.0,36.0,13.7441,0.9306,12.3955,,,11.5358,0.9586,18.8953,360.0,62.0,18.1136,0.9742,21.0592,383.0,77.0,20.5169,0.7956,4.2594,629.0,17.0,3.3886,1.0478,16.6471,630.0,113.0,17.4421
548,NAPLES COMMUNITY HOSPITAL (100018),2020,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,0.8059,14.84,997.0,107.0,11.9593,0.9631,11.7821,343.0,38.0,11.347,0.8964,18.5546,1035.0,164.0,16.6327,0.9108,21.2816,2010.0,384.0,19.3836,0.7403,4.3152,2462.0,73.0,3.1946,0.8258,15.6428,1914.0,235.0,12.9175
549,HOLMES REGIONAL MEDICAL CENTER (100019),2020,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,0.9803,15.8636,567.0,87.0,15.5509,0.886,13.0528,199.0,20.0,11.5642,1.0246,19.5877,773.0,157.0,20.0687,0.9435,22.2384,1261.0,261.0,20.981,1.0879,4.328,773.0,38.0,4.7082,1.1067,17.5529,1241.0,248.0,19.4265
550,JACKSON MEMORIAL HOSPITAL (100022),2020,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,1.0629,18.0946,230.0,48.0,19.2334,1.0141,16.8865,,,17.1239,1.1178,21.9307,273.0,76.0,24.5146,1.2278,23.7565,533.0,169.0,29.1689,0.9546,4.0217,,,3.8393,1.1001,19.3229,453.0,103.0,21.2575
