,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
517,BRISTOL HOSPITAL (070029),2023,Acute Care,Voluntary non-profit - Private,123.0,41.676078,-72.934878,CT,,,,,,,,,,,0.9774,19.8434,102.0,18.0,19.3953,0.9865,19.9673,172.0,33.0,19.698,1.1913,4.2892,,,5.1098,0.9417,16.0346,155.0,19.0,15.1001
518,GRIFFIN HOSPITAL (070031),2023,Acute Care,Voluntary non-profit - Other,119.0,41.335978,-73.088689,CT,,,,,,,,,,,0.9968,19.766,118.0,23.0,19.7035,0.9423,20.0801,200.0,34.0,18.922,0.8735,3.9669,,,3.4653,0.9805,16.004,143.0,21.0,15.6917
519,DANBURY HOSPITAL (070033),2023,Acute Care,Voluntary non-profit - Private,370.0,41.406776,-73.444339,CT,1.0058,13.3597,288.0,39.0,13.4374,0.9239,12.3739,,,11.4326,1.0231,19.9045,271.0,57.0,20.3639,1.0391,19.8964,873.0,183.0,20.6746,0.9532,4.1498,678.0,26.0,3.9554,1.0637,16.2575,679.0,122.0,17.293
520,NORWALK HOSPITAL (070034),2023,Acute Care,Voluntary non-profit - Private,278.0,41.110415,-73.421229,CT,1.006,13.4523,79.0,11.0,13.5329,,,,,,0.9873,18.2083,100.0,17.0,17.9779,0.9889,19.3491,448.0,85.0,19.1337,1.0257,4.135,,,4.2414,0.9352,15.3777,451.0,60.0,14.3811
521,THE HOSPITAL OF CENTRAL CONNECTICUT (070035),2023,Acute Care,Voluntary non-profit - Other,297.0,41.662015,-72.787799,CT,0.9576,17.7418,,,16.99,,,,,,1.0067,18.083,162.0,30.0,18.2038,1.011,20.0087,387.0,79.0,20.2291,,,,,,1.1167,15.6363,337.0,67.0,17.4614
522,JOHN DEMPSEY HOSPITAL (070036),2023,Acute Care,Government - Local,160.0,41.73509,-72.79582,CT,1.0409,13.4109,85.0,14.0,13.9591,,,,,,1.031,18.2252,78.0,17.0,18.79,1.0959,18.459,297.0,66.0,20.2301,1.054,3.7602,,,3.9633,0.9403,15.3908,252.0,32.0,14.4722
523,THE CONNECTICUT HOSPICE INC. (070038),2023,Acute Care,Voluntary non-profit - Private,52.0,41.256305,-72.833367,CT,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MASONICARE HEALTH CENTER HOSPITAL (070039),2023,Acute Care,Voluntary non-profit - Private,503.0,41.460698,-72.836586,CT,,,,,,,,,,,,,,,,,,,,,,,,,,0.9528,15.0727,,,14.362
525,CHRISTIANA HOSPITAL (080001),2023,Acute Care,Voluntary non-profit - Private,1132.0,39.689909,-75.673228,DE,0.9384,13.1195,530.0,62.0,12.3113,0.8543,10.9706,325.0,27.0,9.3723,1.0478,20.0207,702.0,151.0,20.977,0.9232,20.0227,2235.0,408.0,18.4846,0.9267,4.5506,766.0,31.0,4.217,0.9967,16.0561,1445.0,231.0,16.003
526,ST FRANCIS HOSPITAL (080003),2023,Acute Care,Voluntary non-profit - Private,161.0,,,DE,0.9771,13.1213,,,12.8209,,,,,,1.0059,21.3637,49.0,11.0,21.4889,1.0676,21.1811,131.0,34.0,22.6127,0.9486,3.4404,,,3.2636,0.9656,15.7866,148.0,20.0,15.2436
527,"BAYHEALTH HOSPITAL, KENT CAMPUS (080004)",2023,Acute Care,Voluntary non-profit - Private,268.0,39.150687,-75.522327,DE,0.9351,13.822,282.0,33.0,12.9256,1.0773,12.42,77.0,12.0,13.3805,1.0236,18.6266,494.0,96.0,19.0668,1.0943,21.3315,741.0,179.0,23.3425,0.9685,4.1993,333.0,13.0,4.0671,1.0478,16.357,715.0,126.0,17.1382
528,"TIDALHEALTH NANTICOKE, INC. (080006)",2023,Acute Care,Voluntary non-profit - Private,112.0,38.642332,-75.605325,DE,0.9978,14.2703,,,14.2397,,,,,,0.9834,17.5883,123.0,20.0,17.2962,0.8982,22.2942,345.0,62.0,20.0247,1.1612,4.3359,,,5.0348,0.9143,17.3279,389.0,55.0,15.8423
529,BEEBE MEDICAL CENTER (080007),2023,Acute Care,Voluntary non-profit - Private,183.0,38.777413,-75.13586,DE,0.9955,12.6835,279.0,35.0,12.6269,0.9081,10.4618,,,9.5005,0.8797,17.2753,300.0,36.0,15.1962,0.9574,19.3672,700.0,127.0,18.5416,0.8795,4.1522,361.0,11.0,3.6517,0.9652,15.1241,778.0,111.0,14.5971
530,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS (080009)",2023,Acute Care,Voluntary non-profit - Private,158.0,,,DE,1.0441,16.0041,,,16.7091,,,,,,1.0157,18.7896,198.0,39.0,19.0845,0.9061,21.0983,337.0,58.0,19.118,0.9664,4.2874,,,4.1433,0.9429,15.087,290.0,37.0,14.2251
531,GEORGE WASHINGTON UNIV HOSPITAL (090001),2023,Acute Care,Proprietary,363.0,38.901169,-77.050119,DC,0.9918,14.9995,171.0,25.0,14.8765,1.2629,13.076,51.0,14.0,16.5136,1.0412,21.1452,80.0,21.0,22.016,1.003,21.0249,350.0,74.0,21.0869,1.0382,3.6214,,,3.7598,1.1196,17.7313,203.0,49.0,19.8524
532,HOWARD UNIVERSITY HOSPITAL (090003),2023,Acute Care,Voluntary non-profit - Other,241.0,38.917011,-77.021896,DC,1.0866,18.5129,36.0,12.0,20.1165,,,,,,1.0906,23.5967,84.0,29.0,25.735,1.1044,23.826,156.0,48.0,26.3123,,,,,,0.9522,18.2426,125.0,18.0,17.3702
533,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL (090004),2023,Acute Care,Voluntary non-profit - Private,396.0,38.912599,-77.074388,DC,,,,,,,,,,,1.0065,22.9458,54.0,13.0,23.0942,1.081,22.4294,172.0,47.0,24.2462,1.1335,3.8071,252.0,13.0,4.3151,1.05,18.0058,213.0,44.0,18.9064
534,SIBLEY MEMORIAL HOSPITAL (090005),2023,Acute Care,Voluntary non-profit - Other,248.0,38.935747,-77.109889,DC,0.999,15.544,,,15.5278,,,,,,0.9218,17.7875,,,16.3963,1.0051,18.2585,238.0,44.0,18.3516,0.9697,3.7482,372.0,13.0,3.6344,0.9779,14.7044,345.0,48.0,14.3791
535,UNITED MEDICAL CENTER (090008),2023,Acute Care,Proprietary,187.0,38.834155,-76.984698,DC,,,,,,,,,,,0.9653,21.908,,,21.1473,1.0941,24.2835,134.0,42.0,26.5695,,,0.0,,,1.0027,20.3105,107.0,22.0,20.3647
536,MEDSTAR WASHINGTON HOSPITAL CENTER (090011),2023,Acute Care,Voluntary non-profit - Other,757.0,38.929157,-77.012268,DC,1.0611,16.0665,779.0,136.0,17.0477,0.7629,12.5501,533.0,45.0,9.5747,1.0264,21.7373,219.0,51.0,22.3112,0.9761,22.2384,1371.0,296.0,21.7076,0.9328,4.4207,,,4.1235,1.0244,18.3268,427.0,82.0,18.7732
537,SHANDS JACKSONVILLE (100001),2023,Acute Care,Voluntary non-profit - Private,549.0,30.346799,-81.664228,FL,0.9956,16.6669,134.0,22.0,16.5938,1.1643,11.9665,,,13.9323,1.014,23.0074,175.0,42.0,23.3299,1.0172,23.1611,428.0,102.0,23.5598,1.0357,5.031,,,5.2108,1.0604,19.1516,214.0,48.0,20.3081
538,BETHESDA  HOSPITAL INC (100002),2023,Acute Care,Voluntary non-profit - Private,432.0,26.50404,-80.06868,FL,1.0774,16.4216,254.0,49.0,17.6924,1.0211,13.2456,,,13.5246,1.0139,19.172,298.0,59.0,19.4378,1.007,20.9093,601.0,127.0,21.0554,0.7781,5.0987,462.0,14.0,3.9671,0.9743,16.5528,787.0,125.0,16.1275
539,ORLANDO HEALTH (100006),2023,Acute Care,Voluntary non-profit - Private,1590.0,28.526925,-81.378203,FL,0.974,16.1321,499.0,77.0,15.7129,1.0546,12.2402,223.0,30.0,12.9082,1.1193,19.8225,410.0,100.0,22.1877,1.0676,21.477,1298.0,302.0,22.9284,1.3421,4.3095,1382.0,85.0,5.7838,0.9476,17.8341,740.0,121.0,16.8996
540,ADVENTHEALTH ORLANDO (100007),2023,Acute Care,Voluntary non-profit - Private,2603.0,28.573457,-81.370328,FL,1.1478,15.0019,613.0,113.0,17.2197,1.4212,13.2676,369.0,78.0,18.8559,1.0436,18.9218,930.0,187.0,19.746,1.0995,21.2707,2983.0,704.0,23.3869,1.0111,4.0325,1050.0,43.0,4.0773,1.0961,16.8049,2628.0,491.0,18.4202
541,BAPTIST HOSPITAL OF MIAMI (100008),2023,Acute Care,Voluntary non-profit - Private,747.0,25.687781,-80.339086,FL,0.865,15.9968,200.0,20.0,13.8379,0.8982,11.7641,,,10.5661,1.047,18.8935,194.0,42.0,19.7812,0.921,21.4677,523.0,98.0,19.7717,0.942,5.6978,,,5.3672,1.0134,17.2081,562.0,99.0,17.4382
542,LEE MEMORIAL HOSPITAL (100012),2023,Acute Care,Government - Hospital District or Authority,831.0,26.626924,-81.872295,FL,1.0417,13.5951,684.0,99.0,14.1622,1.0397,11.6786,281.0,35.0,12.1425,1.0203,20.6351,434.0,93.0,21.0545,1.0103,20.9862,1275.0,271.0,21.2019,1.121,4.6437,596.0,33.0,5.2056,1.0458,16.3322,929.0,162.0,17.0807
543,ADVENTHEALTH NEW SMYRNA BEACH (100014),2023,Acute Care,Voluntary non-profit - Church,111.0,29.021174,-80.922903,FL,1.021,14.4631,101.0,16.0,14.7661,,,,,,1.0426,17.294,121.0,25.0,18.0303,1.0952,20.8801,214.0,55.0,22.8678,0.9689,4.6837,,,4.5379,1.0287,16.7863,231.0,42.0,17.2687
544,HALIFAX HEALTH MEDICAL CENTER (100017),2023,Acute Care,Government - Hospital District or Authority,508.0,29.20055,-81.05534,FL,0.8757,13.8675,196.0,17.0,12.1441,0.9576,12.1493,,,11.6337,1.0169,18.8894,191.0,38.0,19.2084,0.9754,19.9814,270.0,51.0,19.4892,0.84,4.1028,434.0,12.0,3.4462,0.8861,16.0972,391.0,47.0,14.2635
545,NAPLES COMMUNITY HOSPITAL (100018),2023,Acute Care,Voluntary non-profit - Private,641.0,26.150806,-81.799488,FL,0.9606,14.9183,538.0,75.0,14.3309,0.9242,12.3645,243.0,26.0,11.4274,0.8681,19.5677,488.0,72.0,16.986,0.9652,20.6988,1403.0,278.0,19.9788,1.0284,4.1655,1693.0,73.0,4.2836,0.9475,16.2898,1289.0,195.0,15.4346
546,HOLMES REGIONAL MEDICAL CENTER (100019),2023,Acute Care,Voluntary non-profit - Private,523.0,28.08691,-80.613523,FL,1.0067,15.0964,353.0,54.0,15.1972,0.883,11.696,143.0,12.0,10.3271,0.8821,20.8772,385.0,61.0,18.4153,0.8593,21.9896,751.0,132.0,18.8955,1.1046,4.6918,237.0,14.0,5.1827,0.8964,17.6341,741.0,109.0,15.8068
547,JACKSON HEALTH SYSTEM (100022),2023,Acute Care,Government - Hospital District or Authority,1682.0,25.790612,-80.214945,FL,1.0524,17.0888,157.0,31.0,17.9836,,,,,,0.9988,22.7,146.0,33.0,22.6723,1.0778,24.1771,306.0,85.0,26.058,1.0307,4.2271,,,4.3567,0.9563,20.2809,384.0,71.0,19.3942
548,HCA FLORIDA CITRUS HOSPITAL (100023),2023,Acute Care,Government - Hospital District or Authority,202.0,28.832242,-82.335335,FL,0.9122,15.1057,318.0,39.0,13.78,0.8791,13.5358,,,11.8988,0.9902,18.9482,196.0,36.0,18.7622,1.0554,21.5798,634.0,148.0,22.7755,1.1749,4.9517,210.0,15.0,5.8178,0.9994,17.7522,361.0,64.0,17.7413
549,SACRED HEART HOSPITAL (100025),2023,Acute Care,Voluntary non-profit - Private,524.0,30.475588,-87.210986,FL,0.9601,14.7724,269.0,36.0,14.1825,0.8679,12.8123,,,11.1202,0.9376,21.714,222.0,40.0,20.3584,0.9735,22.6964,429.0,93.0,22.0959,0.8327,5.2202,,,4.3466,0.9722,18.3131,568.0,99.0,17.8037
550,ASCENSION SACRED HEART BAY (100026),2023,Acute Care,Government - Hospital District or Authority,257.0,30.159681,-85.647067,FL,1.0399,14.1168,170.0,27.0,14.6804,0.9303,11.7599,,,10.9401,0.9935,20.6095,110.0,22.0,20.475,0.8543,21.3585,308.0,46.0,18.2473,0.9666,4.7675,,,4.6083,0.8621,17.4057,259.0,28.0,15.0061
551,PARRISH MEDICAL CENTER (100028),2023,Acute Care,Government - Hospital District or Authority,210.0,28.629068,-80.824943,FL,0.901,14.4134,,,12.9868,,,,,,0.9416,17.3516,181.0,25.0,16.3378,0.9144,20.2068,226.0,36.0,18.4764,1.0646,4.5625,,,4.857,0.9381,16.329,233.0,31.0,15.3186
552,STEWARD NORTH SHORE MEDICAL CENTER (100029),2023,Acute Care,Proprietary,759.0,25.861658,-80.214656,FL,1.036,20.7398,65.0,16.0,21.4857,,,,,,1.0682,22.5219,131.0,37.0,24.0586,1.179,24.0974,258.0,85.0,28.4117,1.0189,3.7491,,,3.8199,0.9747,18.5023,288.0,50.0,18.0346
553,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL (100030),2023,Acute Care,Government - State,197.0,28.551666,-81.525787,FL,1.0832,15.683,116.0,24.0,16.9871,,,,,,1.0657,20.5465,118.0,31.0,21.8955,1.0402,21.5207,350.0,81.0,22.3869,1.3815,3.757,144.0,13.0,5.1903,0.9375,17.7786,275.0,41.0,16.6676
554,BAYFRONT HEALTH ST PETERSBURG (100032),2023,Acute Care,Voluntary non-profit - Private,350.0,27.763222,-82.641663,FL,1.0263,13.0782,,,13.4215,,,,,,1.0132,19.9009,94.0,20.0,20.1646,1.009,21.3151,160.0,35.0,21.5059,1.1,4.0425,,,4.4469,1.0615,18.7242,173.0,39.0,19.8751
555,MOUNT SINAI MEDICAL CENTER (100034),2023,Acute Care,Proprietary,598.0,25.815045,-80.137939,FL,1.0193,15.5115,139.0,23.0,15.8103,,,,,,0.9976,19.6093,93.0,18.0,19.5617,1.0376,22.9013,263.0,65.0,23.7618,1.0732,5.2863,,,5.6735,0.9629,17.682,322.0,52.0,17.0262
556,MANATEE MEMORIAL HOSPITAL (100035),2023,Acute Care,Proprietary,303.0,27.497209,-82.561241,FL,0.99,15.8974,194.0,30.0,15.7386,0.9328,12.6951,,,11.8426,1.0717,19.9046,279.0,65.0,21.3312,0.9799,21.7501,438.0,92.0,21.3122,1.2394,4.5315,148.0,12.0,5.6163,0.9391,17.2282,307.0,45.0,16.1786
557,MEMORIAL REGIONAL HOSPITAL (100038),2023,Acute Care,Government - Hospital District or Authority,1002.0,26.018262,-80.178865,FL,0.9394,16.2716,192.0,26.0,15.2859,0.9759,13.1015,,,12.7852,1.045,21.0728,179.0,43.0,22.0218,1.0435,21.6994,460.0,107.0,22.6428,1.2277,4.5069,,,5.5332,0.9863,17.0507,351.0,58.0,16.8168
558,BROWARD HEALTH MEDICAL CENTER (100039),2023,Acute Care,Government - Hospital District or Authority,638.0,26.101975,-80.14231,FL,1.0726,15.3397,129.0,25.0,16.4527,1.1213,11.7902,71.0,12.0,13.2206,1.0131,19.0926,98.0,20.0,19.3431,1.0686,21.219,201.0,50.0,22.674,0.9483,4.6489,,,4.4088,1.0258,16.1058,146.0,26.0,16.5208
559,ASCENSION ST VINCENT'S RIVERSIDE (100040),2023,Acute Care,Voluntary non-profit - Private,490.0,30.307891,-81.689154,FL,1.1122,16.8531,337.0,69.0,18.7438,0.9965,11.5641,235.0,27.0,11.5233,1.0635,21.1051,214.0,53.0,22.4455,0.9138,21.4483,423.0,77.0,19.5985,1.32,4.5413,537.0,37.0,5.9944,1.0863,18.5039,625.0,132.0,20.1001
560,MEASE DUNEDIN HOSPITAL (100043),2023,Acute Care,Voluntary non-profit - Private,114.0,28.014032,-82.783822,FL,,,,,,,,,,,1.0238,19.961,79.0,18.0,20.4367,0.9371,20.6497,125.0,20.0,19.3517,0.938,4.5884,,,4.3038,0.9987,15.702,160.0,25.0,15.6823
561,CLEVELAND CLINIC MARTIN NORTH HOSPITAL (100044),2023,Acute Care,Voluntary non-profit - Private,450.0,27.199441,-80.243034,FL,1.1615,13.8219,474.0,84.0,16.0545,0.9957,11.8887,136.0,16.0,11.8371,1.0876,18.2051,603.0,126.0,19.7998,1.0471,19.8715,1187.0,250.0,20.8084,1.2763,4.1521,355.0,23.0,5.2991,1.0659,15.72,1440.0,246.0,16.7561
562,ADVENTHEALTH DELAND (100045),2023,Acute Care,Voluntary non-profit - Church,160.0,29.042613,-81.317205,FL,1.0212,15.0414,97.0,16.0,15.3602,,,,,,0.9194,18.5787,184.0,25.0,17.081,1.1028,20.6801,331.0,82.0,22.8059,0.8865,4.3882,,,3.89,1.0169,16.1683,327.0,55.0,16.4421
563,FLORIDA HOSPITAL ZEPHYRHILLS (100046),2023,Acute Care,Voluntary non-profit - Church,144.0,28.260937,-82.188041,FL,1.0227,17.5811,110.0,21.0,17.9802,,,,,,1.019,19.4727,184.0,38.0,19.8428,0.9473,21.79,337.0,66.0,20.6421,1.0002,5.2566,,,5.2576,0.9352,17.4275,233.0,33.0,16.2989
564,SHOREPOINT HEALTH PUNTA GORDA (100047),2023,Acute Care,Proprietary,172.0,26.940682,-82.041788,FL,,,,,,,,,,,0.9516,20.163,94.0,14.0,19.187,1.1394,21.9964,140.0,44.0,25.0623,1.169,6.1087,,,7.1408,0.9749,16.6282,209.0,32.0,16.2108
565,JAY HOSPITAL (100048),2023,Acute Care,Voluntary non-profit - Private,28.0,30.95004,-87.151666,FL,,,,,,,,,,,,,,,,1.0326,20.5299,42.0,11.0,21.1987,,,,,,0.9759,16.7182,,,16.3153
566,HCA FLORIDA HIGHLANDS HOSPITAL (100049),2023,Acute Care,Proprietary,119.0,27.465045,-81.433761,FL,0.9645,16.1157,,,15.5442,,,,,,1.0812,18.9422,131.0,33.0,20.4809,1.0236,22.1928,156.0,37.0,22.7164,1.1452,5.3871,156.0,12.0,6.1696,1.1279,19.1399,211.0,55.0,21.5878
567,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS (100050),2023,Acute Care,Voluntary non-profit - Private,182.0,25.866662,-80.312165,FL,,,,,,,,,,,1.016,21.4965,136.0,31.0,21.8406,1.0336,24.4705,74.0,21.0,25.2931,,,0.0,,,0.9976,17.7199,216.0,38.0,17.6769
568,ORLANDO HEALTH SOUTH LAKE HOSPITAL (100051),2023,Acute Care,Government - Hospital District or Authority,158.0,28.551178,-81.723415,FL,1.0705,16.1753,198.0,38.0,17.3154,,,,,,1.0143,19.2915,214.0,43.0,19.5675,1.0049,21.7495,575.0,126.0,21.8562,1.3048,4.2542,188.0,15.0,5.551,0.9961,16.8399,425.0,71.0,16.7742
569,WINTER HAVEN HOSPITAL (100052),2023,Acute Care,Voluntary non-profit - Private,514.0,28.027669,-81.726746,FL,1.0037,13.9426,163.0,23.0,13.9939,1.0687,12.0845,151.0,21.0,12.9148,1.0137,18.4563,299.0,57.0,18.7099,0.8798,22.1641,438.0,77.0,19.4999,0.837,4.3587,,,3.6483,0.9484,16.9264,473.0,72.0,16.053
570,STEWARD HIALEAH HOSPITAL (100053),2023,Acute Care,Proprietary,346.0,25.844931,-80.268881,FL,,,,,,,,,,,1.103,21.9421,107.0,34.0,24.2013,1.0272,23.2618,122.0,31.0,23.8948,,,,,,1.1512,18.721,200.0,54.0,21.5517
571,HCA FLORIDA TWIN CITIES HOSPITAL (100054),2023,Acute Care,Proprietary,63.0,,,FL,,,,,,,,,,,0.9967,17.794,86.0,15.0,17.7354,1.0128,20.5663,164.0,35.0,20.8302,1.0837,4.7266,,,5.1223,1.0635,15.4435,149.0,29.0,16.4248
572,ADVENTHEALTH NORTH PINELLAS (100055),2023,Acute Care,Voluntary non-profit - Other,168.0,28.13314,-82.758576,FL,1.0355,16.6249,,,17.2154,,,,,,0.9613,20.076,125.0,21.0,19.2992,0.9504,21.8113,161.0,30.0,20.7293,1.1814,5.0544,,,5.9711,1.0089,16.8791,184.0,32.0,17.0301
573,ADVENTHEALTH WATERMAN (100057),2023,Acute Care,Voluntary non-profit - Church,263.0,28.822351,-81.71021,FL,1.1519,13.7866,224.0,43.0,15.8804,1.1656,11.8942,148.0,24.0,13.8637,1.0186,18.7813,280.0,55.0,19.1309,0.937,22.1563,618.0,124.0,20.7602,1.0141,5.0227,329.0,17.0,5.0934,0.8727,16.6242,675.0,88.0,14.5072
574,ADVENTHEALTH OCALA (100062),2023,Acute Care,Government - Hospital District or Authority,404.0,29.174236,-82.137834,FL,1.0012,15.5764,301.0,47.0,15.5943,0.9108,12.3778,125.0,12.0,11.2737,0.9664,18.7757,224.0,38.0,18.1455,1.0381,20.9857,567.0,126.0,21.7853,1.1581,4.312,,,4.9937,1.0294,17.2336,574.0,104.0,17.7403
575,MORTON PLANT NORTH BAY HOSPITAL (100063),2023,Acute Care,Voluntary non-profit - Private,220.0,28.253933,-82.715478,FL,1.0171,15.0694,79.0,13.0,15.3269,,,,,,0.9856,21.234,192.0,39.0,20.9289,1.001,23.151,250.0,58.0,23.1735,,,,,,1.0073,18.1505,265.0,49.0,18.2825
576,ST ANTHONYS HOSPITAL (100067),2023,Acute Care,Voluntary non-profit - Church,349.0,27.779343,-82.651224,FL,0.9206,15.6115,149.0,17.0,14.3721,,,,,,1.065,19.1406,270.0,60.0,20.3855,0.9824,21.8393,425.0,90.0,21.4549,0.9764,4.5408,,,4.4339,1.0227,17.4572,545.0,99.0,17.8543
577,ADVENTHEALTH DAYTONA BEACH (100068),2023,Acute Care,Voluntary non-profit - Church,374.0,29.24275,-81.1093,FL,0.946,15.3356,289.0,39.0,14.508,1.0426,13.1276,161.0,23.0,13.6872,0.9695,19.6983,285.0,52.0,19.0972,0.9162,21.1495,628.0,116.0,19.3777,1.2092,4.4772,272.0,18.0,5.4138,1.0575,17.9046,548.0,108.0,18.9343
578,FLORIDA HOSPITAL CARROLLWOOD (100069),2023,Acute Care,Voluntary non-profit - Church,105.0,28.013102,-82.504954,FL,,,,,,,,,,,1.0395,20.6306,88.0,22.0,21.4463,1.0599,21.2058,94.0,25.0,22.476,0.8236,5.5699,,,4.5872,0.9879,17.286,99.0,16.0,17.0766
579,VENICE REGIONAL BAYFRONT HEALTH (100070),2023,Acute Care,Proprietary,264.0,27.089683,-82.444445,FL,0.9759,14.5164,256.0,35.0,14.167,0.7976,11.7052,,,9.3367,0.9459,19.3237,204.0,33.0,18.2777,1.0572,20.0803,468.0,103.0,21.2292,1.0311,5.0385,,,5.1951,0.9965,15.9422,480.0,76.0,15.8866
580,BRAVERA HEALTH BROOKSVILLE (100071),2023,Acute Care,Voluntary non-profit - Church,244.0,28.541115,-82.443386,FL,1.0247,14.5745,132.0,21.0,14.9344,,,,,,0.9354,18.8779,137.0,19.0,17.6591,0.9655,20.8782,190.0,36.0,20.1579,,,,,,0.9994,16.4674,219.0,36.0,16.4579
581,ADVENTHEALTH FISH MEMORIAL (100072),2023,Acute Care,Voluntary non-profit - Church,176.0,28.91129,-81.284122,FL,0.9444,17.7886,108.0,15.0,16.7989,,,,,,0.9848,17.7803,178.0,30.0,17.5107,1.1008,21.6094,410.0,104.0,23.7872,1.1433,4.5451,,,5.1964,1.0623,17.4441,407.0,80.0,18.5306
582,HOLY CROSS HOSPITAL (100073),2023,Acute Care,Voluntary non-profit - Church,428.0,26.185378,-80.117659,FL,1.0499,15.7467,220.0,39.0,16.532,1.0768,11.7265,,,12.6275,0.9603,18.569,225.0,37.0,17.8324,1.0387,21.5396,467.0,107.0,22.3726,0.8482,4.1592,816.0,26.0,3.5277,1.022,17.7041,516.0,95.0,18.0932
583,ST JOSEPHS HOSPITAL (100075),2023,Acute Care,Voluntary non-profit - Church,1073.0,,,FL,0.9282,15.8509,421.0,58.0,14.7133,0.9323,11.0403,,,10.2927,0.9314,20.2046,386.0,67.0,18.8183,0.9032,21.9063,1075.0,206.0,19.786,0.9225,4.6213,,,4.2631,0.9327,16.9541,1076.0,165.0,15.8136
584,BAYFRONT HEALTH PORT CHARLOTTE (100077),2023,Acute Care,Proprietary,245.0,26.98984,-82.096682,FL,1.068,14.6767,233.0,40.0,15.6742,0.9097,11.6395,,,10.5882,1.0985,18.7488,275.0,64.0,20.595,1.1265,21.8401,406.0,108.0,24.604,1.2294,4.053,230.0,15.0,4.9829,1.0547,17.2147,413.0,79.0,18.1565
585,HCA FLORIDA JFK HOSPITAL (100080),2023,Acute Care,Proprietary,597.0,26.598548,-80.09031,FL,1.0515,14.5698,270.0,44.0,15.3201,1.1207,12.6196,116.0,19.0,14.143,1.0282,19.2567,196.0,41.0,19.7994,1.0987,21.0554,738.0,177.0,23.1329,1.1041,5.0126,565.0,33.0,5.5346,1.029,16.7075,703.0,123.0,17.1923
586,HEALTHMARK REGIONAL MEDICAL CENTER (100081),2023,Acute Care,Proprietary,49.0,30.658742,-86.119188,FL,,,0.0,,,,,,,,1.017,15.1434,,,15.4007,0.9998,18.2293,,,18.2252,,,,,,0.9883,14.8514,,,14.677
587,UF HEALTH LEESBURG HOSPITAL (100084),2023,Acute Care,Voluntary non-profit - Private,327.0,28.806579,-81.869113,FL,1.0508,15.0499,426.0,70.0,15.8141,1.1655,11.5497,301.0,44.0,13.4614,1.0245,18.2395,295.0,57.0,18.6856,1.0214,21.3508,686.0,151.0,21.8071,0.8349,4.7551,,,3.97,0.9491,16.553,489.0,73.0,15.7111
588,BROWARD HEALTH NORTH (100086),2023,Acute Care,Government - Hospital District or Authority,335.0,26.275137,-80.120739,FL,1.0324,15.6575,70.0,13.0,16.1646,,,,,,1.055,16.7429,113.0,24.0,17.6643,1.124,20.5486,161.0,45.0,23.0962,0.9533,4.5593,410.0,17.0,4.3466,1.0545,15.3041,230.0,41.0,16.1386
589,SARASOTA MEMORIAL HOSPITAL (100087),2023,Acute Care,Government - Hospital District or Authority,722.0,27.318268,-82.529687,FL,1.0073,14.0981,624.0,89.0,14.2016,0.9211,11.5654,327.0,33.0,10.6525,0.9798,19.2925,437.0,81.0,18.9021,0.9503,21.3277,1472.0,295.0,20.268,0.7439,3.9399,2013.0,54.0,2.9311,0.9447,16.4166,1336.0,203.0,15.508
590,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE (100088),2023,Acute Care,Voluntary non-profit - Private,900.0,30.316284,-81.663609,FL,0.9837,14.0084,536.0,73.0,13.7803,1.0209,11.0695,226.0,26.0,11.3006,1.0123,19.6605,367.0,74.0,19.9015,0.9551,21.0606,1059.0,210.0,20.1152,1.089,4.3821,598.0,30.0,4.7723,1.0123,16.4588,1261.0,211.0,16.6609
