,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
284,WATSONVILLE COMMUNITY HOSPITAL (050194),2017,Acute Care,Proprietary,106.0,36.92828,-121.793721,CA,,,,,,,,,,,1.0756,18.8437,114.0,28.0,20.2682,1.0133,20.7654,191.0,41.0,21.0421,1.0591,4.8412,,,5.1271,0.9983,15.0574,260.0,39.0,15.0323
285,WASHINGTON HOSPITAL (050195),2017,Acute Care,Government - Hospital District or Authority,320.0,37.557653,-121.98087,CA,1.1891,18.1865,191.0,52.0,21.6248,1.1065,15.8596,70.0,16.0,17.5493,0.952,21.1822,329.0,63.0,20.1652,1.0804,22.6469,499.0,127.0,24.4671,0.699,4.1864,2183.0,57.0,2.9262,1.1896,17.2789,753.0,164.0,20.5545
286,SEQUOIA HOSPITAL (050197),2017,Acute Care,Voluntary non-profit - Private,219.0,37.480987,-122.253223,CA,0.9563,16.6483,,,15.9214,0.8811,15.7027,,,13.8354,0.9085,18.3143,,,16.6394,0.8821,20.33,404.0,65.0,17.9324,0.9297,4.1552,373.0,13.0,3.863,1.0003,15.6328,390.0,61.0,15.6373
287,PALMDALE REGIONAL MEDICAL CENTER (050204),2017,Acute Care,Proprietary,170.0,34.585688,-118.14364,CA,0.9958,17.5737,150.0,26.0,17.5,,,,,,1.0064,19.8657,308.0,62.0,19.9922,1.0569,22.7423,339.0,85.0,24.0371,0.994,4.8383,,,4.8092,1.0723,18.555,328.0,69.0,19.8973
288,GLENDORA COMMUNITY HOSPITAL (050205),2017,Acute Care,Proprietary,128.0,34.128685,-117.865193,CA,,,,,,,,,,,0.9101,21.4861,,,19.5544,0.9477,24.2147,,,22.9479,,,,,,0.8564,20.4854,167.0,21.0,17.5429
289,ALAMEDA HOSPITAL (050211),2017,Acute Care,Government - Hospital District or Authority,231.0,37.76323,-122.253541,CA,0.9966,18.5385,,,18.476,,,,,,0.9737,17.7933,108.0,17.0,17.3249,1.0551,21.3693,167.0,41.0,22.5469,0.9608,4.4025,,,4.2298,1.1714,16.9416,326.0,73.0,19.8456
290,SHARP CHULA VISTA MEDICAL CENTER (050222),2017,Acute Care,Proprietary,370.0,32.618448,-117.02399,CA,1.0599,16.7965,121.0,25.0,17.8029,1.138,16.0268,56.0,15.0,18.2386,0.9249,21.158,364.0,66.0,19.5696,0.9926,23.0531,675.0,154.0,22.8835,1.2044,5.0403,137.0,12.0,6.0706,1.0149,17.8352,515.0,94.0,18.1016
291,HOAG MEMORIAL HOSPITAL PRESBYTERIAN (050224),2017,Acute Care,Voluntary non-profit - Private,468.0,,,CA,0.9016,15.5622,299.0,36.0,14.0304,0.9773,13.9498,138.0,18.0,13.6328,1.0026,20.5972,435.0,90.0,20.6499,0.9262,21.0036,471.0,87.0,19.4544,,,,,,0.9632,17.5776,1376.0,231.0,16.9299
292,FEATHER RIVER HOSPITAL (050225),2017,Acute Care,Voluntary non-profit - Church,100.0,39.756161,-121.572305,CA,0.9251,18.9224,95.0,12.0,17.5055,,,,,,1.0068,20.4964,148.0,31.0,20.6364,0.8775,22.6988,296.0,51.0,19.9177,0.9362,4.5415,430.0,17.0,4.2516,0.976,17.3483,787.0,132.0,16.9317
293,AHMC ANAHEIM REGIONAL MEDICAL CENTER (050226),2017,Acute Care,Voluntary non-profit - Private,223.0,33.847138,-117.933934,CA,1.0739,18.493,114.0,27.0,19.8602,0.9546,17.1188,,,16.341,1.0697,20.7947,240.0,58.0,22.2438,0.9807,22.1741,378.0,81.0,21.7471,1.083,5.724,,,6.1994,0.9379,18.0718,356.0,57.0,16.9501
294,SAN FRANCISCO GENERAL HOSPITAL (050228),2017,Acute Care,Government - Local,422.0,37.756171,-122.406608,CA,0.979,15.5906,,,15.2634,,,,,,1.021,19.1945,95.0,20.0,19.5979,1.061,21.2049,166.0,41.0,22.4974,0.9776,4.4868,,,4.3865,1.1587,15.5344,197.0,43.0,18.0003
295,GARDEN GROVE HOSPITAL & MEDICAL CENTER (050230),2017,Acute Care,Proprietary,160.0,33.774471,-117.913645,CA,1.0283,22.1301,67.0,17.0,22.7568,,,,,,1.0024,21.0468,94.0,20.0,21.098,0.9811,23.7611,121.0,27.0,23.3129,,,,,,0.9305,18.8044,376.0,62.0,17.4976
296,POMONA VALLEY HOSPITAL MEDICAL CENTER (050231),2017,Acute Care,Voluntary non-profit - Private,399.0,34.077639,-117.752329,CA,0.9682,17.3945,148.0,23.0,16.8415,1.004,14.2295,,,14.2868,0.9953,21.0108,188.0,39.0,20.9129,1.0177,23.2334,359.0,86.0,23.6457,0.8746,4.5646,,,3.992,1.0353,19.9824,392.0,83.0,20.6875
297,FRENCH HOSPITAL MEDICAL CENTER (050232),2017,Acute Care,Voluntary non-profit - Other,103.0,35.278663,-120.650212,CA,0.7977,14.3756,311.0,23.0,11.4668,1.0153,13.5414,98.0,14.0,13.7484,0.9164,18.8968,108.0,13.0,17.3169,0.9051,19.7435,229.0,35.0,17.8708,0.905,3.9764,609.0,20.0,3.5987,0.8688,16.4828,294.0,35.0,14.3199
298,SHARP CORONADO HOSPITAL AND HLTHCR CTR (050234),2017,Acute Care,Voluntary non-profit - Other,185.0,32.694257,-117.167947,CA,,,,,,,,,,,0.964,17.7993,,,17.1586,1.0327,20.5717,52.0,13.0,21.2435,0.7649,4.1411,,,3.1674,0.8897,17.2436,,,15.342
299,PROVIDENCE SAINT JOSEPH MEDICAL CTR (050235),2017,Acute Care,Voluntary non-profit - Church,361.0,34.157643,-118.327841,CA,1.0686,15.1977,198.0,36.0,16.2397,0.9713,14.2662,,,13.8568,1.006,20.5089,473.0,98.0,20.6325,1.0071,22.0812,686.0,153.0,22.2387,0.948,5.397,353.0,17.0,5.1164,1.1838,18.056,795.0,179.0,21.3739
300,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES (050236),2017,Acute Care,Voluntary non-profit - Church,144.0,34.288837,-118.74396,CA,1.0342,19.5565,64.0,15.0,20.2257,,,,,,1.0292,21.9681,230.0,54.0,22.6092,0.9297,22.269,210.0,39.0,20.7039,1.1204,4.897,,,5.4866,1.1312,19.1412,343.0,81.0,21.6532
301,METHODIST HOSPITAL OF SOUTHERN CA (050238),2017,Acute Care,Voluntary non-profit - Private,404.0,34.134862,-118.042446,CA,0.972,17.9689,233.0,39.0,17.4664,0.9312,15.2457,,,14.197,0.9238,21.696,406.0,76.0,20.043,1.0118,21.8661,521.0,116.0,22.1245,0.9585,4.96,354.0,16.0,4.7542,0.913,18.658,1167.0,194.0,17.0338
302,GLENDALE ADVENTIST MEDICAL CENTER (050239),2017,Acute Care,Voluntary non-profit - Private,460.0,34.149161,-118.230354,CA,1.0845,18.1233,265.0,57.0,19.654,1.0161,16.5123,68.0,12.0,16.7788,0.9683,21.2663,370.0,74.0,20.5919,1.1184,24.3333,642.0,182.0,27.2134,1.0912,6.3511,494.0,36.0,6.93,1.2725,18.5314,983.0,245.0,23.5812
303,DOMINICAN HOSPITAL (050242),2017,Acute Care,Voluntary non-profit - Church,234.0,36.988341,-121.983818,CA,0.8676,14.1753,276.0,26.0,12.2983,0.9399,13.7527,,,12.9259,1.025,17.6408,251.0,47.0,18.0825,0.9383,19.1135,534.0,92.0,17.9334,0.8556,4.2255,,,3.6155,0.9242,14.1037,513.0,63.0,13.0347
304,DESERT REGIONAL MEDICAL CENTER (050243),2017,Acute Care,Proprietary,364.0,33.838861,-116.545598,CA,1.1697,14.8663,281.0,58.0,17.3885,1.0934,13.7744,52.0,11.0,15.0612,1.0215,19.145,228.0,46.0,19.5562,0.9552,21.4779,272.0,53.0,20.5158,0.9035,4.4508,,,4.0211,1.1598,16.068,329.0,69.0,18.6363
305,ARROWHEAD REGIONAL MEDICAL CENTER (050245),2017,Acute Care,Government - Local,454.0,34.072884,-117.352833,CA,,,,,,,,,,,0.9512,17.2467,,,16.4044,1.0592,22.2418,116.0,31.0,23.5595,,,,,,0.9537,17.8637,126.0,19.0,17.037
306,NATIVIDAD MEDICAL CENTER (050248),2017,Acute Care,Government - Hospital District or Authority,172.0,36.695472,-121.63124,CA,,,,,,,,,,,1.0338,19.0119,65.0,15.0,19.6554,0.9322,21.6091,,,20.1439,1.1127,3.3422,,,3.7188,1.0047,14.7307,93.0,14.0,14.8003
307,MARSHALL MEDICAL CENTER (050254),2017,Acute Care,Voluntary non-profit - Other,114.0,38.724483,-120.790643,CA,0.983,17.7582,,,17.4557,,,,,,1.0349,20.1929,233.0,51.0,20.8986,0.9011,21.3333,298.0,51.0,19.223,1.1072,4.6594,252.0,15.0,5.1588,0.9771,16.6914,694.0,112.0,16.309
308,GOOD SAMARITAN HOSPITAL (050257),2017,Acute Care,Proprietary,109.0,35.412258,-119.039498,CA,,,0.0,,,,,,,,1.0878,20.0553,47.0,16.0,21.8164,1.019,21.4104,,,21.8173,,,,,,1.0252,18.8947,50.0,11.0,19.3714
309,SIERRA VIEW MEDICAL CENTER (050261),2017,Acute Care,Voluntary non-profit - Private,163.0,36.069573,-119.027274,CA,1.1323,18.195,84.0,25.0,20.6028,,,,,,1.052,17.4236,304.0,59.0,18.3292,1.0741,21.2219,257.0,63.0,22.7946,0.9581,4.7976,,,4.5963,0.9879,15.8212,407.0,63.0,15.6302
310,RONALD REAGAN U C L A MEDICAL CENTER (050262),2017,Acute Care,Government - State,454.0,34.063939,-118.445411,CA,1.0834,16.7997,221.0,45.0,18.2015,1.091,16.1296,101.0,21.0,17.5978,1.0217,22.3662,81.0,20.0,22.8522,1.0789,24.1638,338.0,93.0,26.0695,,,,,,1.1295,19.7847,346.0,84.0,22.3465
311,REDLANDS COMMUNITY HOSPITAL (050272),2017,Acute Care,Government - Federal,227.0,34.038404,-117.206414,CA,0.9419,16.655,,,15.6875,,,,,,0.9583,18.3703,118.0,18.0,17.6037,1.0101,19.6056,103.0,21.0,19.8032,1.0004,4.3185,347.0,15.0,4.3203,0.878,16.6468,312.0,39.0,14.6164
312,CONTRA COSTA REGIONAL MEDICAL CENTER (050276),2017,Acute Care,Government - Local,150.0,38.006467,-122.130891,CA,,,,,,,,,,,0.9299,19.2284,,,17.8802,0.9029,21.2652,100.0,13.0,19.2007,,,,,,0.9948,16.0678,108.0,17.0,15.9849
313,PROVIDENCE HOLY CROSS MEDICAL CENTER (050278),2017,Acute Care,Voluntary non-profit - Church,374.0,34.279013,-118.459485,CA,0.9891,17.9144,111.0,19.0,17.7187,,,,,,0.9396,22.3838,263.0,51.0,21.0309,1.0071,25.1167,520.0,132.0,25.2958,1.0047,4.9807,,,5.0041,1.0916,21.0821,613.0,146.0,23.0129
314,HI-DESERT MEDICAL CENTER (050279),2017,Acute Care,Government - Hospital District or Authority,178.0,34.132676,-116.276709,CA,,,,,,,,,,,1.0056,19.4875,141.0,28.0,19.5963,1.0064,20.8495,103.0,22.0,20.9828,1.1085,4.6039,,,5.1033,0.9512,15.9714,168.0,23.0,15.1921
315,MERCY MEDICAL CENTER REDDING (050280),2017,Acute Care,Voluntary non-profit - Private,266.0,,,CA,0.9516,14.2052,361.0,46.0,13.5183,0.8468,13.7766,152.0,12.0,11.6662,0.9865,19.4135,365.0,69.0,19.1519,0.8456,20.5752,678.0,108.0,17.3983,0.827,4.5023,824.0,27.0,3.7234,0.8637,16.7708,652.0,87.0,14.4848
316,ALHAMBRA HOSPITAL MEDICAL CENTER (050281),2017,Acute Care,Proprietary,144.0,34.090156,-118.145017,CA,0.9596,23.2365,,,22.2967,,,,,,0.8946,19.891,120.0,14.0,17.7936,0.9844,24.7152,111.0,26.0,24.3308,,,,,,0.9534,20.9758,483.0,94.0,19.9993
317,VALLEYCARE MEDICAL CENTER (050283),2017,Acute Care,Voluntary non-profit - Private,211.0,37.692133,-121.880027,CA,0.9131,16.3551,109.0,11.0,14.9333,0.9591,14.4445,,,13.8541,0.9875,18.1038,178.0,31.0,17.8769,1.0144,20.7186,367.0,78.0,21.0166,0.7991,4.2209,484.0,12.0,3.3729,1.0906,15.5847,674.0,119.0,16.9962
318,SETON MEDICAL CENTER (050289),2017,Acute Care,Voluntary non-profit - Church,443.0,37.680315,-122.47291,CA,0.994,16.0618,140.0,22.0,15.9649,1.0416,12.6303,,,13.1552,0.943,19.4208,185.0,30.0,18.3144,1.0135,21.9154,451.0,101.0,22.2103,1.018,5.0578,,,5.1486,1.0874,17.3114,444.0,88.0,18.8244
319,PROVIDENCE SAINT JOHN'S HEALTH CENTER (050290),2017,Acute Care,Voluntary non-profit - Private,260.0,34.03007,-118.478305,CA,0.9227,17.5662,202.0,28.0,16.2089,0.9705,17.0871,,,16.5834,0.9954,23.7863,221.0,52.0,23.6766,0.9645,22.5583,378.0,80.0,21.7572,0.6409,4.6082,2221.0,57.0,2.9533,0.9368,18.0655,806.0,133.0,16.9237
320,SUTTER SANTA ROSA REGIONAL HOSPITAL (050291),2017,Acute Care,Voluntary non-profit - Other,92.0,38.496306,-122.750707,CA,0.9372,13.7386,168.0,18.0,12.8752,0.9152,12.5178,,,11.4561,0.9115,19.2152,149.0,20.0,17.5137,0.8779,20.1491,185.0,25.0,17.6884,0.9128,4.8412,,,4.4193,0.9536,15.955,167.0,23.0,15.2149
321,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER (050292),2017,Acute Care,Government - Local,400.0,33.910054,-117.195824,CA,,,,,,,,,,,0.9619,21.6548,80.0,14.0,20.8297,0.9834,21.6081,99.0,20.0,21.2494,,,,,,1.1052,16.7257,107.0,25.0,18.4857
322,MERCY HOSPITAL (050295),2017,Acute Care,Voluntary non-profit - Other,226.0,35.373323,-119.027386,CA,0.9578,20.3702,,,19.5111,,,,,,0.9458,19.641,219.0,37.0,18.5774,1.0187,22.1853,163.0,38.0,22.6008,0.8355,4.5378,,,3.7915,1.1711,16.2715,382.0,81.0,19.0549
323,HAZEL HAWKINS MEMORIAL HOSPITAL (050296),2017,Acute Care,Government - Hospital District or Authority,168.0,36.835122,-121.38662,CA,1.0209,15.7287,,,16.0569,,,,,,0.9838,16.7446,,,16.4737,1.0418,18.0237,99.0,21.0,18.7774,0.9977,4.8836,,,4.8721,0.9707,12.9792,186.0,22.0,12.5995
324,BARSTOW COMMUNITY HOSPITAL (050298),2017,Acute Care,Proprietary,33.0,34.893696,-117.0166,CA,1.0296,19.4512,,,20.0278,,,,,,0.9692,18.5894,89.0,14.0,18.016,1.1261,22.1964,110.0,35.0,24.9961,,,,,,0.9815,16.7793,109.0,17.0,16.4696
325,ST MARY MEDICAL CENTER (050300),2017,Acute Care,Voluntary non-profit - Private,210.0,34.542046,-117.265602,CA,1.1621,18.1085,208.0,53.0,21.0434,1.0954,14.9229,47.0,11.0,16.3471,0.9802,21.1265,306.0,62.0,20.7079,1.05,22.615,425.0,104.0,23.7455,0.8811,5.1389,,,4.5278,1.0988,17.6749,309.0,65.0,19.421
326,UKIAH VALLEY MEDICAL CENTER (050301),2017,Acute Care,Voluntary non-profit - Church,50.0,39.153019,-123.2038,CA,,,,,,,,,,,0.8875,17.5923,,,15.6125,0.9463,21.2129,206.0,38.0,20.0737,1.0146,4.3939,,,4.458,0.8777,15.7435,257.0,29.0,13.8183
327,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP (050305),2017,Acute Care,Voluntary non-profit - Private,423.0,37.856488,-122.257329,CA,0.9708,16.945,,,16.4495,,,,,,0.9727,20.2009,152.0,28.0,19.6494,1.0404,20.5234,265.0,59.0,21.3527,0.9241,4.0198,337.0,11.0,3.7147,1.0279,15.0923,352.0,56.0,15.5138
328,EL CAMINO HOSPITAL (050308),2017,Acute Care,Government - Hospital District or Authority,448.0,37.369341,-122.077933,CA,1.0524,14.5934,235.0,39.0,15.3575,0.9732,13.8871,,,13.515,0.9221,18.2586,340.0,52.0,16.837,0.8072,20.2757,572.0,81.0,16.3671,1.0659,4.2175,929.0,43.0,4.4953,0.933,15.2364,953.0,132.0,14.2156
329,SUTTER ROSEVILLE MEDICAL CENTER (050309),2017,Acute Care,Voluntary non-profit - Other,330.0,,,CA,0.8561,15.5459,337.0,36.0,13.3087,,,,,,0.8831,20.053,594.0,97.0,17.7096,0.8307,20.9965,522.0,80.0,17.4413,0.9234,4.1798,584.0,21.0,3.8596,0.8445,16.4105,913.0,118.0,13.8583
330,SUTTER TRACY COMMUNITY HOSPITAL (050313),2017,Acute Care,Voluntary non-profit - Private,80.0,37.744232,-121.43494,CA,1.0521,16.3561,,,17.208,,,,,,0.9663,20.4274,118.0,21.0,19.7391,0.9626,20.7029,137.0,25.0,19.929,1.0028,4.5884,,,4.6013,0.9128,17.8403,158.0,21.0,16.2849
331,KERN MEDICAL CENTER (050315),2017,Acute Care,Voluntary non-profit - Other,221.0,35.380964,-118.967546,CA,,,,,,,,,,,,,,,,,,,,,,,,,,1.086,14.3506,,,15.5844
332,HIGHLAND HOSPITAL (050320),2017,Acute Care,Government - Hospital District or Authority,416.0,37.799234,-122.231199,CA,1.0382,17.9525,,,18.6392,,,,,,1.0082,17.8143,75.0,14.0,17.9604,0.9584,19.4703,94.0,15.0,18.6598,,,,,,0.9977,15.898,89.0,14.0,15.8615
333,SCRIPPS MEMORIAL HOSPITAL LA JOLLA (050324),2017,Acute Care,Voluntary non-profit - Other,361.0,32.8855,-117.223022,CA,0.8627,14.7062,207.0,18.0,12.6876,0.9618,14.4361,,,13.8841,0.9186,19.6307,153.0,22.0,18.0328,0.9523,20.3363,325.0,60.0,19.3662,0.798,4.6097,527.0,15.0,3.6784,0.9594,15.6231,521.0,76.0,14.9889
334,LOMA LINDA UNIVERSITY MEDICAL CENTER (050327),2017,Acute Care,Voluntary non-profit - Private,571.0,34.049482,-117.261122,CA,0.9298,16.3436,232.0,31.0,15.1965,0.9938,16.1907,76.0,12.0,16.0901,1.1131,21.2199,104.0,32.0,23.6207,0.9572,22.3428,382.0,79.0,21.3875,1.205,4.8584,347.0,24.0,5.8541,1.0625,18.2615,339.0,69.0,19.4026
335,CORONA REGIONAL MEDICAL CENTER (050329),2017,Acute Care,Proprietary,238.0,33.873327,-117.566768,CA,,,,,,,,,,,1.0226,20.5101,131.0,29.0,20.9745,1.0318,22.865,229.0,56.0,23.5919,1.0749,5.1084,,,5.491,1.1223,18.5736,330.0,75.0,20.8443
336,SALINAS VALLEY MEMORIAL HOSPITAL (050334),2017,Acute Care,Voluntary non-profit - Other,247.0,36.659979,-121.646327,CA,1.0009,16.3553,299.0,49.0,16.3702,0.9514,13.8395,,,13.167,1.1873,18.6366,332.0,85.0,22.1277,0.8987,20.8687,562.0,99.0,18.7552,1.0471,4.1998,389.0,18.0,4.3975,0.9379,16.3802,581.0,86.0,15.3623
337,SONORA REGIONAL MEDICAL CENTER (050335),2017,Acute Care,Voluntary non-profit - Church,152.0,37.976728,-120.369442,CA,1.0681,16.2257,47.0,12.0,17.3301,,,,,,0.9339,19.3801,268.0,44.0,18.0995,0.8781,20.8481,261.0,40.0,18.3064,0.8508,4.4228,455.0,14.0,3.7631,0.9012,16.9302,605.0,87.0,15.2579
338,LODI MEMORIAL HOSPITAL (050336),2017,Acute Care,Voluntary non-profit - Other,200.0,38.121634,-121.285787,CA,0.9064,18.5693,100.0,11.0,16.8317,,,,,,0.9997,18.9402,317.0,60.0,18.9341,1.1081,21.194,471.0,117.0,23.4857,0.9148,5.9635,,,5.4554,0.9659,15.5759,663.0,98.0,15.0449
339,PIONEERS MEMORIAL HEALTHCARE DISTRICT (050342),2017,Acute Care,Government - Hospital District or Authority,107.0,32.959947,-115.552723,CA,1.062,17.6023,45.0,12.0,18.6932,,,,,,1.0804,20.3358,126.0,33.0,21.9712,1.0582,22.12,190.0,48.0,23.4066,0.992,4.6004,,,4.5637,1.0465,17.0119,335.0,62.0,17.8029
340,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER (050348),2017,Acute Care,Government - Local,415.0,33.780111,-117.894303,CA,0.9683,17.8799,,,17.3123,0.9817,18.1716,,,17.8382,0.996,20.4625,70.0,14.0,20.3816,1.0452,23.2868,198.0,51.0,24.3384,1.0207,4.6199,,,4.7153,1.0473,17.4081,261.0,50.0,18.2312
341,BEVERLY HOSPITAL (050350),2017,Acute Care,Voluntary non-profit - Private,211.0,34.016032,-118.100526,CA,1.1255,21.6223,129.0,39.0,24.3364,,,,,,0.9464,21.215,158.0,28.0,20.0779,1.0004,23.5543,280.0,66.0,23.563,0.9428,4.4538,,,4.1988,1.0648,20.7665,337.0,78.0,22.1116
342,TORRANCE MEMORIAL MEDICAL CENTER (050351),2017,Acute Care,Voluntary non-profit - Other,505.0,33.812644,-118.34375,CA,1.1024,17.222,306.0,64.0,18.9863,,,,,,0.9339,19.2741,286.0,47.0,18.0005,1.003,21.2667,543.0,116.0,21.3295,1.078,4.4734,571.0,29.0,4.8223,1.0121,16.1943,765.0,126.0,16.3902
343,BARTON MEMORIAL HOSPITAL (050352),2017,Acute Care,Voluntary non-profit - Private,112.0,38.912337,-119.997711,CA,,,,,,,,,,,0.934,19.6144,,,18.3202,0.9578,19.8135,82.0,13.0,18.9777,0.8969,4.2506,,,3.8124,0.8801,15.563,134.0,12.0,13.6963
344,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE (050353),2017,Acute Care,Voluntary non-profit - Church,442.0,33.837577,-118.35708,CA,1.0223,17.2122,271.0,49.0,17.596,0.9877,15.551,,,15.3602,0.8598,20.6241,226.0,30.0,17.7321,1.0171,23.061,490.0,116.0,23.4549,1.1223,4.6762,338.0,20.0,5.2484,1.0465,17.3566,631.0,117.0,18.1639
345,GOLETA VALLEY COTTAGE HOSPITAL (050357),2017,Acute Care,Voluntary non-profit - Other,55.0,34.433699,-119.809322,CA,,,,,,,,,,,,,,,,0.9611,17.1987,,,16.5303,0.8125,4.1501,682.0,19.0,3.3719,0.9566,13.2935,,,12.7169
346,TULARE REGIONAL MEDICAL CENTER (050359),2017,Acute Care,Government - Hospital District or Authority,110.0,,,CA,1.0244,17.5715,,,17.9997,,,,,,1.0067,18.3474,133.0,25.0,18.4702,1.0842,21.2837,130.0,35.0,23.0757,,,,,,1.0175,15.9405,235.0,39.0,16.2199
347,MARIN GENERAL HOSPITAL (050360),2017,Acute Care,Government - Local,258.0,37.948884,-122.535897,CA,0.9551,14.0259,288.0,36.0,13.3959,0.9398,12.0291,,,11.3053,0.9266,19.8084,180.0,28.0,18.3549,1.0293,19.947,386.0,81.0,20.5323,0.9908,4.4425,413.0,18.0,4.4017,0.8827,15.7815,763.0,100.0,13.9301
348,NORTHBAY MEDICAL CENTER (050367),2017,Acute Care,Voluntary non-profit - Other,183.0,38.261108,-122.048104,CA,1.0574,18.6417,206.0,44.0,19.7122,0.9893,18.2487,,,18.0536,0.9399,20.5529,332.0,60.0,19.3185,1.0052,22.4227,389.0,88.0,22.5391,1.0156,4.2019,,,4.2676,1.0358,16.9808,416.0,75.0,17.589
349,LAC+USC MEDICAL CENTER (050373),2017,Acute Care,Government - Local,669.0,34.059872,-118.210308,CA,1.0312,16.5782,,,17.0958,,,,,,1.0191,17.2162,,,17.5445,1.0893,21.4972,71.0,22.0,23.4174,,,,,,1.0263,17.6905,64.0,13.0,18.1564
350,LAC/HARBOR-UCLA MED CENTER (050376),2017,Acute Care,Government - Local,433.0,33.831583,-118.294546,CA,1.0299,17.3872,,,17.9064,,,,,,1.0297,20.9112,,,21.5331,0.9886,21.8577,,,21.6074,,,,,,1.0355,17.3732,51.0,11.0,17.9904
351,PACIFICA HOSPITAL OF THE VALLEY (050378),2017,Acute Care,Proprietary,231.0,34.241134,-118.395669,CA,,,,,,,,,,,0.9942,16.8188,74.0,12.0,16.7216,0.9641,20.8252,,,20.0768,,,,,,1.1254,19.7245,60.0,20.0,22.1986
352,GOOD SAMARITAN HOSPITAL (050380),2017,Acute Care,Proprietary,357.0,37.251104,-121.946563,CA,1.0091,13.9033,253.0,36.0,14.0292,1.0169,12.9046,87.0,12.0,13.1232,0.9732,18.5047,293.0,51.0,18.0092,0.9459,19.9698,584.0,107.0,18.8901,1.0369,4.2794,525.0,24.0,4.4373,1.0062,14.8768,666.0,100.0,14.9686
353,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS (050382),2017,Acute Care,Proprietary,491.0,34.089947,-117.893666,CA,1.0015,17.3264,230.0,40.0,17.3524,1.0409,15.4975,,,16.1306,1.0711,20.503,393.0,91.0,21.961,1.0415,23.3509,454.0,113.0,24.3192,1.0648,5.2747,245.0,15.0,5.6163,1.0257,17.9691,595.0,111.0,18.4301
354,HEMET VALLEY MEDICAL CENTER (050390),2017,Acute Care,Government - State,359.0,33.75122,-116.959859,CA,0.9038,20.4936,,,18.5221,,,,,,1.123,20.953,361.0,93.0,23.5299,1.112,21.587,268.0,71.0,24.0053,0.9337,5.7936,,,5.4096,1.0916,18.9746,431.0,94.0,20.7118
355,PIH HOSPITAL - DOWNEY (050393),2017,Acute Care,Voluntary non-profit - Private,192.0,33.935563,-118.131703,CA,0.9627,19.6843,139.0,24.0,18.9496,,,,,,0.8448,20.989,176.0,20.0,17.7317,1.0971,22.6609,282.0,76.0,24.8605,0.8325,4.9328,,,4.1065,0.8931,18.1898,301.0,43.0,16.2459
356,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA (050394),2017,Acute Care,Voluntary non-profit - Private,216.0,34.274184,-119.257238,CA,0.9723,15.4029,171.0,24.0,14.9766,0.9614,13.2262,,,12.715,0.9506,18.8661,208.0,34.0,17.935,0.926,21.2268,334.0,61.0,19.655,0.9909,4.575,423.0,19.0,4.5335,1.0401,16.5196,448.0,79.0,17.1815
357,SANTA BARBARA COTTAGE HOSPITAL (050396),2017,Acute Care,Voluntary non-profit - Private,377.0,34.429483,-119.723077,CA,1.0596,14.2278,270.0,44.0,15.0754,0.9286,11.9002,,,11.0506,0.9069,19.1617,215.0,31.0,17.3778,0.7645,19.4369,495.0,58.0,14.8595,0.9256,4.3833,530.0,20.0,4.0574,0.8753,15.2587,701.0,87.0,13.3564
358,CHINESE HOSPITAL (050407),2017,Acute Care,Voluntary non-profit - Private,64.0,37.795695,-122.40925,CA,,,,,,,,,,,1.049,15.5146,166.0,30.0,16.2745,1.0443,19.7901,118.0,27.0,20.6672,,,,,,1.0954,13.7323,196.0,34.0,15.043
359,MERCY HOSPITAL OF FOLSOM (050414),2017,Acute Care,Voluntary non-profit - Private,106.0,38.671125,-121.145833,CA,1.015,16.8772,,,17.1303,,,,,,1.037,18.6027,169.0,35.0,19.2913,1.0367,20.0701,225.0,49.0,20.8068,0.9217,4.3056,317.0,11.0,3.9685,1.1112,15.3406,332.0,62.0,17.0467
