,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
828,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL (140010),2021,Acute Care,Voluntary non-profit - Other,737.0,42.0653,-87.683293,IL,0.9887,15.4719,658.0,100.0,15.2967,0.9667,11.73,148.0,16.0,11.3391,0.9624,19.3617,1016.0,186.0,18.6343,1.0407,21.0956,3049.0,672.0,21.9546,0.9272,3.8328,3613.0,127.0,3.5536,1.0753,15.5239,3031.0,511.0,16.6933
829,SOUTHERN ILLINOIS HOSPITAL SERVICES DBA HERRIN HOSPITAL (140011),2021,Acute Care,Voluntary non-profit - Private,113.0,37.801613,-89.026508,IL,1.0058,18.5044,,,18.6114,,,,,,1.1638,20.1863,491.0,129.0,23.4918,1.0977,22.5237,456.0,119.0,24.725,0.9185,4.4137,310.0,11.0,4.0541,1.1411,17.4186,702.0,149.0,19.8767
830,KATHERINE SHAW BETHEA HOSPITAL (140012),2021,Acute Care,Voluntary non-profit - Private,80.0,41.84423,-89.480131,IL,0.9569,17.7769,,,17.0106,,,,,,0.978,19.4644,173.0,31.0,19.036,0.9745,22.2901,215.0,45.0,21.7212,0.9283,5.4297,,,5.0403,0.9348,15.8397,247.0,32.0,14.8062
831,PROCTOR HOSPITAL (140013),2021,Acute Care,Voluntary non-profit - Private,162.0,40.752496,-89.593254,IL,1.0161,15.1577,85.0,14.0,15.4019,,,,,,1.0143,18.412,122.0,24.0,18.6759,1.0045,19.7658,331.0,66.0,19.8541,0.9782,4.2876,,,4.194,0.9576,14.719,347.0,46.0,14.095
832,BLESSING HOSPITAL (140015),2021,Acute Care,Voluntary non-profit - Private,310.0,40.393084,-91.344081,IL,1.052,16.6557,331.0,61.0,17.5223,1.0744,12.1927,140.0,20.0,13.0994,1.0511,20.881,827.0,186.0,21.9477,0.9782,22.9481,1040.0,232.0,22.4481,1.006,4.6406,,,4.6683,1.0619,17.4858,1275.0,241.0,18.5679
833,MT SINAI HOSPITAL MEDICAL CENTER (140018),2021,Acute Care,Voluntary non-profit - Private,280.0,,,IL,1.1295,20.2276,98.0,30.0,22.847,,,,,,0.9913,23.141,82.0,18.0,22.9385,0.9812,24.2924,169.0,39.0,23.8351,,,,,,1.0592,18.6785,75.0,19.0,19.7838
834,HSHS GOOD SHEPHERD HOSPITAL INC (140019),2021,Acute Care,Voluntary non-profit - Private,30.0,39.405801,-88.807113,IL,,,,,,,,,,,0.9958,16.2832,,,16.2156,0.9609,20.1654,75.0,12.0,19.3767,,,,,,0.9977,14.8827,129.0,19.0,14.8487
835,COPLEY MEMORIAL HOSPITAL (140029),2021,Acute Care,Voluntary non-profit - Private,210.0,41.727722,-88.268415,IL,0.944,16.3262,171.0,23.0,15.4116,1.0726,14.3382,80.0,14.0,15.3789,1.1006,20.5797,377.0,94.0,22.6501,0.9367,20.9931,418.0,78.0,19.6636,0.7705,3.7155,620.0,13.0,2.8628,1.0294,16.3931,551.0,95.0,16.8747
836,ADVOCATE SHERMAN HOSPITAL (140030),2021,Acute Care,Voluntary non-profit - Private,255.0,42.070221,-88.331468,IL,1.051,15.0562,241.0,41.0,15.8244,1.0628,13.744,79.0,13.0,14.6073,0.9957,18.9428,564.0,106.0,18.8609,1.0068,21.2563,811.0,174.0,21.4007,0.9978,4.0462,323.0,13.0,4.0374,0.9675,16.6496,753.0,119.0,16.1092
837,ST ANTHONYS MEMORIAL HOSPITAL (140032),2021,Acute Care,Voluntary non-profit - Church,137.0,39.124496,-88.549274,IL,1.005,21.2724,,,21.3785,,,,,,1.0112,18.6373,308.0,59.0,18.8458,0.9492,21.6229,416.0,82.0,20.5237,1.0712,4.3993,482.0,24.0,4.7126,1.0055,16.3666,496.0,82.0,16.4559
838,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA (140034),2021,Acute Care,Voluntary non-profit - Church,112.0,38.530809,-89.115999,IL,,,,,,,,,,,0.8017,18.9819,674.0,84.0,15.2184,1.0118,21.8403,354.0,79.0,22.0988,0.9471,5.6684,,,5.3684,0.964,17.3644,565.0,92.0,16.7387
839,GALESBURG COTTAGE HOSPITAL (140040),2021,Acute Care,Proprietary,128.0,40.955483,-90.366199,IL,,,,,,,,,,,1.0189,17.898,79.0,16.0,18.2363,0.9582,19.6398,110.0,18.0,18.818,1.0841,4.0383,,,4.3781,1.0162,15.9239,160.0,27.0,16.1817
840,CGH MEDICAL CENTER (140043),2021,Acute Care,Government - Local,94.0,41.801564,-89.696733,IL,0.9169,15.968,,,14.6416,,,,,,1.0846,18.1128,280.0,62.0,19.6444,1.0766,21.2484,346.0,84.0,22.8765,0.7972,4.4816,,,3.5726,0.9615,15.566,392.0,56.0,14.9666
841,SSM HEALTH - GOOD SAMARITAN HOSPITAL (140046),2021,Acute Care,Voluntary non-profit - Private,129.0,38.3149,-88.93,IL,1.0219,15.3582,368.0,59.0,15.6949,0.9337,15.0978,,,14.0964,0.9786,20.4165,370.0,72.0,19.9796,1.0333,21.8686,402.0,93.0,22.5972,1.1185,4.2492,314.0,17.0,4.7528,0.9919,16.6944,559.0,92.0,16.5593
842,ADVOCATE TRINITY HOSPITAL (140048),2021,Acute Care,Voluntary non-profit - Other,237.0,41.726211,-87.56725,IL,0.9377,18.9694,,,17.787,,,,,,1.0075,19.8159,157.0,32.0,19.964,1.0739,21.7342,254.0,64.0,23.341,0.9849,4.5635,,,4.4946,1.1115,17.1067,218.0,49.0,19.0144
843,WEST SUBURBAN MEDICAL CENTER (140049),2021,Acute Care,Voluntary non-profit - Other,183.0,41.89184,-87.777471,IL,1.0037,18.624,63.0,12.0,18.693,,,,,,1.0712,19.8207,169.0,42.0,21.2328,1.0246,22.7015,251.0,60.0,23.2602,1.2509,4.4641,,,5.5843,1.0828,19.4151,139.0,35.0,21.0223
844,OSF SAINT ANTHONY'S HEALTH CENTER (140052),2021,Acute Care,Voluntary non-profit - Church,104.0,,,IL,1.0085,16.5076,,,16.6475,,,,,,1.0342,19.5372,129.0,29.0,20.2063,1.0797,21.8342,199.0,52.0,23.5745,1.1348,4.5931,,,5.2122,0.977,17.195,224.0,36.0,16.8003
845,ST JOHNS HOSPITAL (140053),2021,Acute Care,Voluntary non-profit - Church,409.0,39.807289,-89.644833,IL,0.9469,15.5722,801.0,115.0,14.7454,0.8951,13.177,327.0,36.0,11.795,1.0279,18.9155,358.0,72.0,19.443,0.8981,22.2061,1098.0,212.0,19.9431,1.0718,4.0816,405.0,19.0,4.3745,1.0222,17.1017,609.0,108.0,17.4806
846,MACNEAL  HOSPITAL (140054),2021,Acute Care,Proprietary,319.0,41.832002,-87.792783,IL,1.0529,16.824,141.0,28.0,17.7135,1.0095,12.7134,,,12.8346,0.928,19.0825,223.0,33.0,17.7091,0.9789,20.9216,329.0,66.0,20.4793,1.1617,4.2218,208.0,13.0,4.9046,0.9268,16.5109,361.0,50.0,15.3021
847,PASSAVANT AREA HOSPITAL (140058),2021,Acute Care,Voluntary non-profit - Private,111.0,39.745268,-90.259912,IL,,,,,,,,,,,0.9244,18.7614,229.0,33.0,17.3421,0.9394,22.1224,188.0,35.0,20.7808,0.974,3.6975,,,3.6013,0.9463,15.6045,425.0,59.0,14.7667
848,JERSEY COMMUNITY HOSPITAL (140059),2021,Acute Care,Government - Local,46.0,39.109906,-90.341622,IL,,,,,,,,,,,1.0084,19.3926,165.0,33.0,19.5557,0.9572,21.2001,147.0,27.0,20.2919,0.9664,3.7347,,,3.6092,0.9437,15.5516,238.0,31.0,14.6761
849,PALOS COMMUNITY HOSPITAL (140062),2021,Acute Care,Voluntary non-profit - Private,386.0,41.668955,-87.815976,IL,1.1538,16.5175,454.0,95.0,19.0583,1.1956,11.5601,216.0,34.0,13.8208,1.0945,19.8686,1154.0,259.0,21.7469,1.075,22.4444,1588.0,388.0,24.1283,1.1525,4.4499,884.0,48.0,5.1285,1.0948,17.8347,2000.0,397.0,19.5247
850,RUSH OAK PARK HOSPITAL (140063),2021,Acute Care,Voluntary non-profit - Church,222.0,41.879026,-87.803818,IL,1.0273,18.7367,59.0,13.0,19.2476,,,,,,0.9126,19.8746,126.0,15.0,18.1375,1.0652,21.4983,340.0,82.0,22.9,,,,,,1.0594,16.4146,224.0,43.0,17.3892
851,ST MARY MEDICAL CENTER (140064),2021,Acute Care,Voluntary non-profit - Church,88.0,40.98702,-90.363609,IL,0.9818,15.1865,,,14.9101,,,,,,0.9982,17.1327,264.0,45.0,17.1023,1.0042,19.7221,241.0,48.0,19.8056,1.0909,4.4357,,,4.8389,1.1068,14.6896,302.0,56.0,16.2578
852,ADVENTIST LA GRANGE MEMORIAL HOSPITAL (140065),2021,Acute Care,Voluntary non-profit - Church,179.0,41.797382,-87.888407,IL,0.9425,16.5473,112.0,14.0,15.5958,0.9537,11.9268,,,11.375,0.9751,19.9466,361.0,68.0,19.4506,0.9072,21.2694,618.0,113.0,19.2951,1.021,4.4325,345.0,16.0,4.5257,0.9806,16.9763,639.0,105.0,16.6466
853,SAINT FRANCIS MEDICAL CENTER (140067),2021,Acute Care,Voluntary non-profit - Church,651.0,40.702366,-89.589985,IL,0.959,14.1145,793.0,105.0,13.5362,1.2257,11.778,154.0,27.0,14.4359,1.091,18.8376,542.0,119.0,20.5515,1.0672,20.9484,1144.0,260.0,22.3554,1.2254,3.8648,1124.0,57.0,4.7357,1.1379,16.5109,1213.0,237.0,18.787
854,ROSELAND COMMUNITY HOSPITAL (140068),2021,Acute Care,Voluntary non-profit - Other,136.0,41.692562,-87.624734,IL,,,,,,,,,,,1.0228,20.0228,88.0,20.0,20.4786,1.0196,21.9316,48.0,12.0,22.3609,,,,,,1.0087,18.2979,,,18.4578
855,TOUCHETTE REGIONAL HOSPITAL INC (140077),2021,Acute Care,Voluntary non-profit - Private,124.0,38.571324,-90.10767,IL,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,PRESENCE SAINT FRANCIS HOSPITAL (140080),2021,Acute Care,Voluntary non-profit - Church,191.0,42.023951,-87.685159,IL,0.9664,16.065,90.0,12.0,15.5254,,,,,,0.97,19.1563,138.0,23.0,18.5818,1.0811,22.1821,266.0,69.0,23.9806,0.9672,4.1975,,,4.0599,0.9988,17.1903,449.0,77.0,17.1689
857,LOUIS A WEISS MEMORIAL HOSPITAL (140082),2021,Acute Care,Proprietary,164.0,41.966521,-87.648898,IL,1.069,18.3439,102.0,24.0,19.6103,,,,,,1.0146,21.0616,153.0,34.0,21.3686,1.0433,21.6255,156.0,38.0,22.5626,0.9526,4.5607,,,4.3444,1.0803,17.698,264.0,56.0,19.119
858,LORETTO HOSPITAL (140083),2021,Acute Care,Voluntary non-profit - Private,146.0,41.872042,-87.764443,IL,,,,,,,,,,,1.0393,20.2507,41.0,12.0,21.0468,1.0837,24.3613,28.0,13.0,26.4006,,,,,,1.004,20.2388,,,20.3204
859,VISTA MEDICAL CENTER EAST (140084),2021,Acute Care,Voluntary non-profit - Other,190.0,42.378264,-87.830964,IL,1.0138,17.3596,200.0,36.0,17.5984,1.0868,17.4627,,,18.9787,1.0694,20.3368,501.0,115.0,21.749,1.1058,22.1766,417.0,109.0,24.5236,1.1516,4.2262,,,4.8671,1.1452,17.3042,400.0,89.0,19.8172
860,THE UNIVERSITY OF CHICAGO MEDICAL CENTER (140088),2021,Acute Care,Voluntary non-profit - Private,620.0,41.787956,-87.604925,IL,0.9996,18.6911,150.0,28.0,18.6833,1.0448,14.868,154.0,25.0,15.5343,0.9911,21.0396,282.0,58.0,20.8515,1.0392,23.2272,735.0,180.0,24.1382,0.9668,4.2814,305.0,12.0,4.1391,1.0637,18.3391,377.0,78.0,19.5079
861,MC DONOUGH DISTRICT HOSPITAL (140089),2021,Acute Care,Government - Hospital District or Authority,66.0,40.447907,-90.66403,IL,,,,,,,,,,,0.9973,18.5796,66.0,12.0,18.5302,1.0522,19.1974,78.0,19.0,20.1999,1.0534,3.9483,,,4.1591,1.0264,15.1026,266.0,43.0,15.5009
862,THE CARLE FOUNDATION HOSPITAL (140091),2021,Acute Care,Voluntary non-profit - Private,390.0,40.117423,-88.213888,IL,0.9943,16.3373,396.0,64.0,16.2449,1.124,14.258,107.0,20.0,16.0258,1.0048,21.1348,337.0,72.0,21.2363,0.9789,23.9108,882.0,205.0,23.4061,1.2451,4.3477,478.0,30.0,5.4132,1.0446,18.2821,701.0,137.0,19.0967
863,OSF SACRED HEART MEDICAL CENTER (140093),2021,Acute Care,Voluntary non-profit - Church,159.0,40.136197,-87.644908,IL,1.0044,18.442,58.0,11.0,18.5223,,,,,,1.1185,20.1402,430.0,107.0,22.5264,1.1087,22.4854,297.0,81.0,24.9296,1.058,4.3316,,,4.5829,1.1277,17.3022,325.0,72.0,19.5113
864,SAINT ANTHONY HOSPITAL (140095),2021,Acute Care,Voluntary non-profit - Church,151.0,41.855538,-87.698272,IL,,,,,,,,,,,0.9986,19.5777,62.0,12.0,19.5502,1.0536,21.2622,65.0,18.0,22.4022,,,,,,1.0242,18.0633,61.0,13.0,18.5007
865,MORRIS HOSPITAL & HEALTHCARE CENTERS (140101),2021,Acute Care,Voluntary non-profit - Private,88.0,41.368907,-88.426016,IL,1.0627,16.0086,138.0,27.0,17.0123,,,,,,1.0313,19.4988,270.0,57.0,20.1081,1.0242,22.6825,359.0,85.0,23.2324,0.8877,4.6018,,,4.0849,0.9308,17.0977,421.0,62.0,15.9138
866,ST BERNARD HOSPITAL (140103),2021,Acute Care,Voluntary non-profit - Private,193.0,41.778114,-87.633273,IL,,,,,,,,,,,1.1323,19.6158,126.0,39.0,22.2106,1.0362,21.9981,130.0,32.0,22.7947,,,,,,1.0508,18.5407,79.0,19.0,19.4817
867,OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR (140110),2021,Acute Care,Voluntary non-profit - Private,97.0,41.356417,-88.82536,IL,,,,,,,,,,,1.0022,16.7108,184.0,31.0,16.7476,0.9533,18.3008,252.0,41.0,17.4461,1.0503,4.1578,,,4.3667,0.8917,14.4816,369.0,40.0,12.9125
868,OSF HEART OF MARY MEDICAL CENTER (140113),2021,Acute Care,Voluntary non-profit - Church,198.0,40.117391,-88.227123,IL,0.9734,14.6482,193.0,26.0,14.259,0.99,10.2805,,,10.1773,0.995,18.6941,212.0,39.0,18.601,1.1878,20.8462,297.0,85.0,24.7604,1.28,3.9063,,,5.0003,1.0866,15.4287,240.0,46.0,16.764
869,SWEDISH COVENANT HOSPITAL (140114),2021,Acute Care,Voluntary non-profit - Church,299.0,41.975219,-87.698918,IL,1.0795,17.2396,212.0,44.0,18.6093,1.1126,13.8096,55.0,11.0,15.3644,1.1004,20.4665,259.0,67.0,22.5209,1.0262,21.6475,429.0,97.0,22.214,1.1291,4.5436,,,5.1299,1.0899,18.0447,609.0,126.0,19.6676
870,THOREK MEMORIAL HOSPITAL (140115),2021,Acute Care,Voluntary non-profit - Private,154.0,41.954556,-87.650899,IL,,,,,,,,,,,1.0466,20.5233,51.0,15.0,21.479,1.0274,24.9803,55.0,16.0,25.6647,,,,,,0.9661,18.5429,,,17.9146
871,NORTHWESTERN MEDICINE MCHENRY HOSPITAL (140116),2021,Acute Care,Voluntary non-profit - Other,236.0,42.3189,-88.279787,IL,0.9855,15.8191,525.0,81.0,15.5893,1.0312,14.7716,133.0,21.0,15.2318,1.0243,20.0334,823.0,171.0,20.5203,0.879,22.7528,1082.0,208.0,19.9993,0.9141,4.3565,996.0,38.0,3.9821,0.9138,17.1357,1081.0,163.0,15.6588
872,AMITA HEALTH RESURRECTION MEDICAL CENTER (140117),2021,Acute Care,Voluntary non-profit - Church,468.0,41.988458,-87.81257,IL,1.0961,17.2603,558.0,111.0,18.9182,0.9376,12.1838,118.0,12.0,11.4239,1.0016,18.8964,274.0,52.0,18.9268,1.0005,21.1217,1093.0,231.0,21.1317,0.9809,4.4244,354.0,15.0,4.3397,0.9157,17.1264,645.0,95.0,15.6821
873,RUSH UNIVERSITY MEDICAL CENTER (140119),2021,Acute Care,Voluntary non-profit - Private,677.0,41.875166,-87.66851,IL,1.0925,19.0396,161.0,39.0,20.8014,0.9255,15.5315,104.0,13.0,14.3746,0.9248,23.1964,187.0,33.0,21.4528,1.16,23.8898,728.0,212.0,27.7131,1.0667,3.9412,1827.0,78.0,4.204,0.9254,19.1579,381.0,62.0,17.7295
874,PEKIN MEMORIAL HOSPITAL (140120),2021,Acute Care,Voluntary non-profit - Private,97.0,40.563142,-89.633191,IL,,,,,,,,,,,1.0105,18.456,215.0,41.0,18.6501,1.1015,20.3702,226.0,57.0,22.4384,1.0736,4.3574,,,4.6782,1.138,15.3851,280.0,58.0,17.5081
875,ADVENTIST HINSDALE HOSPITAL (140122),2021,Acute Care,Voluntary non-profit - Church,266.0,41.805329,-87.920062,IL,0.9529,16.4051,101.0,13.0,15.6331,0.9523,12.3681,,,11.7775,0.9131,20.5287,256.0,40.0,18.7456,0.9924,21.5589,437.0,93.0,21.395,0.9224,3.9759,804.0,28.0,3.6672,1.0031,16.7209,583.0,98.0,16.7726
876,JOHN H STROGER JR HOSPITAL (140124),2021,Acute Care,Government - Local,434.0,41.874041,-87.674311,IL,1.0214,16.1939,59.0,11.0,16.5407,1.0498,11.0459,,,11.5958,0.9883,18.646,114.0,20.0,18.4286,1.051,20.2641,276.0,62.0,21.2985,,,,,,1.0705,16.2736,76.0,18.0,17.4201
877,GATEWAY REGIONAL MEDICAL CENTER (140125),2021,Acute Care,Proprietary,331.0,38.700891,-90.144958,IL,0.9579,16.7171,,,16.0127,,,,,,1.0723,20.2401,165.0,42.0,21.7035,1.1601,21.5665,200.0,60.0,25.0188,0.9181,3.9174,,,3.5967,1.0418,15.9903,163.0,30.0,16.658
878,ADVOCATE BROMENN MEDICAL CENTER (140127),2021,Acute Care,Voluntary non-profit - Church,215.0,40.496332,-88.99096,IL,0.9597,14.1132,135.0,16.0,13.5444,,,,,,0.9205,19.2226,238.0,35.0,17.6951,0.8776,20.6321,388.0,62.0,18.1067,1.0136,3.9017,727.0,29.0,3.9548,1.0571,16.0506,319.0,58.0,16.9674
879,NORTHWESTERN LAKE FOREST HOSPITAL (140130),2021,Acute Care,Voluntary non-profit - Other,132.0,42.259134,-87.866327,IL,0.897,13.7872,,,12.3677,,,,,,0.9826,20.9416,168.0,33.0,20.5769,1.0444,22.103,516.0,122.0,23.0847,1.1728,3.6713,861.0,40.0,4.3058,0.9493,16.8297,442.0,67.0,15.9767
880,HOLY CROSS HOSPITAL (140133),2021,Acute Care,Voluntary non-profit - Private,221.0,41.770008,-87.691909,IL,1.1041,19.2149,52.0,17.0,21.2143,,,,,,1.1343,22.4953,228.0,70.0,25.516,1.1141,24.2558,346.0,101.0,27.0236,1.0194,5.1789,,,5.2795,0.9941,17.638,145.0,25.0,17.5331
881,DECATUR MEMORIAL HOSPITAL (140135),2021,Acute Care,Voluntary non-profit - Other,227.0,39.866492,-88.960912,IL,0.9496,14.9327,197.0,25.0,14.1808,1.0207,12.5756,,,12.8356,1.0737,20.5347,461.0,108.0,22.0491,0.9382,22.6802,640.0,132.0,21.2796,0.8443,4.3826,760.0,25.0,3.7001,1.0121,17.2323,838.0,147.0,17.4406
882,HSHS HOLY FAMILY HOSPITAL INC (140137),2021,Acute Care,Voluntary non-profit - Private,74.0,38.90188,-89.408677,IL,,,,,,,,,,,1.0168,20.8673,59.0,14.0,21.2169,0.9624,19.9842,75.0,12.0,19.2338,,,,,,0.9731,17.1982,113.0,17.0,16.7356
883,ST MARGARETS HOSPITAL (140143),2021,Acute Care,Voluntary non-profit - Private,56.0,41.328409,-89.192633,IL,,,,,,,,,,,1.0435,20.1796,120.0,29.0,21.057,0.9936,21.1407,121.0,25.0,21.0047,1.1014,4.3609,254.0,14.0,4.8032,1.0742,16.501,316.0,61.0,17.7258
884,ST JOSEPHS HOSPITAL (140145),2021,Acute Care,Voluntary non-profit - Church,49.0,38.625154,-89.524944,IL,,,,,,,,,,,0.9812,18.1656,,,17.8246,0.9609,20.0687,122.0,21.0,19.284,,,,,,0.9473,15.1642,137.0,16.0,14.3654
885,CARLE RICHLAND MEMORIAL HOSPITAL (140147),2021,Acute Care,Voluntary non-profit - Private,88.0,38.735021,-88.077125,IL,,,,,,,,,,,1.0368,18.1895,185.0,38.0,18.8582,0.9412,20.2635,146.0,24.0,19.0711,,,,,,1.0069,15.1714,213.0,33.0,15.2755
886,MEMORIAL MEDICAL CENTER (140148),2021,Acute Care,Voluntary non-profit - Private,465.0,39.808778,-89.654586,IL,0.9599,16.2674,630.0,96.0,15.6145,0.9869,12.2832,217.0,26.0,12.1221,0.9748,19.783,639.0,121.0,19.2849,0.9288,21.9505,823.0,163.0,20.3885,1.1446,4.2357,835.0,43.0,4.8484,1.0874,16.5875,1104.0,205.0,18.0371
887,UNIVERSITY OF ILLINOIS HOSPITAL (140150),2021,Acute Care,Government - State,498.0,41.869224,-87.670529,IL,1.1104,19.4892,53.0,18.0,21.6416,,,,,,1.0699,23.9542,88.0,29.0,25.6294,1.1852,24.1636,238.0,80.0,28.6382,1.0495,4.7975,,,5.0348,1.0705,21.2147,158.0,41.0,22.7097
888,PRESENCE ST MARYS HOSPITAL (140155),2021,Acute Care,Voluntary non-profit - Other,177.0,41.121113,-87.871768,IL,0.9152,16.0559,,,14.6943,,,,,,0.8516,19.8292,219.0,23.0,16.8869,1.0111,22.3213,205.0,47.0,22.5693,0.9539,4.0987,,,3.9098,0.9706,16.7201,364.0,57.0,16.2287
889,MERCY HOSPITAL AND MEDICAL CENTER (140158),2021,Acute Care,Voluntary non-profit - Private,11375.0,41.847053,-87.623583,IL,0.9899,17.9614,99.0,17.0,17.78,,,,,,0.9605,18.801,213.0,35.0,18.0576,1.1455,21.104,455.0,119.0,24.1741,0.9579,3.8133,,,3.6527,1.1541,18.265,263.0,66.0,21.08
890,FHN MEMORIAL HOSPITAL (140160),2021,Acute Care,Voluntary non-profit - Private,100.0,42.295894,-89.637947,IL,0.9993,15.5313,84.0,13.0,15.521,,,,,,0.9785,19.0642,187.0,33.0,18.6544,0.9823,19.6914,254.0,48.0,19.3428,1.406,3.766,145.0,14.0,5.295,0.9982,14.4399,431.0,62.0,14.4136
891,SAINT JAMES HOSPITAL (140161),2021,Acute Care,Voluntary non-profit - Church,42.0,40.873402,-88.678583,IL,,,,,,,,,,,1.0046,18.8129,199.0,38.0,18.8988,0.9057,19.8789,179.0,26.0,18.0041,1.1711,4.0035,,,4.6887,1.0426,16.1601,244.0,44.0,16.8489
892,ST JOSEPH MEDICAL CENTER (140162),2021,Acute Care,Voluntary non-profit - Church,149.0,40.480118,-88.955385,IL,0.9467,13.2783,215.0,24.0,12.5706,1.2195,11.8735,44.0,11.0,14.4799,0.9659,17.5796,294.0,47.0,16.9802,0.9094,19.4196,396.0,64.0,17.6602,1.1062,3.4931,237.0,11.0,3.8641,0.951,15.5324,355.0,49.0,14.772
893,MEMORIAL HOSPITAL OF CARBONDALE (140164),2021,Acute Care,Voluntary non-profit - Private,164.0,37.727973,-89.220121,IL,1.0556,15.4145,460.0,78.0,16.2718,1.2943,13.5565,152.0,33.0,17.5466,1.0617,20.0403,290.0,67.0,21.2762,1.074,22.8118,511.0,130.0,24.5001,0.9202,4.7026,313.0,12.0,4.3273,1.1801,18.3604,475.0,115.0,21.6678
894,ST MARYS HOSPITAL (140166),2021,Acute Care,Voluntary non-profit - Private,220.0,39.82635,-88.93191,IL,0.9263,15.8423,173.0,21.0,14.6749,,,,,,1.0849,19.9843,248.0,61.0,21.6816,1.157,23.1724,541.0,155.0,26.8099,1.1607,4.5733,249.0,16.0,5.3081,1.0934,17.6056,476.0,98.0,19.2505
895,IROQUOIS MEMORIAL HOSPITAL (140167),2021,Acute Care,Voluntary non-profit - Private,67.0,40.765541,-87.732666,IL,,,,,,,,,,,0.9925,22.842,56.0,12.0,22.6705,1.0161,21.7966,63.0,15.0,22.1469,1.0005,4.975,,,4.9774,0.9505,15.8453,96.0,11.0,15.0612
896,FRANCISCAN HEALTH OLYMPIA  FIELDS & CHICAGO HEIGHTS (140172),2021,Acute Care,Proprietary,274.0,,,IL,1.0841,18.1711,290.0,62.0,19.6991,0.9333,16.5142,,,15.4124,1.0284,19.872,443.0,93.0,20.4357,1.1444,22.9964,858.0,235.0,26.318,1.2563,4.8415,176.0,15.0,6.0821,1.0858,17.5767,582.0,117.0,19.0848
897,PRESENCE MERCY MEDICAL CENTER (140174),2021,Acute Care,Voluntary non-profit - Church,281.0,41.786906,-88.328909,IL,1.0637,16.6825,126.0,26.0,17.7449,0.9551,12.8028,,,12.2284,1.0218,20.4284,149.0,33.0,20.8728,0.9519,22.7898,287.0,59.0,21.6935,0.9463,3.9239,,,3.7133,1.0095,17.3769,361.0,64.0,17.5428
898,JACKSON PARK HOSPITAL (140177),2021,Acute Care,Voluntary non-profit - Private,181.0,41.757332,-87.58571,IL,,,,,,,,,,,0.9751,18.7585,72.0,11.0,18.2913,1.0556,22.7838,68.0,20.0,24.0512,,,,,,1.0196,16.3092,,,16.6283
899,OSF LITTLE COMPANY OF MARY MEDICAL CENTER (140179),2021,Acute Care,Voluntary non-profit - Other,258.0,41.720902,-87.691966,IL,1.0285,17.7239,95.0,19.0,18.2298,,,,,,0.9482,20.2138,400.0,72.0,19.1672,1.1096,22.1214,656.0,168.0,24.5448,1.0994,3.7865,,,4.1628,1.0432,17.4268,517.0,97.0,18.1804
900,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER (140180),2021,Acute Care,Voluntary non-profit - Church,450.0,41.903104,-87.683213,IL,0.9513,18.7253,101.0,15.0,17.8133,,,,,,1.0026,23.1758,240.0,56.0,23.2352,1.0071,24.0977,270.0,66.0,24.2679,1.045,4.0943,,,4.2784,1.0682,18.5164,350.0,74.0,19.7794
901,SOUTH SHORE HOSPITAL (140181),2021,Acute Care,Voluntary non-profit - Private,136.0,41.749496,-87.568623,IL,,,,,,,,,,,0.9724,21.4921,,,20.8989,1.0413,22.7421,52.0,15.0,23.6813,,,0.0,,,0.9812,19.7237,64.0,11.0,19.3521
902,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER (140182),2021,Acute Care,Voluntary non-profit - Church,305.0,41.936315,-87.651554,IL,1.0822,16.2155,99.0,22.0,17.5477,0.9602,11.3358,,,10.8848,1.0723,19.6515,113.0,30.0,21.0727,0.9686,22.4677,267.0,56.0,21.7626,0.9796,3.992,,,3.9105,0.9472,17.1996,189.0,27.0,16.2917
